#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_31	954	1121	-	FIGEMF_00509	6.6	10.0		SO:0001217, UniRef:UniRef50_UPI00242BC9D7
contig_31	1160	1519	-	FIGEMF_00510	13.5	8.8	PF13556.12|HTH_30	PFAM:PF13556.12, SO:0001217, UniRef:UniRef50_UPI002430DF4D
contig_31	1503	1808	-	FIGEMF_00511	11.8	6.1		SO:0001217, UniRef:UniRef50_UPI00242F137D
contig_31	1967	2464	-	FIGEMF_00512	19.4	9.3		
contig_31	2468	2665	-	FIGEMF_00513	7.4	9.6		
contig_32	255	422	-	FIGEMF_00521	6.4	4.4		RefSeq:WP_015523284.1, SO:0001217, UniParc:UPI0001CD5704, UniRef:UniRef100_A0A2N0UIY7, UniRef:UniRef50_R6N4T4, UniRef:UniRef90_A0A2N0UIY7
contig_33	558	1817	+	FIGEMF_00524	48.6	9.6	PF02920.21|Integrase_DNA, PF13102.12|Phage_int_SAM_5, PF14659.12|Phage_int_SAM_3	PFAM:PF02920.21, PFAM:PF13102.12, PFAM:PF14659.12
contig_33	3374	3649	-	FIGEMF_00526	10.7	9.8		SO:0001217, UniRef:UniRef50_A0A2N0V078, UniRef:UniRef90_A0A2N0V078
contig_33	10044	10352	-	FIGEMF_00532	11.3	4.4	PF13306.12|LRR_5	PFAM:PF13306.12
contig_33	11256	12083	-	FIGEMF_00534	31.2	4.1		SO:0001217, UniRef:UniRef50_A0A2N0UIP3, UniRef:UniRef90_A0A1C6F9I4
contig_33	92809	94452	-	FIGEMF_00600	58.9	9.0		
contig_33	109823	110671	+	FIGEMF_00612	30.7	9.4		
contig_34	126	911	+	FIGEMF_00624	31.0	9.7		
contig_36	191	469	+	FIGEMF_00631	10.1	8.8	PF01588.26|tRNA_bind	PFAM:PF01588.26
contig_36	6281	6769	+	FIGEMF_00638	18.4	9.2	PF02397.22|Bac_transf	PFAM:PF02397.22
contig_36	13250	14521	+	FIGEMF_00646	48.2	9.1		
contig_36	14540	15364	+	FIGEMF_00647	31.6	6.9		
contig_36	18933	19109	+	FIGEMF_00651	6.3	10.4		
contig_36	20903	22087	+	FIGEMF_00653	44.3	5.4	PF00984.24|UDPG_MGDP_dh, PF03720.21|UDPG_MGDP_dh_C, PF03721.20|UDPG_MGDP_dh_N	PFAM:PF00984.24, PFAM:PF03720.21, PFAM:PF03721.20
contig_36	22103	23254	+	FIGEMF_00654	44.1	8.7		
contig_37	3700	4626	+	FIGEMF_00668	35.2	4.2		SO:0001217, UniRef:UniRef50_A0A2N0V0E9
contig_38	17	241	+	FIGEMF_00669	8.2	7.7		
contig_39	2003	3013	+	FIGEMF_00680	36.6	4.7	PF00404.24|Dockerin_1	PFAM:PF00404.24
contig_45	15149	15748	-	FIGEMF_00771	22.2	4.4	PF00404.24|Dockerin_1, PF00652.28|Ricin_B_lectin, PF14200.12|RicinB_lectin_2	PFAM:PF00404.24, PFAM:PF00652.28, PFAM:PF14200.12
contig_47	730	1008	+	FIGEMF_00777	10.9	8.8		SO:0001217, UniRef:UniRef50_A0A6N8H3T0
contig_47	1743	1919	-	FIGEMF_00779	6.8	9.6		
contig_47	14391	14579	-	FIGEMF_00793	7.2	8.9		RefSeq:WP_015523370.1, SO:0001217, UniParc:UPI0001CD5BFA, UniRef:UniRef100_UPI0001CD5BFA, UniRef:UniRef50_R6MS76, UniRef:UniRef90_A0A2N0UWV3
contig_48	21	1232	+	FIGEMF_00810	42.6	4.1		SO:0001217, UniRef:UniRef50_UPI00242FBED5
contig_48	2556	3638	+	FIGEMF_00812	38.9	4.3		SO:0001217, UniRef:UniRef50_A0A1C6E8T5, UniRef:UniRef90_A0A1C6E8T5
contig_49	166	2733	+	FIGEMF_00826	94.1	4.9	PF13750.12|Big_3_3	PFAM:PF13750.12
contig_49	2809	4692	+	FIGEMF_00827	70.9	4.7	PF00069.31|Pkinase, PF03109.22|ABC1, PF07714.23|PK_Tyr_Ser-Thr, PF07719.23|TPR_2, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF14559.12|TPR_19	PFAM:PF00069.31, PFAM:PF03109.22, PFAM:PF07714.23, PFAM:PF07719.23, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF14559.12
contig_49	4706	4837	+	FIGEMF_00828	5.0	4.7		
contig_49	4824	5153	+	FIGEMF_00829	12.6	4.4		
contig_49	5174	6688	+	FIGEMF_00830	55.1	4.6		
contig_49	12195	12914	+	FIGEMF_00833	27.1	6.6	PF04397.21|LytTR	PFAM:PF04397.21
contig_49	12911	13600	+	FIGEMF_00834	26.1	4.7		
contig_49	14691	15068	+	FIGEMF_00838	14.3	4.9		
contig_49	15073	15375	+	FIGEMF_00839	11.2	4.4		
contig_49	15389	15727	+	FIGEMF_00840	12.7	5.4		
contig_49	15741	16049	+	FIGEMF_00841	11.6	4.7		
contig_49	16055	16579	+	FIGEMF_00842	19.1	6.4	PF16697.10|Yop-YscD_cpl	PFAM:PF16697.10
contig_50	16	348	+	FIGEMF_00843	12.9	5.4		
contig_51	499	780	-	FIGEMF_00845	10.4	8.6		RefSeq:WP_021884144.1, SO:0001217, UniParc:UPI00033D48CC, UniRef:UniRef100_A0A1C6H4B5, UniRef:UniRef50_A0A2N0UJU7, UniRef:UniRef90_A0A1C6H4B5
contig_51	3009	3140	+	FIGEMF_00848	5.2	10.5		RefSeq:WP_015524085.1, SO:0001217, UniParc:UPI0001CD6313, UniRef:UniRef100_A0A1C6H4I3, UniRef:UniRef50_A0A2N0UJN7, UniRef:UniRef90_A0A2N0UJN7
contig_51	13211	13393	-	FIGEMF_00858	6.3	8.1	PF16738.10|CBM26	PFAM:PF16738.10
contig_52	6644	6778	+	FIGEMF_00865	5.1	9.5		SO:0001217, UniParc:UPI000340D390, UniRef:UniRef100_A0A1C6HKE5, UniRef:UniRef50_A0A1C6HKE5, UniRef:UniRef90_A0A1C6HKE5
contig_52	9886	10248	+	FIGEMF_00871	13.5	4.5		
contig_53	7251	7457	+	FIGEMF_00886	7.9	9.4		RefSeq:WP_015524077.1, SO:0001217, UniParc:UPI0001CD630B, UniRef:UniRef100_A0A1C6H3N5, UniRef:UniRef50_A0A2N0UJN2, UniRef:UniRef90_A0A2N0UJN2
contig_56	106	765	+	FIGEMF_00895	24.3	5.2		
contig_57	540	1136	-	FIGEMF_00913	22.1	4.1	PF05593.20|RHS_repeat	PFAM:PF05593.20
contig_57	1367	3073	+	FIGEMF_00914	65.2	6.7		SO:0001217, UniRef:UniRef50_A0A2N0UNL8
contig_58	5130	5357	+	FIGEMF_00926	8.5	7.7		RefSeq:WP_117951961.1, SO:0001217, UniParc:UPI000E4E8A70, UniRef:UniRef100_UPI000E4E8A70, UniRef:UniRef50_A0A2N0USZ3, UniRef:UniRef90_UPI00242EA7CB
contig_58	5462	6244	-	FIGEMF_00927	29.9	4.9		SO:0001217, UniRef:UniRef50_UPI00266C4B28
contig_58	6314	7261	-	FIGEMF_00928	36.5	5.9		
contig_58	7988	8914	-	FIGEMF_00930	35.5	4.6	PF00404.24|Dockerin_1	PFAM:PF00404.24
contig_61	92	1441	+	FIGEMF_00941	48.2	7.5	PF05257.22|CHAP, PF13702.11|Lysozyme_like	PFAM:PF05257.22, PFAM:PF13702.11
contig_61	19561	19815	-	FIGEMF_00967	9.6	5.3		SO:0001217, UniRef:UniRef50_A0A416VA19, UniRef:UniRef90_A0A416VA19
contig_62	3494	5560	+	FIGEMF_00983	80.9	7.8		SO:0001217, UniRef:UniRef50_A0A374ULY9, UniRef:UniRef90_A0A374ULY9
contig_62	6216	6578	-	FIGEMF_00984	13.9	5.4		SO:0001217, UniRef:UniRef50_UPI00267098C5, UniRef:UniRef90_UPI00267098C5
contig_64	12330	12788	-	FIGEMF_01017	17.4	9.3		RefSeq:WP_015522695.1, SO:0001217, UniParc:UPI0001CD56DC, UniRef:UniRef100_UPI0001CD56DC, UniRef:UniRef50_A0A2N0UXU5, UniRef:UniRef90_A0A2N0UXU5
contig_65	2102	3493	-	FIGEMF_01034	53.0	4.6		SO:0001217, UniRef:UniRef50_A0A292RRB7, UniRef:UniRef90_A0A292RRB7
contig_67	1142	1780	+	FIGEMF_01043	24.9	4.1		SO:0001217, UniRef:UniRef50_A0A2N0UYM0
contig_67	1859	2455	-	FIGEMF_01044	21.8	5.8		
contig_67	2492	3709	-	FIGEMF_01045	42.4	4.9	PF00415.24|RCC1, PF02017.21|CIDE-N, PF13240.11|Zn_Ribbon_1, PF13540.12|RCC1_2	PFAM:PF00415.24, PFAM:PF02017.21, PFAM:PF13240.11, PFAM:PF13540.12
contig_67	3723	4904	-	FIGEMF_01046	43.7	4.9		
contig_67	20090	20533	+	FIGEMF_01063	17.4	5.2		SO:0001217, UniRef:UniRef50_A0A173ZD27, UniRef:UniRef90_A0A2N0UZ75
contig_67	20582	20803	-	FIGEMF_01064	8.3	6.2		RefSeq:WP_117520071.1, SO:0001217, UniParc:UPI000821EB6B, UniRef:UniRef100_A0A1C6C0V3, UniRef:UniRef50_A0A2N0UZ60, UniRef:UniRef90_A0A1C6C0V3
contig_68	59787	59927	+	FIGEMF_01139	5.2	4.1		
contig_68	59893	60486	+	FIGEMF_01140	22.3	9.2	PF13306.12|LRR_5	PFAM:PF13306.12
contig_68	60483	60794	+	FIGEMF_01141	11.2	4.4	PF00404.24|Dockerin_1	PFAM:PF00404.24
contig_68	76071	76787	-	FIGEMF_01161	24.3	6.3		
contig_69	12984	13496	+	FIGEMF_01172	19.3	4.4		
contig_69	14562	15020	-	FIGEMF_01175	17.7	8.4		SO:0001217, UniRef:UniRef50_A0A1C6ELA8, UniRef:UniRef90_A0A1C6ELA8
contig_69	17096	17287	+	FIGEMF_01179	7.4	4.7		SO:0001217, UniRef:UniRef50_A0A2N0UL74, UniRef:UniRef90_A0A2N0UL74
contig_69	17954	18493	-	FIGEMF_01181	20.0	9.5		SO:0001217, UniRef:UniRef50_A0A2N0UL27, UniRef:UniRef90_A0A1C6ELV3
contig_69	21334	21822	-	FIGEMF_01186	17.6	5.4	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_71	3565	4557	+	FIGEMF_01192	37.1	5.2		
contig_72	5356	5688	+	FIGEMF_01198	12.8	9.4		SO:0001217, UniRef:UniRef50_A0A2N0V0S2, UniRef:UniRef90_A0A2N0V0S2
contig_72	8034	8603	+	FIGEMF_01201	21.7	6.5		SO:0001217, UniRef:UniRef50_A0A2N0UV52, UniRef:UniRef90_A0A2N0UV52
contig_72	27014	27499	-	FIGEMF_01221	18.2	8.9		SO:0001217, UniRef:UniRef50_A0A1C6E400, UniRef:UniRef90_A0A1C6E400
contig_72	27518	27982	-	FIGEMF_01222	17.0	8.4		SO:0001217, UniRef:UniRef50_A0A1C6E352, UniRef:UniRef90_UPI0025D5A455
contig_72	28008	28550	-	FIGEMF_01223	20.3	9.4		SO:0001217, UniRef:UniRef50_A0A2N0UV68, UniRef:UniRef90_UPI0025E52AA5
contig_72	28574	29119	-	FIGEMF_01224	20.6	9.1		SO:0001217, UniRef:UniRef50_A0A1C6E3G4
contig_72	42715	42888	+	FIGEMF_01240	6.8	4.9		SO:0001217, UniRef:UniRef50_A0A2N0UW60, UniRef:UniRef90_A0A2N0UW60
contig_75	26643	27290	-	FIGEMF_01288	23.9	9.7		RefSeq:WP_015522819.1, SO:0001217, UniParc:UPI0001CD5E27, UniRef:UniRef100_A0A2N0UII2, UniRef:UniRef50_A0A2N0UII2, UniRef:UniRef90_A0A2N0UII2
contig_76	230	940	+	FIGEMF_01317	26.3	4.7		SO:0001217, UniRef:UniRef50_A0A4P8XUG2, UniRef:UniRef90_A0A2N0USJ9
contig_77	19733	19954	-	FIGEMF_01353	8.5	4.9		RefSeq:WP_046431414.1, SO:0001217, UniParc:UPI0006239B76, UniRef:UniRef100_A0A1C6DIV5, UniRef:UniRef50_A0A1C6DIV5, UniRef:UniRef90_A0A1C6DIV5
contig_77	21525	21938	-	FIGEMF_01355	15.3	5.1		RefSeq:WP_046431419.1, SO:0001217, UniParc:UPI000623A0BB, UniRef:UniRef100_A0A1C6DIB8, UniRef:UniRef50_A0A3D2HTQ0, UniRef:UniRef90_A0A2N0UYQ3
contig_77	55458	55994	-	FIGEMF_01382	19.8	4.5		SO:0001217, UniRef:UniRef50_A0A2N0UIW7
contig_79	15572	15676	-	FIGEMF_01411	3.7	8.1		SO:0001217, UniParc:UPI0001CD6762, UniRef:UniRef100_A0A1C6BU11, UniRef:UniRef50_A0A1C6BU11, UniRef:UniRef90_A0A1C6BU11
contig_79	15734	16288	-	FIGEMF_01412	21.7	4.3		SO:0001217, UniRef:UniRef50_A0A292RUZ0, UniRef:UniRef90_A0A292RUZ0
contig_79	16941	17105	+	FIGEMF_01413	6.2	9.3		
contig_79	19450	19767	+	FIGEMF_01417	11.7	4.3	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_80	4542	4874	-	FIGEMF_01419	12.5	9.1		SO:0001217, UniRef:UniRef50_A0A2N0UQW9, UniRef:UniRef90_A0A2N0UQW9
contig_80	13663	13845	+	FIGEMF_01432	7.3	6.5		RefSeq:WP_015524174.1, SO:0001217, UniParc:UPI0001CD69EC, UniRef:UniRef100_A0A1C6HCI3, UniRef:UniRef50_A0A2N0UQS6, UniRef:UniRef90_A0A2N0UQS6
contig_80	16082	16786	-	FIGEMF_01434	26.9	8.7		
contig_81	12332	12616	-	FIGEMF_01447	11.0	5.2		RefSeq:WP_021883466.1, SO:0001217, UniParc:UPI0003395D26, UniRef:UniRef100_A0A2N0UJ02, UniRef:UniRef50_A0A355TZW0, UniRef:UniRef90_A0A2N0UJ02
contig_81	12986	13222	-	FIGEMF_01449	8.5	9.3		RefSeq:WP_015523224.1, SO:0001217, UniParc:UPI0001CD5280, UniRef:UniRef100_A0A1C6DN88, UniRef:UniRef50_A0A2N0UJ19, UniRef:UniRef90_A0A2N0UJ19
contig_81	27945	28148	+	FIGEMF_01466	7.7	9.5		
contig_81	28129	28617	+	FIGEMF_01467	18.5	9.8		SO:0001217, UniRef:UniRef50_UPI00242FB399, UniRef:UniRef90_UPI00242FB399
contig_81	28768	29061	+	FIGEMF_01468	11.7	5.8		SO:0001217, UniRef:UniRef50_UPI00242F137D, UniRef:UniRef90_UPI002587BF0B
contig_81	29456	29617	+	FIGEMF_01469	6.3	9.8		SO:0001217, UniRef:UniRef50_UPI00242BC9D7
contig_81	29624	30304	+	FIGEMF_01470	25.8	5.1		SO:0001217, UniRef:UniRef50_UPI0024315F3B
contig_82	187	339	+	FIGEMF_01473	5.2	4.4	PF00404.24|Dockerin_1	PFAM:PF00404.24
contig_82	15824	16378	-	FIGEMF_01488	18.5	4.2		
contig_83	47	1198	+	FIGEMF_01489	42.8	5.6	PF13529.12|Peptidase_C39_2	PFAM:PF13529.12
contig_84	14701	15192	-	FIGEMF_01518	18.6	8.9		SO:0001217, UniRef:UniRef50_A0A2N0UMT6, UniRef:UniRef90_A0A2N0UMT6
contig_85	174	398	+	FIGEMF_01521	8.8	6.8	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13560.12
contig_86	505	627	-	FIGEMF_01526	4.4	9.1		
contig_87	2839	3303	+	FIGEMF_01528	16.4	6.0		
contig_91	16924	17292	-	FIGEMF_01575	13.3	8.3	PF07992.20|Pyr_redox_2	PFAM:PF07992.20
contig_94	2405	3001	-	FIGEMF_01607	21.8	7.6		
contig_96	46850	47350	+	FIGEMF_01659	18.9	9.1		RefSeq:WP_015523762.1, SO:0001217, UniParc:UPI0001CD5063, UniRef:UniRef100_A0A2N0UMK3, UniRef:UniRef50_A0A2N0UMK3, UniRef:UniRef90_A0A2N0UMK3
contig_99	2700	2921	-	FIGEMF_01685	8.3	9.2		SO:0001217, UniRef:UniRef50_A0A374UMJ9, UniRef:UniRef90_A0A2N0UZ72
contig_99	26456	26581	-	FIGEMF_01706	5.0	9.8		
contig_100	288	998	-	FIGEMF_01707	26.0	4.5		
contig_101	3496	3837	-	FIGEMF_01715	13.4	8.9		SO:0001217, UniRef:UniRef50_A0A2N0UYY2, UniRef:UniRef90_A0A1C6DSE2
contig_101	3824	4138	-	FIGEMF_01716	12.3	5.4		RefSeq:WP_117951191.1, SO:0001217, UniParc:UPI000E4FDECB, UniRef:UniRef100_UPI002430768D, UniRef:UniRef50_A0A1C6DSM7, UniRef:UniRef90_A0A1C6DSM7
contig_101	6869	7186	+	FIGEMF_01720	12.5	10.2		
contig_101	7631	8758	-	FIGEMF_01722	43.8	5.5		RefSeq:WP_177610159.1, SO:0001217, UniParc:UPI0015A76F5A, UniRef:UniRef100_UPI0015A76F5A, UniRef:UniRef50_A0A3A8YH28, UniRef:UniRef90_UPI0015A76F5A
contig_101	13808	14047	+	FIGEMF_01727	9.6	5.4		
contig_102	10700	12145	-	FIGEMF_01740	55.9	5.8	PF13443.12|HTH_26	PFAM:PF13443.12
contig_102	17414	17980	+	FIGEMF_01746	21.3	7.7		
contig_102	18085	18507	+	FIGEMF_01747	15.8	9.3		
contig_103	40499	40891	+	FIGEMF_01780	14.4	8.2		SO:0001217, UniRef:UniRef50_A0A2N0UL79, UniRef:UniRef90_A0A2N0UL79
contig_103	65805	66188	+	FIGEMF_01809	13.8	7.8		SO:0001217, UniRef:UniRef50_A0A374UJB0, UniRef:UniRef90_A0A2N0UL39
contig_104	46	894	+	FIGEMF_01827	32.3	4.8		
contig_104	909	2102	+	FIGEMF_01828	42.9	4.6		
contig_104	2115	2375	+	FIGEMF_01829	10.3	4.3		SO:0001217, UniRef:UniRef50_A0A173SEP9
contig_104	2581	5034	+	FIGEMF_01830	89.0	5.6	PF10651.15|BppU_N, PF13229.12|Beta_helix	PFAM:PF10651.15, PFAM:PF13229.12
contig_104	5054	5482	+	FIGEMF_01831	16.1	6.8		SO:0001217, UniRef:UniRef50_UPI00258BFF76
contig_104	6105	6944	+	FIGEMF_01834	30.8	9.1	PF01471.23|PG_binding_1, PF01510.30|Amidase_2	PFAM:PF01471.23, PFAM:PF01510.30
contig_104	7361	7507	+	FIGEMF_01835	5.8	9.1		
contig_104	7717	8610	+	FIGEMF_01836	34.4	9.2		
contig_104	8616	8777	+	FIGEMF_01837	6.4	8.9		
contig_104	43489	44754	-	FIGEMF_01871	47.7	8.5	PF01396.24|Zn_ribbon_Top1	PFAM:PF01396.24
contig_106	14280	15146	-	FIGEMF_01908	31.9	7.5	PF18128.7|HydF_dimer, PF18133.7|HydF_tetramer	PFAM:PF18128.7, PFAM:PF18133.7
contig_110	13429	14076	-	FIGEMF_01934	25.1	4.1	PF01841.26|Transglut_core	PFAM:PF01841.26
contig_115	89	517	+	FIGEMF_01951	15.8	10.8		SO:0001217, UniRef:UniRef50_UPI003521BFF1, UniRef:UniRef90_UPI003521BFF1
contig_115	8297	9109	-	FIGEMF_01959	31.3	8.8		SO:0001217, UniRef:UniRef50_A0A292RYB6, UniRef:UniRef90_A0A292RYB6
contig_116	14113	14259	-	FIGEMF_01973	5.6	5.9		SO:0001217, UniRef:UniRef50_A0A2N0UTT5, UniRef:UniRef90_A0A2N0UTT5
contig_116	14583	14930	-	FIGEMF_01974	13.9	10.1		
