#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_104	166	732	+	NBGELD_0136	20.7	10.2	PF00041.27|fn3, PF07550.17|Shr-like_HID	PFAM:PF00041.27, PFAM:PF07550.17
contig_106	137	1312	+	NBGELD_0137	43.7	5.1	PF01228.26|Gly_radical	PFAM:PF01228.26
contig_110	6	575	+	NBGELD_0144	20.2	7.9	PF02080.26|TrkA_C, PF02254.24|TrkA_N	PFAM:PF02080.26, PFAM:PF02254.24
contig_115	30	173	+	NBGELD_0153	5.1	5.6	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_125	1391	2344	-	NBGELD_0177	35.0	7.0		
contig_127	110	757	+	NBGELD_0179	25.0	4.9	PF01895.24|PhoU	PFAM:PF01895.24
contig_129	106	471	+	NBGELD_0181	12.9	10.2		
contig_132	97	786	+	NBGELD_0185	25.2	5.2	PF00490.27|ALAD	PFAM:PF00490.27
contig_136	56	925	+	NBGELD_0187	32.0	5.4	PF02772.21|S-AdoMet_synt_M, PF02773.21|S-AdoMet_synt_C	PFAM:PF02772.21, PFAM:PF02773.21
contig_139	893	1198	-	NBGELD_0192	11.5	5.4	PF13558.12|SbcC_Walker_B	PFAM:PF13558.12
contig_140	792	1178	-	NBGELD_0194	14.5	8.7		
contig_142	268	966	-	NBGELD_0196	25.5	5.0	PF02913.24|FAD-oxidase_C	PFAM:PF02913.24
contig_144	135	293	+	NBGELD_0198	6.0	10.1		
contig_148	1099	1251	+	NBGELD_0203	5.8	4.1		RefSeq:WP_226797333.1, SO:0001217, UniParc:UPI000A621463, UniRef:UniRef100_A0AAQ3JLM3, UniRef:UniRef50_E5VPJ7, UniRef:UniRef90_E5VPJ7
contig_150	742	906	-	NBGELD_0205	6.5	5.2		SO:0001217, UniRef:UniRef50_D4MWJ2, UniRef:UniRef90_D4MWJ2
contig_151	65	544	-	NBGELD_0206	17.6	10.3		
contig_152	573	977	-	NBGELD_0207	15.8	8.4		
contig_164	7	636	+	NBGELD_0221	23.9	6.1		
contig_165	29	856	+	NBGELD_0223	28.7	10.3	PF02368.24|Big_2, PF17963.7|Big_9	PFAM:PF02368.24, PFAM:PF17963.7
contig_168	233	556	+	NBGELD_0227	12.3	5.3		
contig_168	1309	1623	-	NBGELD_0229	11.9	8.8	PF14808.11|TMEM164	PFAM:PF14808.11
contig_169	83	370	+	NBGELD_0230	10.9	5.2		
contig_169	399	1097	-	NBGELD_0231	26.1	5.2	PF00753.33|Lactamase_B	PFAM:PF00753.33
contig_174	34	597	+	NBGELD_0237	20.6	5.1	PF02272.25|DHHA1	PFAM:PF02272.25
contig_181	907	1098	-	NBGELD_0247	7.2	6.7		
contig_185	52	852	+	NBGELD_0251	29.6	9.9		
contig_187	20	625	+	NBGELD_0253	23.9	9.3		
contig_188	29	883	+	NBGELD_0262	32.7	9.5	PF02806.24|Alpha-amylase_C	PFAM:PF02806.24
contig_191	66	473	+	NBGELD_0264	15.4	5.3	PF00359.27|PTS_EIIA_2	PFAM:PF00359.27
contig_196	16	297	+	NBGELD_0271	11.4	5.2		
contig_198	28	789	+	NBGELD_0287	28.3	5.1	PF00006.31|ATP-synt_ab, PF00306.32|ATP-synt_ab_C	PFAM:PF00006.31, PFAM:PF00306.32
contig_201	298	846	-	NBGELD_0289	21.2	9.6	PF04203.18|Sortase	PFAM:PF04203.18
contig_207	1331	1504	+	NBGELD_0297	6.8	4.2		RefSeq:WP_008391843.1, SO:0001217, UniParc:UPI00016586B0, UniRef:UniRef100_E5VHY3, UniRef:UniRef50_A0A0E2HFF3, UniRef:UniRef90_E5VHY3
contig_209	1126	1218	-	NBGELD_0300	3.5	5.6		
contig_210	172	303	-	NBGELD_0301	5.1	8.8		SO:0001217, UniParc:UPI0006C4785C, UniRef:UniRef100_A0A173TW23, UniRef:UniRef50_A0A173TW23, UniRef:UniRef90_A0A173TW23
contig_210	459	1265	-	NBGELD_0302	28.1	4.9		
contig_214	113	496	+	NBGELD_0303	13.2	8.9		
contig_218	10	1122	+	NBGELD_0305	39.0	10.1	PF02368.24|Big_2, PF20578.4|aBig_2	PFAM:PF02368.24, PFAM:PF20578.4
contig_218	1079	1393	+	NBGELD_0306	12.6	9.4		RefSeq:WP_173782628.1, SO:0001217, UniParc:UPI00156D4251, UniRef:UniRef100_UPI00156D4251, UniRef:UniRef50_UPI00156D4251, UniRef:UniRef90_UPI00156D4251
contig_223	253	675	+	NBGELD_0312	15.1	4.3		
contig_224	77	241	+	NBGELD_0313	6.5	4.5		
contig_226	32	493	+	NBGELD_0314	17.7	5.8		
contig_234	147	299	+	NBGELD_0324	5.9	6.2		SO:0001217, UniRef:UniRef50_UPI0015F2F233
contig_236	195	1199	+	NBGELD_0326	39.5	9.7	PF01609.27|DDE_Tnp_1, PF13751.12|DDE_Tnp_1_6	PFAM:PF01609.27, PFAM:PF13751.12
contig_236	1412	1555	-	NBGELD_0327	5.3	8.2		
contig_237	391	846	-	NBGELD_0328	17.0	8.4		
contig_238	977	1357	-	NBGELD_0329	13.8	9.3		
contig_239	396	1403	-	NBGELD_0331	35.5	9.6		
contig_240	1059	1487	-	NBGELD_0333	16.1	5.3		
contig_241	739	948	-	NBGELD_0336	7.6	8.2		
contig_242	785	1096	-	NBGELD_0337	11.3	10.1	PF07501.17|G5	PFAM:PF07501.17
contig_245	190	477	+	NBGELD_0341	11.0	9.5	PF08241.18|Methyltransf_11	PFAM:PF08241.18
contig_246	902	1051	-	NBGELD_0344	5.7	4.9	PF03481.19|Sua5_C	PFAM:PF03481.19
contig_247	848	1039	-	NBGELD_0346	7.2	6.3		
contig_255	24	281	+	NBGELD_0351	9.3	5.0	PF02801.28|Ketoacyl-synt_C	PFAM:PF02801.28, SO:0001217, UniRef:UniRef50_UPI00272A9021
contig_258	119	349	+	NBGELD_0358	8.3	10.1	PF06738.18|ThrE, PF12821.13|ThrE_2	PFAM:PF06738.18, PFAM:PF12821.13
contig_259	75	359	+	NBGELD_0359	11.5	10.0		
contig_267	243	743	-	NBGELD_0365	18.2	10.8		
contig_268	7	150	+	NBGELD_0366	5.4	8.0		
contig_270	49	666	+	NBGELD_0371	21.9	5.0		
contig_270	1635	2483	+	NBGELD_0374	33.1	5.1		RefSeq:WP_009204125.1, SO:0001217, UniParc:UPI0002A24D27, UniRef:UniRef100_A0A174Q251, UniRef:UniRef50_D4MXE3, UniRef:UniRef90_D4MXE3
contig_272	17	718	+	NBGELD_0380	27.2	9.1		
contig_276	108	632	-	NBGELD_0382	20.1	8.8		RefSeq:WP_149883588.1, SO:0001217, UniParc:UPI0006C65756, UniRef:UniRef100_A0A173URF1, UniRef:UniRef50_A0A173URF1, UniRef:UniRef90_A0A173URF1
contig_280	1943	2038	-	NBGELD_0387	3.5	4.2		
contig_281	516	959	+	NBGELD_0388	17.1	9.9		
contig_287	26	631	+	NBGELD_0394	22.0	9.3	PF00999.27|Na_H_Exchanger	PFAM:PF00999.27
contig_289	56	610	+	NBGELD_0397	22.4	9.1	PF02806.24|Alpha-amylase_C	PFAM:PF02806.24
contig_290	607	1362	-	NBGELD_0398	28.1	5.5		
contig_292	294	599	+	NBGELD_0399	11.3	5.8		
contig_293	97	276	+	NBGELD_0400	6.6	9.3		
contig_297	27	395	+	NBGELD_0406	13.4	4.8	PF00448.28|SRP54	PFAM:PF00448.28
contig_299	29	694	+	NBGELD_0408	23.8	5.7	PF00358.26|PTS_EIIA_1	PFAM:PF00358.26
contig_305	984	1142	-	NBGELD_0418	6.0	8.1		
contig_306	719	1261	-	NBGELD_0420	20.8	9.0		
contig_311	104	970	-	NBGELD_0428	33.3	9.5	PF04552.19|Sigma54_DBD, PF04963.19|Sigma54_CBD	PFAM:PF04552.19, PFAM:PF04963.19
contig_313	55	633	+	NBGELD_0430	22.1	9.3		
contig_313	949	1473	-	NBGELD_0431	18.3	9.8		
contig_318	1388	1618	-	NBGELD_0442	8.3	4.6		
contig_322	28	396	+	NBGELD_0447	14.4	6.6	PF01695.23|IstB_IS21	PFAM:PF01695.23
contig_326	1	1071	+	NBGELD_0449	41.2	5.6	PF00165.29|HTH_AraC, PF12833.13|HTH_18, PF17853.6|GGDEF_2	PFAM:PF00165.29, PFAM:PF12833.13, PFAM:PF17853.6
contig_327	101	421	+	NBGELD_0450	11.8	5.0		
contig_331	136	465	+	NBGELD_0459	11.6	5.0	PF06738.18|ThrE	PFAM:PF06738.18
contig_338	150	485	+	NBGELD_0466	12.6	6.7	PF02810.21|SEC-C	PFAM:PF02810.21
contig_339	1145	1306	-	NBGELD_0468	6.4	4.2		
contig_342	101	553	+	NBGELD_0470	15.8	6.6		
contig_347	20	820	+	NBGELD_0482	29.7	5.0	PF01228.26|Gly_radical	PFAM:PF01228.26
contig_352	735	950	-	NBGELD_0485	7.5	11.8		
contig_354	1049	1840	-	NBGELD_0489	30.8	7.0	PF01170.24|UPF0020, PF02926.22|THUMP, PF05175.20|MTS	PFAM:PF01170.24, PFAM:PF02926.22, PFAM:PF05175.20
contig_360	48	1040	+	NBGELD_0499	36.4	7.0	PF00082.27|Peptidase_S8	PFAM:PF00082.27
contig_363	25	228	+	NBGELD_0503	7.6	10.3	PF13306.12|LRR_5	PFAM:PF13306.12
contig_365	72	254	+	NBGELD_0505	6.7	9.4		
contig_365	290	406	+	NBGELD_0506	4.2	6.7		
contig_368	2335	2469	-	NBGELD_0509	5.2	4.4		RefSeq:WP_009204217.1, SO:0001217, UniParc:UPI0002A3671D, UniRef:UniRef100_A0A174UQN7, UniRef:UniRef50_A0A174UQN7, UniRef:UniRef90_A0A174UQN7
contig_373	3188	3637	+	NBGELD_0516	17.0	9.1		
contig_373	3473	3964	-	NBGELD_0517	18.3	4.9	PF09479.16|Flg_new	PFAM:PF09479.16
contig_375	10	360	+	NBGELD_0519	13.5	9.3		
contig_381	28	243	+	NBGELD_0524	8.1	6.3		
contig_383	46	1758	-	NBGELD_0527	64.6	5.1	PF00488.27|MutS_V, PF05190.23|MutS_IV, PF05192.23|MutS_III	PFAM:PF00488.27, PFAM:PF05190.23, PFAM:PF05192.23
contig_384	1111	1380	-	NBGELD_0529	10.1	9.8		
contig_386	23	688	+	NBGELD_0533	24.9	5.5	PF00285.26|Citrate_synt	PFAM:PF00285.26
contig_386	894	1553	-	NBGELD_0534	24.4	5.0	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_387	41	319	+	NBGELD_0535	10.0	4.8	PF01144.29|CoA_trans	PFAM:PF01144.29
contig_387	1063	1239	-	NBGELD_0537	5.8	4.9		
contig_394	749	1096	-	NBGELD_0545	13.3	5.1		SO:0001217, UniRef:UniRef50_A0A317U7B8, UniRef:UniRef90_UPI001D063F2B
contig_398	11	259	+	NBGELD_0549	9.3	8.9	PF21018.2|BipA_C	PFAM:PF21018.2
contig_405	958	1320	+	NBGELD_0557	11.8	4.7	PF00364.28|Biotin_lipoyl, PF13533.12|Biotin_lipoyl_2	PFAM:PF00364.28, PFAM:PF13533.12
contig_408	1530	1760	-	NBGELD_0562	8.6	9.4		
contig_412	336	530	-	NBGELD_0567	7.0	5.3		
contig_412	588	746	-	NBGELD_0568	5.5	5.7		
contig_417	592	1128	-	NBGELD_0575	19.5	6.2	PF00365.25|PFK	PFAM:PF00365.25
contig_418	22	1131	+	NBGELD_0576	43.1	8.1	PF08676.16|MutL_C	PFAM:PF08676.16
contig_419	1172	1423	-	NBGELD_0578	9.0	4.3	PF00231.24|ATP-synt	PFAM:PF00231.24
contig_420	48	1118	+	NBGELD_0579	41.4	7.0	PF11734.13|TilS_C	PFAM:PF11734.13
contig_422	9	356	+	NBGELD_0580	12.4	4.8	PF10418.14|DHODB_Fe-S_bind	PFAM:PF10418.14
contig_424	1794	1925	-	NBGELD_0585	4.9	5.6		
contig_426	91	519	+	NBGELD_0587	16.4	10.2		
contig_429	46	249	+	NBGELD_0590	8.2	6.2		
contig_429	606	731	+	NBGELD_0591	4.5	9.6		
contig_431	96	479	+	NBGELD_0594	14.0	4.5	PF02142.27|MGS	PFAM:PF02142.27
contig_434	279	470	+	NBGELD_0596	7.1	4.1		SO:0001217, UniRef:UniRef50_UPI002FCC87B8, UniRef:UniRef90_UPI00259AB6B8
contig_434	593	952	-	NBGELD_0597	13.6	8.8	PF00023.36|Ank, PF12796.13|Ank_2, PF13606.12|Ank_3	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12
contig_437	46	411	+	NBGELD_0601	14.3	5.3		SO:0001217, UniRef:UniRef50_UPI001FAADD57
contig_438	13	150	+	NBGELD_0603	5.1	6.0		
contig_442	556	939	-	NBGELD_0610	14.6	5.9	PF01228.26|Gly_radical	PFAM:PF01228.26
contig_443	44	178	+	NBGELD_0611	5.0	6.2		
contig_443	1211	1441	-	NBGELD_0613	7.8	10.4		
contig_444	807	1076	-	NBGELD_0614	9.5	5.7		
contig_445	49	900	+	NBGELD_0615	30.9	5.7	PF07687.19|M20_dimer	PFAM:PF07687.19
contig_447	249	890	+	NBGELD_0620	23.7	5.1		
contig_449	992	1957	-	NBGELD_0624	36.7	5.5		SO:0001217, UniRef:UniRef50_UPI002E777B24
contig_452	38	703	+	NBGELD_0629	24.6	5.7	PF02866.23|Ldh_1_C	PFAM:PF02866.23
contig_452	711	974	-	NBGELD_0630	9.8	4.6		RefSeq:WP_008391501.1, SO:0001217, UniParc:UPI0001657510, UniRef:UniRef100_D4MZM1, UniRef:UniRef50_D4MZM1, UniRef:UniRef90_D4MZM1
contig_452	986	1216	-	NBGELD_0631	8.9	5.6		
contig_454	22	657	+	NBGELD_0633	23.1	5.2	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_456	722	964	-	NBGELD_0636	8.5	9.0		
contig_456	1044	1154	-	NBGELD_0637	4.1	4.3		
contig_462	1	936	+	NBGELD_0641	34.8	7.7	PF13750.12|Big_3_3, PF19077.6|Big_13	PFAM:PF13750.12, PFAM:PF19077.6
contig_465	303	911	+	NBGELD_0644	22.0	10.3	PF00041.27|fn3, PF02368.24|Big_2	PFAM:PF00041.27, PFAM:PF02368.24
contig_466	2152	2682	-	NBGELD_0646	20.5	5.4		
contig_469	11	241	+	NBGELD_0649	8.7	4.6		
contig_469	1513	1716	+	NBGELD_0651	7.7	5.2		
contig_469	2086	2301	+	NBGELD_0652	8.1	4.1		SO:0001217, UniRef:UniRef50_UPI00189CC6B3, UniRef:UniRef90_UPI00189CC6B3
contig_470	92	622	+	NBGELD_0653	21.0	9.1		
contig_470	653	1084	+	NBGELD_0654	16.8	4.7		RefSeq:WP_044923738.1, SO:0001217, UniParc:UPI0005D198DB, UniRef:UniRef100_A0A173UTY6, UniRef:UniRef50_A0A173UTY6, UniRef:UniRef90_A0A173UTY6
contig_474	62	421	+	NBGELD_0657	13.5	5.2		
contig_475	751	1020	+	NBGELD_0659	9.5	9.4		
contig_480	27	764	+	NBGELD_0665	27.4	5.0	PF00258.30|Flavodoxin_1, PF12724.12|Flavodoxin_5	PFAM:PF00258.30, PFAM:PF12724.12
contig_482	27	221	+	NBGELD_0671	7.2	10.5		
contig_484	83	715	+	NBGELD_0676	24.2	4.7		
contig_486	15	266	+	NBGELD_0677	9.2	9.9		
contig_489	191	487	-	NBGELD_0681	10.5	10.0		
contig_494	80	487	+	NBGELD_0684	15.5	4.7	PF14278.11|TetR_C_8	PFAM:PF14278.11
contig_495	2481	3557	-	NBGELD_0689	40.6	5.9	PF07685.20|GATase_3	PFAM:PF07685.20
contig_496	18	212	+	NBGELD_0690	7.6	9.3		
contig_498	16	819	+	NBGELD_0695	29.6	10.0		
contig_499	119	361	+	NBGELD_0697	9.6	9.8		
contig_502	92	463	+	NBGELD_0702	13.3	5.7		
contig_503	1305	1736	-	NBGELD_0713	16.6	6.0		
contig_508	637	1206	-	NBGELD_0720	21.1	5.4	PF00266.25|Aminotran_5	PFAM:PF00266.25
contig_510	23	346	+	NBGELD_0722	11.9	4.8		
contig_510	431	724	+	NBGELD_0723	10.7	9.6		
contig_514	820	984	-	NBGELD_0729	5.9	6.9		
contig_515	11	688	+	NBGELD_0730	26.7	5.6		
contig_519	1325	1648	-	NBGELD_0735	12.5	6.6		
contig_521	4	858	+	NBGELD_0739	32.1	5.6	PF00155.27|Aminotran_1_2, PF01041.23|DegT_DnrJ_EryC1	PFAM:PF00155.27, PFAM:PF01041.23
contig_524	15	215	+	NBGELD_0748	7.7	4.8	PF01202.28|SKI	PFAM:PF01202.28
contig_525	649	1047	-	NBGELD_0751	14.9	9.1		
contig_527	1059	1892	-	NBGELD_0753	32.1	5.3	PF10410.14|DnaB_bind	PFAM:PF10410.14
contig_528	38	1606	+	NBGELD_0754	56.9	4.9	PF02142.27|MGS, PF02222.28|ATP-grasp, PF02786.22|CPSase_L_D2, PF15632.11|ATPgrasp_Ter	PFAM:PF02142.27, PFAM:PF02222.28, PFAM:PF02786.22, PFAM:PF15632.11
contig_534	56	241	+	NBGELD_0757	6.9	4.5		SO:0001217, UniRef:UniRef50_UPI00165100FC
contig_534	244	426	+	NBGELD_0758	7.1	9.6		RefSeq:WP_156723278.1, SO:0001217, UniParc:UPI0012D280D4, UniRef:UniRef100_A0A6N2SYU9, UniRef:UniRef50_A0AAQ3JJ21, UniRef:UniRef90_A0A173SFW7
contig_538	41	715	+	NBGELD_0761	24.6	6.1	PF14450.12|FtsA	PFAM:PF14450.12
contig_539	19	231	+	NBGELD_0762	8.2	5.2		
contig_543	153	497	+	NBGELD_0773	13.4	5.4		
contig_543	551	763	+	NBGELD_0774	8.3	4.6		RefSeq:WP_044923798.1, SO:0001217, UniParc:UPI0005D17709, UniRef:UniRef100_UPI0005D17709, UniRef:UniRef50_A0A173THR5, UniRef:UniRef90_A0A173THR5
contig_544	122	1222	-	NBGELD_0775	42.1	5.5		
contig_547	787	978	-	NBGELD_0778	7.2	6.5		
contig_551	29	826	+	NBGELD_0782	29.1	5.0		
contig_554	6	764	+	NBGELD_0784	29.2	6.7		
contig_556	64	639	+	NBGELD_0786	22.5	10.4		SO:0001217, UniRef:UniRef50_E5VM96, UniRef:UniRef90_E5VM96
contig_556	740	1207	-	NBGELD_0787	16.7	5.8	PF00766.25|ETF_alpha	PFAM:PF00766.25
contig_558	1431	1586	-	NBGELD_0791	5.8	5.1		SO:0001217, UniRef:UniRef50_UPI001FA947C6, UniRef:UniRef90_UPI001FA947C6
contig_559	807	1046	-	NBGELD_0793	8.3	5.3	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_566	431	997	-	NBGELD_0802	19.7	10.1		
contig_567	42	422	+	NBGELD_0803	14.9	6.3	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
contig_573	58	450	+	NBGELD_0809	14.8	9.5		
contig_582	13	210	+	NBGELD_0819	7.1	5.8		
contig_583	902	1036	-	NBGELD_0823	5.2	4.6		
contig_588	65	520	+	NBGELD_0829	16.1	9.3		
contig_589	2	1900	+	NBGELD_0830	71.1	8.8		
contig_590	16	888	+	NBGELD_0833	31.3	6.0	PF02080.26|TrkA_C	PFAM:PF02080.26
contig_592	52	393	+	NBGELD_0836	12.6	5.7		
contig_593	890	1084	-	NBGELD_0838	7.3	9.5		
contig_595	59	469	+	NBGELD_0839	15.6	5.4		
contig_600	145	732	+	NBGELD_0845	21.4	5.1	PF00490.27|ALAD	PFAM:PF00490.27
contig_605	121	228	-	NBGELD_0851	4.0	8.9		SO:0001217, UniParc:UPI0006BF1510, UniRef:UniRef100_A0A174QGW3, UniRef:UniRef50_D4MYD4, UniRef:UniRef90_D4MYD4
contig_609	769	1413	-	NBGELD_0856	23.1	9.6		
contig_613	139	1134	+	NBGELD_0859	39.1	5.5		SO:0001217, UniRef:UniRef50_UPI0022E08F04
contig_615	50	259	+	NBGELD_0862	7.5	4.9	PF19302.4|DUF5915	PFAM:PF19302.4
contig_616	1186	1641	-	NBGELD_0865	18.0	8.4		
contig_621	417	584	+	NBGELD_0872	6.8	10.7		RefSeq:WP_018112834.1, SO:0001217, UniParc:UPI000379B805, UniRef:UniRef100_A0A1M4T1G9, UniRef:UniRef50_C7H5B0, UniRef:UniRef90_A0A1M4T1G9
contig_621	604	771	+	NBGELD_0873	6.8	6.6		RefSeq:WP_162858247.1, SO:0001217, UniParc:UPI00090FA50A, UniRef:UniRef100_A0A1M4T1F6, UniRef:UniRef50_A0A1M4T1F6, UniRef:UniRef90_A0A1M4T1F6
contig_623	725	976	-	NBGELD_0875	8.7	8.8		
contig_626	2060	2785	-	NBGELD_0881	27.5	5.6		
contig_633	726	1748	-	NBGELD_0887	38.0	6.1	PF02625.21|XdhC_CoxI, PF13478.12|XdhC_C	PFAM:PF02625.21, PFAM:PF13478.12
contig_635	47	412	+	NBGELD_0889	14.0	4.8	PF00712.24|DNA_pol3_beta, PF02768.20|DNA_pol3_beta_3	PFAM:PF00712.24, PFAM:PF02768.20
contig_637	274	1086	-	NBGELD_0893	29.8	4.8	PF18202.7|TQ	PFAM:PF18202.7
contig_643	216	668	-	NBGELD_0896	17.1	9.7		
contig_646	277	996	+	NBGELD_0899	28.6	9.0		
contig_646	1164	1652	-	NBGELD_0900	18.1	4.4	PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00702.32, PFAM:PF08282.18
