clustername	contigname
1	k79_19035
2	k79_18805
2	k79_38731
2	k79_62586
2	k79_44062
2	k79_19851
2	k79_70669
2	k79_49614
2	k79_86623
2	k79_81459
2	k79_62216
2	k79_33794
2	k79_12501
2	k79_81767
2	k79_32836
2	k79_21992
2	k79_8524
2	k79_42225
2	k79_17150
2	k79_10578
2	k79_83148
2	k79_10735
2	k79_34319
2	k79_29118
2	k79_47088
2	k79_51761
2	k79_76913
2	k79_84050
2	k79_31257
2	k79_82819
2	k79_15803
2	k79_73399
2	k79_57690
2	k79_5678
2	k79_58894
2	k79_59893
2	k79_11117
2	k79_66625
2	k79_70736
2	k79_45480
2	k79_67639
2	k79_72927
2	k79_64781
2	k79_78940
2	k79_73136
2	k79_6869
2	k79_41682
2	k79_11683
2	k79_89684
2	k79_81656
2	k79_57687
2	k79_52582
2	k79_43718
2	k79_27383
2	k79_9455
2	k79_34421
2	k79_33922
2	k79_20722
2	k79_60161
2	k79_80044
2	k79_34629
2	k79_86392
2	k79_40870
2	k79_3340
2	k79_41702
2	k79_42494
2	k79_78524
2	k79_43524
2	k79_27004
2	k79_62982
2	k79_7668
2	k79_90249
2	k79_37816
2	k79_29010
2	k79_20190
2	k79_86663
2	k79_94437
2	k79_59302
2	k79_81977
2	k79_1832
2	k79_81065
2	k79_22144
2	k79_31263
2	k79_31273
2	k79_46972
2	k79_38774
2	k79_79825
2	k79_35040
2	k79_26222
2	k79_71799
2	k79_8246
2	k79_70414
2	k79_3863
2	k79_5557
2	k79_96510
2	k79_33172
2	k79_25094
2	k79_70670
2	k79_36134
2	k79_41762
2	k79_19021
2	k79_45848
2	k79_32455
2	k79_15813
2	k79_5004
2	k79_30832
2	k79_49174
2	k79_32976
2	k79_17183
2	k79_69462
2	k79_50842
2	k79_37637
2	k79_11099
2	k79_55706
2	k79_32483
2	k79_11200
2	k79_60190
2	k79_96385
2	k79_20598
2	k79_77554
2	k79_45378
2	k79_77987
2	k79_37316
2	k79_10767
2	k79_35827
2	k79_17770
2	k79_67670
2	k79_10292
2	k79_19326
2	k79_22481
2	k79_9843
2	k79_75724
2	k79_18905
2	k79_65836
2	k79_64616
2	k79_73434
2	k79_39011
2	k79_46167
2	k79_54236
2	k79_20523
2	k79_58558
2	k79_50628
2	k79_30006
2	k79_44429
2	k79_4184
2	k79_57421
2	k79_17919
2	k79_59314
2	k79_48525
2	k79_26956
2	k79_93333
2	k79_1968
2	k79_62517
2	k79_82531
2	k79_25090
2	k79_14761
2	k79_94421
2	k79_33720
2	k79_34543
2	k79_23472
2	k79_69100
2	k79_45508
2	k79_85948
2	k79_7728
2	k79_3048
2	k79_73851
2	k79_12119
2	k79_76249
2	k79_55325
2	k79_74676
2	k79_57513
2	k79_24828
2	k79_33229
2	k79_25480
2	k79_34793
2	k79_92025
2	k79_36780
2	k79_87093
2	k79_84213
2	k79_15087
2	k79_40046
2	k79_23826
2	k79_87991
2	k79_20054
2	k79_63762
2	k79_15585
2	k79_14715
2	k79_80838
2	k79_93822
2	k79_48314
2	k79_47640
2	k79_11604
2	k79_77957
2	k79_92564
2	k79_85705
2	k79_73617
2	k79_78223
2	k79_56452
2	k79_1001
2	k79_86400
2	k79_14651
2	k79_28115
2	k79_11694
2	k79_76326
2	k79_83538
2	k79_13592
2	k79_59356
2	k79_32004
2	k79_63923
2	k79_27160
2	k79_58434
2	k79_70318
2	k79_86755
2	k79_14496
2	k79_66224
2	k79_42457
2	k79_54462
2	k79_94901
2	k79_74503
2	k79_63265
2	k79_95028
2	k79_41439
2	k79_14066
2	k79_45871
2	k79_90204
2	k79_28680
2	k79_29937
2	k79_4741
2	k79_82246
2	k79_53047
2	k79_46929
2	k79_77122
2	k79_52300
2	k79_28831
2	k79_25981
2	k79_82700
2	k79_32554
2	k79_43694
2	k79_21731
2	k79_31922
2	k79_19653
2	k79_8123
2	k79_67451
2	k79_85109
2	k79_90208
2	k79_43067
2	k79_47705
2	k79_11230
2	k79_48891
2	k79_58210
2	k79_94956
2	k79_46136
2	k79_51045
2	k79_38150
2	k79_43823
2	k79_60275
2	k79_85695
2	k79_61849
2	k79_66858
2	k79_27678
2	k79_10903
2	k79_20393
2	k79_25854
2	k79_2501
2	k79_83456
2	k79_62187
2	k79_57800
2	k79_51159
2	k79_34162
2	k79_5735
2	k79_49177
2	k79_57407
2	k79_79495
2	k79_13387
2	k79_32654
2	k79_34870
2	k79_22467
2	k79_64553
2	k79_15385
2	k79_25059
2	k79_74257
2	k79_11440
2	k79_32333
2	k79_21562
2	k79_47706
2	k79_39744
2	k79_59681
2	k79_88481
2	k79_12272
2	k79_60968
2	k79_70464
2	k79_14583
2	k79_47656
2	k79_1853
2	k79_357
2	k79_86622
2	k79_26264
2	k79_81092
2	k79_54752
2	k79_87026
2	k79_39333
2	k79_86500
2	k79_24309
2	k79_50139
2	k79_30241
2	k79_13964
2	k79_79838
2	k79_10759
2	k79_23527
2	k79_73672
2	k79_45798
2	k79_61898
2	k79_74673
2	k79_62787
2	k79_66256
2	k79_36783
2	k79_41474
2	k79_95222
2	k79_45054
2	k79_20916
2	k79_27591
2	k79_32716
2	k79_33106
2	k79_94690
2	k79_72094
2	k79_36354
2	k79_56322
2	k79_19105
2	k79_54102
2	k79_83401
2	k79_85072
2	k79_4060
2	k79_48626
2	k79_41864
2	k79_37346
2	k79_26343
2	k79_41796
2	k79_95420
2	k79_27874
2	k79_54919
2	k79_85619
2	k79_7807
2	k79_39051
2	k79_90526
2	k79_62576
2	k79_61395
2	k79_65272
2	k79_15331
2	k79_92302
2	k79_9200
2	k79_93224
2	k79_17911
2	k79_81686
2	k79_55435
2	k79_53720
2	k79_17850
2	k79_29600
2	k79_26799
2	k79_14486
2	k79_46048
2	k79_17950
2	k79_55448
2	k79_55795
2	k79_94028
2	k79_17255
2	k79_57027
2	k79_23718
2	k79_3302
2	k79_75614
2	k79_12846
2	k79_96371
2	k79_18750
2	k79_22875
2	k79_41927
2	k79_42466
2	k79_10582
2	k79_5663
2	k79_52727
2	k79_78568
2	k79_8592
2	k79_56326
2	k79_50555
2	k79_42656
2	k79_83681
2	k79_92000
2	k79_12602
2	k79_89482
2	k79_33046
2	k79_32039
2	k79_78553
2	k79_23983
2	k79_69254
2	k79_75200
2	k79_73938
2	k79_48784
2	k79_14814
2	k79_77962
2	k79_80635
2	k79_84745
2	k79_22019
2	k79_27082
2	k79_25460
2	k79_81778
2	k79_52031
2	k79_52669
2	k79_85179
2	k79_74446
2	k79_49265
2	k79_71187
2	k79_4097
2	k79_94940
2	k79_1616
2	k79_36814
2	k79_35002
2	k79_83454
2	k79_29277
2	k79_35724
2	k79_83621
2	k79_18184
2	k79_89729
2	k79_70298
2	k79_48579
2	k79_18263
2	k79_38679
2	k79_46236
2	k79_1897
2	k79_15480
2	k79_93197
2	k79_66834
2	k79_84698
2	k79_75514
2	k79_74310
2	k79_19577
2	k79_42758
2	k79_59353
2	k79_43108
2	k79_46407
2	k79_22961
2	k79_23121
2	k79_82668
2	k79_67816
2	k79_64956
2	k79_17487
2	k79_50806
2	k79_64939
2	k79_78257
2	k79_84199
2	k79_32520
2	k79_90530
2	k79_600
2	k79_81153
2	k79_3267
2	k79_93819
2	k79_34398
2	k79_18027
2	k79_68711
2	k79_53860
2	k79_59446
2	k79_58529
2	k79_75059
2	k79_66653
2	k79_64195
2	k79_89513
2	k79_11823
2	k79_95632
2	k79_54248
2	k79_86621
2	k79_20355
2	k79_89929
2	k79_48853
2	k79_53782
2	k79_94594
2	k79_36315
2	k79_35840
2	k79_36204
2	k79_9764
2	k79_57988
2	k79_81145
2	k79_62176
2	k79_4189
2	k79_66693
2	k79_24985
2	k79_33170
2	k79_31512
2	k79_76230
2	k79_4207
2	k79_11079
2	k79_8533
2	k79_82991
2	k79_16721
2	k79_18314
2	k79_92714
2	k79_43308
2	k79_25828
2	k79_10262
2	k79_60664
2	k79_67812
2	k79_30152
2	k79_1716
2	k79_28668
2	k79_41562
2	k79_90850
2	k79_81630
2	k79_36526
2	k79_89701
2	k79_61913
2	k79_92689
2	k79_4187
2	k79_3594
2	k79_38485
2	k79_69971
2	k79_76675
2	k79_40550
2	k79_79498
2	k79_4330
2	k79_42895
2	k79_13800
2	k79_68824
2	k79_52955
2	k79_89199
2	k79_91878
2	k79_22221
2	k79_1177
2	k79_82639
2	k79_26351
2	k79_14981
2	k79_64530
2	k79_77278
2	k79_67699
2	k79_54415
2	k79_91613
2	k79_402
2	k79_86182
2	k79_47262
2	k79_59966
2	k79_63698
2	k79_25880
2	k79_5030
2	k79_57068
2	k79_21266
2	k79_50156
2	k79_84328
2	k79_78746
2	k79_47061
2	k79_35726
2	k79_86871
2	k79_29075
2	k79_38029
2	k79_55193
2	k79_73514
2	k79_19575
2	k79_85247
2	k79_13814
2	k79_65792
2	k79_30560
2	k79_80459
2	k79_33817
2	k79_78657
2	k79_57329
2	k79_96171
2	k79_60066
2	k79_35480
3	k79_67965
4	k79_16932
4	k79_69716
4	k79_80464
4	k79_91071
4	k79_67135
4	k79_7623
4	k79_10469
4	k79_64424
4	k79_1572
4	k79_80094
4	k79_57035
4	k79_90593
4	k79_35782
4	k79_7142
4	k79_47521
4	k79_50575
4	k79_97321
4	k79_48283
4	k79_45896
4	k79_79384
4	k79_80930
4	k79_44960
4	k79_59755
4	k79_9548
4	k79_97285
4	k79_35283
4	k79_70769
4	k79_15636
4	k79_90971
4	k79_63517
4	k79_41708
4	k79_56013
4	k79_12667
4	k79_96910
4	k79_4099
4	k79_25685
4	k79_79663
4	k79_30811
4	k79_90727
4	k79_16298
4	k79_63218
4	k79_36773
4	k79_4750
4	k79_20864
4	k79_34344
4	k79_46815
4	k79_34292
4	k79_89670
4	k79_47977
4	k79_15784
4	k79_15455
4	k79_18555
4	k79_85588
4	k79_15191
4	k79_9828
4	k79_51310
4	k79_29321
4	k79_54325
4	k79_45866
4	k79_60949
4	k79_51924
4	k79_93699
4	k79_42790
4	k79_28632
4	k79_42768
4	k79_69294
4	k79_97019
4	k79_15966
4	k79_64712
4	k79_284
4	k79_68796
4	k79_53490
4	k79_47121
4	k79_9644
4	k79_27277
4	k79_39495
4	k79_82233
4	k79_72438
4	k79_4733
4	k79_7516
4	k79_80896
4	k79_25223
4	k79_43314
4	k79_77193
4	k79_29624
4	k79_91317
4	k79_56928
4	k79_93156
4	k79_83543
4	k79_25640
4	k79_1517
4	k79_18994
4	k79_53156
4	k79_12197
4	k79_92461
4	k79_95994
4	k79_67927
4	k79_16310
4	k79_51650
4	k79_3201
4	k79_85814
4	k79_28975
4	k79_42420
4	k79_20910
4	k79_5140
4	k79_43150
4	k79_65510
4	k79_71574
4	k79_78193
4	k79_47813
4	k79_38710
4	k79_48547
4	k79_62401
4	k79_46719
4	k79_82098
4	k79_28718
4	k79_12963
4	k79_14882
4	k79_89203
4	k79_62582
4	k79_77871
4	k79_79087
4	k79_66490
4	k79_28292
4	k79_82919
4	k79_32586
4	k79_84242
4	k79_27801
4	k79_69582
4	k79_76132
4	k79_31032
4	k79_73686
4	k79_68701
4	k79_14459
4	k79_76792
4	k79_79742
4	k79_5580
4	k79_84335
4	k79_860
4	k79_94169
4	k79_48338
4	k79_72995
4	k79_68924
4	k79_83378
4	k79_79604
4	k79_53570
4	k79_18596
4	k79_57674
4	k79_56594
4	k79_42626
4	k79_94409
4	k79_35713
4	k79_94177
4	k79_1986
4	k79_44121
4	k79_89082
4	k79_95554
4	k79_18093
4	k79_8300
4	k79_30499
4	k79_76061
4	k79_12090
4	k79_69474
4	k79_74268
4	k79_74
4	k79_96362
4	k79_79396
4	k79_90399
4	k79_65439
4	k79_15950
4	k79_50188
4	k79_93210
4	k79_71444
4	k79_23715
4	k79_75172
4	k79_20513
4	k79_65837
4	k79_66239
4	k79_59603
4	k79_33542
4	k79_14991
4	k79_92667
4	k79_96434
4	k79_87706
4	k79_4407
4	k79_21633
4	k79_3502
4	k79_43677
4	k79_22780
4	k79_95784
4	k79_10428
4	k79_80331
4	k79_54848
4	k79_96011
4	k79_92677
4	k79_70618
4	k79_29479
4	k79_72272
4	k79_75923
4	k79_64287
4	k79_58777
4	k79_77011
4	k79_20896
4	k79_61761
4	k79_21831
4	k79_34226
4	k79_14801
4	k79_42120
4	k79_12116
4	k79_81165
4	k79_3127
4	k79_22060
4	k79_38935
4	k79_95494
4	k79_25625
4	k79_40935
4	k79_85321
4	k79_19368
4	k79_70004
4	k79_18559
4	k79_70615
4	k79_10653
4	k79_69695
4	k79_40925
4	k79_90109
4	k79_46260
4	k79_95977
4	k79_9779
4	k79_38045
4	k79_69623
4	k79_18989
4	k79_50262
4	k79_29302
4	k79_33209
4	k79_7075
4	k79_4794
4	k79_4840
4	k79_57536
4	k79_58701
4	k79_45831
4	k79_63960
4	k79_63622
4	k79_58334
4	k79_37582
4	k79_26020
4	k79_81859
4	k79_19066
4	k79_3946
4	k79_27455
4	k79_31779
4	k79_89230
4	k79_93828
4	k79_34316
4	k79_96471
4	k79_39048
4	k79_96545
4	k79_73018
4	k79_17861
4	k79_19681
4	k79_37697
4	k79_50004
4	k79_44055
4	k79_53312
4	k79_46794
4	k79_92711
4	k79_53314
4	k79_9033
4	k79_38671
4	k79_32316
4	k79_90281
4	k79_20669
4	k79_24201
4	k79_65129
4	k79_11932
4	k79_75384
4	k79_18071
4	k79_74988
4	k79_34929
4	k79_35392
4	k79_10412
4	k79_89040
4	k79_959
4	k79_52317
4	k79_90013
4	k79_39282
4	k79_2289
4	k79_32238
4	k79_48301
4	k79_46006
4	k79_286
4	k79_92842
4	k79_78347
4	k79_39244
4	k79_5506
4	k79_85757
4	k79_79884
4	k79_44756
4	k79_88920
4	k79_4596
4	k79_9449
4	k79_60548
4	k79_13147
4	k79_73681
4	k79_14435
4	k79_38895
4	k79_74458
4	k79_75361
4	k79_33183
4	k79_20166
4	k79_22971
4	k79_61243
4	k79_8043
4	k79_27630
4	k79_27065
4	k79_79895
4	k79_59658
4	k79_26121
4	k79_35626
4	k79_86443
4	k79_29336
4	k79_18582
4	k79_56830
4	k79_69028
4	k79_46633
4	k79_11703
4	k79_74242
4	k79_33887
4	k79_91039
4	k79_89846
4	k79_87633
4	k79_67173
4	k79_49637
4	k79_37292
4	k79_79639
4	k79_46016
4	k79_94281
4	k79_79797
4	k79_59779
4	k79_65012
4	k79_41935
4	k79_69529
4	k79_26183
4	k79_40455
4	k79_69236
4	k79_76119
4	k79_76842
4	k79_81472
4	k79_70312
4	k79_11292
4	k79_42770
4	k79_51554
4	k79_54353
4	k79_60083
4	k79_90241
4	k79_47518
4	k79_70157
4	k79_29475
4	k79_34494
4	k79_55074
4	k79_65944
4	k79_92966
4	k79_8292
4	k79_52903
4	k79_7996
4	k79_46506
4	k79_23168
4	k79_2402
4	k79_52587
4	k79_28943
4	k79_64133
4	k79_55504
4	k79_86946
4	k79_40029
4	k79_6460
4	k79_64145
4	k79_45915
4	k79_48205
4	k79_31722
4	k79_55253
4	k79_96287
4	k79_34696
4	k79_4206
4	k79_89035
4	k79_60288
4	k79_77448
4	k79_2570
4	k79_42721
4	k79_77747
4	k79_67636
4	k79_19292
4	k79_81943
4	k79_8329
4	k79_46669
4	k79_41249
4	k79_29014
4	k79_7950
4	k79_95876
4	k79_95945
4	k79_85245
4	k79_3562
4	k79_92272
4	k79_86202
4	k79_7865
4	k79_26096
4	k79_15856
4	k79_85671
4	k79_74457
4	k79_32879
4	k79_7351
4	k79_51684
4	k79_66264
4	k79_72019
4	k79_46947
4	k79_97007
4	k79_88946
4	k79_60466
4	k79_4468
4	k79_43011
4	k79_15664
4	k79_56365
4	k79_78812
4	k79_54508
4	k79_21504
4	k79_72110
4	k79_51294
4	k79_68673
4	k79_53123
4	k79_84065
4	k79_56586
4	k79_97187
4	k79_34876
4	k79_61209
4	k79_29554
4	k79_75962
4	k79_45321
4	k79_54231
4	k79_96969
4	k79_27475
4	k79_94712
4	k79_36121
4	k79_24651
4	k79_91519
4	k79_43674
4	k79_88360
4	k79_56428
4	k79_93389
4	k79_2558
4	k79_36026
4	k79_58537
4	k79_93035
4	k79_87783
4	k79_26772
4	k79_88246
4	k79_32447
4	k79_13170
4	k79_82248
4	k79_28548
4	k79_42331
4	k79_50556
4	k79_20559
4	k79_79949
4	k79_31611
4	k79_9608
4	k79_36709
4	k79_4494
4	k79_28935
4	k79_88966
4	k79_18775
4	k79_57993
4	k79_21570
4	k79_90836
4	k79_10844
4	k79_32613
4	k79_78078
4	k79_16392
4	k79_96179
4	k79_48488
4	k79_43265
4	k79_35888
4	k79_46760
4	k79_29557
4	k79_70648
4	k79_17331
4	k79_19817
4	k79_1789
4	k79_34376
4	k79_14888
4	k79_9575
4	k79_40885
4	k79_38283
4	k79_2287
4	k79_67389
4	k79_25658
4	k79_58545
4	k79_75762
4	k79_37610
4	k79_56703
4	k79_83614
4	k79_18680
4	k79_14254
4	k79_84009
4	k79_82682
4	k79_50126
4	k79_4483
4	k79_27695
4	k79_9152
4	k79_33739
4	k79_28869
4	k79_4673
4	k79_83697
4	k79_87482
4	k79_80612
4	k79_24401
4	k79_86323
4	k79_39250
4	k79_20922
4	k79_8816
4	k79_58030
4	k79_36017
4	k79_43783
4	k79_72965
4	k79_62978
4	k79_64409
4	k79_89590
4	k79_41742
4	k79_97082
4	k79_70645
4	k79_58096
4	k79_39129
4	k79_45267
4	k79_17042
4	k79_72657
4	k79_36450
4	k79_87442
4	k79_96595
4	k79_93264
4	k79_69174
4	k79_28804
4	k79_96877
4	k79_65287
4	k79_530
4	k79_4336
4	k79_7494
4	k79_74083
4	k79_29953
4	k79_95157
4	k79_74816
4	k79_23442
4	k79_37185
4	k79_70617
4	k79_44241
4	k79_39166
4	k79_41974
4	k79_40716
4	k79_9860
4	k79_85961
4	k79_56491
4	k79_85356
4	k79_5209
4	k79_52619
4	k79_79662
4	k79_65931
4	k79_86644
4	k79_33540
4	k79_94186
4	k79_18864
4	k79_34761
4	k79_73401
4	k79_64967
4	k79_20389
4	k79_14198
4	k79_21750
4	k79_77090
4	k79_58731
4	k79_23351
4	k79_82545
4	k79_34104
4	k79_25507
4	k79_96694
4	k79_28581
4	k79_14029
4	k79_13677
4	k79_26993
4	k79_20647
4	k79_3289
4	k79_78591
4	k79_96616
4	k79_83215
4	k79_9355
4	k79_13382
4	k79_17197
4	k79_18626
4	k79_80067
4	k79_43047
4	k79_31133
4	k79_75587
4	k79_40657
4	k79_53623
4	k79_84226
4	k79_72558
4	k79_45072
4	k79_96726
4	k79_45300
4	k79_96997
4	k79_96144
4	k79_83984
4	k79_48216
4	k79_28148
4	k79_13782
4	k79_40465
4	k79_71636
4	k79_87566
4	k79_6099
4	k79_68696
4	k79_1022
4	k79_86344
4	k79_6953
4	k79_27756
4	k79_14489
4	k79_67933
4	k79_39191
4	k79_5908
4	k79_15009
4	k79_11373
4	k79_50176
4	k79_27446
4	k79_85302
4	k79_24667
4	k79_17237
4	k79_73533
4	k79_51318
4	k79_22123
4	k79_64073
4	k79_93732
4	k79_12740
4	k79_83605
4	k79_76566
4	k79_22310
4	k79_76460
4	k79_61131
4	k79_57700
4	k79_29539
4	k79_68458
4	k79_44771
4	k79_73195
4	k79_86357
4	k79_19951
4	k79_35150
4	k79_12765
4	k79_36039
4	k79_81361
4	k79_78064
4	k79_47186
4	k79_61244
4	k79_96971
4	k79_33474
4	k79_45686
4	k79_84529
4	k79_56157
4	k79_64622
4	k79_19741
4	k79_70773
4	k79_77630
4	k79_35249
4	k79_51132
4	k79_49320
4	k79_50789
4	k79_40365
4	k79_71057
4	k79_2348
4	k79_4362
4	k79_49630
4	k79_25727
4	k79_455
4	k79_60438
4	k79_31449
4	k79_72042
4	k79_38849
4	k79_96251
4	k79_39665
4	k79_92887
4	k79_92498
4	k79_24046
4	k79_68075
4	k79_31076
4	k79_32293
4	k79_92750
4	k79_21022
4	k79_63891
4	k79_2217
4	k79_72415
4	k79_46990
4	k79_97027
4	k79_64648
4	k79_57981
4	k79_8476
4	k79_45962
4	k79_81779
4	k79_30908
4	k79_87484
4	k79_39377
4	k79_87986
4	k79_14508
4	k79_9379
4	k79_45856
4	k79_25272
4	k79_52115
4	k79_69277
4	k79_36055
4	k79_38866
4	k79_56781
4	k79_44727
4	k79_59454
