# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_18	cds	2635	3387	-	JIAGPL_00100		S4 domain protein	SO:0001217, UniParc:UPI00033B685F, UniRef:UniRef100_R5LXR6, UniRef:UniRef50_D4S031, UniRef:UniRef90_D4S031
contig_18	cds	3387	3944	-	JIAGPL_00101	sepF	Cell division protein SepF	KEGG:K09772, SO:0001217, UniRef:UniRef50_D4S032, UniRef:UniRef90_D4S032
contig_18	cds	3960	4652	-	JIAGPL_00102		Pyridoxal phosphate homeostasis protein	KEGG:K06997, SO:0001217, UniRef:UniRef50_A0A1T4V5V2, UniRef:UniRef90_D4S033
contig_18	cds	4662	6026	-	JIAGPL_00103		Membrane fusion protein	SO:0001217, UniRef:UniRef50_D4S034, UniRef:UniRef90_D4S034
contig_18	cds	6145	6357	+	JIAGPL_00104		DUF378 domain-containing protein	RefSeq:WP_005603057.1, SO:0001217, UniParc:UPI0001BC32A0, UniRef:UniRef100_D4S035, UniRef:UniRef50_B1BZD1, UniRef:UniRef90_D4S035
contig_18	cds	6405	7442	-	JIAGPL_00105		Peptidase S11 D-alanyl-D-alanine carboxypeptidase A N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3C0J7K9, UniRef:UniRef90_A0A3C0J7K9
contig_18	cds	7426	7821	-	JIAGPL_00106	mgsA	methylglyoxal synthase	EC:4.2.3.3, GO:0006007, GO:0008929, GO:0019242, KEGG:K01734, RefSeq:WP_005603059.1, SO:0001217, UniParc:UPI0001BC32A2, UniRef:UniRef100_D4S037, UniRef:UniRef50_A0A1G5V5L0, UniRef:UniRef90_D4S037
contig_18	cds	7796	8971	-	JIAGPL_00107		Cell cycle protein, FtsW/RodA/SpoVE family	SO:0001217, UniRef:UniRef50_D4S038, UniRef:UniRef90_D4S038
contig_18	cds	8984	9262	-	JIAGPL_00108	minE	cell division topological specificity factor MinE	GO:0032955, GO:0051301, RefSeq:WP_005603061.1, SO:0001217, UniParc:UPI0001BC32A4, UniRef:UniRef100_D4S039, UniRef:UniRef50_C4Z090, UniRef:UniRef90_D4S039
contig_18	cds	9277	10062	-	JIAGPL_00109	minD	septum site-determining protein MinD	GO:0000918, GO:0016887, SO:0001217, UniParc:UPI000340D2CA, UniRef:UniRef100_R5LF96, UniRef:UniRef50_Q01464, UniRef:UniRef90_D4S040
contig_18	cds	10149	10820	-	JIAGPL_00110	minC	septum site-determining protein MinC	GO:0000918, GO:0004857, GO:1901891, RefSeq:WP_005603064.1, SO:0001217, UniParc:UPI0001BC32A6, UniRef:UniRef100_D4S041, UniRef:UniRef50_C4Z088, UniRef:UniRef90_D4S041
contig_18	cds	10833	13667	-	JIAGPL_00111		Penicillin-binding protein, transpeptidase domain protein	EC:3.4.16.4, KEGG:K05515, SO:0001217, UniRef:UniRef50_A0A350VZI9, UniRef:UniRef90_D4S042
contig_18	cds	13636	14181	-	JIAGPL_00112	mreD	rod shape-determining protein MreD	GO:0008360, GO:0016020, SO:0001217, UniRef:UniRef50_D4S043, UniRef:UniRef90_D4S043
contig_18	cds	14189	15046	-	JIAGPL_00113	mreC	rod shape-determining protein MreC	GO:0008360, KEGG:K03570, SO:0001217, UniRef:UniRef50_A0A1H5RKJ2, UniRef:UniRef90_D4S044
contig_18	cds	15063	16085	-	JIAGPL_00114	mreB	Cell shape-determining protein MreB	SO:0001217, UniRef:UniRef50_A0A1C6HUF2, UniRef:UniRef90_D4S045
contig_18	cds	16106	16789	-	JIAGPL_00115	radC	DNA repair protein RadC	GO:0003677, GO:0006281, KEGG:K03630, SO:0001217, UniRef:UniRef50_A0A3C0J7J8, UniRef:UniRef90_A0A3C0J7J8
contig_18	cds	16869	17369	-	JIAGPL_00116		Aluminum resistance protein	SO:0001217, UniRef:UniRef50_A0A355G2K1
contig_19	cds	216	869	-	JIAGPL_00117	phoU	phosphate signaling complex protein PhoU	GO:0006817, GO:0030643, GO:0045936, SO:0001217, UniRef:UniRef50_A0A373VZ90, UniRef:UniRef90_D4S2K0
contig_19	cds	866	1621	-	JIAGPL_00118	pstB	phosphate ABC transporter ATP-binding protein PstB	EC:7.3.2.1, GO:0005524, GO:0006817, GO:0009898, GO:0015415, GO:0055052, RefSeq:WP_005604411.1, SO:0001217, UniParc:UPI0001BC38C7, UniRef:UniRef100_D4S2K1, UniRef:UniRef50_P63375, UniRef:UniRef90_D4S2K1
contig_19	cds	1621	2478	-	JIAGPL_00119	pstA	phosphate ABC transporter permease PstA	GO:0005886, GO:0006817, GO:0015415, GO:0055052, SO:0001217, UniRef:UniRef50_A0A3N0J2G1, UniRef:UniRef90_D4S2K2
contig_19	cds	2478	3332	-	JIAGPL_00120	pstC	phosphate ABC transporter permease subunit PstC	GO:0005886, GO:0006817, GO:0015415, GO:0055052, RefSeq:WP_005604415.1, SO:0001217, UniParc:UPI0001BC38C9, UniRef:UniRef100_D4S2K3, UniRef:UniRef50_A0A1Q8EG77, UniRef:UniRef90_D4S2K3
contig_19	cds	3348	4223	-	JIAGPL_00121	pstS	Putative Phosphate-binding protein PstS 2	SO:0001217, UniRef:UniRef50_F7JRI0, UniRef:UniRef90_D4S2K4
contig_19	cds	4258	4479	-	JIAGPL_00122		HPr domain-containing protein	RefSeq:WP_005604417.1, SO:0001217, UniParc:UPI0001BC38CB, UniRef:UniRef100_D4S2K5, UniRef:UniRef50_D4S2K5, UniRef:UniRef90_D4S2K5
contig_19	cds	4653	4748	-	JIAGPL_00123		hypothetical protein	
