contigname	ERR011348_ERR011348
k79_84467	2.23077
k79_24165	3.0814
k79_81	6.47794
k79_60321	4.78218
k79_84468	3.86139
k79_24166	3.82243
k79_24167	5.63636
k79_60322	4.38718
k79_60323	2.50909
k79_82	3.44521
k79_36233	4.81518
k79_24168	7.11492
k79_60324	4.417
k79_84469	6.19312
k79_84470	5.95833
k79_84471	7.32812
k79_36234	5.80645
k79_60325	5.29293
k79_12122	9.35082
k79_84472	2.92308
k79_84473	5.93137
k79_12123	5.33858
k79_48307	8.46617
k79_84474	6.53435
k79_60326	5.3247
k79_48308	5.03889
k79_48309	2.84906
k79_60327	4.44549
k79_12124	19.489
k79_36235	6.98331
k79_12125	8.1215
k79_36236	3.76522
k79_60328	4.54605
k79_72343	15.4886
k79_24169	6.00109
k79_12126	3.1958
k79_48310	7.92811
k79_72344	15.76
k79_48311	4.4964
k79_24170	6.55677
k79_72345	2.90667
k79_36237	3.96359
k79_24171	7.50459
k79_60329	5.23041
k79_24172	4.17647
k79_12127	10.7156
k79_84476	7.22344
k79_12128	2.09346
k79_84477	3.61458
k79_36238	3.55613
k79_12129	2.9537
k79_84478	3.72269
k79_72346	4.55928
k79_72347	3.875
k79_36239	4.02524
k79_72348	2.87
k79_24173	7.142
k79_72349	2.93
k79_60330	4.39871
k79_48312	6.18531
k79_36240	3.79324
k79_24174	4.79291
k79_72350	3.77436
k79_24175	6.32727
k79_12130	10.8537
k79_48313	6.01055
k79_72351	4.77234
k79_12131	5.42857
k79_48314	3.725
k79_72352	5.2973
k79_36241	4.90498
k79_48315	5.99174
k79_12132	6.98936
k79_36242	2.93684
k79_48316	2.39623
k79_72353	5.2349
k79_36243	19.7928
k79_72354	5.72848
k79_36244	4.5812
k79_36245	2.97895
k79_36246	7.49587
k79_60331	8.07162
k79_36247	6.78095
k79_48317	8.2064
k79_60332	5.08824
k79_36248	2.60417
k79_48318	3.2375
k79_60333	5.05251
k79_48319	4.2
k79_48320	2.76316
k79_72355	7.15913
k79_12133	7.32101
k79_48321	5.712
k79_72356	3.672
k79_24176	18.9701
k79_48322	4.09399
k79_84479	6.97702
k79_12134	4.02151
k79_12135	5.32673
k79_60334	4.48638
k79_48323	3.39926
k79_72357	6.31421
k79_12136	20.9701
k79_12137	17.8854
k79_60335	2.39752
k79_72358	6.52174
k79_60336	2.86598
k79_72359	2.39474
k79_12138	3.78636
k79_60337	5.82564
k79_72360	4.40116
k79_84480	7.49726
k79_72361	4.57265
k79_84481	3.26168
k79_36249	24.2899
k79_36250	4.19242
k79_36251	2.55856
k79_48324	5.51203
k79_60338	11.3593
k79_36252	5.70312
k79_60339	5.56643
k79_60340	5.05797
k79_84482	6.28115
k79_60341	5.53061
k79_60342	2.90526
k79_36253	5.61286
k79_60343	2.21569
k79_72362	6.69342
k79_36254	2.71111
k79_60344	2.7563
k79_36255	7.84848
k79_84483	9.21941
k79_60345	4.5
k79_24177	7.53585
k79_36256	4.28926
k79_12139	6.13859
k79_84484	6.39062
k79_24178	4.39024
k79_36257	4.35514
k79_24179	2.27358
k79_72363	4.46867
k79_24180	5.17757
k79_84485	5.2029
k79_24181	7.95276
k79_83	29.0312
k79_84486	3.48387
k79_36258	6.54337
k79_24182	6.66279
k79_12140	5.11687
k79_24183	4.80645
k79_84	3.1612
k79_84487	5.72758
k79_85	7.31844
k79_48325	29.6733
k79_86	4.19355
k79_48326	4.50806
k79_84488	6.376
k79_24184	5.79467
k79_72364	7.40024
k79_60346	5.24039
k79_84489	3.11667
k79_24185	4.87379
k79_72365	2.27778
k79_48327	2.03346
k79_87	4.9906
k79_84490	4.62
k79_36259	9.0678
k79_12141	9.34265
k79_88	5.65644
k79_84491	4.04959
k79_89	4.7037
k79_48328	3.94301
k79_36260	2.87892
k79_12142	3.8913
k79_36261	3.66667
k79_48329	3.93289
k79_24186	3.7821
k79_90	5.10879
k79_91	3.64
k79_24187	4.06897
k79_92	6.00971
k79_84492	6.79795
k79_48330	6.45234
k79_12143	12.5229
k79_72366	4.21413
k79_60347	7.16478
k79_48331	7.97872
k79_36262	7.42545
k79_48332	5.06422
k79_24188	5.24146
k79_60348	4.76744
k79_36263	2.6131
k79_36264	4.00525
k79_72367	4.99583
k79_84493	7.22526
k79_93	5.51243
k79_72368	5.18621
k79_94	7.5625
k79_60349	5.98958
k79_84494	6.96667
k79_24189	4.87802
k79_72369	6.10078
k79_95	5.68992
k79_36265	4.62125
k79_84495	4.83556
k79_12144	9.0114
k79_96	2.08367
k79_60350	3.896
k79_60351	3.60909
k79_72370	3.94912
k79_48333	4.95337
k79_60352	3.15455
k79_84496	5.80977
k79_72371	7.23333
k79_48334	8.73469
k79_36266	8.28354
k79_60353	5.04487
k79_84497	6.32231
k79_36267	2.11538
k79_12145	7.03792
k79_24190	8.3907
k79_48335	3.14211
k79_84498	5.59677
k79_24191	4.13953
k79_48336	3.18095
k79_36268	3.61172
k79_12146	4.9117
k79_60354	5.74723
k79_84499	5.26019
k79_48337	5.69412
k79_24192	6.09913
k79_12147	3.5
k79_24193	2.95763
k79_36269	7.16323
k79_12148	3.7364
k79_84500	4.66485
k79_24194	3.47317
k79_36270	4.85859
k79_84501	5.42553
k79_72372	7.61874
k79_36271	2.15789
k79_24195	3.95
k79_48338	5.36006
k79_60355	5.08118
k79_24196	6.59314
k79_36272	5.21536
k79_24197	2.3609
k79_24198	5.24731
k79_12149	6.42996
k79_97	18.5824
k79_72373	7.00931
k79_72374	2.34259
k79_48339	7.67723
k79_12150	7.14375
k79_24199	4.93051
k79_36273	24.4068
k79_24200	1.80208
k79_72375	2.778
k79_72376	4.85714
k79_84502	8.31359
k79_24201	5.39017
k79_84503	7.41322
k79_12151	5.52015
k79_48340	5.60877
k79_84504	3.48098
k79_48341	2.56621
k79_84505	3.38947
k79_72377	12.6058
k79_48342	3.72269
k79_24202	6.68458
k79_72378	6.11017
k79_48343	5.80303
k79_24203	12.1443
k79_84506	4.07129
k79_60356	9.2816
k79_48344	4.18246
k79_24204	7.58544
k79_72379	6.49672
k79_72380	2.85811
k79_60357	6.56044
k79_72381	5.21101
k79_84507	7.7618
k79_24205	6.43972
k79_84508	8.52288
k79_60358	6.99013
k79_60359	2.68067
k79_84509	6.5311
k79_60360	2.58257
k79_12152	8.20623
k79_84510	5.13423
k79_12153	5.51908
k79_60361	21.6509
k79_36274	9.99724
k79_12154	6.21782
k79_36275	5.16667
k79_60362	4.20705
k79_24206	7.88923
k79_72382	6.55543
k79_60363	4.04861
k79_72383	4.3578
k79_60364	3.95312
k79_72384	4.6124
k79_72385	2.41905
k79_12155	4.63337
k79_72386	6.33149
k79_60365	5.1766
k79_72387	2.625
k79_24207	6.5266
k79_24208	7.8125
k79_60366	5.61996
k79_60367	3.975
k79_98	10.599
k79_60368	5.81664
k79_99	3.89781
k79_24209	7.66805
k79_24210	4.1913
k79_36276	6.65013
k79_24211	3.18644
k79_24212	4.31132
k79_24213	3.98785
k79_24214	3.78571
k79_24215	3.20792
k79_48345	8.96995
k79_36277	5.09386
k79_48346	4.81633
k79_100	8.99446
k79_101	4.87097
k79_24216	3.5339
k79_102	7.088
k79_24217	3.94495
k79_103	7.54054
k79_24218	2.73684
k79_104	5.59259
k79_12156	9.6955
k79_24219	4.2684
k79_24220	7.33636
k79_105	2.87356
k79_24221	2.9292
k79_106	4.60714
k79_24222	4.44355
k79_12157	9.64078
k79_24223	4.44444
k79_107	6.19296
k79_48347	9.319
k79_12158	5.1626
k79_24224	5.15447
k79_108	3.81119
k79_48348	3.14035
k79_24225	4.31579
k79_109	2.80583
k79_24226	4.3871
k79_48349	4.38182
k79_48350	2.4359
k79_24227	4.33684
k79_60369	6.53262
k79_12159	6.34553
k79_84511	22.0846
k79_84512	4.89655
k79_24228	6.04459
k79_60370	6.0
k79_24229	4.97638
k79_72388	15.2808
k79_60371	4.7931
k79_12160	3.35642
k79_36278	9.09762
k79_60372	3.18548
k79_12161	6.94118
k79_48351	6.43013
k79_48352	9.03774
k79_60374	3.89372
k79_36279	4.69368
k79_84513	10.6358
k79_36280	6.82937
k79_60376	4.13183
k79_36281	3.20321
k79_60377	4.54472
k79_36282	48.4343
k79_72389	9.95495
k79_36283	2.97321
k79_72390	6.74866
k79_72391	5.01835
k79_72392	3.47013
k79_84514	6.02886
k79_72393	6.88325
k79_60378	9.49896
k79_36285	9.33698
k79_36286	7.17708
k79_36287	4.32353
k79_60379	5.15228
k79_36288	4.75884
k79_84515	5.29198
k79_36289	6.13274
k79_84516	7.58383
k79_48353	11.5564
k79_36290	5.42991
k79_36291	3.75439
k79_48354	4.55344
k79_84517	5.91108
k79_36292	5.7412
k79_12162	9.2674
k79_84518	3.18254
k79_48355	4.42919
k79_12163	2.88889
k79_48356	4.20701
k79_48357	5.27451
k79_72394	8.38271
k79_72395	6.18518
k79_12164	3.9344
k79_36293	6.87922
k79_48359	4.44828
k79_12165	2.52229
k79_36294	6.04032
k79_84519	9.79487
k79_36295	5.98675
k79_72396	4.80604
k79_12166	4.28515
k79_12167	5.51938
k79_72397	3.62646
k79_12168	2.78125
k79_84520	4.31187
k79_72398	5.66393
k79_12169	3.34343
k79_84521	7.62393
k79_72399	7.05179
k79_60380	11.0278
k79_72400	7.10078
k79_12170	7.5134
k79_60381	3.19608
k79_72401	4.29952
k79_12171	2.63014
k79_72402	3.68067
k79_12172	5.03419
k79_24230	10.3998
k79_72403	6.96667
k79_60382	4.29823
k79_48360	5.89281
k79_72404	3.65385
k79_24231	2.37748
k79_12173	6.36849
k79_48361	5.91949
k79_24232	3.26066
k79_12174	6.76856
k79_48362	2.65686
k79_12175	7.10484
k79_48363	4.1811
k79_24233	4.39884
k79_84522	8.22075
k79_48364	6.03093
k79_60383	7.2457
k79_48365	6.75833
k79_48366	5.80952
k79_48367	4.5819
k79_60384	5.3911
k79_12176	4.07845
k79_12177	2.73786
k79_12178	3.28302
k79_12179	3.58
k79_60385	5.72859
k79_48368	5.63321
k79_60386	3.61916
k79_12180	5.3
k79_60387	4.0396
k79_72405	6.96639
k79_48369	5.14215
k79_12181	4.83
k79_48370	2.53684
k79_12182	8.00746
k79_110	15.4782
k79_12183	2.64151
k79_48371	4.77907
k79_60388	4.39701
k79_72406	3.57432
k79_24234	5.57439
k79_111	6.03519
k79_12184	4.96257
k79_72407	160.993
k79_112	4.43046
k79_12185	3.00775
k79_12186	11.6479
k79_72408	4.5191
k79_24235	7.34521
k79_113	3.66531
k79_24236	4.37129
k79_24237	3.24219
k79_72409	6.21589
k79_72410	4.50485
k79_114	5.75465
k79_72411	3.83168
k79_72412	3.38516
k79_72413	3.73684
k79_24238	4.6546
k79_24239	2.81667
k79_72414	6.21849
k79_72415	3.67424
k79_12187	6.94166
k79_72416	7.47458
k79_60389	10.4755
k79_60390	2.66087
k79_72417	2.31944
k79_60391	5.23077
k79_12188	3.86667
k79_60392	6.65152
k79_60393	4.43878
k79_12189	36.3744
k79_115	27.7597
k79_84523	14.3165
k79_12190	2.80117
k79_116	9.56098
k79_72418	4.72127
k79_12191	2.94872
k79_117	3.30275
k79_84524	4.26
k79_84525	3.4433
k79_12192	2.36466
k79_36296	9.36096
k79_84526	17.7333
k79_12193	3.4955
k79_84527	3.23504
k79_118	5.38462
k79_84528	11.0847
k79_12194	6.08982
k79_119	5.94949
k79_36297	4.79304
k79_72419	6.49898
k79_120	4.7156
k79_12195	5.22603
k79_36298	4.60909
k79_72420	2.55856
k79_121	3.712
k79_12196	3.98305
k79_12197	6.04762
k79_84529	4.8481
k79_84530	5.51546
k79_12198	4.72222
k79_72421	4.16186
k79_122	6.3757
k79_12199	4.69231
k79_84531	4.32212
k79_84532	4.73148
k79_12200	4.1383
k79_84533	4.06716
k79_60394	6.30687
k79_36299	5.45894
k79_12201	3.61966
k79_123	8.6099
k79_84534	6.07407
k79_60395	2.86441
k79_12202	5.4375
k79_124	6.05
k79_84535	4.5
k79_125	2.43939
k79_126	5.61017
k79_12203	10.2076
k79_84536	3.21212
k79_127	8.85039
k79_84537	2.77206
k79_24240	9.55021
k79_24241	3.38462
k79_128	4.58671
k79_60396	10.4228
k79_24242	2.84298
k79_129	6.88571
k79_36300	7.87371
k79_60397	8.60952
k79_84538	7.31471
k79_60398	5.1875
k79_72422	7.15444
k79_24243	5.84343
k79_24244	6.15447
k79_130	7.04113
k79_84539	4.13137
k79_60399	45.7755
k79_24245	4.3431
k79_36301	4.82411
k79_131	4.66957
k79_84540	2.10476
k79_24246	3.63971
k79_60400	3.81624
k79_132	2.12162
k79_36302	3.17961
k79_84541	2.65138
k79_36303	1.9
k79_72423	7.12064
k79_36304	4.55782
k79_133	4.03607
k79_72424	2.38739
k79_24247	5.46486
k79_24248	4.14706
k79_60401	8.03139
k79_72425	3.93542
k79_60402	4.36508
k79_36305	8.80842
k79_12204	8.34245
k79_60403	2.66079
k79_72426	3.82331
k79_24249	3.94794
k79_36306	5.89174
k79_60404	3.38351
k79_36307	5.9
k79_12205	4.37339
k79_134	5.26156
k79_135	3.45528
k79_24250	4.80477
k79_12206	4.11055
k79_36308	3.23733
k79_24251	2.6
k79_60405	3.48506
k79_12207	5.58088
k79_12208	2.94604
k79_136	5.34352
k79_137	4.55814
k79_84542	7.58092
k79_84543	6.90164
k79_24252	12.4275
k79_12209	6.28171
k79_60406	5.69169
k79_138	5.17371
k79_12210	4.72727
k79_24253	5.42616
k79_36309	7.14241
k79_139	2.98131
k79_36310	2.60784
k79_24254	3.28718
k79_24255	6.09615
k79_60407	5.03584
k79_84544	8.71429
k79_141	5.23117
k79_24256	11.4253
k79_84545	3.68373
k79_142	4.61168
k79_36311	5.51587
k79_12211	5.60948
k79_143	3.99
k79_36312	5.6063
k79_60408	3.85098
k79_144	2.53279
k79_60409	5.69531
k79_60410	4.44762
k79_84546	7.44551
k79_24257	7.63719
k79_84547	3.4697
k79_60411	5.01657
k79_24258	9.22308
k79_60412	4.42857
k79_36313	6.99657
k79_60413	7.30159
k79_12212	6.97999
k79_60414	3.9009
k79_84548	4.77364
k79_84549	3.19802
k79_84550	3.91667
k79_36314	6.61134
k79_36315	3.94776
k79_60415	4.26608
k79_12213	8.7688
k79_84551	4.64521
k79_60416	4.61225
k79_84552	5.52212
k79_145	6.32078
k79_12214	3.64465
k79_48372	18.5064
k79_36316	5.58782
k79_146	6.21519
k79_48373	4.03268
k79_84553	4.59825
k79_84556	6.28431
k79_147	3.58553
k79_36317	5.37201
k79_60417	12.9561
k79_60418	3.59661
k79_48374	7.86673
k79_60419	4.13861
k79_36318	5.27451
k79_148	4.42923
k79_36319	9.13123
k79_149	27.3043
k79_60420	4.55109
k79_36320	4.65891
k79_48375	7.08284
k79_60421	6.31429
k79_36321	3.04762
k79_48376	3.95798
k79_12215	8.43373
k79_36322	3.57627
k79_84557	9.53243
k79_150	3.84153
k79_48377	4.63393
k79_84558	9.85401
k79_48378	2.944
k79_36323	4.55836
k79_48379	2.90984
k79_48380	4.62676
k79_151	4.60987
k79_60422	13.5897
k79_84559	2.88352
k79_60423	5.12598
k79_36324	4.67079
k79_152	4.46226
k79_36325	4.00826
k79_60424	2.54458
k79_36326	3.65761
k79_48381	4.197
k79_24259	8.90724
k79_24260	5.16832
k79_84560	6.07415
k79_72427	10.5629
k79_84561	10.3604
k79_84562	3.03106
k79_36327	5.05768
k79_84563	3.88785
k79_84564	7.23664
k79_60425	5.35566
k79_36328	7.07519
k79_72428	6.97451
k79_48382	7.10821
k79_153	7.2131
k79_60426	2.95323
k79_60427	4.26316
k79_60428	4.69792
k79_84565	5.43427
k79_36329	6.7207
k79_84566	4.76531
k79_36330	11.6777
k79_48383	8.18372
k79_48384	4.9386
k79_154	4.61249
k79_60429	4.16196
k79_36331	5.45412
k79_60430	4.53488
k79_84567	4.59314
k79_36332	4.16346
k79_60431	4.03906
k79_48385	4.8968
k79_60432	4.888
k79_155	7.42608
k79_36333	8.51587
k79_72429	6.812
k79_36334	5.3937
k79_72430	2.66917
k79_72431	2.29703
k79_48386	6.21379
k79_60433	5.13508
k79_72432	7.61062
k79_156	5.48567
k79_84568	5.78395
k79_72433	4.64865
k79_60434	5.44776
k79_48387	2.52861
k79_157	3.00787
k79_84569	2.12931
k79_158	5.66355
k79_72434	3.53731
k79_60435	4.54491
k79_84570	4.55319
k79_48388	4.34796
k79_48389	4.98566
k79_159	4.92552
k79_72435	5.02213
k79_160	6.08621
k79_72436	5.11321
k79_48390	4.1278
k79_84571	7.85401
k79_84572	4.64593
k79_36335	11.8857
k79_161	6.93671
k79_84573	6.73239
k79_24261	12.631
k79_48391	6.7013
k79_36336	4.35125
k79_72437	4.33699
k79_84574	3.86466
k79_48392	6.1405
k79_72438	4.88406
k79_84575	3.05479
k79_48393	5.56552
k79_36337	11.9894
k79_36338	5.84161
k79_84576	9.65641
k79_36339	2.85075
k79_60436	6.80885
k79_24262	16.0564
k79_84577	6.98582
k79_36340	2.92727
k79_48394	6.9915
k79_84578	5.50633
