clustername	contigname
5	k79_75512
5	k79_19431
5	k79_80587
5	k79_31776
5	k79_39584
5	k79_82585
5	k79_24487
5	k79_92193
5	k79_76915
5	k79_73118
5	k79_76490
5	k79_36777
5	k79_94030
5	k79_12216
5	k79_73015
5	k79_32973
5	k79_46458
5	k79_31281
5	k79_61195
5	k79_59450
5	k79_59060
5	k79_51456
5	k79_20385
5	k79_85240
5	k79_30240
5	k79_45379
5	k79_83637
5	k79_27964
5	k79_17232
5	k79_84909
5	k79_59722
5	k79_57933
5	k79_50285
5	k79_17471
5	k79_10427
5	k79_60232
5	k79_74963
5	k79_32000
5	k79_73325
5	k79_48455
5	k79_37430
5	k79_22031
5	k79_92792
5	k79_42518
5	k79_44720
5	k79_63500
5	k79_76918
5	k79_58358
5	k79_22573
5	k79_66231
5	k79_39089
5	k79_30949
5	k79_21678
5	k79_18009
5	k79_49357
5	k79_20442
5	k79_61842
5	k79_15892
5	k79_822
5	k79_8780
5	k79_33369
5	k79_15748
5	k79_63994
5	k79_46547
5	k79_46211
5	k79_14919
5	k79_77420
5	k79_80066
5	k79_31199
5	k79_68262
5	k79_30834
5	k79_85295
5	k79_32157
5	k79_19388
5	k79_92409
5	k79_5524
5	k79_91690
5	k79_78889
5	k79_53976
5	k79_6549
5	k79_92855
5	k79_90759
5	k79_53452
5	k79_31298
5	k79_66614
5	k79_52238
5	k79_44420
5	k79_9359
5	k79_64847
5	k79_18209
5	k79_50021
5	k79_55981
5	k79_64071
5	k79_56001
5	k79_40316
5	k79_663
5	k79_21079
5	k79_34857
5	k79_3455
5	k79_39561
5	k79_27578
5	k79_79412
5	k79_86426
5	k79_49349
5	k79_10982
5	k79_62322
5	k79_79166
5	k79_79219
5	k79_41079
5	k79_20590
5	k79_77085
5	k79_87941
5	k79_71912
5	k79_5781
5	k79_42027
5	k79_61912
5	k79_51251
5	k79_4525
5	k79_54799
5	k79_6381
5	k79_88901
5	k79_8187
5	k79_55001
5	k79_62979
5	k79_47053
5	k79_21659
5	k79_78312
5	k79_28544
5	k79_31061
5	k79_57930
5	k79_41942
5	k79_67157
5	k79_55315
5	k79_7858
5	k79_94205
5	k79_61855
5	k79_17717
5	k79_82048
5	k79_27808
5	k79_60506
5	k79_5153
5	k79_14363
5	k79_70118
5	k79_64520
5	k79_84996
5	k79_73680
5	k79_41808
5	k79_46426
5	k79_22889
5	k79_33312
5	k79_81830
5	k79_10589
5	k79_25099
5	k79_12670
5	k79_29935
5	k79_20229
5	k79_21099
5	k79_94316
5	k79_80505
5	k79_86709
5	k79_28797
5	k79_14412
5	k79_66236
5	k79_75681
5	k79_4535
5	k79_88798
5	k79_84015
5	k79_36704
5	k79_58490
5	k79_24136
5	k79_51700
5	k79_75712
5	k79_53204
5	k79_78222
5	k79_54762
5	k79_83363
5	k79_49248
5	k79_31669
5	k79_39627
5	k79_7539
5	k79_48945
5	k79_77084
5	k79_7748
5	k79_36796
5	k79_23956
5	k79_27196
5	k79_36824
5	k79_74301
5	k79_64713
5	k79_28517
5	k79_45962
5	k79_27070
5	k79_845
5	k79_50057
5	k79_42690
5	k79_79547
5	k79_61287
5	k79_10931
5	k79_45472
5	k79_2026
5	k79_32330
5	k79_55009
5	k79_14125
5	k79_70124
5	k79_83799
5	k79_80671
5	k79_42678
5	k79_94899
5	k79_85522
5	k79_54840
5	k79_89851
5	k79_22614
5	k79_79286
5	k79_37569
5	k79_77336
5	k79_23927
5	k79_81145
5	k79_15678
5	k79_80765
5	k79_55695
5	k79_26208
5	k79_58318
5	k79_12533
5	k79_45392
5	k79_84827
5	k79_93545
5	k79_44375
5	k79_43777
5	k79_21427
5	k79_33099
5	k79_83819
5	k79_89858
5	k79_51896
5	k79_82679
5	k79_4424
5	k79_8351
5	k79_15922
5	k79_89539
5	k79_72176
5	k79_39393
5	k79_76534
5	k79_46030
5	k79_28145
5	k79_88317
5	k79_60152
5	k79_11668
5	k79_85416
5	k79_25211
5	k79_26920
5	k79_52697
5	k79_79853
5	k79_16862
5	k79_35928
5	k79_50504
5	k79_86147
5	k79_11126
5	k79_62241
5	k79_57793
5	k79_38791
5	k79_62047
5	k79_27117
5	k79_81285
5	k79_62371
5	k79_64774
5	k79_25262
5	k79_52959
5	k79_7538
5	k79_77098
5	k79_20127
5	k79_4351
5	k79_2191
5	k79_9176
5	k79_8244
5	k79_18225
5	k79_38924
5	k79_9424
5	k79_24655
5	k79_14039
5	k79_91743
5	k79_26746
5	k79_50615
5	k79_28684
5	k79_88906
5	k79_19877
5	k79_1588
5	k79_61059
5	k79_16546
5	k79_40867
5	k79_26170
5	k79_459
5	k79_29870
5	k79_52082
5	k79_71824
5	k79_73867
5	k79_55985
5	k79_23190
5	k79_65070
5	k79_3832
5	k79_21150
5	k79_9929
5	k79_4109
5	k79_16168
5	k79_75975
5	k79_64105
5	k79_75165
5	k79_63280
5	k79_51223
5	k79_17420
5	k79_20078
5	k79_95442
5	k79_95846
6	k79_76844
6	k79_1208
6	k79_40540
6	k79_33718
6	k79_2936
6	k79_32976
6	k79_3111
6	k79_50482
6	k79_65201
6	k79_39020
6	k79_19502
6	k79_78862
6	k79_31111
6	k79_43855
6	k79_45213
6	k79_64532
6	k79_49791
6	k79_63958
6	k79_35033
6	k79_19066
6	k79_67239
6	k79_16682
6	k79_82520
6	k79_11056
6	k79_49164
6	k79_3394
6	k79_36685
6	k79_39949
6	k79_42827
6	k79_40730
6	k79_94443
6	k79_52549
6	k79_5598
6	k79_28680
6	k79_74688
6	k79_20720
6	k79_48345
6	k79_66185
6	k79_31444
6	k79_59241
6	k79_81097
6	k79_84604
6	k79_80768
6	k79_47173
6	k79_59406
6	k79_68333
6	k79_68595
6	k79_88145
6	k79_22136
6	k79_88988
6	k79_18946
6	k79_40744
6	k79_29699
6	k79_67777
6	k79_44274
6	k79_39937
6	k79_84523
6	k79_85547
6	k79_67056
6	k79_47858
6	k79_76520
6	k79_17857
6	k79_12545
6	k79_63941
6	k79_8305
6	k79_50682
6	k79_2673
6	k79_19318
6	k79_25619
6	k79_77531
6	k79_86825
6	k79_47839
6	k79_26585
6	k79_87743
6	k79_96289
6	k79_280
6	k79_63953
6	k79_3417
6	k79_77253
6	k79_85218
6	k79_33748
6	k79_83866
6	k79_49447
6	k79_12327
6	k79_25859
6	k79_58283
6	k79_22228
6	k79_14520
6	k79_1168
6	k79_62579
6	k79_44353
6	k79_70669
6	k79_14592
6	k79_1472
6	k79_70243
6	k79_50364
6	k79_25519
6	k79_76517
6	k79_83128
6	k79_91304
6	k79_32719
6	k79_27084
6	k79_61075
6	k79_66989
6	k79_90849
6	k79_79030
6	k79_90458
6	k79_82817
6	k79_1783
6	k79_36756
6	k79_51005
6	k79_79343
6	k79_12709
6	k79_46862
6	k79_47792
6	k79_76282
6	k79_43541
6	k79_81411
6	k79_54843
6	k79_63850
6	k79_66289
6	k79_4364
6	k79_62649
6	k79_90807
6	k79_68116
6	k79_52914
6	k79_82446
6	k79_6924
6	k79_11309
6	k79_21597
6	k79_71703
6	k79_73986
6	k79_41073
6	k79_14791
6	k79_11046
6	k79_92950
6	k79_87564
6	k79_71169
6	k79_92383
6	k79_88182
6	k79_17374
6	k79_32408
6	k79_68977
6	k79_22469
6	k79_90826
6	k79_46921
6	k79_24621
6	k79_51593
6	k79_72306
6	k79_60436
6	k79_21433
6	k79_49837
6	k79_1712
6	k79_77722
6	k79_84121
6	k79_72918
6	k79_41813
6	k79_41986
6	k79_44184
6	k79_64580
6	k79_54585
6	k79_14974
6	k79_28299
6	k79_12599
6	k79_44504
6	k79_77593
6	k79_25175
6	k79_67758
6	k79_80287
6	k79_44967
6	k79_39892
6	k79_15755
6	k79_39302
6	k79_48947
6	k79_833
6	k79_60613
6	k79_28140
6	k79_40874
6	k79_66272
6	k79_44008
6	k79_33923
6	k79_60106
6	k79_61219
6	k79_9374
6	k79_68106
6	k79_33927
6	k79_73596
6	k79_26074
6	k79_26498
6	k79_60707
6	k79_48631
6	k79_10053
6	k79_10930
6	k79_73535
6	k79_3685
6	k79_50940
6	k79_73010
6	k79_80414
6	k79_90191
6	k79_18985
6	k79_68065
6	k79_60760
6	k79_55978
6	k79_88935
6	k79_25651
6	k79_87169
6	k79_40515
6	k79_27113
6	k79_60946
6	k79_53771
6	k79_82041
6	k79_83370
6	k79_60210
6	k79_40424
6	k79_67211
6	k79_24697
6	k79_79310
6	k79_34079
6	k79_4493
6	k79_11317
6	k79_78402
6	k79_21752
6	k79_63221
6	k79_24891
6	k79_84519
6	k79_80524
6	k79_42059
6	k79_73763
6	k79_42490
6	k79_17414
6	k79_6429
6	k79_48712
6	k79_38772
6	k79_67755
6	k79_10496
6	k79_77684
6	k79_4006
6	k79_56686
6	k79_53004
6	k79_27107
6	k79_47333
6	k79_69215
6	k79_49082
6	k79_34389
6	k79_16518
6	k79_93001
6	k79_95908
6	k79_88083
6	k79_36964
6	k79_87776
6	k79_41563
6	k79_68535
6	k79_13895
6	k79_45048
6	k79_81286
6	k79_22385
6	k79_841
6	k79_29534
6	k79_92085
6	k79_68770
6	k79_17001
6	k79_68610
6	k79_89963
6	k79_13747
6	k79_61009
6	k79_45908
6	k79_24799
6	k79_84768
6	k79_24674
6	k79_42994
6	k79_67287
6	k79_42390
6	k79_48754
6	k79_17254
6	k79_68318
6	k79_90034
6	k79_71707
6	k79_89673
6	k79_45499
6	k79_52608
6	k79_2644
6	k79_64854
6	k79_16336
6	k79_6007
6	k79_36797
6	k79_28551
6	k79_76943
6	k79_67393
6	k79_69697
6	k79_45369
6	k79_73497
6	k79_64358
6	k79_6762
6	k79_16860
6	k79_1258
6	k79_16646
6	k79_72969
6	k79_81039
6	k79_45793
6	k79_20402
6	k79_26829
6	k79_77454
6	k79_14452
6	k79_37997
6	k79_37573
6	k79_73265
6	k79_51103
6	k79_39034
6	k79_92063
6	k79_20195
6	k79_16446
6	k79_51504
6	k79_16576
6	k79_29308
6	k79_4547
6	k79_83943
6	k79_76716
6	k79_16004
6	k79_82919
6	k79_86135
6	k79_38940
6	k79_51777
6	k79_85734
6	k79_48551
6	k79_75970
6	k79_5124
6	k79_72797
6	k79_14106
6	k79_7709
6	k79_45702
6	k79_16178
6	k79_28779
6	k79_54392
6	k79_36134
6	k79_91420
6	k79_28653
6	k79_51822
6	k79_983
6	k79_66501
6	k79_75444
6	k79_92544
6	k79_4860
6	k79_43620
6	k79_70303
6	k79_35925
6	k79_23722
6	k79_84585
6	k79_84786
6	k79_25601
6	k79_10066
6	k79_73143
6	k79_13180
6	k79_57636
6	k79_1729
6	k79_59415
6	k79_5665
6	k79_58372
6	k79_64501
6	k79_71410
6	k79_44459
6	k79_14377
6	k79_76869
6	k79_55528
6	k79_90841
6	k79_51334
6	k79_13944
6	k79_42479
6	k79_80909
6	k79_36193
6	k79_21485
6	k79_95865
6	k79_65950
6	k79_89157
6	k79_37347
6	k79_51212
6	k79_5096
6	k79_88698
6	k79_52872
6	k79_61850
6	k79_68193
6	k79_32375
6	k79_14329
6	k79_59193
6	k79_28249
6	k79_51990
6	k79_24474
6	k79_76966
6	k79_27728
6	k79_40421
6	k79_54869
6	k79_79038
6	k79_26163
6	k79_70747
6	k79_16129
6	k79_39653
6	k79_46205
6	k79_65057
6	k79_79474
6	k79_35345
6	k79_27978
6	k79_7131
6	k79_19351
6	k79_36561
6	k79_40067
6	k79_91211
6	k79_22106
6	k79_92588
6	k79_51678
6	k79_75752
6	k79_64081
6	k79_73408
6	k79_21381
6	k79_74918
6	k79_55274
6	k79_2825
6	k79_39789
6	k79_4426
6	k79_91442
6	k79_9022
6	k79_21508
6	k79_94456
6	k79_95432
6	k79_51537
6	k79_85146
6	k79_75565
6	k79_29253
6	k79_6831
6	k79_19026
6	k79_12082
6	k79_86597
6	k79_79108
6	k79_18102
6	k79_92340
6	k79_92486
6	k79_86747
6	k79_41879
6	k79_78997
6	k79_32697
6	k79_90060
6	k79_87857
6	k79_3870
6	k79_92467
6	k79_212
6	k79_71839
6	k79_60489
6	k79_57414
6	k79_36351
6	k79_35522
6	k79_17630
6	k79_95603
6	k79_40631
6	k79_25402
6	k79_58921
6	k79_45688
6	k79_61178
6	k79_78884
6	k79_39276
6	k79_64480
6	k79_73067
6	k79_50856
6	k79_91210
6	k79_86358
6	k79_18873
6	k79_7134
6	k79_74026
6	k79_76877
6	k79_45975
6	k79_19358
6	k79_44711
6	k79_28855
6	k79_74775
6	k79_19172
6	k79_110
6	k79_88928
6	k79_43292
6	k79_49178
6	k79_68875
6	k79_23669
6	k79_37439
6	k79_19663
6	k79_32793
6	k79_34346
6	k79_43605
6	k79_50383
6	k79_91329
6	k79_70508
6	k79_16833
6	k79_57577
6	k79_57194
6	k79_79499
6	k79_71519
6	k79_73975
6	k79_72741
6	k79_64513
6	k79_4997
6	k79_60971
6	k79_66731
6	k79_68869
6	k79_71947
6	k79_69160
6	k79_74715
6	k79_81765
6	k79_82584
6	k79_91839
6	k79_94736
6	k79_84281
6	k79_48747
6	k79_19397
6	k79_27268
6	k79_35994
6	k79_20585
6	k79_8716
6	k79_53703
6	k79_8863
6	k79_59843
6	k79_11589
6	k79_75404
6	k79_54936
6	k79_77623
6	k79_55493
6	k79_68593
6	k79_27936
6	k79_9450
6	k79_14088
6	k79_21288
6	k79_46087
6	k79_16562
6	k79_73774
6	k79_81134
6	k79_19512
6	k79_37278
6	k79_72137
6	k79_54097
6	k79_7665
6	k79_81837
6	k79_42345
6	k79_18493
6	k79_43814
6	k79_39642
6	k79_57604
6	k79_70938
6	k79_43796
6	k79_30566
6	k79_20799
6	k79_77049
6	k79_58910
6	k79_34710
6	k79_69724
6	k79_50341
6	k79_96164
6	k79_89652
6	k79_10206
6	k79_50864
6	k79_9041
6	k79_6254
6	k79_19701
6	k79_87468
6	k79_77687
6	k79_16665
6	k79_81344
6	k79_33093
6	k79_96313
6	k79_50595
6	k79_95648
6	k79_17152
6	k79_84958
6	k79_49162
6	k79_28695
6	k79_92321
6	k79_4387
6	k79_44898
6	k79_88171
6	k79_15455
6	k79_57159
6	k79_69680
6	k79_1228
6	k79_217
6	k79_17951
6	k79_48303
6	k79_32746
6	k79_15402
6	k79_24298
6	k79_55568
6	k79_61743
6	k79_3970
6	k79_13122
6	k79_7810
6	k79_74420
6	k79_26185
6	k79_62661
6	k79_41328
6	k79_10801
6	k79_43501
6	k79_74856
6	k79_26706
6	k79_14322
6	k79_28959
6	k79_29001
6	k79_61425
6	k79_21238
6	k79_95274
6	k79_35242
6	k79_25101
6	k79_80708
6	k79_27312
6	k79_61063
6	k79_76814
6	k79_18787
6	k79_73266
6	k79_49467
6	k79_60652
6	k79_47976
6	k79_11595
6	k79_6492
6	k79_51340
6	k79_25309
6	k79_37101
6	k79_60674
6	k79_16649
6	k79_4137
6	k79_84327
6	k79_33988
6	k79_59705
6	k79_23510
6	k79_14721
6	k79_38723
6	k79_27238
6	k79_56652
6	k79_32938
6	k79_38289
6	k79_24976
6	k79_90679
6	k79_66740
6	k79_19748
6	k79_36296
6	k79_23194
6	k79_17034
6	k79_24115
6	k79_37989
6	k79_48871
6	k79_57426
6	k79_7593
6	k79_46518
6	k79_89254
6	k79_24276
6	k79_37943
6	k79_60797
6	k79_24259
6	k79_68420
6	k79_87321
6	k79_49984
6	k79_69406
6	k79_67841
6	k79_92425
6	k79_73592
6	k79_49740
6	k79_70605
6	k79_35690
6	k79_40504
6	k79_58450
6	k79_26338
6	k79_74361
6	k79_9943
6	k79_25976
6	k79_50901
6	k79_10554
6	k79_48097
6	k79_89207
6	k79_82748
6	k79_80874
6	k79_57016
6	k79_93396
6	k79_55935
6	k79_49365
6	k79_60461
6	k79_63145
6	k79_65701
6	k79_21617
6	k79_49464
6	k79_76284
6	k79_52303
6	k79_3594
6	k79_40148
6	k79_42160
6	k79_11557
6	k79_72158
6	k79_35257
6	k79_89306
6	k79_1756
6	k79_73776
6	k79_77126
6	k79_7664
6	k79_91132
6	k79_66968
6	k79_73181
6	k79_86063
6	k79_16075
6	k79_77800
6	k79_7733
6	k79_9949
6	k79_95589
6	k79_36482
6	k79_83656
6	k79_6422
6	k79_20957
6	k79_83119
6	k79_29408
6	k79_83711
6	k79_41156
6	k79_43315
6	k79_55936
6	k79_62490
6	k79_73941
6	k79_43923
6	k79_68306
6	k79_89240
6	k79_40149
6	k79_64612
6	k79_22878
6	k79_64053
6	k79_59515
6	k79_68407
6	k79_76336
6	k79_87636
6	k79_94139
6	k79_40977
6	k79_15841
6	k79_51727
6	k79_37144
6	k79_60818
6	k79_87921
6	k79_93821
6	k79_70254
6	k79_43733
6	k79_42234
6	k79_27246
6	k79_89565
6	k79_62372
6	k79_6224
6	k79_46314
6	k79_8968
6	k79_19955
6	k79_43653
6	k79_20999
6	k79_43294
6	k79_95742
6	k79_83274
6	k79_69832
6	k79_88650
6	k79_9086
6	k79_87346
6	k79_83854
6	k79_6213
6	k79_69213
6	k79_45912
6	k79_25570
6	k79_28396
6	k79_73222
6	k79_61896
6	k79_94079
6	k79_10489
6	k79_55745
6	k79_5991
6	k79_61328
6	k79_86152
6	k79_64654
6	k79_28583
6	k79_74116
6	k79_75306
6	k79_35110
6	k79_26757
6	k79_91146
6	k79_10892
6	k79_72010
6	k79_4171
6	k79_30882
6	k79_73595
6	k79_62085
6	k79_74359
6	k79_29595
6	k79_38224
6	k79_78310
6	k79_61343
6	k79_78160
6	k79_23708
6	k79_56720
6	k79_58110
6	k79_38691
6	k79_62859
6	k79_79865
6	k79_12253
6	k79_90162
6	k79_62991
6	k79_48591
6	k79_3019
6	k79_56462
6	k79_32258
6	k79_78898
6	k79_53012
6	k79_23204
6	k79_90086
6	k79_66419
6	k79_8186
6	k79_8449
6	k79_40411
6	k79_39430
6	k79_29662
6	k79_48239
6	k79_35601
6	k79_1077
6	k79_77399
6	k79_93978
6	k79_67375
6	k79_64012
6	k79_13918
6	k79_39544
6	k79_15583
6	k79_26532
6	k79_93382
6	k79_17616
6	k79_41803
6	k79_25880
6	k79_30389
6	k79_14388
6	k79_27168
6	k79_61541
6	k79_20896
6	k79_63481
6	k79_67618
6	k79_990
6	k79_91761
6	k79_15250
6	k79_72777
6	k79_79998
6	k79_36427
6	k79_38233
6	k79_61667
7	k79_37550
7	k79_17166
7	k79_30139
7	k79_20717
7	k79_45533
7	k79_89203
7	k79_64576
7	k79_86103
7	k79_79282
7	k79_83114
7	k79_73877
7	k79_63956
7	k79_83210
7	k79_67333
7	k79_36851
7	k79_45668
7	k79_37620
7	k79_61993
7	k79_46558
7	k79_52820
7	k79_80062
7	k79_23322
7	k79_95209
7	k79_89448
7	k79_78052
7	k79_83674
7	k79_84614
7	k79_44523
7	k79_51898
7	k79_169
7	k79_61873
7	k79_83761
7	k79_13652
7	k79_91621
7	k79_52120
7	k79_89169
7	k79_57452
7	k79_58628
7	k79_37929
7	k79_54751
7	k79_80785
7	k79_58741
7	k79_2050
7	k79_9166
7	k79_46388
7	k79_71744
7	k79_9327
7	k79_26565
7	k79_1020
7	k79_70151
7	k79_43351
7	k79_70824
7	k79_57798
7	k79_11957
7	k79_52670
7	k79_56859
8	k79_33962
8	k79_80346
8	k79_14605
8	k79_87625
8	k79_65473
8	k79_83673
8	k79_26949
8	k79_78645
8	k79_68638
8	k79_12524
9	k79_33079
9	k79_88208
9	k79_87288
9	k79_4469
9	k79_88411
9	k79_23245
9	k79_62448
9	k79_75485
9	k79_90612
9	k79_43774
9	k79_348
9	k79_15893
9	k79_6272
9	k79_26161
9	k79_82745
9	k79_29828
9	k79_68518
9	k79_60893
9	k79_59797
9	k79_23074
9	k79_79860
9	k79_2221
9	k79_66512
9	k79_95462
9	k79_22054
9	k79_90336
9	k79_57621
9	k79_1760
9	k79_87691
9	k79_90987
9	k79_8162
9	k79_29717
9	k79_82019
9	k79_62913
9	k79_81638
9	k79_37910
9	k79_23096
9	k79_29688
9	k79_24124
9	k79_69067
9	k79_46321
9	k79_14837
9	k79_98
9	k79_63795
9	k79_46326
9	k79_70181
9	k79_83680
9	k79_21958
9	k79_56355
9	k79_61574
9	k79_74078
9	k79_24322
9	k79_25284
9	k79_6801
9	k79_33049
9	k79_24446
9	k79_16712
9	k79_8630
9	k79_88918
10	k79_24453
10	k79_61152
10	k79_55702
10	k79_24433
10	k79_16016
10	k79_63967
10	k79_22885
10	k79_60292
10	k79_73721
10	k79_77174
10	k79_74841
10	k79_65184
10	k79_33678
10	k79_95740
10	k79_64624
10	k79_6202
10	k79_10203
10	k79_11943
10	k79_22335
10	k79_61104
10	k79_24414
10	k79_52987
10	k79_31834
10	k79_47319
10	k79_35428
10	k79_38099
10	k79_78593
10	k79_46820
10	k79_9115
10	k79_24369
10	k79_44539
10	k79_3484
10	k79_30858
10	k79_86335
10	k79_48803
10	k79_3302
10	k79_71850
10	k79_12362
10	k79_25846
10	k79_32550
10	k79_47289
10	k79_87098
10	k79_87616
10	k79_44224
10	k79_64908
10	k79_10043
10	k79_10842
10	k79_2195
10	k79_86440
10	k79_15910
10	k79_60252
10	k79_5026
10	k79_18402
10	k79_6879
10	k79_58660
10	k79_63282
10	k79_91124
10	k79_33981
10	k79_5842
10	k79_65079
10	k79_31244
10	k79_41896
10	k79_67624
10	k79_92727
10	k79_24278
10	k79_26298
10	k79_55781
10	k79_79747
10	k79_44123
10	k79_69929
10	k79_22471
10	k79_49240
10	k79_26514
10	k79_2250
10	k79_86653
10	k79_77915
10	k79_2091
10	k79_81881
10	k79_49425
10	k79_48893
10	k79_62923
10	k79_58492
10	k79_71141
10	k79_56159
10	k79_447
10	k79_56861
10	k79_60062
10	k79_48576
10	k79_77899
10	k79_44733
10	k79_77352
10	k79_23125
10	k79_22818
10	k79_36559
10	k79_63553
10	k79_16291
10	k79_25242
10	k79_24440
10	k79_65229
10	k79_77985
10	k79_39128
10	k79_21322
10	k79_3273
10	k79_7875
10	k79_8427
10	k79_6719
10	k79_68284
10	k79_9998
10	k79_61826
10	k79_3936
10	k79_356
10	k79_58932
10	k79_44580
10	k79_49903
10	k79_60850
10	k79_20421
10	k79_9521
10	k79_57144
10	k79_54209
10	k79_66237
10	k79_33692
10	k79_4177
10	k79_75332
10	k79_47852
10	k79_5258
10	k79_38202
10	k79_94770
10	k79_86800
10	k79_17489
10	k79_90973
10	k79_43880
10	k79_90018
10	k79_12997
10	k79_93907
10	k79_49167
10	k79_65072
10	k79_75841
10	k79_79321
10	k79_29051
10	k79_15459
10	k79_46141
10	k79_48819
10	k79_12752
10	k79_39332
10	k79_95161
10	k79_61797
10	k79_388
10	k79_27642
10	k79_61008
10	k79_11210
10	k79_39839
10	k79_92831
10	k79_26048
10	k79_48168
10	k79_29319
10	k79_27649
10	k79_78508
10	k79_65011
10	k79_85598
10	k79_60697
10	k79_55341
10	k79_49276
10	k79_43118
10	k79_66517
10	k79_54671
10	k79_64841
10	k79_58351
10	k79_52642
10	k79_16394
10	k79_79952
10	k79_45650
10	k79_71976
10	k79_52651
10	k79_5476
