name	radius	peak valley ratio	kind	bp	ncontigs	medoid
90	0.085	0.03	normal	146301	75	k79_81153
91	0.105	0.01	normal	43901	16	k79_32865
92	0.08	0.02	normal	38680	15	k79_45424
93	0.12	0.02	normal	705907	396	k79_61906
94	None	None	loner	6529	1	k79_28188
95	None	None	loner	6513	1	k79_74153
96	None	None	loner	6510	1	k79_36196
97	None	None	loner	6494	1	k79_38134
98	0.04	0.05	normal	15880	4	k79_44558
99	0.04	0.01	normal	10464	2	k79_6782
100	0.085	0.06	normal	37199	18	k79_59157
101	None	None	loner	6402	1	k79_51598
102	0.105	0.04	normal	157659	63	k79_19015
103	None	None	loner	6297	1	k79_83496
104	None	None	loner	6276	1	k79_75129
105	0.07	0.09	normal	29441	14	k79_90457
106	None	None	loner	6116	1	k79_31202
107	None	None	loner	6107	1	k79_79582
108	None	None	loner	6008	1	k79_48540
109	0.07	0.08	normal	9188	3	k79_56535
110	None	None	loner	6001	1	k79_29065
111	0.055	0.02	normal	10351	2	k79_6603
112	None	None	loner	5844	1	k79_74399
113	None	None	loner	5830	1	k79_43888
114	0.025	0.07	normal	5821	1	k79_3710
115	None	None	loner	5779	1	k79_65304
116	0.095	0.02	normal	164471	90	k79_92548
117	None	None	loner	5684	1	k79_53460
118	None	None	loner	5650	1	k79_53192
119	None	None	loner	5633	1	k79_70606
120	None	None	loner	5619	1	k79_82447
121	None	None	loner	5615	1	k79_2768
122	None	None	loner	5600	1	k79_14168
123	None	None	loner	5529	1	k79_78869
124	None	None	loner	5506	1	k79_44660
125	None	None	loner	5481	1	k79_45088
126	0.12	0.09	normal	212834	101	k79_89854
127	0.025	0.09	normal	5305	1	k79_71168
128	None	None	loner	5270	1	k79_41078
129	0.05	0.05	normal	31272	12	k79_80444
130	None	None	loner	5248	1	k79_77819
131	None	None	loner	5240	1	k79_67234
132	None	None	loner	5228	1	k79_52560
133	None	None	loner	5207	1	k79_22329
134	None	None	loner	5198	1	k79_1410
135	None	None	loner	5169	1	k79_13007
136	None	None	loner	5157	1	k79_11158
137	None	None	loner	5112	1	k79_5539
138	None	None	loner	5077	1	k79_9898
139	0.07	0.09	normal	20909	8	k79_6486
140	None	None	loner	4941	1	k79_9882
141	0.08	0.06	normal	79091	28	k79_63232
142	None	None	loner	4898	1	k79_63144
143	0.03	0.05	normal	7463	2	k79_88274
144	None	None	loner	4859	1	k79_7393
145	None	None	loner	4823	1	k79_43144
146	None	None	loner	4806	1	k79_19721
147	None	None	loner	4790	1	k79_51489
148	None	None	loner	4765	1	k79_69660
149	None	None	loner	4750	1	k79_1396
150	None	None	loner	4727	1	k79_76965
151	None	None	loner	4711	1	k79_32404
152	None	None	loner	4695	1	k79_93637
153	None	None	loner	4675	1	k79_77276
154	0.06	0.0	normal	6997	2	k79_75057
155	None	None	loner	4639	1	k79_91615
156	None	None	loner	4615	1	k79_68218
157	0.09	0.01	normal	48172	27	k79_30463
158	None	None	loner	4590	1	k79_540
159	None	None	loner	4571	1	k79_32855
160	None	None	loner	4557	1	k79_39866
161	None	None	loner	4542	1	k79_89103
162	None	None	loner	4513	1	k79_64931
163	None	None	loner	4497	1	k79_64933
164	None	None	loner	4485	1	k79_45901
165	None	None	loner	4482	1	k79_22007
166	None	None	loner	4465	1	k79_81422
167	None	None	loner	4458	1	k79_30698
168	0.065	0.09	normal	11043	4	k79_55646
169	0.05	0.0	normal	8611	2	k79_8491
170	None	None	loner	4377	1	k79_79046
171	None	None	loner	4365	1	k79_80188
172	None	None	loner	4346	1	k79_69323
173	None	None	loner	4324	1	k79_42253
174	None	None	loner	4310	1	k79_65133
175	None	None	loner	4284	1	k79_89694
176	0.075	0.01	normal	174452	136	k79_65697
177	None	None	loner	4224	1	k79_30303
178	None	None	loner	4184	1	k79_63564
179	None	None	loner	4162	1	k79_50705
180	None	None	loner	4146	1	k79_13562
181	0.03	0.1	normal	43335	3	k79_10628
182	0.065	0.19	normal	86605	17	k79_65817
183	0.03	0.12	normal	33327	1	k79_16674
184	0.06	0.11	normal	123578	34	k79_91281
185	0.05	0.13	normal	222143	43	k79_31948
186	0.06	0.14	normal	119038	25	k79_12239
187	0.03	0.11	normal	27892	2	k79_68010
188	0.07	0.14	normal	46942	6	k79_30745
189	0.05	0.06	normal	26927	4	k79_84825
190	0.095	0.19	normal	339005	138	k79_94920
191	0.04	0.19	normal	52075	9	k79_3818
192	0.115	0.15	normal	1096946	475	k79_70418
193	0.035	0.14	normal	41367	6	k79_43490
194	0.04	0.13	normal	36607	13	k79_50156
195	0.075	0.11	normal	103490	36	k79_20410
196	0.065	0.12	normal	24375	5	k79_3918
197	0.065	0.17	normal	51291	10	k79_64438
198	0.035	0.15	normal	31616	6	k79_73227
199	0.07	0.17	normal	64176	12	k79_26727
200	0.045	0.17	normal	20626	6	k79_60380
201	0.105	0.11	normal	94492	46	k79_86918
202	0.025	0.11	normal	9481	1	k79_40017
203	0.085	0.13	normal	87045	37	k79_49035
204	0.045	0.13	normal	20037	4	k79_60494
205	0.055	0.1	normal	36623	16	k79_19047
206	0.025	0.13	normal	8976	1	k79_75830
207	0.05	0.12	normal	10096	2	k79_43366
208	0.12	0.16	normal	74593	28	k79_31087
209	0.045	0.07	normal	24203	5	k79_10189
210	0.095	0.07	normal	82065	47	k79_64830
211	0.035	0.13	normal	12058	2	k79_49327
212	0.025	0.13	normal	7870	1	k79_34873
213	0.035	0.11	normal	9906	3	k79_91004
214	0.045	0.19	normal	13420	2	k79_54744
215	0.035	0.14	normal	24555	9	k79_51736
216	0.03	0.12	normal	9825	3	k79_25659
217	0.095	0.18	normal	176991	74	k79_56887
218	0.025	0.12	normal	6970	1	k79_87474
219	0.04	0.04	normal	8112	2	k79_7328
220	0.025	0.11	normal	6514	1	k79_85296
221	0.05	0.11	normal	10143	2	k79_68618
222	0.035	0.17	normal	11518	2	k79_55912
223	0.095	0.13	normal	48825	25	k79_89680
224	0.09	0.16	normal	80796	41	k79_89313
225	0.06	0.11	normal	22513	7	k79_74593
226	0.025	0.2	normal	5982	1	k79_84138
227	0.07	0.11	normal	47816	21	k79_26502
228	0.07	0.19	normal	121470	31	k79_6940
229	0.05	0.04	normal	19432	4	k79_21712
230	0.085	0.08	normal	12691	6	k79_93976
231	0.03	0.19	normal	12493	5	k79_86968
232	0.095	0.15	normal	64580	23	k79_41447
233	0.05	0.02	normal	18953	8	k79_43402
234	0.055	0.0	normal	6599	2	k79_94400
235	0.055	0.11	normal	19016	7	k79_57393
236	0.025	0.14	normal	4871	1	k79_70394
237	0.035	0.05	normal	5940	2	k79_73292
238	0.025	0.1	normal	4574	1	k79_88478
239	0.135	0.14	normal	95168	50	k79_41458
240	None	None	loner	4364	1	k79_7294
241	0.045	0.18	normal	14015	5	k79_70232
242	0.025	0.18	normal	4321	1	k79_94004
243	0.025	0.17	normal	4291	1	k79_39821
244	0.04	0.15	normal	10856	3	k79_27209
245	0.045	0.13	normal	5531	2	k79_51229
246	None	None	loner	4228	1	k79_34236
247	0.09	0.13	normal	41340	20	k79_57575
248	0.075	0.04	normal	36511	12	k79_78404
249	None	None	loner	4116	1	k79_46279
250	None	None	loner	4113	1	k79_31259
251	None	None	loner	4098	1	k79_22413
252	None	None	loner	4094	1	k79_95416
253	None	None	loner	4091	1	k79_58661
254	None	None	loner	4066	1	k79_52754
255	0.08	0.04	normal	54678	33	k79_82339
256	None	None	loner	4055	1	k79_50623
257	None	None	loner	4028	1	k79_76334
258	None	None	loner	4026	1	k79_94263
259	None	None	loner	4024	1	k79_82235
260	0.025	0.14	normal	4002	1	k79_20148
261	None	None	loner	3962	1	k79_6123
262	None	None	loner	3950	1	k79_33449
263	None	None	loner	3939	1	k79_31121
264	None	None	loner	3932	1	k79_12956
265	None	None	loner	3913	1	k79_48307
266	None	None	loner	3912	1	k79_31182
267	None	None	loner	3912	1	k79_1433
268	None	None	loner	3890	1	k79_88410
269	None	None	loner	3876	1	k79_35820
270	None	None	loner	3870	1	k79_43061
271	0.075	0.0	normal	7272	2	k79_78919
272	0.065	0.0	normal	5111	2	k79_21988
273	None	None	loner	3835	1	k79_22026
274	None	None	loner	3819	1	k79_47400
275	0.06	0.2	normal	11518	6	k79_63375
276	None	None	loner	3793	1	k79_10052
277	None	None	loner	3758	1	k79_5464
278	None	None	loner	3734	1	k79_7787
279	None	None	loner	3730	1	k79_5749
280	None	None	loner	3727	1	k79_24425
281	None	None	loner	3726	1	k79_70830
282	0.03	0.13	normal	15418	9	k79_6754
283	None	None	loner	3709	1	k79_16551
284	0.06	0.15	normal	9533	4	k79_90312
285	None	None	loner	3707	1	k79_30190
286	None	None	loner	3691	1	k79_39064
287	None	None	loner	3685	1	k79_64852
288	None	None	loner	3682	1	k79_48797
289	None	None	loner	3654	1	k79_85625
290	None	None	loner	3646	1	k79_29621
291	None	None	loner	3629	1	k79_90960
292	0.115	0.04	normal	347967	247	k79_34529
293	0.08	0.03	normal	23448	12	k79_38348
294	None	None	loner	3599	1	k79_90626
295	0.08	0.17	normal	73256	13	k79_90286
296	0.065	0.0	normal	8173	4	k79_96272
297	0.05	0.03	normal	14607	6	k79_18765
298	0.055	0.18	normal	16949	10	k79_25571
299	None	None	loner	3556	1	k79_90940
300	None	None	loner	3551	1	k79_26781
301	None	None	loner	3544	1	k79_71205
302	None	None	loner	3543	1	k79_35614
303	None	None	loner	3537	1	k79_23359
304	None	None	loner	3526	1	k79_93662
305	None	None	loner	3520	1	k79_48325
306	None	None	loner	3509	1	k79_37084
307	None	None	loner	3506	1	k79_60762
308	0.055	0.11	normal	9174	3	k79_95243
309	None	None	loner	3495	1	k79_77808
310	None	None	loner	3491	1	k79_43053
311	None	None	loner	3488	1	k79_82723
312	0.085	0.04	normal	21393	10	k79_2773
313	None	None	loner	3477	1	k79_47267
314	None	None	loner	3476	1	k79_19896
315	None	None	loner	3473	1	k79_86409
316	None	None	loner	3463	1	k79_50778
317	None	None	loner	3459	1	k79_46686
318	None	None	loner	3444	1	k79_60692
319	None	None	loner	3438	1	k79_58808
320	0.095	0.0	normal	13754	8	k79_27147
321	None	None	loner	3428	1	k79_10488
322	None	None	loner	3415	1	k79_49744
323	0.085	0.04	normal	61687	35	k79_45663
324	0.02	0.18	normal	3403	1	k79_76650
325	0.025	0.1	normal	3381	1	k79_33919
326	None	None	loner	3379	1	k79_22546
327	None	None	loner	3354	1	k79_62884
328	None	None	loner	3350	1	k79_22134
329	None	None	loner	3276	1	k79_66108
330	None	None	loner	3265	1	k79_86529
331	None	None	loner	3263	1	k79_1222
332	0.025	0.15	normal	3244	1	k79_94838
333	None	None	loner	3236	1	k79_27176
334	None	None	loner	3218	1	k79_68441
335	0.025	0.1	normal	3217	1	k79_84229
336	None	None	loner	3215	1	k79_24129
337	None	None	loner	3211	1	k79_53400
338	0.055	0.04	normal	4534	2	k79_71551
339	None	None	loner	3185	1	k79_11881
340	0.025	0.15	normal	3183	1	k79_9141
341	None	None	loner	3179	1	k79_15777
342	None	None	loner	3170	1	k79_51177
343	0.075	0.1	normal	106965	76	k79_28035
344	None	None	loner	3152	1	k79_52000
345	None	None	loner	3152	1	k79_32714
346	None	None	loner	3143	1	k79_31548
347	None	None	loner	3141	1	k79_87709
348	None	None	loner	3137	1	k79_16774
349	None	None	loner	3128	1	k79_43112
350	None	None	loner	3128	1	k79_12338
351	None	None	loner	3124	1	k79_33137
352	None	None	loner	3118	1	k79_5584
353	0.11	0.0	normal	16283	10	k79_69196
354	None	None	loner	3097	1	k79_79534
355	None	None	loner	3093	1	k79_65120
356	0.07	0.11	normal	41638	30	k79_74754
357	None	None	loner	3090	1	k79_6348
358	0.085	0.0	normal	6217	3	k79_64530
359	0.095	0.08	normal	20955	13	k79_35796
360	0.025	0.16	normal	4898	2	k79_73712
361	None	None	loner	3069	1	k79_66343
362	None	None	loner	3067	1	k79_83780
363	0.065	0.08	normal	7877	3	k79_38988
364	0.045	0.01	normal	13672	6	k79_37769
365	0.065	0.07	normal	21668	10	k79_32673
366	None	None	loner	3043	1	k79_39421
367	0.035	0.01	normal	5524	2	k79_44303
368	None	None	loner	3039	1	k79_12823
369	None	None	loner	3032	1	k79_97
370	None	None	loner	3032	1	k79_26964
371	0.035	0.12	normal	4139	2	k79_94543
372	None	None	loner	3024	1	k79_1294
373	None	None	loner	3018	1	k79_4624
374	None	None	loner	3009	1	k79_29722
375	None	None	loner	3007	1	k79_74816
376	None	None	loner	3002	1	k79_67908
377	None	None	loner	3001	1	k79_64255
378	None	None	loner	2995	1	k79_27137
379	None	None	loner	2985	1	k79_12623
380	None	None	loner	2985	1	k79_28558
381	None	None	loner	2946	1	k79_38205
382	None	None	loner	2940	1	k79_3155
383	0.045	0.01	normal	4214	2	k79_79080
384	0.1	0.09	normal	84456	59	k79_50345
385	None	None	loner	2918	1	k79_30644
386	None	None	loner	2906	1	k79_85269
387	0.025	0.18	normal	2905	1	k79_61714
388	None	None	loner	2898	1	k79_33306
389	0.025	0.15	normal	2892	1	k79_73801
390	None	None	loner	2892	1	k79_51606
391	None	None	loner	2881	1	k79_26535
392	None	None	loner	2873	1	k79_69538
393	None	None	loner	2859	1	k79_89935
394	0.065	0.02	normal	11627	6	k79_73631
395	None	None	loner	2843	1	k79_59401
396	None	None	loner	2834	1	k79_22397
397	None	None	loner	2830	1	k79_75356
398	None	None	loner	2829	1	k79_70172
399	None	None	loner	2820	1	k79_1922
400	0.025	0.13	normal	2817	1	k79_93870
401	None	None	loner	2812	1	k79_80091
402	0.025	0.16	normal	2801	1	k79_56633
403	None	None	loner	2798	1	k79_84930
404	None	None	loner	2789	1	k79_1650
405	0.025	0.18	normal	2788	1	k79_88795
406	0.04	0.04	normal	5429	2	k79_19586
407	0.035	0.05	normal	6038	3	k79_49915
408	None	None	loner	2756	1	k79_84347
409	None	None	loner	2755	1	k79_87435
410	None	None	loner	2751	1	k79_31305
411	None	None	loner	2750	1	k79_44048
412	None	None	loner	2746	1	k79_34038
413	None	None	loner	2739	1	k79_12431
414	None	None	loner	2734	1	k79_27156
415	0.115	0.0	normal	23070	14	k79_42308
416	None	None	loner	2709	1	k79_91610
417	None	None	loner	2705	1	k79_47607
418	None	None	loner	2705	1	k79_19167
419	None	None	loner	2702	1	k79_57151
420	None	None	loner	2700	1	k79_18453
421	None	None	loner	2697	1	k79_58044
422	None	None	loner	2686	1	k79_65924
423	0.025	0.11	normal	2684	1	k79_29134
424	None	None	loner	2669	1	k79_95729
425	None	None	loner	2669	1	k79_49832
426	None	None	loner	2664	1	k79_145
427	None	None	loner	2664	1	k79_85876
428	None	None	loner	2656	1	k79_14083
429	None	None	loner	2650	1	k79_89880
430	None	None	loner	2650	1	k79_60000
431	None	None	loner	2648	1	k79_48868
432	None	None	loner	2637	1	k79_25532
433	None	None	loner	2633	1	k79_36524
434	0.025	0.17	normal	2614	1	k79_76986
435	None	None	loner	2611	1	k79_14398
436	None	None	loner	2591	1	k79_25774
437	None	None	loner	2581	1	k79_25531
438	None	None	loner	2577	1	k79_42180
439	None	None	loner	2566	1	k79_63706
440	None	None	loner	2564	1	k79_74541
441	None	None	loner	2562	1	k79_86658
442	0.06	0.09	normal	24267	9	k79_50173
443	None	None	loner	2560	1	k79_48451
444	None	None	loner	2559	1	k79_5912
445	None	None	loner	2543	1	k79_54218
446	0.065	0.02	normal	9378	7	k79_88048
447	None	None	loner	2538	1	k79_29539
448	None	None	loner	2538	1	k79_50122
449	None	None	loner	2528	1	k79_83413
450	None	None	loner	2527	1	k79_13110
451	None	None	loner	2525	1	k79_1982
452	None	None	loner	2523	1	k79_95344
453	None	None	loner	2517	1	k79_58561
454	None	None	loner	2517	1	k79_95047
455	None	None	loner	2514	1	k79_89906
456	None	None	loner	2513	1	k79_27590
457	None	None	loner	2510	1	k79_20479
458	None	None	loner	2509	1	k79_48751
459	None	None	loner	2504	1	k79_41989
460	None	None	loner	2503	1	k79_1442
461	None	None	loner	2495	1	k79_72389
462	None	None	loner	2495	1	k79_49360
463	None	None	loner	2494	1	k79_49918
464	None	None	loner	2494	1	k79_26081
465	None	None	loner	2484	1	k79_16013
466	None	None	loner	2481	1	k79_34380
467	None	None	loner	2480	1	k79_48057
468	None	None	loner	2468	1	k79_27995
469	None	None	loner	2464	1	k79_78602
470	None	None	loner	2457	1	k79_48716
471	0.095	0.04	normal	12885	8	k79_25310
472	None	None	loner	2443	1	k79_35024
473	None	None	loner	2438	1	k79_47062
474	0.025	0.19	normal	2428	1	k79_56919
475	None	None	loner	2418	1	k79_17507
476	None	None	loner	2412	1	k79_10343
477	0.09	0.06	normal	19466	12	k79_45306
478	None	None	loner	2410	1	k79_25277
479	None	None	loner	2408	1	k79_16823
480	None	None	loner	2401	1	k79_9735
481	0.075	0.17	normal	28385	23	k79_42291
482	None	None	loner	2400	1	k79_40323
483	None	None	loner	2397	1	k79_29032
484	None	None	loner	2397	1	k79_76905
485	None	None	loner	2392	1	k79_24792
486	None	None	loner	2392	1	k79_2681
487	None	None	loner	2390	1	k79_67281
488	None	None	loner	2387	1	k79_16346
489	0.08	0.15	normal	13973	10	k79_59926
490	0.025	0.19	normal	2378	1	k79_19631
491	None	None	loner	2376	1	k79_86822
492	None	None	loner	2363	1	k79_28010
493	None	None	loner	2351	1	k79_49997
494	None	None	loner	2348	1	k79_64743
495	None	None	loner	2347	1	k79_91556
496	0.07	0.0	normal	15048	10	k79_73804
497	None	None	loner	2344	1	k79_69843
498	0.025	0.14	normal	2339	1	k79_36733
499	0.065	0.0	normal	4609	3	k79_73604
500	None	None	loner	2333	1	k79_72928
501	0.07	0.19	normal	5619	3	k79_9066
502	None	None	loner	2331	1	k79_62462
503	None	None	loner	2330	1	k79_42961
504	None	None	loner	2330	1	k79_40197
505	None	None	loner	2326	1	k79_67278
506	None	None	loner	2316	1	k79_37131
507	None	None	loner	2315	1	k79_31270
508	None	None	loner	2311	1	k79_72974
509	None	None	loner	2311	1	k79_4979
510	None	None	loner	2303	1	k79_86232
511	None	None	loner	2299	1	k79_41113
512	None	None	loner	2297	1	k79_27624
513	None	None	loner	2289	1	k79_54350
514	None	None	loner	2287	1	k79_87188
515	0.07	0.0	normal	4111	2	k79_39751
516	0.065	0.0	normal	4902	3	k79_60092
517	None	None	loner	2277	1	k79_39636
518	None	None	loner	2276	1	k79_84087
519	None	None	loner	2276	1	k79_45206
520	None	None	loner	2271	1	k79_14943
521	None	None	loner	2264	1	k79_38424
522	None	None	loner	2258	1	k79_75798
523	None	None	loner	2255	1	k79_48024
524	None	None	loner	2253	1	k79_53751
525	None	None	loner	2244	1	k79_11749
526	None	None	loner	2232	1	k79_32649
527	0.02	0.19	normal	2229	1	k79_41299
528	None	None	loner	2215	1	k79_31435
529	None	None	loner	2212	1	k79_90036
530	None	None	loner	2211	1	k79_65591
531	None	None	loner	2211	1	k79_90886
532	None	None	loner	2209	1	k79_49955
533	None	None	loner	2205	1	k79_58739
534	None	None	loner	2201	1	k79_39314
535	None	None	loner	2199	1	k79_14817
536	None	None	loner	2196	1	k79_90572
537	None	None	loner	2195	1	k79_13849
538	None	None	loner	2194	1	k79_73700
539	None	None	loner	2191	1	k79_70217
540	None	None	loner	2186	1	k79_16108
541	None	None	loner	2184	1	k79_24998
542	None	None	loner	2183	1	k79_95291
543	None	None	loner	2177	1	k79_40274
544	None	None	loner	2170	1	k79_17200
545	None	None	loner	2161	1	k79_1203
546	None	None	loner	2160	1	k79_76809
547	0.065	0.2	normal	27565	5	k79_84737
548	0.075	0.19	normal	129404	24	k79_43455
549	None	None	loner	2142	1	k79_48766
550	None	None	loner	2140	1	k79_34025
551	None	None	loner	2135	1	k79_11173
552	None	None	loner	2133	1	k79_80743
553	None	None	loner	2133	1	k79_55625
554	None	None	loner	2127	1	k79_90589
555	None	None	loner	2125	1	k79_4274
556	0.055	0.04	normal	3451	2	k79_61551
557	0.025	0.13	normal	4179	2	k79_52901
558	0.09	0.05	normal	10669	6	k79_7075
559	None	None	loner	2103	1	k79_36210
560	None	None	loner	2099	1	k79_82883
561	0.085	0.08	normal	26765	21	k79_9798
562	None	None	loner	2094	1	k79_58054
563	0.03	0.2	normal	4144	2	k79_68972
564	0.05	0.15	normal	12185	7	k79_70726
565	None	None	loner	2080	1	k79_79738
566	None	None	loner	2079	1	k79_94006
567	0.095	0.02	normal	18338	15	k79_78977
568	None	None	loner	2077	1	k79_40822
569	None	None	loner	2071	1	k79_94383
570	0.02	0.18	normal	2066	1	k79_41510
571	None	None	loner	2065	1	k79_8878
572	None	None	loner	2061	1	k79_27332
573	None	None	loner	2058	1	k79_59307
574	None	None	loner	2056	1	k79_75260
575	None	None	loner	2055	1	k79_8651
576	None	None	loner	2052	1	k79_66087
577	None	None	loner	2046	1	k79_69287
578	None	None	loner	2044	1	k79_467
579	None	None	loner	2042	1	k79_60901
580	None	None	loner	2032	1	k79_38462
581	None	None	loner	2024	1	k79_22622
582	None	None	loner	2024	1	k79_3345
583	None	None	loner	2024	1	k79_73738
584	None	None	loner	2022	1	k79_7504
585	None	None	loner	2021	1	k79_39614
586	None	None	loner	2018	1	k79_39980
587	None	None	loner	2017	1	k79_25568
588	None	None	loner	2016	1	k79_3613
589	0.025	0.12	normal	2015	1	k79_91501
590	None	None	loner	2004	1	k79_16164
591	None	None	loner	2002	1	k79_53231
592	None	None	loner	1999	1	k79_32015
593	0.03	0.2	normal	4513	3	k79_68113
594	None	None	loner	1999	1	k79_4748
595	None	None	loner	1996	1	k79_72702
596	None	None	loner	1994	1	k79_65191
597	None	None	loner	1983	1	k79_77904
598	None	None	loner	1983	1	k79_4725
599	None	None	loner	1980	1	k79_68910
600	0.065	0.2	normal	15888	5	k79_14972
601	None	None	loner	1976	1	k79_37475
602	0.055	0.0	normal	5351	4	k79_54472
603	None	None	loner	1974	1	k79_45528
604	None	None	loner	1968	1	k79_22501
605	None	None	loner	1963	1	k79_19268
606	None	None	loner	1952	1	k79_68363
607	None	None	loner	1949	1	k79_21979
608	None	None	loner	1944	1	k79_54259
609	None	None	loner	1942	1	k79_88299
610	0.045	0.06	normal	4436	3	k79_73710
611	None	None	loner	1939	1	k79_52269
612	None	None	loner	1938	1	k79_90069
613	None	None	loner	1936	1	k79_91307
614	None	None	loner	1933	1	k79_42085
615	None	None	loner	1930	1	k79_16623
616	None	None	loner	1928	1	k79_91748
617	None	None	loner	1926	1	k79_94108
618	None	None	loner	1922	1	k79_2575
619	None	None	loner	1917	1	k79_47280
620	None	None	loner	1917	1	k79_59365
621	None	None	loner	1913	1	k79_430
622	None	None	loner	1912	1	k79_37368
623	None	None	loner	1910	1	k79_49951
624	None	None	loner	1909	1	k79_40626
625	0.05	0.11	normal	12539	9	k79_64257
626	None	None	loner	1895	1	k79_69218
627	None	None	loner	1892	1	k79_20860
628	None	None	loner	1891	1	k79_68663
629	None	None	loner	1890	1	k79_18319
630	0.07	0.15	normal	12099	9	k79_26172
631	None	None	loner	1890	1	k79_14811
632	None	None	loner	1889	1	k79_31334
633	None	None	loner	1887	1	k79_48006
634	0.025	0.17	normal	1884	1	k79_52831
635	None	None	loner	1874	1	k79_79001
636	None	None	loner	1873	1	k79_66980
637	None	None	loner	1872	1	k79_50492
638	0.025	0.15	normal	1870	1	k79_948
639	None	None	loner	1861	1	k79_26913
640	0.025	0.13	normal	1856	1	k79_83762
641	None	None	loner	1854	1	k79_25647
642	None	None	loner	1852	1	k79_10859
643	None	None	loner	1852	1	k79_21610
644	None	None	loner	1849	1	k79_8680
645	None	None	loner	1844	1	k79_45722
646	None	None	loner	1839	1	k79_26875
647	None	None	loner	1831	1	k79_93698
648	None	None	loner	1827	1	k79_48580
