#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_52	624	1814	-	DNJDLL_00154	45.8	8.2		RefSeq:WP_215490296.1, SO:0001217, UniParc:UPI001BFFD947, UniRef:UniRef100_UPI001BFFD947, UniRef:UniRef50_B2UR78, UniRef:UniRef90_B2UR78
contig_52	8364	8537	-	DNJDLL_00162	6.7	4.8		
contig_53	4	240	+	DNJDLL_00163	8.8	9.7		
contig_53	1815	2990	-	DNJDLL_00165	43.2	11.3		
contig_53	3117	3977	-	DNJDLL_00166	30.6	6.8		
contig_55	15	524	+	DNJDLL_00167	19.0	5.8		
contig_56	171	521	-	DNJDLL_00169	12.4	9.1		
contig_57	37	336	+	DNJDLL_00170	11.3	9.2		RefSeq:WP_012420378.1, SO:0001217, UniParc:UPI00017403D9, UniRef:UniRef100_B2UKP0, UniRef:UniRef50_B2UKP0, UniRef:UniRef90_B2UKP0
contig_57	3977	4165	+	DNJDLL_00175	7.7	4.8		
contig_57	5930	6448	+	DNJDLL_00178	18.9	5.1		SO:0001217, UniRef:UniRef50_B2UKP5, UniRef:UniRef90_B2UKP5
contig_57	6518	6892	+	DNJDLL_00179	14.2	6.3		RefSeq:WP_178644832.1, SO:0001217, UniParc:UPI0015B89D6A, UniRef:UniRef100_UPI0015B89D6A, UniRef:UniRef50_B2UKP6, UniRef:UniRef90_B2UKP6
contig_57	6903	7286	+	DNJDLL_00180	14.8	7.8		RefSeq:WP_012420385.1, SO:0001217, UniParc:UPI00016408AE, UniRef:UniRef100_B2UKP7, UniRef:UniRef50_B2UKP7, UniRef:UniRef90_B2UKP7
contig_57	7316	7453	+	DNJDLL_00181	5.2	4.8		RefSeq:WP_012420386.1, SO:0001217, UniParc:UPI00017403F0, UniRef:UniRef100_B2UKP8, UniRef:UniRef50_B2UKP8, UniRef:UniRef90_B2UKP8
contig_57	9572	10351	+	DNJDLL_00183	28.8	4.9		RefSeq:WP_215489958.1, SO:0001217, UniParc:UPI001BFFD855, UniRef:UniRef100_UPI001BFFD855, UniRef:UniRef50_B2UKQ0, UniRef:UniRef90_B2UKQ0
contig_57	10348	11187	+	DNJDLL_00184	31.0	8.3		SO:0001217, UniRef:UniRef50_B2UKQ1, UniRef:UniRef90_B2UKQ1
contig_57	11180	12568	+	DNJDLL_00185	51.0	4.5		RefSeq:WP_178644823.1, SO:0001217, UniParc:UPI0015BBFD9D, UniRef:UniRef100_UPI0015BBFD9D, UniRef:UniRef50_B2UKQ2, UniRef:UniRef90_B2UKQ2
contig_57	17619	18026	+	DNJDLL_00191	15.2	4.5		RefSeq:WP_178644819.1, SO:0001217, UniParc:UPI0015BEAB18, UniRef:UniRef100_UPI0015BEAB18, UniRef:UniRef50_A0AAE6T8A9, UniRef:UniRef90_UPI0015BEAB18
contig_57	18039	18491	+	DNJDLL_00192	16.3	6.2		RefSeq:WP_178644817.1, SO:0001217, UniParc:UPI0015B8D558, UniRef:UniRef100_UPI0015B8D558, UniRef:UniRef50_A0A9P3ZR79, UniRef:UniRef90_UPI0011AFCA3D
contig_60	14	484	+	DNJDLL_00196	17.9	9.6		
contig_60	1322	1669	-	DNJDLL_00198	13.2	9.5		
contig_61	755	955	+	DNJDLL_00199	7.5	9.4		RefSeq:WP_102741308.1, SO:0001217, UniParc:UPI000C9B2AED, UniRef:UniRef100_A0AAX0WP55, UniRef:UniRef50_A0AAX0WP55, UniRef:UniRef90_A0AAX0WP55
contig_61	1027	1218	+	DNJDLL_00200	7.4	8.9		SO:0001217, UniRef:UniRef50_A0AA49E2J1, UniRef:UniRef90_A0AAX0WLG2
contig_61	1225	1596	+	DNJDLL_00201	14.4	9.3		SO:0001217, UniParc:UPI000C9ADFB1, UniRef:UniRef100_A0AAX0WJX9, UniRef:UniRef50_A0AAX0WJX9, UniRef:UniRef90_A0AAX0WJX9
contig_61	1670	1837	-	DNJDLL_00202	6.2	6.0		
contig_64	4	183	+	DNJDLL_00204	6.5	8.0	PF01272.25|GreA_GreB	PFAM:PF01272.25
contig_64	675	2249	-	DNJDLL_00205	56.5	5.2	PF00456.26|Transketolase_N, PF00676.26|E1_dh, PF02779.29|Transket_pyr, PF02780.25|Transketolase_C, PF22613.1|Transketolase_C_1	PFAM:PF00456.26, PFAM:PF00676.26, PFAM:PF02779.29, PFAM:PF02780.25, PFAM:PF22613.1
contig_65	90	1025	+	DNJDLL_00206	34.6	5.4		
contig_65	1125	2429	-	DNJDLL_00207	47.0	11.5		
contig_66	13	261	+	DNJDLL_00208	9.1	6.8		
contig_66	1323	2315	-	DNJDLL_00211	37.1	7.0		
contig_67	38	268	+	DNJDLL_00212	8.5	12.0		
contig_67	344	748	+	DNJDLL_00213	15.1	11.3		
contig_67	871	1128	-	DNJDLL_00214	9.5	8.0		SO:0001217, UniRef:UniRef50_A0AAP8NKM3, UniRef:UniRef90_A0AAP8NKM3
contig_68	202	408	+	DNJDLL_00216	7.6	10.4		
contig_68	408	710	+	DNJDLL_00217	11.1	5.3		
contig_68	896	1624	-	DNJDLL_00218	27.2	10.7		
contig_69	3414	3539	-	DNJDLL_00222	4.5	11.5		
contig_70	89	1624	+	DNJDLL_00223	55.5	10.3		
contig_70	1684	1836	-	DNJDLL_00224	5.4	10.8		RefSeq:WP_182916282.1, SO:0001217, UniParc:UPI00160467D5, UniRef:UniRef100_UPI00160467D5, UniRef:UniRef50_UPI00160467D5, UniRef:UniRef90_UPI00160467D5
contig_71	76	945	+	DNJDLL_00225	32.3	10.7		
contig_74	230	499	+	DNJDLL_00229	9.7	11.9		
contig_76	619	816	+	DNJDLL_00232	6.6	9.5		
contig_77	3009	4184	-	DNJDLL_00235	45.1	5.7		RefSeq:WP_046437191.1, SO:0001217, UniParc:UPI00062331CE, UniRef:UniRef100_UPI00062331CE, UniRef:UniRef50_UPI0011AF16E4, UniRef:UniRef90_UPI001C01A6F6
contig_80	17	166	+	DNJDLL_00240	5.3	4.4		
contig_81	117	359	+	DNJDLL_00242	8.6	11.9		
contig_81	402	707	+	DNJDLL_00243	11.2	11.4		
contig_81	5739	6185	-	DNJDLL_00247	15.7	5.3		RefSeq:WP_313753618.1, SO:0001217, UniParc:UPI0028A35A03, UniRef:UniRef100_UPI0028A35A03, UniRef:UniRef50_B2UN21, UniRef:UniRef90_B2UN21
contig_81	6375	6839	-	DNJDLL_00248	16.6	5.0		
contig_81	6857	7096	-	DNJDLL_00249	9.1	11.7		
contig_83	408	704	-	DNJDLL_00250	11.5	7.0		RefSeq:WP_094136121.1, SO:0001217, UniParc:UPI0009601223, UniRef:UniRef100_UPI0009601223, UniRef:UniRef50_A0AAE6T8K3, UniRef:UniRef90_UPI003558F211
contig_83	697	1092	-	DNJDLL_00251	15.4	6.7		RefSeq:WP_215834030.1, SO:0001217, UniParc:UPI001C061C7B, UniRef:UniRef100_UPI001C061C7B, UniRef:UniRef50_UPI0029E7DDD0, UniRef:UniRef90_UPI001034C837
contig_85	27	248	+	DNJDLL_00256	8.2	11.1	PF00156.33|Pribosyltran	PFAM:PF00156.33
contig_85	2367	2516	+	DNJDLL_00260	5.7	7.7		
contig_85	4380	4991	-	DNJDLL_00262	22.7	9.4		RefSeq:WP_215433400.1, SO:0001217, UniParc:UPI001BFFBAC8, UniRef:UniRef100_UPI001BFFBAC8, UniRef:UniRef50_B2UPC4, UniRef:UniRef90_B2UPC4
contig_86	107	1021	-	DNJDLL_00263	32.8	5.2		
contig_88	1	327	+	DNJDLL_00267	12.0	9.6		
contig_88	2216	2485	-	DNJDLL_00270	10.0	7.0		
contig_88	2603	2854	-	DNJDLL_00271	9.1	5.6		
contig_89	320	817	+	DNJDLL_00272	18.2	8.4		
contig_89	759	1409	+	DNJDLL_00273	23.2	4.4		
contig_89	1665	2018	+	DNJDLL_00274	12.5	7.8		
contig_89	3279	3422	+	DNJDLL_00276	5.5	4.8		SO:0001217, UniRef:UniRef50_UPI0013A5A49B, UniRef:UniRef90_UPI0013A5A49B
contig_90	178	408	+	DNJDLL_00280	7.7	9.4		
contig_90	479	658	+	DNJDLL_00281	6.3	10.2		
contig_92	47	379	+	DNJDLL_00283	12.3	12.0		
contig_92	528	701	+	DNJDLL_00284	6.0	11.9		
contig_92	795	1235	+	DNJDLL_00285	16.4	11.8		
contig_93	1148	1597	-	DNJDLL_00286	16.0	10.8		
contig_93	2030	2167	-	DNJDLL_00287	5.1	9.7		
contig_97	1481	1864	-	DNJDLL_00292	13.5	9.6		
contig_100	1073	1291	+	DNJDLL_00297	7.8	8.6		RefSeq:WP_012419802.1, SO:0001217, UniParc:UPI0001740381, UniRef:UniRef100_B2UQ52, UniRef:UniRef50_B2UQ52, UniRef:UniRef90_B2UQ52
contig_100	1465	1722	-	DNJDLL_00298	8.8	9.8		
contig_100	1858	1968	-	DNJDLL_00299	3.8	9.7		
contig_101	109	684	-	DNJDLL_00300	21.3	11.3		
contig_101	795	1295	+	DNJDLL_00301	17.7	4.3		
contig_101	2386	2724	-	DNJDLL_00303	11.9	5.3		
contig_102	71	490	+	DNJDLL_00304	15.4	5.8	PF06968.18|BATS	PFAM:PF06968.18
contig_103	1006	1221	-	DNJDLL_00307	8.2	6.4		
contig_104	672	1046	-	DNJDLL_00309	13.8	4.6	PF02577.19|BFN_dom	PFAM:PF02577.19
contig_105	1083	1238	+	DNJDLL_00310	5.5	4.3		
contig_105	1977	2159	-	DNJDLL_00311	6.3	9.8		
contig_106	671	979	-	DNJDLL_00312	10.9	7.8		
contig_108	45	539	+	DNJDLL_00313	19.2	6.6		
contig_110	123	476	-	DNJDLL_00317	12.7	9.2		RefSeq:WP_012420056.1, SO:0001217, UniParc:UPI0001640A5A, UniRef:UniRef100_B2UQV6, UniRef:UniRef50_B2UQV6, UniRef:UniRef90_B2UQV6
contig_110	473	703	-	DNJDLL_00318	8.4	6.5		RefSeq:WP_012420055.1, SO:0001217, UniParc:UPI0001640AB2, UniRef:UniRef100_B2UQV5, UniRef:UniRef50_B2UQV5, UniRef:UniRef90_B2UQV5
contig_110	1324	1614	-	DNJDLL_00320	10.6	4.6		
contig_111	106	864	+	DNJDLL_00321	28.0	9.4	PF13529.12|Peptidase_C39_2	PFAM:PF13529.12
contig_112	19	288	+	DNJDLL_00326	10.0	7.0		
contig_112	406	813	+	DNJDLL_00327	14.7	5.8		
contig_112	835	1956	+	DNJDLL_00328	40.6	9.4		
contig_113	189	782	+	DNJDLL_00329	21.3	7.8		
contig_113	13287	13460	+	DNJDLL_00340	6.5	5.6		
contig_113	13602	14378	-	DNJDLL_00341	28.8	9.8		
contig_114	18	662	+	DNJDLL_00342	23.0	9.6		
contig_115	3	476	+	DNJDLL_00345	17.2	10.4		
contig_115	3124	3231	-	DNJDLL_00348	3.7	9.7		
contig_115	3325	3645	-	DNJDLL_00349	11.5	11.9		
contig_116	206	1156	+	DNJDLL_00350	34.1	6.8		
contig_117	661	1209	-	DNJDLL_00352	21.0	11.8		
contig_118	112	720	+	DNJDLL_00353	21.6	6.2		
contig_118	907	1275	-	DNJDLL_00354	13.3	11.5		
contig_119	361	2562	+	DNJDLL_00355	79.1	5.1		RefSeq:WP_094139264.1, SO:0001217, UniParc:UPI000B8E4350, UniRef:UniRef100_UPI000B8E4350, UniRef:UniRef50_B2UNY1, UniRef:UniRef90_B2UNY1
contig_120	74	301	+	DNJDLL_00358	7.9	8.3		
contig_120	397	834	+	DNJDLL_00359	15.7	11.4		
contig_122	1020	1358	-	DNJDLL_00364	12.5	10.8		
contig_122	1443	1577	-	DNJDLL_00365	4.7	10.0		
contig_122	1613	1819	-	DNJDLL_00366	7.3	7.7		
contig_122	1934	2422	-	DNJDLL_00367	17.1	10.1		
contig_123	971	1072	-	DNJDLL_00369	3.9	6.0		
contig_123	3013	4152	-	DNJDLL_00372	43.0	4.6		
contig_124	6	569	-	DNJDLL_00373	20.5	11.7		
contig_124	645	908	-	DNJDLL_00374	9.6	10.8		
contig_125	95	1135	+	DNJDLL_00375	38.4	9.3		
contig_125	2476	2607	-	DNJDLL_00378	4.6	4.5		
contig_126	1011	1313	-	DNJDLL_00380	11.3	6.0		
contig_128	975	1718	-	DNJDLL_00384	27.4	11.4		
contig_129	292	894	+	DNJDLL_00385	22.8	5.7	PF16653.10|Sacchrp_dh_C	PFAM:PF16653.10
contig_129	2209	3135	-	DNJDLL_00387	35.2	9.4		RefSeq:WP_128153391.1, SO:0001217, UniParc:UPI000FE30E63, UniRef:UniRef100_UPI0006235A58, UniRef:UniRef50_B2ULV0, UniRef:UniRef90_UPI001BFF3674
contig_129	3119	4132	-	DNJDLL_00388	37.7	5.4		SO:0001217, UniRef:UniRef50_UPI00319D8C6F, UniRef:UniRef90_UPI00319D8C6F
contig_129	4183	4851	-	DNJDLL_00389	24.7	9.5		
contig_130	5104	6003	-	DNJDLL_00395	33.5	6.1		SO:0001217, UniRef:UniRef50_B2UMC0, UniRef:UniRef90_B2UMC0
contig_130	6023	6883	-	DNJDLL_00396	31.4	12.0		
contig_131	370	2070	-	DNJDLL_00397	63.9	6.8	PF00069.31|Pkinase, PF07714.23|PK_Tyr_Ser-Thr, PF14559.12|TPR_19	PFAM:PF00069.31, PFAM:PF07714.23, PFAM:PF14559.12
contig_133	10	318	+	DNJDLL_00399	10.7	9.3		
contig_133	1192	1401	+	DNJDLL_00401	7.7	7.7		RefSeq:WP_022198111.1, SO:0001217, UniParc:UPI00033A2E8D, UniRef:UniRef100_A0AAP8NKY3, UniRef:UniRef50_B2UQ83, UniRef:UniRef90_B2UQ83
contig_135	2935	3087	+	DNJDLL_00409	5.8	11.1		RefSeq:WP_022197001.1, SO:0001217, UniParc:UPI000336CD5C, UniRef:UniRef100_UPI001382348B, UniRef:UniRef50_UPI001382348B, UniRef:UniRef90_UPI001382348B
contig_135	4688	5218	-	DNJDLL_00412	19.5	5.4	PF01450.25|KARI_C	PFAM:PF01450.25
contig_136	179	352	+	DNJDLL_00413	6.4	9.7		
contig_137	627	977	+	DNJDLL_00416	13.0	12.0		
contig_138	949	1155	+	DNJDLL_00419	7.6	8.5		SO:0001217, UniRef:UniRef50_UPI0027D315BA, UniRef:UniRef90_UPI0027D315BA
contig_138	1146	1901	-	DNJDLL_00420	27.4	5.5	PF01761.26|DHQ_synthase, PF24621.2|DHQS_C	PFAM:PF01761.26, PFAM:PF24621.2
contig_139	1862	2290	-	DNJDLL_00423	15.1	9.4		
contig_140	1565	1681	-	DNJDLL_00426	4.2	9.7		
contig_141	1746	3950	-	DNJDLL_00429	79.9	6.3		
contig_143	840	1451	+	DNJDLL_00432	22.0	11.6		
contig_144	68	538	-	DNJDLL_00433	17.4	6.4		RefSeq:WP_087393788.1, SO:0001217, UniParc:UPI000B38580B, UniRef:UniRef100_A0AAX0WLI9, UniRef:UniRef50_A0AAX0WLI9, UniRef:UniRef90_A0AAX0WLI9
contig_144	535	948	-	DNJDLL_00434	14.8	5.3		RefSeq:WP_102741341.1, SO:0001217, UniParc:UPI000C9A270B, UniRef:UniRef100_A0AAX0WP84, UniRef:UniRef50_A0AAX0WP84, UniRef:UniRef90_A0AAX0WP84
contig_144	962	1357	-	DNJDLL_00435	13.7	5.2		RefSeq:WP_215439409.1, SO:0001217, UniParc:UPI001BFEFEAD, UniRef:UniRef100_UPI001BFEFEAD, UniRef:UniRef90_A0A8S5T8D4
contig_144	1390	2154	-	DNJDLL_00436	27.5	5.2		
contig_145	131	1108	+	DNJDLL_00437	33.4	10.0		
contig_145	1724	1927	+	DNJDLL_00438	6.9	4.2		
contig_145	2212	2415	-	DNJDLL_00439	6.8	5.5	PF00132.30|Hexapep	PFAM:PF00132.30
contig_146	248	508	+	DNJDLL_00440	9.6	5.8		
contig_146	2196	2675	+	DNJDLL_00442	17.3	11.3		
contig_148	254	550	+	DNJDLL_00444	10.9	11.6		
contig_148	795	1178	-	DNJDLL_00445	13.1	6.2		
contig_150	1582	2067	-	DNJDLL_00449	17.2	5.1		SO:0001217, UniRef:UniRef50_UPI00263237E2
contig_152	295	675	-	DNJDLL_00457	14.7	10.1		
contig_153	27	212	+	DNJDLL_00460	6.9	11.9		
contig_153	3211	3624	-	DNJDLL_00463	15.5	6.8	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_154	167	550	+	DNJDLL_00464	14.3	5.3		
contig_154	1107	1412	+	DNJDLL_00466	11.8	9.6		SO:0001217, UniRef:UniRef50_B2UMD3, UniRef:UniRef90_B2UMD3
contig_155	150	617	+	DNJDLL_00470	16.3	4.6		
contig_155	1477	2082	+	DNJDLL_00472	21.8	5.1		SO:0001217, UniRef:UniRef50_UPI001BFFD91E, UniRef:UniRef90_UPI001BFFD91E
contig_155	2036	2260	-	DNJDLL_00473	8.3	9.1		SO:0001217, UniRef:UniRef50_A0AAE6W2Y2
contig_155	9351	9797	-	DNJDLL_00478	17.1	5.6		RefSeq:WP_249851695.1, SO:0001217, UniParc:UPI00201E14D2, UniRef:UniRef100_UPI00201E14D2, UniRef:UniRef50_UPI00201E14D2, UniRef:UniRef90_UPI00201E14D2
contig_155	9816	10061	-	DNJDLL_00479	9.4	9.0	PF01381.28|HTH_3	PFAM:PF01381.28
contig_155	10155	10430	+	DNJDLL_00480	10.6	10.2		
contig_156	107	403	+	DNJDLL_00481	11.4	6.9		
contig_156	1960	4224	-	DNJDLL_00483	82.5	6.1		
contig_157	79	1047	+	DNJDLL_00484	35.8	4.7	PF06415.18|iPGM_N	PFAM:PF06415.18
contig_157	1681	1908	-	DNJDLL_00485	8.3	11.0		
contig_158	3956	4105	-	DNJDLL_00488	5.3	6.0		
contig_159	294	848	-	DNJDLL_00489	20.5	9.7		
contig_159	909	1304	-	DNJDLL_00490	15.0	7.1		
contig_160	592	1137	-	DNJDLL_00491	21.1	11.5		
contig_161	154	1323	+	DNJDLL_00492	43.6	9.0		
contig_161	1512	1829	-	DNJDLL_00493	11.9	8.9		
contig_164	174	506	+	DNJDLL_00497	11.7	10.4		
contig_164	2101	2604	-	DNJDLL_00500	18.0	10.2		
contig_166	844	1413	-	DNJDLL_00506	20.6	10.7		
contig_168	733	1140	-	DNJDLL_00508	15.3	4.8		RefSeq:WP_046435653.1, SO:0001217, UniParc:UPI00062365B0, UniRef:UniRef100_A0AAP8NJE8, UniRef:UniRef50_A0AAE6T8A9, UniRef:UniRef90_B2UMH0
contig_170	37	243	+	DNJDLL_00510	7.2	5.2		
contig_171	783	1121	-	DNJDLL_00512	11.9	9.5		
contig_171	1063	1326	-	DNJDLL_00513	9.3	4.6		
contig_172	84	617	+	DNJDLL_00514	19.0	8.9		
contig_174	42	242	+	DNJDLL_00519	7.2	4.9		SO:0001217, UniRef:UniRef50_UPI0005541DD5, UniRef:UniRef90_UPI0005541DD5
contig_174	2815	3270	-	DNJDLL_00522	16.9	5.1		
contig_175	165	854	-	DNJDLL_00523	25.6	10.6		
contig_175	818	1000	-	DNJDLL_00524	6.4	8.0		
contig_176	25	453	+	DNJDLL_00525	15.3	10.7		
contig_176	764	1159	-	DNJDLL_00527	14.4	8.6		
contig_176	1202	1354	-	DNJDLL_00528	5.5	4.4		
contig_177	119	247	-	DNJDLL_00529	4.2	9.4		RefSeq:WP_012420041.1, SO:0001217, UniParc:UPI0001740356, UniRef:UniRef100_B2UQU1, UniRef:UniRef50_B2UQU1, UniRef:UniRef90_B2UQU1
contig_177	4465	4836	-	DNJDLL_00535	14.0	5.0		SO:0001217, UniRef:UniRef50_A0A0C1QJT3
contig_179	670	1335	-	DNJDLL_00537	24.4	7.1		SO:0001217, UniRef:UniRef50_A0A2N8HFF7, UniRef:UniRef90_A0AAX0WJT1
contig_179	1390	1584	-	DNJDLL_00538	7.0	6.1		
contig_181	727	1017	-	DNJDLL_00539	9.9	7.8		SO:0001217, UniRef:UniRef50_UPI001CA4E13B
contig_182	28	684	+	DNJDLL_00540	24.4	10.3		
contig_182	909	1082	-	DNJDLL_00541	6.6	9.2	PF02397.22|Bac_transf	PFAM:PF02397.22
contig_183	1326	1844	+	DNJDLL_00543	18.9	4.7		RefSeq:WP_102739163.1, SO:0001217, UniParc:UPI000C9B11EE, UniRef:UniRef100_UPI000C9B11EE, UniRef:UniRef50_B2UQT8, UniRef:UniRef90_B2UQT8
contig_184	2	199	+	DNJDLL_00545	7.5	4.9		
contig_184	307	939	-	DNJDLL_00546	23.5	5.4		RefSeq:WP_128192708.1, SO:0001217, UniParc:UPI000FE167CD, UniRef:UniRef100_UPI000FE167CD, UniRef:UniRef50_B2UR07, UniRef:UniRef90_B2UR07
contig_184	1058	1300	-	DNJDLL_00547	8.7	5.7		
contig_185	1180	1785	-	DNJDLL_00549	22.2	10.3		
