# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_15	cds	3	392	+	DNJDLL_00032		hypothetical protein	PFAM:PF07475.17
contig_15	cds	477	743	+	DNJDLL_00033	ptsH	Phosphotransferase system, phosphocarrier protein HPr	COG:COG1925, COG:TG, SO:0001217, UniRef:UniRef50_B3E075, UniRef:UniRef90_B2UML9
contig_15	cds	808	1296	-	DNJDLL_00034		hypothetical protein	
contig_16	cds	63	1064	+	DNJDLL_00035	pyrC	dihydroorotase	COG:COG0418, COG:F, EC:3.5.2.3, GO:0004151, GO:0019856, SO:0001217, UniRef:UniRef50_A9WK73, UniRef:UniRef90_A0A6N2SM47
contig_16	cds	1141	1500	-	DNJDLL_00036		hypothetical protein	
contig_17	cds	316	1356	-	DNJDLL_00037		Aldo/keto reductase	SO:0001217, UniRef:UniRef50_R9LZJ4, UniRef:UniRef90_B2UQU6
contig_17	cds	1496	2392	+	DNJDLL_00038	araC	Transcriptional regulator, AraC family	COG:COG2207, COG:K, KEGG:K18954, RefSeq:WP_022197448.1, SO:0001217, UniParc:UPI00033773F1, UniRef:UniRef100_A0A2N8I1U6, UniRef:UniRef50_A0A1A7KG88, UniRef:UniRef90_B2UQU8
contig_17	cds	2933	6844	+	DNJDLL_00039		Glycoside hydrolase family 31	EC:3.2.1.217, KEGG:K25767, SO:0001217, UniRef:UniRef50_A0A8E2D736, UniRef:UniRef90_B2UQU9
contig_18	cds	8	664	+	DNJDLL_00040		Amidase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G1Z2U5
contig_18	cds	830	1186	-	DNJDLL_00041		hypothetical protein	
contig_19	cds	117	1070	+	DNJDLL_00042		hypothetical protein	
contig_20	cds	549	1580	-	DNJDLL_00043		hypothetical protein	
contig_20	cds	1803	1964	-	DNJDLL_00044		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001C05F84C, UniRef:UniRef90_UPI001C05F84C
contig_21	cds	382	771	+	DNJDLL_00045		hypothetical protein	
contig_21	cds	949	1620	-	DNJDLL_00046		PEP-CTERM protein-sorting domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAP8T8X3, UniRef:UniRef90_A0AAP8T8X3
contig_22	cds	40	942	+	DNJDLL_00047		transporter associated domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000689E8D6, UniRef:UniRef90_UPI0025C5A863
contig_22	cds	1013	3316	+	DNJDLL_00048	tPR	Tetratricopeptide repeat protein	COG:COG0457, COG:R, RefSeq:WP_022198414.1, SO:0001217, UniParc:UPI00033589BC, UniRef:UniRef100_A0AAP8NLM5, UniRef:UniRef50_A0AAP8NLM5, UniRef:UniRef90_A0AAP8NLM5
contig_22	cds	3384	4076	+	DNJDLL_00049	trxA	Redoxin domain protein	COG:COG0526, COG:O, EC:1.8.1.8, KEGG:K17609, RefSeq:WP_012419432.1, SO:0001217, UniParc:UPI0001740305, UniRef:UniRef100_B2UNA5, UniRef:UniRef50_A0A139TQD2, UniRef:UniRef90_B2UNA5
contig_22	cds	4104	4778	+	DNJDLL_00050	acrR	Transcriptional regulator, TetR family	COG:COG1309, COG:K, SO:0001217, UniRef:UniRef50_A0A2N8HG19, UniRef:UniRef90_B2UNA4
contig_22	cds	4804	5448	-	DNJDLL_00051	thiE	Thiamine-phosphate synthase	COG:COG0352, COG:H, RefSeq:WP_022198413.1, SO:0001217, UniParc:UPI000337B970, UniRef:UniRef100_A0AAP8T9L8, UniRef:UniRef50_A0A2E8LZ38, UniRef:UniRef90_B2UNA3
contig_22	cds	5581	6582	+	DNJDLL_00052	pyrD	quinone-dependent dihydroorotate dehydrogenase	COG:COG0167, COG:F, EC:1.3.5.2, GO:0004152, GO:0005737, GO:0005886, GO:0006207, GO:0006222, GO:0016020, GO:0044205, GO:0106430, SO:0001217, UniRef:UniRef50_B2UNA2, UniRef:UniRef90_B2UNA2
contig_22	cds	6615	10139	+	DNJDLL_00053	dnaE	DNA polymerase III subunit alpha	COG:COG0587, COG:L, EC:2.7.7.7, GO:0003676, GO:0006260, GO:0008408, KEGG:K02337, RefSeq:WP_313753558.1, SO:0001217, UniParc:UPI0028A4F55D, UniRef:UniRef100_UPI0028A4F55D, UniRef:UniRef50_A0A848WWF2, UniRef:UniRef90_A0AAE3BHY2
contig_22	cds	10144	10707	+	DNJDLL_00054	rimL	GCN5-related N-acetyltransferase	COG:COG1670, COG:JO, RefSeq:WP_031930203.1, SO:0001217, UniParc:UPI0004F2532F, UniRef:UniRef100_UPI001C05FB37, UniRef:UniRef50_A0A6N2R0E7, UniRef:UniRef90_B2UNA0
contig_22	cds	11306	12760	+	DNJDLL_00055	gadA	glutamate decarboxylase	COG:COG0076, COG:E, EC:4.1.1.15, GO:0004351, GO:0006540, GO:0030170, SO:0001217, UniRef:UniRef50_P69910, UniRef:UniRef90_A0A139TQK4
contig_22	cds	13945	16521	+	DNJDLL_00056		Two component regulator propeller	COG:COG3292, COG:T, RefSeq:WP_046437924.1, SO:0001217, UniParc:UPI0006238A8C, UniRef:UniRef100_UPI0006238A8C, UniRef:UniRef50_A0AAE6W1Q6, UniRef:UniRef90_A0AAP8NN08
contig_23	rRNA	1	93	-	DNJDLL_00057	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_23	rRNA	223	3052	-	DNJDLL_00058	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_23	tRNA	3265	3341	-	DNJDLL_00059	trnI	tRNA-Ile(gat)	SO:0000263
contig_23	tRNA	3366	3441	-	DNJDLL_00060	trnA	tRNA-Ala(tgc)	SO:0000254
contig_23	rRNA	3610	5121	-	DNJDLL_00061	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_24	cds	214	1536	-	DNJDLL_00062		(pseudo) glutamine--tRNA ligase/YqeY domain fusion protein	EC:6.1.1.18, GO:0000166, GO:0004819, GO:0005524, GO:0006425, KEGG:K01886, SO:0001217, UniRef:UniRef50_A0A2N8I186, UniRef:UniRef90_A0A2N8I186
contig_26	cds	174	869	+	DNJDLL_00063	ideS	Ig protease IdeS domain-containing protein	RefSeq:WP_249850624.1, SO:0001217, UniParc:UPI00201CBAFF, UniRef:UniRef100_UPI00201CBAFF, UniRef:UniRef50_B2UL00, UniRef:UniRef90_B2UL00
contig_26	cds	763	1422	-	DNJDLL_00064		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI002868DC31
contig_27	cds	70	525	-	DNJDLL_00065		hypothetical protein	
contig_27	cds	591	1007	-	DNJDLL_00066		hypothetical protein	
contig_27	cds	1026	1796	-	DNJDLL_00067		MalY/PatB family protein	SO:0001217, UniRef:UniRef50_A0A174BFT0, UniRef:UniRef90_UPI002609A1B4
contig_27	cds	1793	2665	-	DNJDLL_00068		DUF3737 domain-containing protein	RefSeq:WP_102733401.1, SO:0001217, UniParc:UPI000C9B9C66, UniRef:UniRef100_UPI000C9B9C66, UniRef:UniRef50_Q8A7X5, UniRef:UniRef90_B2UN04
contig_27	cds	3644	3970	-	DNJDLL_00069		hypothetical protein	SO:0001217, UniRef:UniRef50_B2UMQ7, UniRef:UniRef90_B2UMQ7
contig_28	cds	34	429	+	DNJDLL_00070		hypothetical protein	
contig_28	cds	617	1627	+	DNJDLL_00071	ispA	Polyprenyl synthetase	COG:COG0142, COG:H, SO:0001217, UniRef:UniRef50_B2ULN0, UniRef:UniRef90_B2ULN0
contig_28	cds	1806	3161	-	DNJDLL_00072	pTR2	Amino acid/peptide transporter	COG:COG3104, COG:E, RefSeq:WP_046435762.1, SO:0001217, UniParc:UPI0006239565, UniRef:UniRef100_UPI0006239565, UniRef:UniRef50_B2ULN1, UniRef:UniRef90_B2ULN1
contig_28	cds	3309	4622	-	DNJDLL_00073		hypothetical protein	PFAM:PF13145.12
contig_29	cds	208	1266	+	DNJDLL_00074		Serine hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_Q8Y4B2
contig_29	cds	1466	1981	-	DNJDLL_00075		hypothetical protein	RefSeq:WP_022198782.1, SO:0001217, UniParc:UPI00033BDFA8, UniRef:UniRef100_UPI001178601B, UniRef:UniRef50_B2UM05, UniRef:UniRef90_UPI001178601B
contig_29	cds	2058	2474	-	DNJDLL_00076		hypothetical protein	RefSeq:WP_022198781.1, SO:0001217, UniParc:UPI00033EC219, UniRef:UniRef100_UPI000FE3E10A, UniRef:UniRef50_B2UM04, UniRef:UniRef90_UPI000FE3E10A
contig_29	cds	2519	2653	-	DNJDLL_00077		hypothetical protein	
contig_29	cds	2701	3441	-	DNJDLL_00078	ddpX	D-alanyl-D-alanine dipeptidase	COG:COG2173, COG:M, EC:3.4.13.22, KEGG:K08641, RefSeq:WP_022198780.1, SO:0001217, UniParc:UPI0003407B06, UniRef:UniRef100_UPI001387300D, UniRef:UniRef50_B2UM03, UniRef:UniRef90_B2UM03
contig_29	cds	3480	5546	-	DNJDLL_00079	rpoD	RNA polymerase sigma factor RpoD	COG:COG0568, COG:K, GO:0003700, GO:0006355, GO:0016987, KEGG:K03086, RefSeq:WP_094136472.1, SO:0001217, UniParc:UPI00096341FC, UniRef:UniRef100_UPI00096341FC, UniRef:UniRef50_A0A2E0R5U4, UniRef:UniRef90_A0A2N8HCJ9
contig_29	cds	5606	5806	-	DNJDLL_00080		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI002868DBF6, UniRef:UniRef90_UPI002868DBF6
contig_30	cds	479	2164	-	DNJDLL_00081	aslA	Sulfatase	COG:COG3119, COG:P, RefSeq:WP_240451837.1, SO:0001217, UniParc:UPI001F08B0E3, UniRef:UniRef100_UPI001F08B0E3, UniRef:UniRef50_R7P8T2, UniRef:UniRef90_B2UM30
contig_30	cds	2289	2984	-	DNJDLL_00082		hypothetical protein	
contig_32	cds	5	916	+	DNJDLL_00083		catalase	SO:0001217, UniRef:UniRef50_A0A9W4VGL3
contig_32	tRNA	1140	1214	-	DNJDLL_00084	trnV	tRNA-Val(tac)	SO:0000273
contig_32	cds	1410	2195	-	DNJDLL_00085		hypothetical protein	
contig_33	cds	91	759	+	DNJDLL_00086		hypothetical protein	
contig_33	cds	767	1474	+	DNJDLL_00087	trkA	TrkA-N domain protein	COG:COG0569, COG:PT, RefSeq:WP_046436412.1, SO:0001217, UniParc:UPI0006238A8F, UniRef:UniRef100_B2UQA5, UniRef:UniRef50_B2UQA5, UniRef:UniRef90_B2UQA5
contig_33	cds	1567	5262	-	DNJDLL_00088	hrpA	ATP-dependent RNA helicase HrpA	COG:COG1643, COG:J, EC:3.6.4.13, GO:0003724, SO:0001217, UniRef:UniRef50_A0A975G8L6, UniRef:UniRef90_A0AAP8T980
contig_33	cds	5331	5813	-	DNJDLL_00089	ilvN	acetolactate synthase small subunit	COG:COG0440, COG:E, EC:2.2.1.6, GO:0009082, GO:1990610, RefSeq:WP_012419857.1, SO:0001217, UniParc:UPI0001640AC3, UniRef:UniRef100_B2UQA7, UniRef:UniRef50_A0A928DN23, UniRef:UniRef90_A0AAE2WK93
contig_33	cds	5935	7398	-	DNJDLL_00090	degQ	PDZ domain-containing protein	COG:COG0265, COG:O, RefSeq:WP_046436409.1, SO:0001217, UniParc:UPI00062381BD, UniRef:UniRef100_UPI00062381BD, UniRef:UniRef50_A0A2N8HFJ7, UniRef:UniRef90_A0A2N8HFJ7
contig_33	cds	7592	8755	+	DNJDLL_00091	holA	DNA polymerase III subunit delta	COG:COG1466, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, RefSeq:WP_046436407.1, SO:0001217, UniParc:UPI0006238A62, UniRef:UniRef100_UPI0006238A62, UniRef:UniRef50_A0A9P3ZNZ0, UniRef:UniRef90_A0A9P3ZNZ0
contig_33	cds	8755	10641	+	DNJDLL_00092	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	COG:COG0445, COG:J, GO:0002098, GO:0008033, KEGG:K03495, RefSeq:WP_094140584.1, SO:0001217, UniParc:UPI000B8E76A7, UniRef:UniRef100_UPI000B8E76A7, UniRef:UniRef50_B1ZWP4, UniRef:UniRef90_A0A139TST9
contig_33	cds	11126	12196	-	DNJDLL_00093	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	COG:COG1985, COG:H, EC:1.1.1.193, EC:3.5.4.26, GO:0008703, GO:0008835, KEGG:K11752, RefSeq:WP_046436633.1, SO:0001217, UniParc:UPI000623AD5F, UniRef:UniRef100_A0AAP8NMB9, UniRef:UniRef50_A0A2N8HFR0, UniRef:UniRef90_A0AAP8NMB9
contig_33	cds	12605	13414	+	DNJDLL_00094	glmU	Bifunctional protein GlmU	COG:COG1207, COG:M, SO:0001217, UniRef:UniRef50_A0A2N8HFN1, UniRef:UniRef90_A0AAP8NL73
contig_34	cds	5	766	+	DNJDLL_00095		hypothetical protein	
contig_34	cds	1270	1428	-	DNJDLL_00096		hypothetical protein	
contig_35	cds	30	1001	+	DNJDLL_00097		hypothetical protein	
contig_36	cds	353	1645	-	DNJDLL_00098	argG	argininosuccinate synthase	COG:COG0137, COG:E, EC:6.3.4.5, GO:0004055, GO:0005524, GO:0006526, RefSeq:WP_094136987.1, SO:0001217, UniParc:UPI000B8E7223, UniRef:UniRef100_UPI000B8E7223, UniRef:UniRef50_Q2LT97, UniRef:UniRef90_B2UP27
contig_36	cds	2657	2926	+	DNJDLL_00099	rpsN	30S ribosomal protein S14	COG:COG0199, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0015935, GO:0019843, KEGG:K02954, RefSeq:WP_012419610.1, SO:0001217, UniParc:UPI0001640CA6, UniRef:UniRef100_B2UP25, UniRef:UniRef50_Q2S3Q1, UniRef:UniRef90_B2UP25
contig_36	cds	2999	3259	+	DNJDLL_00100	fmdB	Regulatory protein, FmdB family	RefSeq:WP_094139237.1, SO:0001217, UniParc:UPI000B8E3DF9, UniRef:UniRef100_A0AAP8NND8, UniRef:UniRef50_A0A4P5Z0I7, UniRef:UniRef90_B2UP24
contig_36	cds	3316	4728	+	DNJDLL_00101	mpfA	HlyC/CorC family transporter	COG:COG1253, COG:PT, KEGG:K03699, RefSeq:WP_094139238.1, SO:0001217, UniParc:UPI000B8E604F, UniRef:UniRef100_A0AAP8NME4, UniRef:UniRef50_B2UP23, UniRef:UniRef90_B2UP23
contig_37	cds	46	681	+	DNJDLL_00102		hypothetical protein	
contig_37	cds	1173	1637	-	DNJDLL_00103		hypothetical protein	
contig_38	cds	34	1134	+	DNJDLL_00104		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A961FWR9, UniRef:UniRef90_UPI002868A43C
contig_38	cds	1639	2292	-	DNJDLL_00105		Transcriptional regulator	RefSeq:WP_022198837.1, SO:0001217, UniParc:UPI00033835B7, UniRef:UniRef100_A0A2N8I2J4, UniRef:UniRef50_A3DBE1, UniRef:UniRef90_A0A2N8I2J4
contig_39	cds	54	536	+	DNJDLL_00106		hypothetical protein	
contig_39	cds	803	1435	+	DNJDLL_00107		hypothetical protein	
contig_39	cds	1515	1670	-	DNJDLL_00108		hypothetical protein	
contig_40	cds	23	733	-	DNJDLL_00109	purC	phosphoribosylaminoimidazolesuccinocarboxamide synthase	COG:COG0152, COG:F, EC:6.3.2.6, GO:0004639, GO:0005524, GO:0006164, GO:0006189, GO:0009236, RefSeq:WP_102733621.1, SO:0001217, UniParc:UPI000962947E, UniRef:UniRef100_UPI000962947E, UniRef:UniRef50_Q9RXT0, UniRef:UniRef90_B2UP00
contig_40	cds	998	2542	-	DNJDLL_00110		hypothetical protein	
contig_41	cds	62	397	+	DNJDLL_00111		hypothetical protein	
contig_41	cds	322	525	-	DNJDLL_00112		hypothetical protein	
contig_41	cds	500	1342	-	DNJDLL_00113		Molecular chaperone	RefSeq:WP_022198195.1, SO:0001217, UniParc:UPI00033C475A, UniRef:UniRef100_UPI00033C475A, UniRef:UniRef50_B2UMQ1, UniRef:UniRef90_B2UMQ1
contig_41	cds	1377	2198	-	DNJDLL_00114		hypothetical protein	PFAM:PF03781.22
contig_42	cds	16	165	+	DNJDLL_00115		hypothetical protein	
contig_42	cds	562	918	+	DNJDLL_00116	yeaO	DUF488 domain-containing protein	COG:COG3189, COG:S, RefSeq:WP_215490068.1, SO:0001217, UniParc:UPI001BFFD76B, UniRef:UniRef100_UPI001BFFD76B, UniRef:UniRef50_A0A0D6N017, UniRef:UniRef90_B2ULP0
contig_42	cds	1008	1202	+	DNJDLL_00117		hypothetical protein	RefSeq:WP_042447447.1, SO:0001217, UniParc:UPI0005A779DB, UniRef:UniRef100_A0A2N8IXS5, UniRef:UniRef50_A0A2N8IXS5, UniRef:UniRef90_A0A2N8IXS5
contig_42	cds	1297	1767	-	DNJDLL_00118	hemC	(pseudo) hydroxymethylbilane synthase	COG:COG0181, COG:H, EC:2.5.1.61, GO:0004418, GO:0033014, KEGG:K01749, SO:0001217, UniRef:UniRef50_A0A9P4DRL1, UniRef:UniRef90_B2ULP1
contig_43	cds	63	452	+	DNJDLL_00119		hypothetical protein	
contig_43	cds	469	1347	-	DNJDLL_00120	erfK	ErfK/YbiS/YcfS/YnhG family protein	COG:COG1376, COG:M, SO:0001217, UniParc:UPI0001640AEB, UniRef:UniRef100_B2UNB2, UniRef:UniRef50_A0A2N8HG55, UniRef:UniRef90_B2UNB2
contig_43	cds	1449	3080	-	DNJDLL_00121		Terminase	RefSeq:WP_022198420.1, SO:0001217, UniParc:UPI00033A11F4, UniRef:UniRef100_A0A2N8IGD3, UniRef:UniRef50_B2UNB3, UniRef:UniRef90_B2UNB3
contig_43	cds	3067	3579	-	DNJDLL_00122		hypothetical protein	
contig_44	cds	207	398	+	DNJDLL_00123		hypothetical protein	
contig_44	cds	557	1132	-	DNJDLL_00124	rbr	rubrerythrin	COG:C, COG:COG1592, EC:1.11.1.1, GO:0009055, GO:0016692, RefSeq:WP_031931504.1, SO:0001217, UniParc:UPI0004F29B2E, UniRef:UniRef100_A0A2N8I9X8, UniRef:UniRef50_G9X3M0, UniRef:UniRef90_B2UPB0
contig_45	cds	590	1096	-	DNJDLL_00125		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0A939WRL7
contig_46	cds	156	902	+	DNJDLL_00126		Glycosyltransferase family 1 protein	RefSeq:WP_313753744.1, SO:0001217, UniParc:UPI0028A34F4B, UniRef:UniRef100_UPI0028A34F4B, UniRef:UniRef50_A0AAP8NKY2, UniRef:UniRef90_A0AAP8NKY2
contig_46	cds	850	1362	+	DNJDLL_00127		glycosyltransferase	SO:0001217, UniRef:UniRef50_UPI000FE17213, UniRef:UniRef90_UPI000FE17213
contig_46	cds	1359	3257	-	DNJDLL_00128	recQ	ATP-dependent DNA helicase RecQ	COG:COG0514, COG:L, RefSeq:WP_102734421.1, SO:0001217, UniParc:UPI000C9BD470, UniRef:UniRef100_A0AAP8NKQ5, UniRef:UniRef50_A0A2N8HC64, UniRef:UniRef90_B2UR16
contig_46	cds	3345	5003	+	DNJDLL_00129	aslA	Sulfatase	COG:COG3119, COG:P, RefSeq:WP_102735815.1, SO:0001217, UniParc:UPI000AD70DEB, UniRef:UniRef100_A0AAP8NLI2, UniRef:UniRef50_B2UR15, UniRef:UniRef90_B2UR15
contig_46	cds	5135	6025	-	DNJDLL_00130		hypothetical protein	RefSeq:WP_102732973.1, SO:0001217, UniParc:UPI000AB9C4C7, UniRef:UniRef100_A0AAP8NKR7, UniRef:UniRef50_B2UR14, UniRef:UniRef90_B2UR14
contig_46	cds	6309	7574	-	DNJDLL_00131	hemY	UDP-galactopyranose mutase	COG:COG1232, COG:H, RefSeq:WP_022197904.1, SO:0001217, UniParc:UPI00033CE57C, UniRef:UniRef100_UPI00033CE57C, UniRef:UniRef50_B2UR13, UniRef:UniRef90_B2UR13
contig_46	cds	7603	8586	-	DNJDLL_00132		hypothetical protein	RefSeq:WP_012420112.1, SO:0001217, UniParc:UPI00017403ED, UniRef:UniRef100_B2UR12, UniRef:UniRef50_B2UR12, UniRef:UniRef90_B2UR12
contig_46	cds	9036	10049	+	DNJDLL_00133	bcsA	Glycosyltransferase 2-like domain-containing protein	COG:COG1215, COG:N, RefSeq:WP_102733441.1, SO:0001217, UniParc:UPI000C9CDC6D, UniRef:UniRef100_UPI000C9CDC6D, UniRef:UniRef50_A0AAP8TB14, UniRef:UniRef90_A0AAP8TB14
contig_46	cds	10190	10348	-	DNJDLL_00134		Adenosylhomocysteinase	SO:0001217, UniRef:UniRef50_A0A941F0T2
contig_47	cds	4	198	+	DNJDLL_00135		hypothetical protein	
contig_47	cds	201	569	-	DNJDLL_00136	rplU	50S ribosomal protein L21	COG:COG0261, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, KEGG:K02888, SO:0001217, UniRef:UniRef50_B2UNV2, UniRef:UniRef90_B2UNV2
contig_47	cds	607	1056	+	DNJDLL_00137	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	COG:COG0802, COG:J, GO:0002949, RefSeq:WP_094136933.1, SO:0001217, UniParc:UPI000AFAE42B, UniRef:UniRef100_UPI000AFAE42B, UniRef:UniRef50_A0A139TQG3, UniRef:UniRef90_B2UNV1
contig_47	cds	1065	1883	-	DNJDLL_00138	dAP2	AB hydrolase-1 domain-containing protein	COG:COG1506, COG:E, RefSeq:WP_102739073.1, SO:0001217, UniParc:UPI000C99D34E, UniRef:UniRef100_UPI000C99D34E, UniRef:UniRef50_A0A2N8HGC5, UniRef:UniRef90_A0AAP8T9R7
contig_47	cds	1880	2347	-	DNJDLL_00139		Lipoprotein	RefSeq:WP_102733643.1, SO:0001217, UniParc:UPI000C9A7D89, UniRef:UniRef100_UPI000C9A7D89, UniRef:UniRef50_A0AAE2WMC6, UniRef:UniRef90_B2UNU9
contig_47	cds	2837	3292	-	DNJDLL_00140		hypothetical protein	
