#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_40	1186	1368	-	DIEIIL_00088	7.0	5.8		RefSeq:WP_055068313.1, SO:0001217, UniParc:UPI0006BF4C49, UniRef:UniRef100_A0A0M6WT29, UniRef:UniRef50_A0A0M6WT29, UniRef:UniRef90_A0A0M6WT29
contig_41	682	1173	-	DIEIIL_00090	19.2	7.7		RefSeq:WP_173692859.1, SO:0001217, UniParc:UPI00156ED644, UniRef:UniRef100_UPI00156ED644, UniRef:UniRef50_C9LML5, UniRef:UniRef90_B0G8W7
contig_42	24	449	+	DIEIIL_00092	15.9	6.2	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_47	222	548	-	DIEIIL_00101	12.5	6.2		
contig_47	768	1748	-	DIEIIL_00102	37.6	8.7		
contig_48	1164	1559	-	DIEIIL_00104	16.1	5.2		RefSeq:WP_022220507.1, SO:0001217, UniParc:UPI00033AF4C9, UniRef:UniRef100_C0B9X6, UniRef:UniRef50_A0A174MMY5, UniRef:UniRef90_A0A174MMY5
contig_49	1876	1995	-	DIEIIL_00106	4.4	4.6		SO:0001217, UniParc:UPI000197E463, UniRef:UniRef100_C0B5A6, UniRef:UniRef50_C0B5A6, UniRef:UniRef90_C0B5A6
contig_50	1377	1652	-	DIEIIL_00110	10.8	4.8		
contig_51	19	384	+	DIEIIL_00111	13.8	5.1		
contig_55	242	541	+	DIEIIL_00116	11.1	6.1	PF02826.25|2-Hacid_dh_C	PFAM:PF02826.25
contig_59	2847	3344	+	DIEIIL_00131	19.7	9.6		RefSeq:WP_008368663.1, SO:0001217, UniParc:UPI000197E03F, UniRef:UniRef100_C0B7N9, UniRef:UniRef50_C0B7N9, UniRef:UniRef90_C0B7N9
contig_62	533	961	+	DIEIIL_00135	16.8	9.3		
contig_67	766	1431	-	DIEIIL_00141	23.2	8.8		
contig_70	63	170	+	DIEIIL_00145	4.0	9.6	PF09107.17|SelB-wing_3	PFAM:PF09107.17
contig_72	1279	1620	+	DIEIIL_00153	12.8	5.0		
contig_75	938	1591	+	DIEIIL_00157	25.4	6.5		
contig_78	71	289	+	DIEIIL_00176	8.4	8.0	PF02773.21|S-AdoMet_synt_C	PFAM:PF02773.21
contig_79	535	939	+	DIEIIL_00179	15.1	9.5		
contig_81	231	617	+	DIEIIL_00180	15.0	5.0	PF22919.1|ATP-synt_VA_C	PFAM:PF22919.1
contig_81	1009	1566	-	DIEIIL_00181	20.1	10.3		
contig_83	12095	12562	-	DIEIIL_00192	17.2	4.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_84	3205	3480	-	DIEIIL_00196	10.6	9.5		
contig_85	558	1490	-	DIEIIL_00197	34.5	4.9	PF01434.24|Peptidase_M41, PF17862.7|AAA_lid_3	PFAM:PF01434.24, PFAM:PF17862.7
contig_87	98	565	+	DIEIIL_00200	17.9	4.9	PF13614.12|AAA_31	PFAM:PF13614.12
contig_90	2420	3898	-	DIEIIL_00205	55.9	4.9	PF00004.35|AAA, PF00158.32|Sigma54_activat, PF01078.27|Mg_chelatase, PF07724.20|AAA_2, PF07728.20|AAA_5, PF10431.15|ClpB_D2-small, PF17871.7|AAA_lid_9	PFAM:PF00004.35, PFAM:PF00158.32, PFAM:PF01078.27, PFAM:PF07724.20, PFAM:PF07728.20, PFAM:PF10431.15, PFAM:PF17871.7
contig_92	830	1234	-	DIEIIL_00209	15.4	5.0	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_94	655	996	-	DIEIIL_00212	13.0	4.9		
contig_95	46	279	+	DIEIIL_00213	8.4	4.7		
contig_97	132	1241	-	DIEIIL_00218	42.1	5.1	PF00128.31|Alpha-amylase	PFAM:PF00128.31
contig_99	132	554	+	DIEIIL_00220	16.4	9.9		
contig_100	1100	1342	-	DIEIIL_00223	9.2	4.6		RefSeq:WP_008369354.1, SO:0001217, UniParc:UPI000197E48E, UniRef:UniRef100_C0B7A6, UniRef:UniRef50_C0B7A6, UniRef:UniRef90_C0B7A6
contig_104	785	1387	-	DIEIIL_00232	23.0	9.0	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_106	22	933	+	DIEIIL_00233	34.7	6.3		
contig_108	544	1128	-	DIEIIL_00243	20.5	11.2		SO:0001217, UniRef:UniRef50_A0A2S8BRX9
contig_108	1174	1680	-	DIEIIL_00244	17.7	9.3		
contig_112	6	290	+	DIEIIL_00248	10.8	7.8		SO:0001217, UniParc:UPI000197EC6A, UniRef:UniRef100_C0BF08, UniRef:UniRef50_C0BF08, UniRef:UniRef90_C0BF08
contig_113	552	1307	-	DIEIIL_00250	28.6	5.4	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_114	4	963	+	DIEIIL_00251	36.0	5.9	PF00155.27|Aminotran_1_2, PF00266.25|Aminotran_5, PF01041.23|DegT_DnrJ_EryC1	PFAM:PF00155.27, PFAM:PF00266.25, PFAM:PF01041.23
contig_118	468	959	+	DIEIIL_00255	19.6	9.5		
contig_118	987	1601	+	DIEIIL_00256	24.1	9.6		
contig_121	2405	2656	-	DIEIIL_00263	10.0	6.1		RefSeq:WP_022220010.1, SO:0001217, UniParc:UPI0003351BC1, UniRef:UniRef100_C0B566, UniRef:UniRef50_C9L498, UniRef:UniRef90_A0A173UT11
contig_121	6145	6939	-	DIEIIL_00269	29.6	7.6	PF24894.1|Hexapep_GlmU	PFAM:PF24894.1
contig_123	289	828	-	DIEIIL_00271	21.1	8.7		
contig_130	51	644	+	DIEIIL_00283	21.5	4.7	PF00142.24|Fer4_NifH	PFAM:PF00142.24
contig_131	1082	1330	-	DIEIIL_00285	9.1	9.7		
contig_136	1589	1837	-	DIEIIL_00293	9.7	4.7		
contig_142	1316	2116	-	DIEIIL_00298	29.3	5.1	PF01380.27|SIS	PFAM:PF01380.27
contig_143	1142	1486	-	DIEIIL_00300	13.7	4.7		
contig_145	3873	4196	-	DIEIIL_00309	12.4	4.9		
contig_147	8	412	+	DIEIIL_00313	15.1	5.6	PF03129.25|HGTP_anticodon	PFAM:PF03129.25
contig_147	1745	2149	-	DIEIIL_00315	14.9	10.5		
contig_148	211	1158	+	DIEIIL_00316	36.4	5.5	PF03632.21|Glyco_hydro_65m, PF03633.20|Glyco_hydro_65C	PFAM:PF03632.21, PFAM:PF03633.20
contig_152	280	1089	+	DIEIIL_00318	29.6	8.5		
contig_159	11	901	+	DIEIIL_00330	33.5	7.8	PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF02518.31
contig_160	54	635	+	DIEIIL_00332	22.2	9.0		
contig_163	28	1440	+	DIEIIL_00334	50.9	6.1	PF00070.33|Pyr_redox, PF01262.27|AlaDh_PNT_C, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8, PF14691.11|Fer4_20	PFAM:PF00070.33, PFAM:PF01262.27, PFAM:PF07992.20, PFAM:PF13450.12, PFAM:PF14691.11
contig_170	748	939	+	DIEIIL_00347	7.3	5.1		SO:0001217, UniRef:UniRef50_A5ZA19, UniRef:UniRef90_A0A3E4ED55
contig_170	3955	4230	-	DIEIIL_00350	10.6	5.7	PF01381.28|HTH_3, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF13443.12, PFAM:PF13560.12
contig_173	4	660	+	DIEIIL_00359	26.2	8.9		
contig_173	688	1176	+	DIEIIL_00360	18.9	6.2		
contig_173	1352	1843	+	DIEIIL_00361	17.8	10.2		
contig_175	92	496	+	DIEIIL_00365	15.3	8.3	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_181	6	833	+	DIEIIL_00374	31.3	5.2	PF01476.26|LysM	PFAM:PF01476.26
contig_186	963	1121	+	DIEIIL_00380	6.3	4.4		SO:0001217, UniRef:UniRef50_UPI001897628A, UniRef:UniRef90_UPI001897628A
contig_191	746	904	-	DIEIIL_00390	5.3	4.1		
contig_193	2172	2312	+	DIEIIL_00396	5.5	4.2		RefSeq:WP_008374542.1, SO:0001217, UniParc:UPI000197E73B, UniRef:UniRef100_C0BAQ8, UniRef:UniRef50_C0BAQ8, UniRef:UniRef90_C0BAQ8
contig_197	68	514	+	DIEIIL_00399	16.9	9.9		
contig_202	2880	3131	+	DIEIIL_00414	9.3	4.7	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_204	612	869	-	DIEIIL_00416	9.8	9.4	PF23792.1|CD1375-like	PFAM:PF23792.1, SO:0001217, UniRef:UniRef50_A0A173TTA9, UniRef:UniRef90_A0A173TTA9
contig_204	817	1230	-	DIEIIL_00417	15.5	4.5		SO:0001217, UniRef:UniRef50_A0A174IRN1, UniRef:UniRef90_A0A174IRN1
contig_205	369	1022	-	DIEIIL_00418	24.9	9.8		
contig_206	26	1024	+	DIEIIL_00419	37.2	9.2		
contig_209	799	1149	-	DIEIIL_00424	12.9	5.6		
contig_210	652	1299	-	DIEIIL_00425	22.5	9.8		
contig_215	1813	2397	-	DIEIIL_00432	22.0	8.5		
contig_216	18	824	+	DIEIIL_00433	30.6	7.8	PF00009.33|GTP_EFTU, PF00350.29|Dynamin_N, PF02421.24|FeoB_N	PFAM:PF00009.33, PFAM:PF00350.29, PFAM:PF02421.24
contig_218	82	252	+	DIEIIL_00436	6.3	4.6		
contig_219	93	1526	-	DIEIIL_00438	52.1	5.6		SO:0001217, UniRef:UniRef50_C0B8C3, UniRef:UniRef90_C0B8C3
contig_224	2198	2746	-	DIEIIL_00461	20.2	5.7	PF02272.25|DHHA1	PFAM:PF02272.25
contig_225	65	889	+	DIEIIL_00462	30.4	5.2	PF03841.19|SelA	PFAM:PF03841.19
contig_225	1768	2304	-	DIEIIL_00463	21.4	9.0		
contig_230	2310	2633	-	DIEIIL_00479	12.4	6.1		SO:0001217, UniParc:UPI000197ED39, UniRef:UniRef100_C0BBA5, UniRef:UniRef50_C0BBA5, UniRef:UniRef90_C0BBA5
contig_244	697	1260	-	DIEIIL_00513	21.3	4.9		SO:0001217, UniRef:UniRef50_A0A1T4XBZ7, UniRef:UniRef90_A0A1T4XBZ7
contig_246	24	848	+	DIEIIL_00517	31.7	5.4	PF18980.5|DUF5716_C	PFAM:PF18980.5
contig_249	2343	2486	-	DIEIIL_00521	4.6	4.1		RefSeq:WP_022045464.1, SO:0001217, UniParc:UPI000334DA2E, UniRef:UniRef100_A0A0M6WBT6, UniRef:UniRef50_A0A0M6WBT6, UniRef:UniRef90_A0A0M6WBT6
contig_249	2616	3749	-	DIEIIL_00522	39.5	9.3	PF02368.24|Big_2	PFAM:PF02368.24
contig_250	727	1062	-	DIEIIL_00524	12.1	6.7		
contig_255	655	1179	-	DIEIIL_00536	19.7	9.4		
contig_259	1101	1280	-	DIEIIL_00539	6.2	5.6		
contig_262	1953	2546	-	DIEIIL_00546	22.0	6.9	PF01842.31|ACT, PF13291.12|ACT_4, PF19296.4|RelA_AH_RIS	PFAM:PF01842.31, PFAM:PF13291.12, PFAM:PF19296.4
contig_263	1014	1187	-	DIEIIL_00547	6.7	9.4	PF21117.3|MRB1590_C	PFAM:PF21117.3
contig_264	2299	2748	-	DIEIIL_00551	16.3	7.5		
contig_268	87	404	+	DIEIIL_00556	12.0	4.7	PF22919.1|ATP-synt_VA_C	PFAM:PF22919.1
contig_269	2755	3003	-	DIEIIL_00563	9.0	4.3		
contig_271	526	1227	+	DIEIIL_00566	27.1	8.8		
contig_273	2393	3211	-	DIEIIL_00573	29.4	6.1		
contig_274	677	1837	-	DIEIIL_00574	44.5	5.1	PF00271.37|Helicase_C, PF03461.20|TRCF, PF22590.2|Cas3-like_C_2	PFAM:PF00271.37, PFAM:PF03461.20, PFAM:PF22590.2
contig_276	290	502	+	DIEIIL_00575	7.8	6.8	PF03775.22|MinC_C	PFAM:PF03775.22
contig_277	1915	2061	-	DIEIIL_00579	5.4	4.6		
contig_279	792	1295	-	DIEIIL_00582	18.3	8.8		
contig_280	4992	5204	-	DIEIIL_00585	7.9	4.7	PF07479.19|NAD_Gly3P_dh_C, PF20618.3|GPD_NAD_C_bact	PFAM:PF07479.19, PFAM:PF20618.3
contig_281	2236	2379	-	DIEIIL_00587	5.7	5.0	PF01434.24|Peptidase_M41	PFAM:PF01434.24
contig_282	132	629	+	DIEIIL_00588	18.8	5.2		
contig_284	28	657	+	DIEIIL_00591	22.7	9.7		
contig_285	1151	1426	-	DIEIIL_00595	10.4	5.2		
contig_291	1089	1520	-	DIEIIL_00608	16.9	5.8		
contig_295	986	1171	-	DIEIIL_00613	6.9	6.7		
contig_296	22	297	+	DIEIIL_00614	10.2	6.8		
contig_296	1948	2238	+	DIEIIL_00615	11.0	8.7		
contig_297	60	536	+	DIEIIL_00616	17.9	5.0	PF02929.23|Bgal_small_N	PFAM:PF02929.23
contig_301	48	248	+	DIEIIL_00622	7.5	4.8	PF00085.26|Thioredoxin, PF13098.12|Thioredoxin_2	PFAM:PF00085.26, PFAM:PF13098.12
contig_301	417	644	+	DIEIIL_00623	8.8	9.4		SO:0001217, UniParc:UPI000197DE63, UniRef:UniRef100_C0B4I2, UniRef:UniRef50_C0B4I2, UniRef:UniRef90_C0B4I2
contig_305	47	709	+	DIEIIL_00627	26.4	9.0		
contig_308	948	1097	-	DIEIIL_00633	5.6	4.7	PF16874.11|Glyco_hydro_36C	PFAM:PF16874.11
contig_311	2726	3430	-	DIEIIL_00640	28.0	9.4		
contig_312	555	686	+	DIEIIL_00641	5.2	5.8		RefSeq:WP_022220625.1, SO:0001217, UniParc:UPI00033C276A, UniRef:UniRef100_A0A174CKP8, UniRef:UniRef50_A0A174CKP8, UniRef:UniRef90_A0A174CKP8
contig_312	1515	2018	-	DIEIIL_00643	19.5	10.4		
contig_313	877	1161	-	DIEIIL_00644	10.3	5.0	PF07943.18|PBP5_C	PFAM:PF07943.18
contig_314	112	879	+	DIEIIL_00645	28.7	10.0		
contig_322	9	392	+	DIEIIL_00655	13.9	6.7		
contig_323	1184	1468	-	DIEIIL_00657	10.8	9.7		
contig_326	346	582	-	DIEIIL_00662	8.9	4.7		SO:0001217, UniRef:UniRef50_C0B8Z9, UniRef:UniRef90_C0B8Z9
contig_328	637	1176	-	DIEIIL_00670	21.0	8.0		
contig_335	4327	4809	-	DIEIIL_00684	18.2	5.1		
contig_341	258	479	+	DIEIIL_00691	7.7	11.0		
contig_348	43	201	+	DIEIIL_00711	5.9	9.9		RefSeq:WP_022220086.1, SO:0001217, UniParc:UPI0003004B08, UniRef:UniRef100_C0B7C5, UniRef:UniRef50_C0B7C5, UniRef:UniRef90_C0B7C5
contig_348	202	1404	-	DIEIIL_00712	45.7	4.9	PF00128.31|Alpha-amylase, PF23915.1|SusG_C	PFAM:PF00128.31, PFAM:PF23915.1
contig_352	21	236	+	DIEIIL_00722	9.1	4.9	PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13673.13
contig_355	1096	1290	+	DIEIIL_00727	7.2	10.0		
contig_356	1869	2054	+	DIEIIL_00730	7.1	5.7		RefSeq:WP_022220415.1, SO:0001217, UniParc:UPI000339E6AA, UniRef:UniRef100_C0BEJ9, UniRef:UniRef50_C0BEJ9, UniRef:UniRef90_C0BEJ9
contig_357	50	532	+	DIEIIL_00731	18.8	7.6		
contig_367	1968	2612	-	DIEIIL_00746	24.7	9.0	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_368	378	695	+	DIEIIL_00747	12.6	9.2		RefSeq:WP_211133313.1, SO:0001217, UniParc:UPI001B3C9DCC, UniRef:UniRef100_UPI001B3C9DCC, UniRef:UniRef50_A0A173ZKL5, UniRef:UniRef90_A0A173ZKL5
contig_370	13	435	+	DIEIIL_00749	15.5	8.5		
contig_372	206	751	+	DIEIIL_00751	22.0	9.7		
contig_376	381	797	-	DIEIIL_00756	15.3	9.4		SO:0001217, UniRef:UniRef50_A0A374IA72, UniRef:UniRef90_A0A374I9X5
contig_378	76	465	+	DIEIIL_00763	14.2	4.2		
contig_381	134	523	+	DIEIIL_00768	14.7	4.6	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_383	60	308	+	DIEIIL_00773	10.0	8.9		
contig_397	5915	6376	-	DIEIIL_00804	17.4	6.7		
contig_400	1183	1701	-	DIEIIL_00810	20.1	9.4		
contig_402	121	687	+	DIEIIL_00813	21.8	10.0		
contig_402	730	1221	+	DIEIIL_00814	19.2	10.2		
contig_402	1330	1893	-	DIEIIL_00815	21.4	9.1	PF03989.18|DNA_gyraseA_C	PFAM:PF03989.18
contig_406	670	903	-	DIEIIL_00818	8.4	9.4		RefSeq:WP_022219969.1, SO:0001217, UniParc:UPI00031C5107, UniRef:UniRef100_A0A174GIS1, UniRef:UniRef50_A0A174GIS1, UniRef:UniRef90_A0A174GIS1
contig_408	238	1041	-	DIEIIL_00820	30.1	5.7		RefSeq:WP_008370802.1, SO:0001217, UniParc:UPI000197ECCF, UniRef:UniRef100_C0BD12, UniRef:UniRef50_C0BD12, UniRef:UniRef90_C0BD12
contig_410	318	614	-	DIEIIL_00823	10.4	8.4		SO:0001217, UniRef:UniRef50_C0B5Q2, UniRef:UniRef90_C0B5Q2
contig_412	862	2061	-	DIEIIL_00829	44.5	5.3	PF00679.30|EFG_C, PF03144.31|GTP_EFTU_D2, PF14492.12|EFG_III, PF21018.2|BipA_C, PF22042.2|EF-G_D2	PFAM:PF00679.30, PFAM:PF03144.31, PFAM:PF14492.12, PFAM:PF21018.2, PFAM:PF22042.2
contig_413	2222	3898	-	DIEIIL_00832	55.6	4.1		
contig_415	656	892	+	DIEIIL_00841	9.1	7.8	PF04397.21|LytTR	PFAM:PF04397.21
contig_418	860	1492	-	DIEIIL_00845	24.6	9.2		
contig_420	1422	1784	-	DIEIIL_00848	13.7	7.0	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_421	15	470	+	DIEIIL_00849	16.3	4.9		
contig_424	1600	1716	+	DIEIIL_00852	4.1	4.8		SO:0001217, UniParc:UPI000337887C, UniRef:UniRef100_A0A1C5LCR2, UniRef:UniRef50_C0BD89, UniRef:UniRef90_C0BD89
contig_426	833	1714	-	DIEIIL_00854	31.7	5.5		
contig_431	31	201	+	DIEIIL_00871	6.1	10.0	PF00216.26|Bac_DNA_binding	PFAM:PF00216.26
contig_441	1049	1573	-	DIEIIL_00893	18.9	6.3	PF10035.14|DUF2179	PFAM:PF10035.14
contig_442	1895	2620	-	DIEIIL_00895	27.6	9.0	PF00570.28|HRDC, PF09382.16|RQC, PF16124.10|RecQ_Zn_bind	PFAM:PF00570.28, PFAM:PF09382.16, PFAM:PF16124.10
contig_446	1726	1977	-	DIEIIL_00904	9.7	5.1		
contig_447	393	578	-	DIEIIL_00905	7.5	9.2		RefSeq:WP_022220448.1, SO:0001217, UniParc:UPI000335C721, UniRef:UniRef100_A0AA37QEL7, UniRef:UniRef50_A0AA37QEL7, UniRef:UniRef90_A0AA37QEL7
contig_448	231	1643	-	DIEIIL_00909	53.2	5.0	PF00133.28|tRNA-synt_1, PF01588.26|tRNA_bind, PF08264.19|Anticodon_1, PF19303.5|Anticodon_3	PFAM:PF00133.28, PFAM:PF01588.26, PFAM:PF08264.19, PFAM:PF19303.5
contig_451	5516	5836	-	DIEIIL_00919	12.1	7.9		RefSeq:WP_005330993.1, SO:0001217, UniParc:UPI00015630E3, UniRef:UniRef100_A0A414RYY9, UniRef:UniRef50_A0A174FC17, UniRef:UniRef90_A0A174FC17
contig_453	6727	6975	-	DIEIIL_00926	9.5	9.2		
contig_454	50	247	+	DIEIIL_00927	7.6	7.9		SO:0001217, UniRef:UniRef50_UPI0006D7AE5E, UniRef:UniRef90_UPI0006D7AE5E
contig_454	305	925	+	DIEIIL_00928	23.5	4.9		SO:0001217, UniRef:UniRef50_A0A927UWZ2, UniRef:UniRef90_A0A943TI91
contig_455	23	472	+	DIEIIL_00930	16.6	5.5		
contig_458	28	309	+	DIEIIL_00937	10.5	9.4		
contig_464	139	606	+	DIEIIL_00947	18.1	9.7		
contig_466	1346	1528	-	DIEIIL_00953	6.8	4.9		
contig_467	11	298	+	DIEIIL_00954	11.0	4.5		
contig_468	16	300	+	DIEIIL_00961	10.6	6.7	PF00290.26|Trp_syntA	PFAM:PF00290.26
contig_472	76	975	+	DIEIIL_00977	33.3	4.8	PF18318.6|Gln-synt_C-ter	PFAM:PF18318.6
contig_473	647	838	-	DIEIIL_00981	6.9	9.0		SO:0001217, UniParc:UPI0005D2CD76, UniRef:UniRef100_A0A1C5TJE1, UniRef:UniRef50_A0A174MN32, UniRef:UniRef90_A0A174MN32
contig_479	73	324	+	DIEIIL_00999	9.6	9.5		SO:0001217, UniParc:UPI000334DE35, UniRef:UniRef100_C0BAK1, UniRef:UniRef50_A0A173WYN1, UniRef:UniRef90_C0BAK1
contig_479	4031	4657	-	DIEIIL_01002	24.0	8.5		
contig_485	1211	1348	-	DIEIIL_01014	5.0	4.3		
contig_492	1282	1596	-	DIEIIL_01028	10.7	9.8		
contig_493	9	1916	+	DIEIIL_01029	69.1	4.9	PF02368.24|Big_2	PFAM:PF02368.24
contig_499	2	274	+	DIEIIL_01044	9.7	4.5	PF20439.3|SpoIVA_C	PFAM:PF20439.3
contig_500	23	910	+	DIEIIL_01048	32.6	5.6	PF02441.25|Flavoprotein, PF04127.22|DFP	PFAM:PF02441.25, PFAM:PF04127.22
contig_503	168	338	+	DIEIIL_01052	6.2	9.4	PF03948.19|Ribosomal_L9_C	PFAM:PF03948.19
contig_509	14	616	+	DIEIIL_01069	23.9	5.3		
contig_511	19	276	+	DIEIIL_01071	9.6	6.1	PF01048.26|PNP_UDP_1	PFAM:PF01048.26
contig_511	394	1071	-	DIEIIL_01072	26.1	9.2		
contig_512	793	1194	-	DIEIIL_01074	15.3	10.3		
contig_515	64	621	+	DIEIIL_01082	21.6	9.1		
contig_517	4314	4706	-	DIEIIL_01086	14.3	4.9		
contig_518	1153	1614	-	DIEIIL_01088	17.2	7.0		
contig_520	236	886	-	DIEIIL_01090	24.3	9.7		
contig_521	8	253	+	DIEIIL_01091	9.4	10.0		
contig_531	1740	2009	-	DIEIIL_01112	10.3	4.8	PF01244.27|Peptidase_M19	PFAM:PF01244.27
contig_534	228	860	+	DIEIIL_01118	24.3	8.4		
contig_538	4104	4220	+	DIEIIL_01129	3.7	4.1		SO:0001217, UniParc:UPI0002DF8EB6, UniRef:UniRef100_A0A174BLN7, UniRef:UniRef50_A0A174BLN7, UniRef:UniRef90_A0A174BLN7
contig_542	22	489	+	DIEIIL_01131	17.5	8.7		
contig_547	70	927	+	DIEIIL_01142	32.4	5.4		
contig_548	78	383	+	DIEIIL_01144	11.5	8.9	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_553	95	358	+	DIEIIL_01154	10.3	9.2		
contig_555	357	1022	-	DIEIIL_01158	23.9	9.5	PF01476.26|LysM, PF08230.16|CW_7	PFAM:PF01476.26, PFAM:PF08230.16
contig_556	2024	2635	-	DIEIIL_01161	23.7	8.2		
contig_560	73	564	+	DIEIIL_01166	19.2	4.7		
contig_560	586	1068	+	DIEIIL_01167	17.7	9.8		RefSeq:WP_195275548.1, SO:0001217, UniParc:UPI00189AD340, UniRef:UniRef100_UPI00189AD340, UniRef:UniRef50_A0A844KPD5, UniRef:UniRef90_A0A844KPD5
contig_562	8537	9325	-	DIEIIL_01174	28.7	6.2	PF03486.20|HI0933_like	PFAM:PF03486.20
contig_563	696	1004	+	DIEIIL_01176	11.4	9.1		SO:0001217, UniRef:UniRef50_A0AA37VED5, UniRef:UniRef90_A0AA37VED5
contig_567	21	749	+	DIEIIL_01180	27.7	5.9	PF17126.11|RsmF_methylt_CI	PFAM:PF17126.11
contig_568	196	918	-	DIEIIL_01181	28.0	6.2		RefSeq:WP_227218289.1, SO:0001217, UniParc:UPI001D091580, UniRef:UniRef100_UPI001D091580, UniRef:UniRef50_UPI001D091580, UniRef:UniRef90_UPI001D091580
contig_573	203	1018	-	DIEIIL_01186	31.6	4.8	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_574	39	431	+	DIEIIL_01187	14.7	8.7	PF10035.14|DUF2179	PFAM:PF10035.14
contig_574	911	1027	+	DIEIIL_01189	3.9	4.4		
contig_578	790	1086	-	DIEIIL_01199	10.5	4.6		
contig_580	12	317	+	DIEIIL_01204	10.8	4.5		
contig_582	1850	2002	-	DIEIIL_01208	5.3	8.5		
contig_584	64	921	+	DIEIIL_01210	33.4	9.6		
contig_585	283	972	-	DIEIIL_01211	26.0	9.1		SO:0001217, UniRef:UniRef50_UPI00156F6B26
contig_585	1108	1860	-	DIEIIL_01212	29.1	9.0		
contig_589	194	526	+	DIEIIL_01215	12.7	8.7		SO:0001217, UniRef:UniRef50_A0A412QFT1, UniRef:UniRef90_A0A412QFT1
contig_594	709	1203	-	DIEIIL_01247	18.1	5.9	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_596	79	474	+	DIEIIL_01250	14.1	5.6	PF12327.13|FtsZ_C	PFAM:PF12327.13
contig_598	12	269	+	DIEIIL_01252	10.1	9.2		
