# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_23	cds	8901	10247	+	DIEIIL_00052	norM	putative multidrug resistance protein NorM	COG:COG0534, COG:V, RefSeq:WP_008371835.1, SO:0001217, UniParc:UPI000197E584, UniRef:UniRef100_C0B8E7, UniRef:UniRef50_A0A380LMJ1, UniRef:UniRef90_A0A173TKL2
contig_23	cds	10397	11059	-	DIEIIL_00053	crp	Cyclic nucleotide-binding domain protein	COG:COG0664, COG:T, SO:0001217, UniRef:UniRef50_S3L0J7, UniRef:UniRef90_C0B8E9
contig_24	cds	5	691	+	DIEIIL_00054		sensor histidine kinase	SO:0001217, UniRef:UniRef50_UPI0034A30B11, UniRef:UniRef90_UPI0034A30B11
contig_25	cds	719	1207	+	DIEIIL_00055		hypothetical protein	
contig_27	cds	110	1474	+	DIEIIL_00056	norM	Multidrug export protein MepA	COG:COG0534, COG:V, RefSeq:WP_022220860.1, SO:0001217, UniParc:UPI0003350AC8, UniRef:UniRef100_C0BA97, UniRef:UniRef50_A7VG96, UniRef:UniRef90_A0A412QDP3
contig_27	cds	1722	2216	-	DIEIIL_00057		DUF2798 domain-containing protein	RefSeq:WP_022220859.1, SO:0001217, UniParc:UPI0002DD18AA, UniRef:UniRef100_C0BA96, UniRef:UniRef50_H7EJA0, UniRef:UniRef90_C0BA96
contig_28	cds	22	1185	+	DIEIIL_00058	repB	Initiator RepB protein	COG:COG5527, COG:X, SO:0001217, UniRef:UniRef50_C0BF49, UniRef:UniRef90_C0BF49
contig_29	cds	1246	1488	+	DIEIIL_00059		hypothetical protein	RefSeq:WP_022220014.1, SO:0001217, UniParc:UPI000336D14D, UniRef:UniRef100_A0A174RD42, UniRef:UniRef50_A0A174RD42, UniRef:UniRef90_A0A174RD42
contig_29	cds	1472	1960	-	DIEIIL_00060	msrC	Free methionine-R-sulfoxide reductase	COG:COG1956, COG:VT, RefSeq:WP_022220015.1, SO:0001217, UniParc:UPI00033A5BBA, UniRef:UniRef100_A0A1C5TC16, UniRef:UniRef50_Q5FM99, UniRef:UniRef90_A0A173USW5
contig_29	cds	1972	2379	-	DIEIIL_00061	iscR	HTH-type transcriptional regulator iscR	COG:COG1959, COG:K, RefSeq:WP_008369930.1, SO:0001217, UniParc:UPI000197E8E5, UniRef:UniRef100_C0B9P5, UniRef:UniRef50_A0A254RHZ7, UniRef:UniRef90_A0A174RHH3
contig_29	cds	2616	3650	+	DIEIIL_00062	eCM4	GST C-terminal domain-containing protein	COG:C, COG:COG0435, SO:0001217, UniRef:UniRef50_A0A2X3Y107, UniRef:UniRef90_C0B9P6
contig_29	cds	3663	4700	+	DIEIIL_00063	eCM4	GST C-terminal domain-containing protein	COG:C, COG:COG0435, RefSeq:WP_008369934.1, SO:0001217, UniParc:UPI000197E8E7, UniRef:UniRef100_C0B9P7, UniRef:UniRef50_A0A2X3Y107, UniRef:UniRef90_C0B9P7
contig_29	cds	4726	5589	+	DIEIIL_00064	hisJ	Solute-binding protein family 3/N-terminal domain-containing protein	COG:COG0834, COG:ET, RefSeq:WP_008369935.1, SO:0001217, UniParc:UPI000197E8E8, UniRef:UniRef100_C0B9P8, UniRef:UniRef50_A0A1S9BVZ2, UniRef:UniRef90_A0A3E4GQ69
contig_30	cds	54	641	+	DIEIIL_00065		glutathione S-transferase C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3R6E4Y2, UniRef:UniRef90_UPI002ED05F02
contig_30	cds	661	1092	+	DIEIIL_00066	rimI	Acetyltransferase, GNAT family	COG:COG0456, COG:J, RefSeq:WP_022220017.1, SO:0001217, UniParc:UPI0003398C33, UniRef:UniRef100_C0B9Q2, UniRef:UniRef50_C0B9Q2, UniRef:UniRef90_C0B9Q2
contig_30	cds	1182	2321	+	DIEIIL_00067	metC	Cystathionine gamma-synthase	COG:COG0626, COG:E, RefSeq:WP_022220018.1, SO:0001217, UniParc:UPI000341139E, UniRef:UniRef100_C0B9Q4, UniRef:UniRef50_A0A1F2PFU2, UniRef:UniRef90_A0A174DEG7
contig_30	cds	2394	3557	+	DIEIIL_00068	pepD2	Peptidase T	COG:COG2195, COG:E, EC:3.4.11.4, KEGG:K01258, RefSeq:WP_008369948.1, SO:0001217, UniParc:UPI000197E8EF, UniRef:UniRef100_C0B9Q5, UniRef:UniRef50_A0A1Q9K6Y5, UniRef:UniRef90_A0A174DEA2
contig_30	cds	3773	5062	+	DIEIIL_00069	mET17	Methionine gamma-lyase	COG:COG2873, COG:E, RefSeq:WP_008369949.1, SO:0001217, UniParc:UPI000197E8F0, UniRef:UniRef100_C0B9Q6, UniRef:UniRef50_A0A0L0LTQ6, UniRef:UniRef90_A0A173SDG0
contig_30	cds	5151	5345	+	DIEIIL_00070	azlC	Azaleucine resistance protein AzlC	RefSeq:WP_008369951.1, SO:0001217, UniParc:UPI000197E8F1, UniRef:UniRef100_C0B9Q7, UniRef:UniRef50_C0B9Q7, UniRef:UniRef90_C0B9Q7
contig_30	cds	5527	6660	+	DIEIIL_00071	pspE	tRNA 2-thiocytidine biosynthesis protein TtcA	COG:COG0607, COG:P, KEGG:K14058, RefSeq:WP_008369954.1, SO:0001217, UniParc:UPI000197E8F3, UniRef:UniRef100_C0B9Q9, UniRef:UniRef50_G9WMP6, UniRef:UniRef90_A0A174DEN6
contig_30	cds	6496	6927	-	DIEIIL_00072		hypothetical protein	
contig_31	cds	1340	2617	-	DIEIIL_00073		hypothetical protein	PFAM:PF01645.23
contig_32	cds	172	990	+	DIEIIL_00074		hypothetical protein	PFAM:PF00742.24, PFAM:PF01842.31
contig_32	cds	1024	1872	+	DIEIIL_00075	thyA	thymidylate synthase	COG:COG0207, COG:F, EC:2.1.1.45, GO:0004799, GO:0006231, KEGG:K00560, RefSeq:WP_008369620.1, SO:0001217, UniParc:UPI000197EC78, UniRef:UniRef100_C0B956, UniRef:UniRef50_F7V4D5, UniRef:UniRef90_A0A174ITQ8
contig_32	cds	1890	2378	+	DIEIIL_00076	folA	Dihydrofolate reductase	COG:COG0262, COG:H, EC:1.5.1.3, KEGG:K00287, RefSeq:WP_008369618.1, SO:0001217, UniParc:UPI000197EC77, UniRef:UniRef100_C0B955, UniRef:UniRef50_R9K3S8, UniRef:UniRef90_A0A174CVP7
contig_33	cds	958	1170	-	DIEIIL_00077		hypothetical protein	
contig_34	cds	297	785	+	DIEIIL_00078		hypothetical protein	
contig_34	cds	948	2051	-	DIEIIL_00079	algI	putative alginate O-acetylase AlgI	SO:0001217, UniRef:UniRef50_A0A1Q6SZR7
contig_35	cds	79	414	+	DIEIIL_00080		hypothetical protein	PFAM:PF03461.20
contig_36	cds	194	1513	-	DIEIIL_00081		Transcriptional regulator	RefSeq:WP_008374390.1, SO:0001217, UniParc:UPI000197EE26, UniRef:UniRef100_C0BAH4, UniRef:UniRef50_A0A173X069, UniRef:UniRef90_A0A173X069
contig_36	cds	1821	2270	-	DIEIIL_00082		hypothetical protein	
contig_37	cds	119	886	+	DIEIIL_00083	psuG	Pseudouridine-5'-phosphate glycosidase	COG:COG2313, COG:F, RefSeq:WP_022220968.1, SO:0001217, UniParc:UPI00033D620D, UniRef:UniRef100_A0A174D3A5, UniRef:UniRef50_R0A4L7, UniRef:UniRef90_C0BDR4
contig_37	cds	1058	1477	-	DIEIIL_00084		DUF4418 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A174D3T8, UniRef:UniRef90_A0A174D3T8
contig_38	cds	28	1029	+	DIEIIL_00085		MATE family efflux transporter	SO:0001217, UniRef:UniRef50_UPI00242F5DD7
contig_39	cds	533	1477	-	DIEIIL_00086	prsA	ribose-phosphate diphosphokinase	COG:COG0462, COG:F, EC:2.7.6.1, KEGG:K00948, SO:0001217, UniRef:UniRef50_A0A173ZN85, UniRef:UniRef90_C0BBE6
contig_40	cds	261	1208	+	DIEIIL_00087		Lipoprotein	RefSeq:WP_022044895.1, SO:0001217, UniParc:UPI00033A223C, UniRef:UniRef100_A0A0M6WSS7, UniRef:UniRef50_A0A0M6WSS7, UniRef:UniRef90_A0A0M6WSS7
contig_40	cds	1186	1368	-	DIEIIL_00088		hypothetical protein	RefSeq:WP_055068313.1, SO:0001217, UniParc:UPI0006BF4C49, UniRef:UniRef100_A0A0M6WT29, UniRef:UniRef50_A0A0M6WT29, UniRef:UniRef90_A0A0M6WT29
contig_41	cds	299	631	-	DIEIIL_00089		DUF3784 domain-containing protein	RefSeq:WP_005330997.1, SO:0001217, UniParc:UPI000163D564, UniRef:UniRef100_C0BF28, UniRef:UniRef50_V8C8U0, UniRef:UniRef90_V8C8U0
contig_41	cds	682	1173	-	DIEIIL_00090		hypothetical protein	RefSeq:WP_173692859.1, SO:0001217, UniParc:UPI00156ED644, UniRef:UniRef100_UPI00156ED644, UniRef:UniRef50_C9LML5, UniRef:UniRef90_B0G8W7
contig_41	cds	1298	1513	-	DIEIIL_00091	yozG	HTH cro/C1-type domain-containing protein	COG:COG3655, COG:K, RefSeq:WP_004845965.1, SO:0001217, UniParc:UPI0001533118, UniRef:UniRef100_C0B4S2, UniRef:UniRef50_E7GCL8, UniRef:UniRef90_C0B4S2
contig_42	cds	24	449	+	DIEIIL_00092		hypothetical protein	PFAM:PF01061.29
contig_42	cds	458	1195	+	DIEIIL_00093	tagH	Teichoic acid ABC transporter ATP-binding protein	COG:COG1134, COG:G, SO:0001217, UniRef:UniRef50_F7JMS3, UniRef:UniRef90_A0A174PWL2
contig_43	cds	139	627	-	DIEIIL_00094		DZANK-type domain-containing protein	RefSeq:WP_022220972.1, SO:0001217, UniParc:UPI00033E0562, UniRef:UniRef100_A0A1C5KW86, UniRef:UniRef50_A0AA37QDQ7, UniRef:UniRef90_A0AA37QDQ7
contig_43	cds	717	1691	-	DIEIIL_00095	pldB	Phospholipase ytpA	COG:COG2267, COG:I, RefSeq:WP_022220973.1, SO:0001217, UniParc:UPI00033D84D6, UniRef:UniRef100_A0A1C5KWB6, UniRef:UniRef50_A0A174CID2, UniRef:UniRef90_A0A174CID2
contig_44	cds	115	1518	-	DIEIIL_00096	alsT	Amino acid carrier protein	COG:COG1115, COG:E, KEGG:K03310, RefSeq:WP_008368949.1, SO:0001217, UniParc:UPI000197E36A, UniRef:UniRef100_C0B839, UniRef:UniRef50_K0JM82, UniRef:UniRef90_C0B839
contig_45	cds	149	1315	-	DIEIIL_00097	norV	H(2)O-forming NADH oxidase	COG:C, COG:COG0426, SO:0001217, UniRef:UniRef50_A0A7U9WXZ4, UniRef:UniRef90_A0A173SGC4
contig_46	cds	63	770	+	DIEIIL_00098		ZIP family metal transporter	SO:0001217, UniRef:UniRef50_G1WJ88, UniRef:UniRef90_UPI00356750EA
contig_46	cds	790	1701	+	DIEIIL_00099	panE	Lipase/acylhydrolase, GDSL family	COG:COG1893, COG:H, SO:0001217, UniRef:UniRef50_S3LPV2, UniRef:UniRef90_B0G282
contig_46	cds	1715	2383	+	DIEIIL_00100	ubiE	Methyltransferase type 11 domain-containing protein	COG:COG2226, COG:HJ, RefSeq:WP_008369102.1, SO:0001217, UniParc:UPI000197E19C, UniRef:UniRef100_C0B6U6, UniRef:UniRef50_A0A1C5WK28, UniRef:UniRef90_B0G283
contig_47	cds	222	548	-	DIEIIL_00101		hypothetical protein	
contig_47	cds	768	1748	-	DIEIIL_00102		hypothetical protein	
contig_48	cds	597	1097	-	DIEIIL_00103	aroK	Shikimate kinase	COG:COG0703, COG:E, RefSeq:WP_008370092.1, SO:0001217, UniParc:UPI000197EAB1, UniRef:UniRef100_C0B9X7, UniRef:UniRef50_A0A173RVH7, UniRef:UniRef90_C0B9X7
contig_48	cds	1164	1559	-	DIEIIL_00104		hypothetical protein	RefSeq:WP_022220507.1, SO:0001217, UniParc:UPI00033AF4C9, UniRef:UniRef100_C0B9X6, UniRef:UniRef50_A0A174MMY5, UniRef:UniRef90_A0A174MMY5
contig_49	cds	257	1741	-	DIEIIL_00105	lon	Lon protease 1	COG:COG0466, COG:O, RefSeq:WP_022220039.1, SO:0001217, UniParc:UPI000340FB9B, UniRef:UniRef100_A0A1C5VCT1, UniRef:UniRef50_A0A174LVF6, UniRef:UniRef90_A0A173WJA4
contig_49	cds	1876	1995	-	DIEIIL_00106		hypothetical protein	SO:0001217, UniParc:UPI000197E463, UniRef:UniRef100_C0B5A6, UniRef:UniRef50_C0B5A6, UniRef:UniRef90_C0B5A6
contig_49	cds	2025	4817	-	DIEIIL_00107	sbcC	Nuclease SbcCD subunit C	COG:COG0419, COG:L, RefSeq:WP_022220040.1, SO:0001217, UniParc:UPI00033D28C2, UniRef:UniRef100_A0A1C5VCA2, UniRef:UniRef50_A0A173WJI3, UniRef:UniRef90_A0A173WJI3
contig_49	cds	4814	5950	-	DIEIIL_00108	sbcD	Nuclease SbcCD subunit D	COG:COG0420, COG:L, RefSeq:WP_008373349.1, SO:0001217, UniParc:UPI000197E460, UniRef:UniRef100_C0B5A3, UniRef:UniRef50_F7JMB5, UniRef:UniRef90_C0B5A3
contig_50	cds	503	1384	-	DIEIIL_00109		Replication initiator A N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A413QSC4, UniRef:UniRef90_A0A417CKE0
contig_50	cds	1377	1652	-	DIEIIL_00110		hypothetical protein	
contig_51	cds	19	384	+	DIEIIL_00111		hypothetical protein	
contig_51	cds	518	1543	-	DIEIIL_00112		histidine kinase	SO:0001217, UniRef:UniRef50_A0A1Q6PPH2, UniRef:UniRef90_D4JBA9
contig_52	cds	156	476	+	DIEIIL_00113		DUF3784 domain-containing protein	SO:0001217, UniRef:UniRef50_D4LS58, UniRef:UniRef90_C0B516
contig_53	cds	28	1890	+	DIEIIL_00114	topA	DNA topoisomerase	COG:COG0550, COG:L, EC:5.6.2.1, KEGG:K03169, SO:0001217, UniRef:UniRef50_A0A1I5C048, UniRef:UniRef90_A0A173XS69
contig_54	cds	5	421	+	DIEIIL_00115		Na+/H+ antiporter NhaC-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A096AYS8
contig_55	cds	242	541	+	DIEIIL_00116		hypothetical protein	PFAM:PF02826.25
contig_55	cds	605	1132	-	DIEIIL_00117		PLP-dependent aminotransferase family protein	SO:0001217, UniRef:UniRef50_UPI00288C2BFD, UniRef:UniRef90_UPI00288C2BFD
contig_56	cds	688	1563	+	DIEIIL_00118	yitT	DUF2179 domain-containing protein	COG:COG1284, COG:S, RefSeq:WP_022220401.1, SO:0001217, UniParc:UPI00033B3CA6, UniRef:UniRef100_A0A849XSR6, UniRef:UniRef50_C0B914, UniRef:UniRef90_C0B914
contig_56	cds	1532	2425	-	DIEIIL_00119	lysR	Morphology and auto-aggregation control protein	COG:COG0583, COG:K, RefSeq:WP_347006899.1, SO:0001217, UniParc:UPI003051F3C7, UniRef:UniRef100_UPI003051F3C7, UniRef:UniRef50_A0A173T062, UniRef:UniRef90_A0A173T062
contig_56	cds	2722	3798	-	DIEIIL_00120	prfA	peptide chain release factor 1	COG:COG0216, COG:J, GO:0006415, GO:0016149, KEGG:K02835, RefSeq:WP_008369550.1, SO:0001217, UniParc:UPI000197EB37, UniRef:UniRef100_C0B917, UniRef:UniRef50_B4SAR5, UniRef:UniRef90_V8C3K2
contig_56	cds	3813	4670	-	DIEIIL_00121	prmC	peptide chain release factor N(5)-glutamine methyltransferase	COG:COG2890, COG:J, EC:2.1.1.297, GO:0006412, GO:0008757, GO:0018364, RefSeq:WP_022220403.1, SO:0001217, UniParc:UPI00033A4BA8, UniRef:UniRef100_A0A1C5VUV4, UniRef:UniRef50_A0A7U9SIC8, UniRef:UniRef90_A0A174PYC0
contig_56	cds	4676	4867	-	DIEIIL_00122		DUF1385 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00259D15AD
contig_57	cds	110	1594	+	DIEIIL_00123	ilvB	biosynthetic-type acetolactate synthase large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003984, GO:0009082, GO:0030976, GO:0050660, KEGG:K01652, SO:0001217, UniRef:UniRef50_A0A3C0NZL8, UniRef:UniRef90_A0A173XHH3
contig_58	cds	17	1180	+	DIEIIL_00124		FMN-binding protein	SO:0001217, UniRef:UniRef50_UPI00232F6021, UniRef:UniRef90_UPI00232F6021
