#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_42	185	424	+	PFGFFE_0179	9.3	5.0		RefSeq:WP_304231659.1, SO:0001217, UniParc:UPI002062C755, UniRef:UniRef100_UPI002062C755, UniRef:UniRef50_A0A1Y4JCP3, UniRef:UniRef90_A0A9E2L8Q6
contig_43	96	662	+	PFGFFE_0182	20.8	4.8	PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF02894.22, PFAM:PF22725.1
contig_43	1909	2481	-	PFGFFE_0184	21.6	5.9		
contig_44	1288	1983	-	PFGFFE_0186	26.5	9.2		SO:0001217, UniRef:UniRef50_UPI0029F5BEE5
contig_45	5	274	+	PFGFFE_0187	9.7	8.8		
contig_49	316	738	+	PFGFFE_0201	16.2	6.5		
contig_49	12130	12294	-	PFGFFE_0211	6.0	5.1		
contig_52	4665	5003	+	PFGFFE_0241	13.2	4.7		RefSeq:WP_007561228.1, SO:0001217, UniParc:UPI00017EEC4D, UniRef:UniRef100_A0A1Q6GN63, UniRef:UniRef50_A0A1P8JKN0, UniRef:UniRef90_A0A1Q6GN63
contig_52	17366	18403	-	PFGFFE_0250	38.8	5.2	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_55	97	486	+	PFGFFE_0253	15.1	7.8		
contig_57	5082	6749	-	PFGFFE_0270	60.7	8.4	PF00581.25|Rhodanese, PF01206.22|TusA, PF02635.20|DsrE, PF02852.28|Pyr_redox_dim	PFAM:PF00581.25, PFAM:PF01206.22, PFAM:PF02635.20, PFAM:PF02852.28
contig_58	49	468	+	PFGFFE_0271	15.3	5.6	PF17782.7|DprA_WH	PFAM:PF17782.7
contig_59	2779	3099	-	PFGFFE_0277	12.0	6.5		
contig_63	1975	2361	-	PFGFFE_0301	13.9	4.4	PF06808.19|DctM	PFAM:PF06808.19
contig_64	27	485	+	PFGFFE_0302	16.8	5.9	PF00533.33|BRCT, PF12738.14|PTCB-BRCT, PF12826.13|HHH_2, PF14520.12|HHH_5	PFAM:PF00533.33, PFAM:PF12738.14, PFAM:PF12826.13, PFAM:PF14520.12
contig_65	13	468	+	PFGFFE_0308	17.3	7.7		
contig_67	1983	2600	-	PFGFFE_0314	25.0	10.3		
contig_68	6280	6894	-	PFGFFE_0322	22.9	5.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_70	1080	1199	+	PFGFFE_0331	4.7	9.0		
contig_73	37	318	+	PFGFFE_0356	11.0	9.6		SO:0001217, UniRef:UniRef50_R5C7Q8
contig_73	2387	2659	-	PFGFFE_0360	10.5	6.7		SO:0001217, UniRef:UniRef50_UPI001F31D47D
contig_75	2531	2731	-	PFGFFE_0364	7.6	7.9		
contig_76	271	1620	-	PFGFFE_0366	51.3	4.6	PF13218.11|DUF4026_N, PF22789.1|DUF4026_C	PFAM:PF13218.11, PFAM:PF22789.1
contig_79	11497	11682	-	PFGFFE_0380	6.9	9.1	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_81	41	1018	+	PFGFFE_0386	36.6	6.8	PF13372.12|Alginate_exp	PFAM:PF13372.12
contig_83	8062	8487	-	PFGFFE_0402	16.6	10.3		
contig_84	3144	3776	-	PFGFFE_0409	22.8	6.8	PF00679.30|EFG_C, PF03764.24|EFG_IV	PFAM:PF00679.30, PFAM:PF03764.24
contig_86	15	470	+	PFGFFE_0411	17.3	6.3	PF13507.12|GATase_5	PFAM:PF13507.12
contig_88	815	1021	+	PFGFFE_0416	7.8	7.9		
contig_89	111	341	+	PFGFFE_0417	8.6	9.8		
contig_90	1767	1961	+	PFGFFE_0420	7.2	4.5		SO:0001217, UniRef:UniRef50_I9FGT8, UniRef:UniRef90_UPI0026F3251A
contig_92	44	484	+	PFGFFE_0421	17.0	7.9	PF03544.19|TonB_C	PFAM:PF03544.19
contig_94	2110	2235	-	PFGFFE_0428	4.6	4.2		
contig_95	1400	1675	+	PFGFFE_0433	9.9	6.1		
contig_96	10	945	+	PFGFFE_0434	34.7	6.4	PF00575.29|S1, PF12836.13|HHH_3, PF14635.12|HHH_7, PF16921.10|Tex_YqgF, PF17674.7|HHH_9	PFAM:PF00575.29, PFAM:PF12836.13, PFAM:PF14635.12, PFAM:PF16921.10, PFAM:PF17674.7
contig_101	3029	3304	-	PFGFFE_0453	10.4	5.6		
contig_102	6322	6918	-	PFGFFE_0456	22.4	8.4	PF08244.19|Glyco_hydro_32C	PFAM:PF08244.19
contig_103	1889	2629	+	PFGFFE_0457	27.5	6.2		
contig_103	4286	5188	-	PFGFFE_0459	32.6	5.8	PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00702.32, PFAM:PF08282.18
contig_107	3325	3738	+	PFGFFE_0469	15.7	8.4		SO:0001217, UniRef:UniRef50_A0A414RHX3, UniRef:UniRef90_A0A414RHX3
contig_107	3668	3802	-	PFGFFE_0470	5.0	8.6		
contig_108	2124	2261	-	PFGFFE_0474	5.4	8.4		SO:0001217, UniRef:UniRef50_R5V9B6, UniRef:UniRef90_R5V9B6
contig_109	738	923	+	PFGFFE_0475	7.3	9.5		
contig_111	91	1413	+	PFGFFE_0482	49.3	7.0	PF17973.7|bMG10	PFAM:PF17973.7
contig_112	2808	3047	-	PFGFFE_0502	9.6	9.4		
contig_113	1524	2330	-	PFGFFE_0505	31.7	9.8		SO:0001217, UniRef:UniRef50_A0A948TBG4, UniRef:UniRef90_A0A1Y4J5S6
contig_113	2296	2691	-	PFGFFE_0506	15.6	6.5		
contig_115	75	428	+	PFGFFE_0509	13.3	5.4	PF01872.23|RibD_C	PFAM:PF01872.23
contig_116	48	1244	+	PFGFFE_0512	45.9	6.1	PF12705.13|PDDEXK_1	PFAM:PF12705.13
contig_116	2628	3428	-	PFGFFE_0514	31.3	6.7	PF02806.24|Alpha-amylase_C	PFAM:PF02806.24
contig_118	1144	1425	+	PFGFFE_0515	11.1	6.6		
contig_121	3274	3474	+	PFGFFE_0524	7.3	5.7		
contig_122	22	1602	+	PFGFFE_0525	60.3	9.2		SO:0001217, UniRef:UniRef50_UPI001C390CDE
contig_122	12775	13542	-	PFGFFE_0536	29.4	9.2		
contig_123	2747	3073	-	PFGFFE_0538	12.6	4.3		RefSeq:WP_147330735.1, SO:0001217, UniParc:UPI0011C134A7, UniRef:UniRef100_A0A3E4WGN3, UniRef:UniRef50_A0A3E4WGN3, UniRef:UniRef90_A0A3E4WGN3
contig_125	2432	3391	-	PFGFFE_0541	36.6	7.7	PF00270.35|DEAD, PF00271.37|Helicase_C, PF03880.21|DbpA	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF03880.21
contig_126	78	653	-	PFGFFE_0542	20.9	5.6		
contig_129	16	159	+	PFGFFE_0551	5.6	8.0		
contig_133	156	698	+	PFGFFE_0565	21.2	4.8		
contig_133	2241	2852	-	PFGFFE_0567	22.7	5.3		SO:0001217, UniRef:UniRef50_R5VTF4, UniRef:UniRef90_R5VTF4
contig_138	15466	15657	-	PFGFFE_0582	6.5	5.4	PF00542.24|Ribosomal_L12	PFAM:PF00542.24
contig_141	56	1300	+	PFGFFE_0599	47.3	5.1	PF02491.25|SHS2_FTSA, PF14450.12|FtsA	PFAM:PF02491.25, PFAM:PF14450.12
contig_142	63	671	+	PFGFFE_0605	23.6	8.8		
contig_142	4703	5830	-	PFGFFE_0608	42.8	6.5	PF00326.27|Peptidase_S9, PF00930.27|DPPIV_N, PF12146.15|Hydrolase_4	PFAM:PF00326.27, PFAM:PF00930.27, PFAM:PF12146.15
contig_144	460	894	+	PFGFFE_0610	16.3	8.6		
contig_155	1115	1306	-	PFGFFE_0646	7.7	10.0		SO:0001217, UniRef:UniRef50_R5VKB1, UniRef:UniRef90_R5VKB1
contig_157	1459	1872	-	PFGFFE_0651	15.4	4.6	PF00899.27|ThiF	PFAM:PF00899.27
contig_158	14687	14935	-	PFGFFE_0663	9.5	6.4		
contig_160	7	162	+	PFGFFE_0665	5.4	4.3	PF03143.23|GTP_EFTU_D3	PFAM:PF03143.23
contig_161	135	329	-	PFGFFE_0669	7.7	9.7		
contig_162	6	716	+	PFGFFE_0672	27.3	6.8		SO:0001217, UniRef:UniRef50_A0A645CG98
contig_162	3414	4217	-	PFGFFE_0676	29.6	6.6		
contig_165	13622	13888	+	PFGFFE_0692	9.8	9.6		SO:0001217, UniParc:UPI00033942AA, UniRef:UniRef100_R5V6M8, UniRef:UniRef50_R5V6M8, UniRef:UniRef90_R5V6M8
contig_168	276	1013	+	PFGFFE_0696	26.8	11.3		
contig_170	607	1251	-	PFGFFE_0700	24.6	5.0		SO:0001217, UniRef:UniRef50_B5D2R6
contig_172	238	2016	-	PFGFFE_0702	67.1	5.3		
contig_174	55	279	+	PFGFFE_0705	8.6	4.1		
contig_174	2122	2244	+	PFGFFE_0708	4.5	4.6		SO:0001217, UniRef:UniRef50_A0A3E4Z8G9, UniRef:UniRef90_A0A3E4Z8G9
contig_174	3801	4679	-	PFGFFE_0710	31.8	8.3	PF21653.3|pulA_all-beta	PFAM:PF21653.3
contig_175	110	661	+	PFGFFE_0711	20.4	9.2		
contig_175	7536	7724	-	PFGFFE_0716	6.6	5.8		
contig_181	783	1208	-	PFGFFE_0727	15.6	10.4		
contig_188	23	898	+	PFGFFE_0739	33.8	5.6	PF00587.30|tRNA-synt_2b, PF03129.25|HGTP_anticodon	PFAM:PF00587.30, PFAM:PF03129.25
contig_189	61	678	+	PFGFFE_0744	23.5	7.1	PF01010.25|Proton_antipo_C	PFAM:PF01010.25
contig_190	37	870	+	PFGFFE_0745	31.9	6.1		
