#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_10	2669	2854	-	NPHBLG_00124	7.0	5.2		SO:0001217, UniRef:UniRef50_A0A7X7BFQ5
contig_10	2859	3044	-	NPHBLG_00125	7.6	9.1		
contig_12	1657	2241	-	NPHBLG_00132	22.3	6.8		SO:0001217, UniParc:UPI00033A9910, UniRef:UniRef100_R6QKD8, UniRef:UniRef50_R6QKD8, UniRef:UniRef90_R6QKD8
contig_12	2428	3369	+	NPHBLG_00133	36.0	4.7		SO:0001217, UniParc:UPI00033F6601, UniRef:UniRef100_R6Q6D2, UniRef:UniRef50_R6Q6D2, UniRef:UniRef90_R6Q6D2
contig_12	3471	3578	-	NPHBLG_00134	4.3	4.4		SO:0001217, UniParc:UPI0003390AAA, UniRef:UniRef100_R6QEA6, UniRef:UniRef50_R6QEA6, UniRef:UniRef90_R6QEA6
contig_13	12329	13372	-	NPHBLG_00150	37.3	5.9		SO:0001217, UniParc:UPI000340F7C4, UniRef:UniRef100_R6RA88, UniRef:UniRef50_R6RA88, UniRef:UniRef90_R6RA88
contig_13	13448	14467	-	NPHBLG_00151	36.8	5.1		SO:0001217, UniRef:UniRef50_R6RA88
contig_13	17647	17952	-	NPHBLG_00156	11.2	4.8		SO:0001217, UniParc:UPI0003376E05, UniRef:UniRef100_R6Q3T2, UniRef:UniRef50_R6Q3T2, UniRef:UniRef90_R6Q3T2
contig_13	22365	22568	-	NPHBLG_00160	8.1	9.6		SO:0001217, UniParc:UPI00033FAAA3, UniRef:UniRef100_R6RA99, UniRef:UniRef50_R6RA99, UniRef:UniRef90_R6RA99
contig_13	30468	31442	-	NPHBLG_00170	38.5	9.0		SO:0001217, UniParc:UPI000334BD58, UniRef:UniRef100_R6RAA9, UniRef:UniRef50_R6RAA9, UniRef:UniRef90_R6RAA9
contig_13	42091	42588	+	NPHBLG_00183	18.8	5.7		SO:0001217, UniParc:UPI00033A3B9F, UniRef:UniRef100_R6Q6J0, UniRef:UniRef50_R6Q6J0, UniRef:UniRef90_R6Q6J0
contig_13	44472	44621	-	NPHBLG_00188	5.2	8.7		SO:0001217, UniParc:UPI00033757C1, UniRef:UniRef100_R6Q6J7, UniRef:UniRef50_R6Q6J7, UniRef:UniRef90_R6Q6J7
contig_13	48654	48857	-	NPHBLG_00195	8.1	6.5		SO:0001217, UniParc:UPI000338E51C, UniRef:UniRef100_R6RAD7, UniRef:UniRef50_R6RAD7, UniRef:UniRef90_R6RAD7
contig_14	4138	4374	+	NPHBLG_00202	9.1	5.0		SO:0001217, UniParc:UPI00033879CC, UniRef:UniRef100_R6Q4C3, UniRef:UniRef50_R6Q4C3, UniRef:UniRef90_R6Q4C3
contig_14	10423	10692	+	NPHBLG_00209	10.5	9.1		
contig_15	11323	11592	-	NPHBLG_00228	10.5	9.6		SO:0001217, UniParc:UPI00033A0B52, UniRef:UniRef100_R6QM54, UniRef:UniRef50_R6QM54, UniRef:UniRef90_R6QM54
contig_16	6809	8032	-	NPHBLG_00237	46.3	9.3		SO:0001217, UniParc:UPI000334E333, UniRef:UniRef100_R6RB79, UniRef:UniRef50_R6RB79, UniRef:UniRef90_R6RB79
contig_16	9663	10220	-	NPHBLG_00239	20.6	8.5		SO:0001217, UniParc:UPI000338A5DC, UniRef:UniRef100_R6QFF9, UniRef:UniRef50_R6QFF9, UniRef:UniRef90_R6QFF9
contig_17	4394	4828	-	NPHBLG_00246	15.5	5.7		SO:0001217, UniParc:UPI000339FF68, UniRef:UniRef100_R6Q3I0, UniRef:UniRef50_R7MAS8, UniRef:UniRef90_R6Q3I0
contig_17	4958	5353	-	NPHBLG_00247	14.1	4.3		SO:0001217, UniParc:UPI000337BA96, UniRef:UniRef100_R6R9Z4, UniRef:UniRef50_R7M7H6, UniRef:UniRef90_R6R9Z4
contig_18	12074	12181	+	NPHBLG_00265	4.0	10.3		SO:0001217, UniParc:UPI00033FD620, UniRef:UniRef100_R6RBT9, UniRef:UniRef50_R6RBT9, UniRef:UniRef90_R6RBT9
contig_19	24105	24284	+	NPHBLG_00298	6.8	8.1		SO:0001217, UniParc:UPI00033B192D, UniRef:UniRef100_R6Q748, UniRef:UniRef50_R6Q748, UniRef:UniRef90_R6Q748
contig_20	3372	3704	-	NPHBLG_00301	13.0	10.5		
contig_21	95	385	+	NPHBLG_00302	10.9	9.5		
contig_21	6064	6954	+	NPHBLG_00311	33.6	5.3		SO:0001217, UniRef:UniRef50_R7MAQ3
contig_21	7852	8868	-	NPHBLG_00313	39.5	8.3	PF14559.12|TPR_19	PFAM:PF14559.12
contig_22	1773	1982	+	NPHBLG_00323	7.9	9.7		
contig_22	18085	19317	+	NPHBLG_00340	47.1	5.2		SO:0001217, UniParc:UPI000340B629, UniRef:UniRef100_R6Q3F5, UniRef:UniRef50_R6Q3F5, UniRef:UniRef90_R6Q3F5
contig_22	23229	23819	+	NPHBLG_00343	21.0	6.8		SO:0001217, UniParc:UPI00033D3375, UniRef:UniRef100_R6Q650, UniRef:UniRef50_R6Q650, UniRef:UniRef90_R6Q650
contig_22	23842	24777	+	NPHBLG_00344	36.2	9.1		SO:0001217, UniParc:UPI000336A515, UniRef:UniRef100_R6QDZ2, UniRef:UniRef50_R6QDZ2, UniRef:UniRef90_R6QDZ2
contig_22	24794	26596	+	NPHBLG_00345	68.0	4.9		SO:0001217, UniParc:UPI000339B058, UniRef:UniRef100_R6Q3F0, UniRef:UniRef50_R6Q3F0, UniRef:UniRef90_R6Q3F0
contig_22	27614	28954	+	NPHBLG_00347	52.5	5.6		SO:0001217, UniParc:UPI00033BAB0D, UniRef:UniRef100_R6QK45, UniRef:UniRef50_R6QK45, UniRef:UniRef90_R6QK45
contig_23	8246	9478	-	NPHBLG_00359	49.1	8.5		SO:0001217, UniParc:UPI00033D41A5, UniRef:UniRef100_R6QDK9, UniRef:UniRef50_R6QDK9, UniRef:UniRef90_R6QDK9
contig_23	23909	24064	+	NPHBLG_00364	5.9	9.2		SO:0001217, UniParc:UPI00033D8AEB, UniRef:UniRef100_R6R9L2, UniRef:UniRef50_R7M6Z0, UniRef:UniRef90_R7M6Z0
contig_23	24076	24459	+	NPHBLG_00365	14.5	5.5		SO:0001217, UniParc:UPI00033FD717, UniRef:UniRef100_R6QDM1, UniRef:UniRef50_R7M7R3, UniRef:UniRef90_R6QDM1
contig_23	24449	24835	+	NPHBLG_00366	15.4	8.6		SO:0001217, UniParc:UPI000340A0A9, UniRef:UniRef100_R6QJT4, UniRef:UniRef50_R6QJT4, UniRef:UniRef90_R6QJT4
contig_23	37690	38586	-	NPHBLG_00382	35.3	4.7		SO:0001217, UniParc:UPI000334D649, UniRef:UniRef100_R6Q386, UniRef:UniRef50_R6Q386, UniRef:UniRef90_R6Q386
contig_23	38612	38815	-	NPHBLG_00383	8.0	8.7		
contig_24	4838	5266	+	NPHBLG_00390	16.6	9.6		SO:0001217, UniParc:UPI00033FFC51, UniRef:UniRef100_R6QLS8, UniRef:UniRef50_R6QLS8, UniRef:UniRef90_R6QLS8
contig_24	12242	13786	+	NPHBLG_00398	61.0	5.1		SO:0001217, UniParc:UPI000340C262, UniRef:UniRef100_R6QFS5, UniRef:UniRef50_R6QFS5, UniRef:UniRef90_R6QFS5
contig_25	9646	9744	-	NPHBLG_00407	3.8	10.0		SO:0001217, UniParc:UPI00033A85A2, UniRef:UniRef100_R6Q781, UniRef:UniRef50_R6Q781, UniRef:UniRef90_R6Q781
contig_25	12405	13025	+	NPHBLG_00411	23.9	7.6		SO:0001217, UniRef:UniRef50_R7M6C2
contig_25	15692	16645	+	NPHBLG_00415	36.4	4.6		SO:0001217, UniParc:UPI00033ABD72, UniRef:UniRef100_R6QF80, UniRef:UniRef50_R6QF80, UniRef:UniRef90_R6QF80
contig_25	16658	17101	+	NPHBLG_00416	17.8	9.0		SO:0001217, UniParc:UPI000340D142, UniRef:UniRef100_R6Q7A0, UniRef:UniRef50_R7M7C9, UniRef:UniRef90_R6Q7A0
contig_25	20404	21186	+	NPHBLG_00418	30.7	8.1		SO:0001217, UniRef:UniRef50_A0A413CWT4, UniRef:UniRef90_A0A413CWT4
contig_25	22556	22756	+	NPHBLG_00421	7.3	9.8		SO:0001217, UniRef:UniRef50_UPI0029037CC3, UniRef:UniRef90_UPI0029037CC3
contig_25	22737	25082	+	NPHBLG_00422	94.0	6.1		SO:0001217, UniRef:UniRef50_UPI0028FE89DE
contig_26	5398	5904	-	NPHBLG_00446	18.3	5.2		SO:0001217, UniParc:UPI00033BC95D, UniRef:UniRef100_R6Q5D9, UniRef:UniRef50_R6Q5D9, UniRef:UniRef90_R6Q5D9
contig_26	22929	23126	-	NPHBLG_00467	7.0	9.3	PF00828.25|Ribosomal_L27A	PFAM:PF00828.25
contig_27	72	221	+	NPHBLG_00468	5.6	4.8		
contig_27	7601	7867	+	NPHBLG_00477	10.9	5.0		SO:0001217, UniRef:UniRef50_A0A3D1PMY8, UniRef:UniRef90_A0A3D1PMY8
contig_27	7880	8134	+	NPHBLG_00478	10.1	6.3		SO:0001217, UniRef:UniRef50_A0A3D1PMH8
contig_28	297	995	+	NPHBLG_00480	26.7	6.6		SO:0001217, UniParc:UPI00033AEA73, UniRef:UniRef100_R6Q7U9, UniRef:UniRef50_R6Q7U9, UniRef:UniRef90_R6Q7U9
contig_28	9369	9761	-	NPHBLG_00487	14.2	5.3		SO:0001217, UniParc:UPI00033E7FB9, UniRef:UniRef100_R6RBM2, UniRef:UniRef50_R6RBM2, UniRef:UniRef90_R6RBM2
contig_29	15814	16062	-	NPHBLG_00510	9.8	6.3		SO:0001217, UniParc:UPI00033DE0F3, UniRef:UniRef100_R6Q7H6, UniRef:UniRef50_R7M730, UniRef:UniRef90_R6Q7H6
contig_30	14378	15190	-	NPHBLG_00526	30.6	9.7		SO:0001217, UniParc:UPI00033D6A3E, UniRef:UniRef100_R6QLQ6, UniRef:UniRef50_R6QLQ6, UniRef:UniRef90_R6QLQ6
contig_30	17698	18015	+	NPHBLG_00530	12.3	9.1		SO:0001217, UniParc:UPI0003366DE2, UniRef:UniRef100_R6RBG2, UniRef:UniRef50_R6RBG2, UniRef:UniRef90_R6RBG2
contig_30	19218	21521	-	NPHBLG_00533	91.2	8.2		SO:0001217, UniRef:UniRef50_A0A354MEM4
contig_30	21771	22703	-	NPHBLG_00535	36.5	4.9		SO:0001217, UniParc:UPI000335BF14, UniRef:UniRef100_R6QFN5, UniRef:UniRef50_R5M198, UniRef:UniRef90_R6QFN5
contig_30	26920	28116	-	NPHBLG_00540	44.9	4.6		SO:0001217, UniParc:UPI00033FD1A8, UniRef:UniRef100_R6QFN0, UniRef:UniRef50_R6QFN0, UniRef:UniRef90_R6QFN0
contig_31	1609	1929	+	NPHBLG_00543	12.6	9.8		
contig_31	2356	2715	+	NPHBLG_00544	13.8	4.9		
contig_31	2705	2944	+	NPHBLG_00545	9.4	4.1		
contig_31	2966	4033	+	NPHBLG_00546	40.2	8.6		
contig_31	4088	4255	+	NPHBLG_00547	6.7	9.8		
contig_31	4268	4840	+	NPHBLG_00548	22.9	9.2		
contig_31	4870	5421	+	NPHBLG_00549	20.4	4.3		
contig_31	5436	7103	+	NPHBLG_00550	65.2	5.4		
contig_31	7157	7447	+	NPHBLG_00551	11.6	7.9	PF01250.22|Ribosomal_S6	PFAM:PF01250.22
contig_31	7463	7747	+	NPHBLG_00552	11.2	5.5		
contig_31	8254	8901	+	NPHBLG_00554	25.2	5.4		
contig_31	8918	9433	+	NPHBLG_00555	20.1	4.9		
contig_31	9455	10537	+	NPHBLG_00556	42.1	8.2	PF01807.25|Zn_ribbon_DnaG	PFAM:PF01807.25
contig_31	10553	10951	+	NPHBLG_00557	15.9	9.8		SO:0001217, UniRef:UniRef50_A0A3D1PK66
contig_31	11013	11441	+	NPHBLG_00558	17.2	7.7		
contig_31	11465	13597	+	NPHBLG_00559	85.5	7.7		
contig_31	13572	16031	+	NPHBLG_00560	97.4	5.5		
contig_31	16100	16777	+	NPHBLG_00561	26.4	4.7		
contig_31	16813	17241	+	NPHBLG_00562	16.3	5.0		
contig_31	17258	18700	+	NPHBLG_00563	58.1	9.4		
contig_31	18670	18774	+	NPHBLG_00564	4.0	9.0		
contig_31	18725	20155	+	NPHBLG_00565	57.4	9.6		
contig_31	20373	20675	+	NPHBLG_00566	11.2	5.5		
contig_31	24674	24895	+	NPHBLG_00571	8.8	9.5		SO:0001217, UniRef:UniRef50_A0A1Q6K5Q9, UniRef:UniRef90_A0A1Q6K5Q9
contig_31	25729	25911	+	NPHBLG_00573	7.1	9.4		
contig_31	25915	26145	+	NPHBLG_00574	9.1	9.1		SO:0001217, UniRef:UniRef50_A0A1Q6K5R6
contig_31	26171	26428	+	NPHBLG_00575	10.3	8.4		
contig_31	26466	26621	+	NPHBLG_00576	6.0	4.3		
contig_31	26639	26842	+	NPHBLG_00577	8.0	4.9		
contig_31	26966	29149	+	NPHBLG_00578	83.9	6.6	PF00239.26|Resolvase, PF07508.19|Recombinase, PF13408.12|Zn_ribbon_recom, PF15714.11|SpoVT_C	PFAM:PF00239.26, PFAM:PF07508.19, PFAM:PF13408.12, PFAM:PF15714.11
contig_31	29268	29483	+	NPHBLG_00579	8.7	4.7		SO:0001217, UniParc:UPI000336AE39, UniRef:UniRef100_R6QF21, UniRef:UniRef50_R6QF21, UniRef:UniRef90_R6QF21
contig_32	1666	1893	-	NPHBLG_00582	9.1	9.5		SO:0001217, UniParc:UPI0003408FD9, UniRef:UniRef100_R6Q6L3, UniRef:UniRef50_R6Q6L3, UniRef:UniRef90_R6Q6L3
contig_34	399	1022	+	NPHBLG_00612	24.8	4.6		
contig_34	2938	3600	+	NPHBLG_00615	25.6	5.3		SO:0001217, UniRef:UniRef50_A0A7X6YNR7
contig_34	7727	8014	+	NPHBLG_00617	11.4	9.1		
contig_34	8133	9911	+	NPHBLG_00618	69.5	9.1		
contig_34	9983	10210	+	NPHBLG_00619	8.9	8.0		SO:0001217, UniRef:UniRef50_A0A7X7BFQ8, UniRef:UniRef90_A0A7X7BFQ8
contig_34	19713	20018	+	NPHBLG_00625	11.8	4.7		
contig_34	20022	20354	+	NPHBLG_00626	13.3	4.6		
contig_34	24418	24633	+	NPHBLG_00632	8.6	9.6		SO:0001217, UniRef:UniRef50_A0A7X6YME9, UniRef:UniRef90_A0A7X6YME9
contig_34	26900	27637	+	NPHBLG_00635	28.4	9.3	PF01555.25|N6_N4_Mtase	PFAM:PF01555.25
contig_34	28531	28941	+	NPHBLG_00637	16.3	4.9		
contig_34	28943	29215	+	NPHBLG_00638	10.8	9.1		SO:0001217, UniRef:UniRef50_UPI0022E3B9DB
contig_34	29225	30004	+	NPHBLG_00639	30.9	4.8		
contig_34	33569	34747	+	NPHBLG_00643	43.9	9.3	PF05257.22|CHAP	PFAM:PF05257.22
contig_34	35497	35673	+	NPHBLG_00645	6.8	6.5		SO:0001217, UniRef:UniRef50_A0A3D1PIW4
contig_35	3051	3881	+	NPHBLG_00650	31.7	4.8		SO:0001217, UniParc:UPI000340A353, UniRef:UniRef100_R6QK97, UniRef:UniRef50_R6QK97, UniRef:UniRef90_R6QK97
contig_35	3928	5220	+	NPHBLG_00651	48.6	4.7		SO:0001217, UniParc:UPI00033D2508, UniRef:UniRef100_R6Q698, UniRef:UniRef50_R6Q698, UniRef:UniRef90_R6Q698
contig_35	5222	5443	+	NPHBLG_00652	8.2	9.6		SO:0001217, UniParc:UPI00033DD049, UniRef:UniRef100_R6QE55, UniRef:UniRef50_R6QE55, UniRef:UniRef90_R6QE55
contig_35	8850	9041	+	NPHBLG_00656	7.3	4.6		SO:0001217, UniParc:UPI00033D54A3, UniRef:UniRef100_R6Q694, UniRef:UniRef50_R7MAB7, UniRef:UniRef90_R6Q694
contig_35	13615	13848	-	NPHBLG_00665	9.1	8.7		SO:0001217, UniParc:UPI00033A96EA, UniRef:UniRef100_R6QK84, UniRef:UniRef50_R6QK84, UniRef:UniRef90_R6QK84
contig_35	19650	19964	-	NPHBLG_00671	11.7	4.4		
contig_36	933	1199	+	NPHBLG_00673	9.3	8.5		
contig_40	4638	5393	+	NPHBLG_00706	28.7	4.6		
contig_41	505	1236	-	NPHBLG_00708	27.3	5.3		
contig_45	4828	5778	+	NPHBLG_00716	35.6	6.6		SO:0001217, UniParc:UPI00033B26FB, UniRef:UniRef100_R6R9V9, UniRef:UniRef50_R7M7I2, UniRef:UniRef90_R6R9V9
contig_47	122	253	-	NPHBLG_00748	5.0	9.9		
contig_49	60739	60993	-	NPHBLG_00809	8.9	5.1		SO:0001217, UniParc:UPI00033679A3, UniRef:UniRef100_R6Q6S5, UniRef:UniRef50_R6Q6S5, UniRef:UniRef90_R6Q6S5
contig_51	1175	2089	-	NPHBLG_00814	35.8	9.3		SO:0001217, UniParc:UPI000334B0AB, UniRef:UniRef100_R6Q8I0, UniRef:UniRef50_R6Q8I0, UniRef:UniRef90_R6Q8I0
contig_51	21293	21631	-	NPHBLG_00830	12.9	7.8		SO:0001217, UniParc:UPI00033D70D2, UniRef:UniRef100_R6QJZ7, UniRef:UniRef50_R6QJZ7, UniRef:UniRef90_R6QJZ7
contig_52	4237	4395	+	NPHBLG_00845	6.1	5.9		
contig_52	4556	4813	+	NPHBLG_00846	10.0	10.0		SO:0001217, UniRef:UniRef50_A0A3D4DG73, UniRef:UniRef90_A0A3D4DG73
contig_52	5270	5986	+	NPHBLG_00848	27.8	8.5		SO:0001217, UniParc:UPI0009591E51, UniRef:UniRef100_A0A3D4DH63, UniRef:UniRef50_A0A3D4DH63, UniRef:UniRef90_A0A3D4DH63
contig_52	7856	8056	+	NPHBLG_00850	7.8	5.3		SO:0001217, UniRef:UniRef50_A0A3D4DGW5, UniRef:UniRef90_A0A3D4DGW5
contig_52	9334	9642	+	NPHBLG_00852	11.9	7.8		SO:0001217, UniParc:UPI000960D388, UniRef:UniRef100_A0A3D4DHL3, UniRef:UniRef50_A0A3D4DHL3, UniRef:UniRef90_A0A3D4DHL3
contig_52	10520	10678	+	NPHBLG_00855	6.1	9.5		
contig_52	11582	12541	+	NPHBLG_00857	37.0	5.1		
contig_52	17219	17824	+	NPHBLG_00860	24.0	6.0		SO:0001217, UniRef:UniRef50_A0A1Q6L4I5, UniRef:UniRef90_A0A3D4DIQ8
contig_52	18164	18961	+	NPHBLG_00861	32.0	6.5		SO:0001217, UniRef:UniRef50_A0A3D4DGV4, UniRef:UniRef90_A0A3D4DGV4
contig_52	20458	20718	+	NPHBLG_00863	10.4	9.0		
contig_52	22163	22441	+	NPHBLG_00866	10.5	5.0		SO:0001217, UniRef:UniRef50_UPI0026751350
contig_52	23825	24043	+	NPHBLG_00869	8.2	6.3		
contig_52	24384	24554	+	NPHBLG_00871	6.5	9.3		SO:0001217, UniRef:UniRef50_A0A3D0XXV8
contig_52	24606	24860	+	NPHBLG_00872	10.0	9.1		SO:0001217, UniRef:UniRef50_R7LN42
contig_52	27281	27604	+	NPHBLG_00877	12.5	9.3		
contig_54	8439	8630	-	NPHBLG_00894	7.2	6.6		
contig_56	30	317	+	NPHBLG_00895	10.9	5.0	PF00881.29|Nitroreductase	PFAM:PF00881.29
contig_56	367	1350	-	NPHBLG_00896	38.9	5.0	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_56	1443	2243	-	NPHBLG_00897	31.9	5.4	PF00165.29|HTH_AraC, PF06445.20|GyrI-like, PF12833.13|HTH_18, PF14526.11|Cass2	PFAM:PF00165.29, PFAM:PF06445.20, PFAM:PF12833.13, PFAM:PF14526.11
contig_56	5763	5957	-	NPHBLG_00901	7.4	11.7		SO:0001217, UniParc:UPI00033E1306, UniRef:UniRef100_R6R8S3, UniRef:UniRef50_R6R8S3, UniRef:UniRef90_R6R8S3
contig_56	14842	15576	-	NPHBLG_00908	29.1	8.8		SO:0001217, UniParc:UPI000338747E, UniRef:UniRef100_R6Q276, UniRef:UniRef50_R6Q276, UniRef:UniRef90_R6Q276
contig_56	17309	17434	-	NPHBLG_00911	4.7	9.7		SO:0001217, UniParc:UPI0003359840, UniRef:UniRef100_R6QIT9, UniRef:UniRef50_R6QIT9, UniRef:UniRef90_R6QIT9
contig_57	4761	5342	-	NPHBLG_00922	22.8	9.6		SO:0001217, UniParc:UPI00033FA3E8, UniRef:UniRef100_R6RA74, UniRef:UniRef50_R6RA74, UniRef:UniRef90_R6RA74
contig_57	5518	5661	+	NPHBLG_00923	5.6	10.4		SO:0001217, UniParc:UPI00033AAD16, UniRef:UniRef100_R6Q3Q9, UniRef:UniRef50_R6Q3Q9, UniRef:UniRef90_R6Q3Q9
contig_58	9062	9901	+	NPHBLG_00931	31.8	4.9		SO:0001217, UniParc:UPI000335B30A, UniRef:UniRef100_R6QGF9, UniRef:UniRef50_R7M5L9, UniRef:UniRef90_R6QGF9
contig_60	21201	21368	-	NPHBLG_00965	6.9	9.8		SO:0001217, UniParc:UPI000340F0FF, UniRef:UniRef100_R6RBD4, UniRef:UniRef50_R6RBD4, UniRef:UniRef90_R6RBD4
contig_60	25860	26393	-	NPHBLG_00969	20.7	5.8		SO:0001217, UniParc:UPI00033EE646, UniRef:UniRef100_R6RBI1, UniRef:UniRef50_R6RBI1, UniRef:UniRef90_R6RBI1
contig_62	9775	10656	+	NPHBLG_00991	33.2	5.3		SO:0001217, UniRef:UniRef50_R7MA91
contig_62	10755	11201	+	NPHBLG_00992	16.8	5.1		SO:0001217, UniParc:UPI0003373D41, UniRef:UniRef100_R6Q5L3, UniRef:UniRef50_A0A3D4DM02, UniRef:UniRef90_R6Q5L3
contig_62	21865	22308	+	NPHBLG_01008	17.6	5.4		SO:0001217, UniParc:UPI0003379A11, UniRef:UniRef100_R6RC24, UniRef:UniRef50_R6RC24, UniRef:UniRef90_R6RC24
contig_62	37297	37635	+	NPHBLG_01025	12.8	5.7		SO:0001217, UniParc:UPI00033982E3, UniRef:UniRef100_R6QGE2, UniRef:UniRef50_R6QGE2, UniRef:UniRef90_R6QGE2
contig_62	39286	39777	+	NPHBLG_01027	18.6	5.1		SO:0001217, UniParc:UPI00033E4A5F, UniRef:UniRef100_R6QMG8, UniRef:UniRef50_R6QMG8, UniRef:UniRef90_R6QMG8
contig_63	23289	23771	+	NPHBLG_01057	18.6	4.6		SO:0001217, UniParc:UPI00033AC180, UniRef:UniRef100_R6QJM4, UniRef:UniRef50_R7M7E7, UniRef:UniRef90_R6QJM4
contig_63	40311	40721	-	NPHBLG_01073	15.9	7.7		SO:0001217, UniParc:UPI0003399A33, UniRef:UniRef100_R6QJK2, UniRef:UniRef50_R6QJK2, UniRef:UniRef90_R6QJK2
contig_63	40757	40909	-	NPHBLG_01074	5.5	6.1		SO:0001217, UniParc:UPI000334B6E7, UniRef:UniRef100_R6Q5N0, UniRef:UniRef50_R6Q5N0, UniRef:UniRef90_R6Q5N0
contig_63	43077	43292	+	NPHBLG_01079	8.4	9.3		SO:0001217, UniParc:UPI00033D730F, UniRef:UniRef100_R6QJJ6, UniRef:UniRef50_R6QJJ6, UniRef:UniRef90_R6QJJ6
contig_63	47780	48445	+	NPHBLG_01084	24.3	5.0		SO:0001217, UniParc:UPI00033ECCE6, UniRef:UniRef100_R6QJI6, UniRef:UniRef50_R6QJI6, UniRef:UniRef90_R6QJI6
contig_63	48467	48862	+	NPHBLG_01085	14.8	4.6		SO:0001217, UniParc:UPI00033790E8, UniRef:UniRef100_R6Q2U6, UniRef:UniRef50_R6Q2U6, UniRef:UniRef90_R6Q2U6
contig_63	60374	60622	-	NPHBLG_01097	9.4	9.6		SO:0001217, UniParc:UPI00033AD011, UniRef:UniRef100_R6R983, UniRef:UniRef50_R6R983, UniRef:UniRef90_R6R983
contig_63	67531	67740	+	NPHBLG_01104	8.1	9.8		SO:0001217, UniParc:UPI000337EDAB, UniRef:UniRef100_R6R971, UniRef:UniRef50_R7M9D2, UniRef:UniRef90_R6R971
contig_63	75171	76415	+	NPHBLG_01114	49.2	9.2		SO:0001217, UniParc:UPI00033FB200, UniRef:UniRef100_R6Q5A6, UniRef:UniRef50_A0A3D1PN02, UniRef:UniRef90_R6Q5A6
contig_63	88417	89652	+	NPHBLG_01127	48.4	5.8		SO:0001217, UniParc:UPI000339AC1B, UniRef:UniRef100_R6QD06, UniRef:UniRef50_R6QD06, UniRef:UniRef90_R6QD06
