# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_4	cds	5471	6472	-	NPHBLG_00062	pta	phosphate acetyltransferase	EC:2.3.1.8, GO:0016407, SO:0001217, UniRef:UniRef50_P38503, UniRef:UniRef90_R7MBE9
contig_4	cds	6578	8122	-	NPHBLG_00063	rny	ribonuclease Y	GO:0003723, GO:0006402, GO:0016020, SO:0001217, UniParc:UPI000336933C, UniRef:UniRef100_R6QIN4, UniRef:UniRef50_Q97I38, UniRef:UniRef90_R6QIN4
contig_4	cds	8267	8551	-	NPHBLG_00064		DUF5665 domain-containing protein	SO:0001217, UniParc:UPI00033DF0F6, UniRef:UniRef100_R6Q4T3, UniRef:UniRef50_R6Q4T3, UniRef:UniRef90_R6Q4T3
contig_4	cds	8598	11417	-	NPHBLG_00065		UPF0182 protein Csac_0864	KEGG:K09118, SO:0001217, UniParc:UPI000336BD02, UniRef:UniRef100_R6Q211, UniRef:UniRef50_R7M7L1, UniRef:UniRef90_R6Q211
contig_4	cds	11429	12334	-	NPHBLG_00066	ftsY	signal recognition particle-docking protein FtsY	GO:0003924, GO:0005047, GO:0006614, GO:0009306, KEGG:K03110, SO:0001217, UniRef:UniRef50_F4A2S2, UniRef:UniRef90_R7MAW1
contig_4	cds	12498	12665	-	NPHBLG_00067		hypothetical protein	
contig_4	cds	12948	13124	+	NPHBLG_00068		hypothetical protein	PFAM:PF00881.29
contig_5	tRNA	156	231	+	NPHBLG_00069	trnP	tRNA-Pro(tgg)	SO:0000268
contig_5	cds	276	593	-	NPHBLG_00070		GIY-YIG nuclease superfamily protein	SO:0001217, UniParc:UPI00033AC2AA, UniRef:UniRef100_R6QL55, UniRef:UniRef50_A0A1Q6JU88, UniRef:UniRef90_R6QL55
contig_5	cds	718	1284	+	NPHBLG_00071		hypothetical protein	SO:0001217, UniParc:UPI0003369CFC, UniRef:UniRef100_R6RAV5, UniRef:UniRef50_R6RAV5, UniRef:UniRef90_R6RAV5
contig_5	cds	1293	2000	+	NPHBLG_00072		Prophage Lp1 protein 65	KEGG:K15051, SO:0001217, UniParc:UPI00033C7E07, UniRef:UniRef100_R6Q4G6, UniRef:UniRef50_A0A1Q6LFA5, UniRef:UniRef90_R6Q4G6
contig_5	cds	2048	2971	+	NPHBLG_00073		Gamma-D-glutamyl-(L)-meso-diaminopimelate peptidase I metallo peptidase MEROPS family M14C	SO:0001217, UniParc:UPI000334FF7D, UniRef:UniRef100_R6QF42, UniRef:UniRef50_A0A1Q6L410, UniRef:UniRef90_R6QF42
contig_5	cds	3050	4459	+	NPHBLG_00074		aminopeptidase	EC:3.4.11.-, GO:0004177, GO:0006508, GO:0008270, SO:0001217, UniParc:UPI0003351610, UniRef:UniRef100_R6Q752, UniRef:UniRef50_A0A971LGT9, UniRef:UniRef90_R6Q752
contig_5	cds	4795	5145	-	NPHBLG_00075		DUF1540 domain-containing protein	SO:0001217, UniParc:UPI000334CF9F, UniRef:UniRef100_R6QL59, UniRef:UniRef50_R6QL59, UniRef:UniRef90_R6QL59
contig_5	tRNA	5318	5394	-	NPHBLG_00076	trnR	tRNA-Arg(tct)	SO:0001036
contig_5	cds	5488	5775	-	NPHBLG_00077	yhbY	ribosome assembly RNA-binding protein YhbY	GO:0003723, SO:0001217, UniParc:UPI0003382E61, UniRef:UniRef100_R6RAW0, UniRef:UniRef50_W6SG26, UniRef:UniRef90_R7MC55
contig_5	cds	5843	6451	-	NPHBLG_00078		GDT1 family protein	SO:0001217, UniParc:UPI00033FB51D, UniRef:UniRef100_R6Q4H1, UniRef:UniRef50_R6Q4H1, UniRef:UniRef90_R6Q4H1
contig_5	cds	6598	7632	+	NPHBLG_00079		ABC transporter domain-containing protein	SO:0001217, UniParc:UPI0003390085, UniRef:UniRef100_R6QF44, UniRef:UniRef50_A0A1Q6JW71, UniRef:UniRef90_R6QF44
contig_5	cds	7632	8315	+	NPHBLG_00080		ABC-2 type transporter	SO:0001217, UniParc:UPI0003385285, UniRef:UniRef100_R6Q757, UniRef:UniRef50_A0A1Q6LG44, UniRef:UniRef90_R6Q757
contig_5	cds	8331	9779	+	NPHBLG_00081		ABC-type uncharacterized transport system	KEGG:K25153, SO:0001217, UniParc:UPI000335961C, UniRef:UniRef100_R6QL63, UniRef:UniRef50_R6QL63, UniRef:UniRef90_R6QL63
contig_5	cds	9821	10831	+	NPHBLG_00082		Putative membrane protein	SO:0001217, UniParc:UPI00033AA961, UniRef:UniRef100_R6RAW2, UniRef:UniRef50_R6RAW2, UniRef:UniRef90_R6RAW2
contig_5	cds	10900	12081	+	NPHBLG_00083		BIG2 domain-containing protein	SO:0001217, UniParc:UPI00033E4B97, UniRef:UniRef100_R6Q4H6, UniRef:UniRef50_R6Q4H6, UniRef:UniRef90_R6Q4H6
contig_5	cds	12091	12747	+	NPHBLG_00084		Colicin V production protein	SO:0001217, UniParc:UPI000338C255, UniRef:UniRef100_R6QF48, UniRef:UniRef50_R7M9L4, UniRef:UniRef90_R6QF48
contig_5	cds	12829	14079	+	NPHBLG_00085		Cell envelope-related transcriptional attenuator	EC:2.7.8.-, KEGG:K01005, SO:0001217, UniParc:UPI000337A2CC, UniRef:UniRef100_R6Q761, UniRef:UniRef50_A0A3D1RI72, UniRef:UniRef90_R6Q761
contig_5	cds	14112	15410	-	NPHBLG_00086		serine-type D-Ala-D-Ala carboxypeptidase	EC:3.4.16.4, KEGG:K07258, SO:0001217, UniParc:UPI0003400FFB, UniRef:UniRef100_R6QL67, UniRef:UniRef50_R6QL67, UniRef:UniRef90_R6QL67
contig_5	cds	15499	16128	+	NPHBLG_00087		ComEA protein	SO:0001217, UniParc:UPI00033ADB56, UniRef:UniRef100_R6RAW6, UniRef:UniRef50_R6RAW6, UniRef:UniRef90_R6RAW6
contig_5	tRNA	16258	16333	+	NPHBLG_00088	trnfM	tRNA-fMet(cat)	SO:0000266
contig_6	cds	145	1659	+	NPHBLG_00089		DNA polymerase I	SO:0001217, UniRef:UniRef50_W4V8K7
contig_6	cds	1688	2236	+	NPHBLG_00090		Transglycosylase SLT domain protein	SO:0001217, UniParc:UPI00033D4F00, UniRef:UniRef100_R6QEB4, UniRef:UniRef50_A0A1Q6JVT6, UniRef:UniRef90_R6QEB4
contig_6	cds	2361	3968	+	NPHBLG_00091		CTP synthase	EC:6.3.4.2, GO:0003883, GO:0006221, GO:0006241, KEGG:K01937, SO:0001217, UniParc:UPI0003389398, UniRef:UniRef100_R6Q6D6, UniRef:UniRef50_Q1IKC9, UniRef:UniRef90_R7M5W5
contig_6	cds	4144	4425	+	NPHBLG_00092		Co-chaperonin GroES	KEGG:K04078, SO:0001217, UniParc:UPI000339DA27, UniRef:UniRef100_R6QKE3, UniRef:UniRef50_P60533, UniRef:UniRef90_R7M938
contig_6	cds	4442	6073	+	NPHBLG_00093	groL	chaperonin GroEL	GO:0042026, GO:0140662, SO:0001217, UniParc:UPI000336F375, UniRef:UniRef100_R6RA69, UniRef:UniRef50_Q9KKF0, UniRef:UniRef90_R6RA69
contig_7	tRNA	46	120	+	NPHBLG_00094	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_7	cds	147	1034	+	NPHBLG_00095		fructose bisphosphate aldolase	EC:4.1.2.13, GO:0004332, GO:0006096, KEGG:K01623, SO:0001217, UniParc:UPI00033902F0, UniRef:UniRef100_R6QF12, UniRef:UniRef50_Q8CMY5, UniRef:UniRef90_R6QF12
contig_7	cds	1080	2501	-	NPHBLG_00096		VWFA domain-containing protein	SO:0001217, UniParc:UPI0003393C98, UniRef:UniRef100_R6Q4C6, UniRef:UniRef50_R7M9D3, UniRef:UniRef90_R6Q4C6
contig_8	cds	241	342	+	NPHBLG_00097		hypothetical protein	
contig_8	cds	488	1924	+	NPHBLG_00098		hypothetical protein	PFAM:PF05987.18, PFAM:PF20403.5
contig_8	cds	2020	2223	+	NPHBLG_00099	abrB	AbrB family transcriptional regulator	SO:0001217, UniParc:UPI00033B6A32, UniRef:UniRef100_R6R8X9, UniRef:UniRef50_A0A1Q6LAN8, UniRef:UniRef90_R6R8X9
contig_8	cds	2226	2948	+	NPHBLG_00100		Sulfate-transporting ATPase	SO:0001217, UniParc:UPI00033BC3EE, UniRef:UniRef100_R6Q2F0, UniRef:UniRef50_A0A174IUP3, UniRef:UniRef90_R6Q2F0
contig_8	cds	2945	3676	+	NPHBLG_00101		Transport permease protein	SO:0001217, UniParc:UPI00033E175A, UniRef:UniRef100_R6Q565, UniRef:UniRef50_R6Q565, UniRef:UniRef90_R6Q565
contig_8	cds	3742	4446	+	NPHBLG_00102		hypothetical protein	SO:0001217, UniParc:UPI0003369477, UniRef:UniRef100_R6R8Y4, UniRef:UniRef50_R6R8Y4, UniRef:UniRef90_R6R8Y4
contig_8	cds	4598	5011	+	NPHBLG_00103		Nudix hydrolase domain-containing protein	SO:0001217, UniParc:UPI0003389A06, UniRef:UniRef100_R6QCV0, UniRef:UniRef50_A0A1Y1UXI2, UniRef:UniRef90_R6QCV0
contig_8	cds	5030	5680	+	NPHBLG_00104		Uracil-DNA glycosylase family 4	SO:0001217, UniParc:UPI00033FB832, UniRef:UniRef100_R6QJ38, UniRef:UniRef50_A0A943JM79, UniRef:UniRef90_R6QJ38
contig_8	cds	5693	6469	+	NPHBLG_00105		putative divalent heavy-metal cations transporter	SO:0001217, UniParc:UPI00033F2F49, UniRef:UniRef100_R6Q2G2, UniRef:UniRef50_G1WJ88, UniRef:UniRef90_R6Q2G2
contig_8	cds	6498	7340	+	NPHBLG_00106		Sigma-70 region 4	SO:0001217, UniParc:UPI00033731E2, UniRef:UniRef100_R6QCV7, UniRef:UniRef50_A0A1Q6M4L3, UniRef:UniRef90_R6QCV7
contig_8	cds	7365	8054	+	NPHBLG_00107		hypothetical protein	SO:0001217, UniParc:UPI000334EE8E, UniRef:UniRef100_R6Q578, UniRef:UniRef50_R6Q578, UniRef:UniRef90_R6Q578
contig_8	cds	8332	9273	+	NPHBLG_00108		Fido domain-containing protein	KEGG:K07341, SO:0001217, UniParc:UPI000335F1A8, UniRef:UniRef100_R6QJ43, UniRef:UniRef50_R6QJ43, UniRef:UniRef90_R6QJ43
contig_8	cds	9361	9516	+	NPHBLG_00109		hypothetical protein	SO:0001217, UniParc:UPI00033ED7E4, UniRef:UniRef100_R6R8Z6, UniRef:UniRef50_R6R8Z6, UniRef:UniRef90_R6R8Z6
contig_8	cds	9634	10272	+	NPHBLG_00110		PAP2 family protein	SO:0001217, UniParc:UPI000336717B, UniRef:UniRef100_R6Q2G7, UniRef:UniRef50_A0A1Q6JV31, UniRef:UniRef90_R6Q2G7
contig_8	cds	10391	10933	+	NPHBLG_00111		DNA-3-methyladenine glycosylase 1	EC:3.2.2.20, KEGG:K01246, SO:0001217, UniParc:UPI00033EEDCD, UniRef:UniRef100_R6QCW2, UniRef:UniRef50_A0A3D1PP24, UniRef:UniRef90_R6QCW2
contig_8	cds	11218	11307	+	NPHBLG_00112		hypothetical protein	
contig_8	cds	11465	12472	+	NPHBLG_00113		Dihydroflavonol 4-reductase	SO:0001217, UniRef:UniRef50_A0A1V5U079, UniRef:UniRef90_A0A3D1RHH6
contig_8	cds	12889	13128	+	NPHBLG_00114		hypothetical protein	
contig_9	cds	299	1594	+	NPHBLG_00115		hypothetical protein	SO:0001217, UniParc:UPI0003407519, UniRef:UniRef100_R6Q7G3, UniRef:UniRef50_R6Q7G3, UniRef:UniRef90_R6Q7G3
contig_9	cds	1816	1983	+	NPHBLG_00116		putative zinc-binding domain-containing protein	SO:0001217, UniParc:UPI0003388EDE, UniRef:UniRef100_R6QFD7, UniRef:UniRef50_A0A2K2FR18, UniRef:UniRef90_R7M739
contig_9	cds	2086	2343	-	NPHBLG_00117	spoIIID	sporulation transcriptional regulator SpoIIID	GO:0030436, GO:0140110, KEGG:K06283, SO:0001217, UniParc:UPI00033E982D, UniRef:UniRef100_R6Q4T2, UniRef:UniRef50_A0A7C6H376, UniRef:UniRef90_R7M8A7
contig_9	cds	2507	3412	+	NPHBLG_00118		ABC transporter ATP-binding protein	SO:0001217, UniParc:UPI00033C05F0, UniRef:UniRef100_R6RB52, UniRef:UniRef50_A0A1Q6K639, UniRef:UniRef90_R6RB52
contig_9	cds	3405	4853	+	NPHBLG_00119		ABC-2 family transporter protein	SO:0001217, UniParc:UPI00033A11F8, UniRef:UniRef100_R6QLF0, UniRef:UniRef50_R6QLF0, UniRef:UniRef90_R6QLF0
contig_9	cds	4892	6154	-	NPHBLG_00120		DUF1015 domain-containing protein	SO:0001217, UniParc:UPI00033EF59A, UniRef:UniRef100_R6Q7F7, UniRef:UniRef50_R9M6E6, UniRef:UniRef90_R6Q7F7
contig_10	cds	127	453	-	NPHBLG_00121		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1Q6K5R5
contig_10	cds	482	1459	-	NPHBLG_00122	xerC	Recombinase XerC	SO:0001217, UniRef:UniRef50_A0A1Q6K609
contig_10	cds	1460	2497	-	NPHBLG_00123	xerC	Recombinase XerC	SO:0001217, UniRef:UniRef50_A0A3D1PLC4
contig_10	cds	2669	2854	-	NPHBLG_00124		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7X7BFQ5
contig_10	cds	2859	3044	-	NPHBLG_00125		hypothetical protein	
contig_10	cds	3418	3630	-	NPHBLG_00126		Helix-turn-helix conjugative transposon-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X7BFM7
contig_10	cds	3634	3981	-	NPHBLG_00127		Sigma-70 family RNA polymerase sigma factor	SO:0001217, UniRef:UniRef50_A0A7X7BFM4
contig_11	cds	117	1607	-	NPHBLG_00128		histidine kinase	SO:0001217, UniParc:UPI00033C321E, UniRef:UniRef100_R6RA57, UniRef:UniRef50_A0A1Q6LGW9, UniRef:UniRef90_R6RA57
contig_11	cds	1622	2299	-	NPHBLG_00129		Stage 0 sporulation A-like protein	SO:0001217, UniParc:UPI00033E1E1A, UniRef:UniRef100_R6QKD3, UniRef:UniRef50_A0A173U145, UniRef:UniRef90_R6QKD3
contig_11	cds	2424	3428	-	NPHBLG_00130		Spore photoproduct lyase	EC:4.1.99.14, KEGG:K03716, SO:0001217, UniRef:UniRef50_D9R513, UniRef:UniRef90_R7M9F4
contig_12	cds	1094	1594	-	NPHBLG_00131		5' nucleotidase deoxy (Pyrimidine) cytosolic type C protein (NT5C)	SO:0001217, UniParc:UPI00033ACE69, UniRef:UniRef100_R6RA64, UniRef:UniRef50_A0A1Q6LFV7, UniRef:UniRef90_R6RA64
contig_12	cds	1657	2241	-	NPHBLG_00132		hypothetical protein	SO:0001217, UniParc:UPI00033A9910, UniRef:UniRef100_R6QKD8, UniRef:UniRef50_R6QKD8, UniRef:UniRef90_R6QKD8
contig_12	cds	2428	3369	+	NPHBLG_00133		hypothetical protein	SO:0001217, UniParc:UPI00033F6601, UniRef:UniRef100_R6Q6D2, UniRef:UniRef50_R6Q6D2, UniRef:UniRef90_R6Q6D2
