# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_27	cds	1000	1287	-	LANIFM_0053		hypothetical protein	
contig_27	cds	1299	1565	-	LANIFM_0054		hypothetical protein	
contig_28	cds	357	1046	+	LANIFM_0055		hypothetical protein	PFAM:PF09079.17, PFAM:PF22606.2, PFAM:PF22703.2
contig_28	cds	1034	1216	-	LANIFM_0056		hypothetical protein	PFAM:PF00185.30
contig_29	cds	170	478	-	LANIFM_0057		hypothetical protein	
contig_30	cds	310	1014	-	LANIFM_0058		hypothetical protein	PFAM:PF04055.27, PFAM:PF13353.11
contig_30	cds	1014	1760	-	LANIFM_0059		hypothetical protein	PFAM:PF00155.27, PFAM:PF00266.25
contig_31	cds	148	516	-	LANIFM_0060	nifU	NIF system FeS cluster assembly NifU N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K8JIH9
contig_31	cds	532	1719	-	LANIFM_0061	iscS	Cysteine desulfurase IscS	SO:0001217, UniRef:UniRef50_A5I4Z9
contig_32	cds	69	395	+	LANIFM_0062		hypothetical protein	
contig_32	cds	405	962	+	LANIFM_0063		hypothetical protein	PFAM:PF10469.15
contig_33	cds	59	2605	+	LANIFM_0064		hypothetical protein	PFAM:PF01935.23, PFAM:PF05872.18, PFAM:PF12846.13
contig_35	cds	124	1344	+	LANIFM_0065		hypothetical protein	
contig_36	cds	268	654	+	LANIFM_0066		hypothetical protein	
contig_36	cds	671	946	-	LANIFM_0067		hypothetical protein	
contig_38	cds	250	1206	+	LANIFM_0068		hypothetical protein	PFAM:PF00725.27, PFAM:PF02737.24
contig_38	cds	1422	2546	+	LANIFM_0069		hypothetical protein	PFAM:PF00004.35, PFAM:PF05496.18, PFAM:PF07724.20, PFAM:PF23900.1, PFAM:PF23902.1
contig_38	cds	2560	3024	-	LANIFM_0070		hypothetical protein	PFAM:PF00745.25
contig_39	cds	463	1041	+	LANIFM_0071		hypothetical protein	PFAM:PF02223.23, PFAM:PF13521.12
contig_40	cds	429	962	+	LANIFM_0072		hypothetical protein	
contig_40	cds	924	1268	-	LANIFM_0073		hypothetical protein	PFAM:PF02785.25
contig_41	cds	38	2110	-	LANIFM_0074		hypothetical protein	PFAM:PF07503.17, PFAM:PF17788.7, PFAM:PF22521.2
contig_42	cds	206	475	-	LANIFM_0075		hypothetical protein	
contig_42	cds	620	1264	-	LANIFM_0076		hypothetical protein	
contig_43	cds	176	472	+	LANIFM_0077		hypothetical protein	
contig_43	cds	484	1632	+	LANIFM_0078		hypothetical protein	PFAM:PF04432.18, PFAM:PF13534.11
contig_43	cds	1649	2050	+	LANIFM_0079		F420-non-reducing hydrogenase iron-sulfur subunit	SO:0001217, UniRef:UniRef50_A0A916CBX2
contig_43	cds	2066	3304	+	LANIFM_0080		hypothetical protein	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12798.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11, PFAM:PF14697.11
contig_45	cds	1011	1676	-	LANIFM_0081		hypothetical protein	
contig_46	cds	861	1181	-	LANIFM_0082		Methionine--tRNA ligase subunit beta	SO:0001217, UniRef:UniRef50_A0AA42Z1J6
contig_47	cds	27	674	+	LANIFM_0083		hypothetical protein	PFAM:PF04991.19
contig_47	cds	662	1111	-	LANIFM_0084		hypothetical protein	
contig_49	cds	40	1629	-	LANIFM_0085		hypothetical protein	PFAM:PF00702.32, PFAM:PF08282.18
contig_49	cds	1642	2154	-	LANIFM_0086		hypothetical protein	PFAM:PF00352.27
contig_50	cds	113	544	+	LANIFM_0087		hypothetical protein	
contig_50	cds	541	2037	-	LANIFM_0088		hypothetical protein	PFAM:PF00037.32, PFAM:PF00478.31, PFAM:PF01070.24, PFAM:PF01645.23, PFAM:PF03060.21, PFAM:PF04898.20, PFAM:PF12838.12
contig_50	cds	2057	2611	-	LANIFM_0089		hypothetical protein	
contig_51	cds	27	881	+	LANIFM_0090		hypothetical protein	
contig_52	cds	9	1718	+	LANIFM_0091		hypothetical protein	PFAM:PF00920.27, PFAM:PF24877.1
contig_52	cds	1724	2998	+	LANIFM_0092		Histidinol dehydrogenase	SO:0001217, UniRef:UniRef50_Q3AD53
contig_53	cds	242	2140	-	LANIFM_0093		hypothetical protein	PFAM:PF00037.32, PFAM:PF02775.26, PFAM:PF12837.12, PFAM:PF13237.11
contig_56	cds	127	273	-	LANIFM_0094		hypothetical protein	
contig_57	cds	60	374	+	LANIFM_0095		hypothetical protein	
contig_57	cds	750	863	-	LANIFM_0096		hypothetical protein	
contig_58	cds	860	1207	-	LANIFM_0097		hypothetical protein	PFAM:PF00155.27
contig_59	cds	196	384	+	LANIFM_0098		hypothetical protein	
contig_59	cds	610	867	+	LANIFM_0099		hypothetical protein	
contig_59	cds	979	1173	+	LANIFM_0100		hypothetical protein	
contig_60	cds	33	551	+	LANIFM_0101		hypothetical protein	PFAM:PF00440.29
contig_61	cds	53	1096	+	LANIFM_0102		hypothetical protein	
contig_61	cds	1108	1326	+	LANIFM_0103		hypothetical protein	
contig_61	cds	1372	2379	-	LANIFM_0104		hypothetical protein	PFAM:PF00448.28, PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF13614.12
contig_64	cds	80	1003	+	LANIFM_0105		hypothetical protein	PFAM:PF00155.27
contig_64	cds	984	1769	-	LANIFM_0106		hypothetical protein	PFAM:PF01625.27, PFAM:PF01641.26
contig_65	cds	150	896	+	LANIFM_0107		hypothetical protein	
contig_65	cds	900	1325	+	LANIFM_0108		hypothetical protein	
contig_65	cds	1317	2069	-	LANIFM_0109		hypothetical protein	PFAM:PF01702.25
contig_65	cds	2258	3283	+	LANIFM_0110		hypothetical protein	PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13534.11
contig_66	cds	20	1201	-	LANIFM_0111		hypothetical protein	PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12, PFAM:PF22578.2
contig_66	cds	1214	1381	-	LANIFM_0112		hypothetical protein	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11
contig_66	cds	1475	1615	-	LANIFM_0113		hypothetical protein	
contig_67	cds	149	973	-	LANIFM_0114		hypothetical protein	PFAM:PF01207.24, PFAM:PF05690.20
contig_67	cds	1038	1199	-	LANIFM_0115		hypothetical protein	
contig_67	cds	1269	1736	-	LANIFM_0116		Cyclic pyranopterin monophosphate synthase	SO:0001217, UniRef:UniRef50_A0A5E6M517
contig_67	cds	1747	2961	-	LANIFM_0117		hypothetical protein	PFAM:PF21238.2, PFAM:PF22023.1
contig_67	cds	2958	4052	-	LANIFM_0118		hypothetical protein	PFAM:PF00448.28, PFAM:PF02978.25
contig_68	cds	15	887	+	LANIFM_0119		hypothetical protein	
contig_68	cds	971	1240	-	LANIFM_0120		hypothetical protein	
contig_69	cds	249	1580	-	LANIFM_0121		hypothetical protein	PFAM:PF02241.23, PFAM:PF02783.20
contig_70	cds	31	336	+	LANIFM_0122		hypothetical protein	
contig_70	cds	339	1361	+	LANIFM_0123		hypothetical protein	
contig_70	cds	1383	1949	-	LANIFM_0124		hypothetical protein	
contig_70	cds	2123	2212	+	LANIFM_0125		hypothetical protein	PFAM:PF23545.1
contig_71	cds	15	977	+	LANIFM_0126		hypothetical protein	PFAM:PF00288.32, PFAM:PF08544.19
contig_72	cds	37	546	+	LANIFM_0127		hypothetical protein	PFAM:PF01035.26, PFAM:PF02870.21
contig_72	cds	529	1275	-	LANIFM_0128		hypothetical protein	PFAM:PF01261.30
contig_72	cds	1285	3150	-	LANIFM_0129		hypothetical protein	PFAM:PF00437.27, PFAM:PF01850.27
contig_72	cds	3137	3535	-	LANIFM_0130		Phosphoribosyl-AMP cyclohydrolase	SO:0001217, UniRef:UniRef50_P62386
contig_72	cds	3539	4834	-	LANIFM_0131		hypothetical protein	PFAM:PF00587.30, PFAM:PF01409.25, PFAM:PF03129.25, PFAM:PF13393.11
contig_73	cds	25	597	+	LANIFM_0132		hypothetical protein	PFAM:PF00117.34, PFAM:PF07722.19
contig_73	cds	590	856	+	LANIFM_0133		hypothetical protein	
contig_73	cds	875	1801	+	LANIFM_0134		hypothetical protein	PFAM:PF00764.25, PFAM:PF00958.27, PFAM:PF02540.23
contig_73	cds	1889	3064	+	LANIFM_0135		hypothetical protein	
contig_74	cds	46	1293	+	LANIFM_0136		3-isopropylmalate dehydratase large subunit	SO:0001217, UniRef:UniRef50_A0A353BIY3
contig_74	cds	1298	1780	+	LANIFM_0137		3-isopropylmalate dehydratase small subunit	SO:0001217, UniRef:UniRef50_Q726X3
contig_74	cds	1752	2762	+	LANIFM_0138		Homoisocitrate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A162MY64
contig_74	cds	2767	2940	-	LANIFM_0139		hypothetical protein	
contig_76	cds	813	1049	-	LANIFM_0140		hypothetical protein	PFAM:PF01750.23
contig_77	cds	10	282	+	LANIFM_0141		hypothetical protein	
contig_77	cds	305	841	+	LANIFM_0142		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00241CCA45, UniRef:UniRef90_UPI00241CCA45
contig_77	cds	843	1007	+	LANIFM_0143		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00241FD7DA, UniRef:UniRef90_UPI00241FD7DA
contig_77	cds	1082	1306	+	LANIFM_0144		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00241D95C9, UniRef:UniRef90_UPI00241D95C9
contig_77	cds	1411	1884	+	LANIFM_0145		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0020576620, UniRef:UniRef90_UPI0020576620
contig_78	cds	155	838	+	LANIFM_0146		hypothetical protein	PFAM:PF12706.13
contig_78	cds	839	1933	-	LANIFM_0147		Chorismate synthase	SO:0001217, UniRef:UniRef50_Q3Z993
contig_79	cds	45	161	+	LANIFM_0148		hypothetical protein	
contig_79	cds	207	2087	+	LANIFM_0149		hypothetical protein	
contig_79	cds	2235	3383	+	LANIFM_0150	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_C0ZB49
contig_80	cds	406	1728	-	LANIFM_0151		hypothetical protein	
contig_81	cds	22	1443	-	LANIFM_0152		hypothetical protein	
contig_82	cds	181	1338	-	LANIFM_0153		hypothetical protein	PFAM:PF00155.27, PFAM:PF00266.25, PFAM:PF00282.25, PFAM:PF01041.23
contig_82	cds	1390	3672	-	LANIFM_0154		hypothetical protein	PFAM:PF00391.29, PFAM:PF02896.24
contig_82	cds	3865	4347	-	LANIFM_0155		hypothetical protein	PFAM:PF00252.24
contig_82	cds	4536	5285	-	LANIFM_0156		Carnitine transport ATP-binding protein OpuCA	SO:0001217, UniRef:UniRef50_A0A6N3ET10
contig_83	cds	28	894	+	LANIFM_0157		TIGR00300 family protein	SO:0001217, UniRef:UniRef50_A0A7C7DG75
contig_84	cds	20	613	+	LANIFM_0158		hypothetical protein	PFAM:PF01207.24, PFAM:PF05690.20
contig_84	cds	621	1082	+	LANIFM_0159		hypothetical protein	PFAM:PF01467.32
contig_85	cds	136	1056	-	LANIFM_0160		hypothetical protein	PFAM:PF00482.28
contig_86	cds	442	1422	-	LANIFM_0161		hypothetical protein	PFAM:PF00152.25, PFAM:PF01409.25
contig_87	cds	12	503	+	LANIFM_0162		L(+)-tartrate dehydratase subunit beta	SO:0001217, UniRef:UniRef50_A0A1G9HC30
contig_87	cds	512	1243	-	LANIFM_0163		hypothetical protein	PFAM:PF00254.34, PFAM:PF18046.7, PFAM:PF22199.2
contig_88	cds	5	661	+	LANIFM_0164		hypothetical protein	
contig_89	cds	27	905	+	LANIFM_0165		Branched-chain-amino-acid aminotransferase	SO:0001217, UniRef:UniRef50_A9WE76
contig_90	cds	41	751	-	LANIFM_0166		uroporphyrinogen-III C-methyltransferase	SO:0001217, UniRef:UniRef50_A0A972SI56
contig_90	cds	761	1186	-	LANIFM_0167		hypothetical protein	PFAM:PF13507.12
contig_92	cds	18	446	+	LANIFM_0168		hypothetical protein	
contig_92	cds	453	1817	-	LANIFM_0169		hypothetical protein	PFAM:PF00408.26, PFAM:PF02878.22, PFAM:PF02879.22, PFAM:PF02880.22
contig_92	cds	1962	2357	-	LANIFM_0170		hypothetical protein	PFAM:PF01336.31, PFAM:PF13742.12
contig_94	cds	484	1569	-	LANIFM_0171		hypothetical protein	
contig_95	cds	13	741	+	LANIFM_0172		hypothetical protein	PFAM:PF00924.24, PFAM:PF21088.2
contig_95	cds	710	1663	+	LANIFM_0173		hypothetical protein	
contig_95	cds	1696	1974	-	LANIFM_0174		hypothetical protein	
contig_95	cds	1979	2968	-	LANIFM_0175		hypothetical protein	PFAM:PF00561.26
contig_95	cds	3023	3805	+	LANIFM_0176		hypothetical protein	PFAM:PF01939.22, PFAM:PF21003.3
contig_95	cds	3802	4281	-	LANIFM_0177		hypothetical protein	
contig_96	cds	117	485	+	LANIFM_0178		hypothetical protein	
contig_96	cds	485	1180	+	LANIFM_0179		hypothetical protein	
contig_96	cds	1187	1858	+	LANIFM_0180		hypothetical protein	
contig_96	cds	1866	2081	+	LANIFM_0181		hypothetical protein	
contig_97	cds	1742	4021	-	LANIFM_0182		hypothetical protein	
contig_99	cds	15	833	+	LANIFM_0183		Uracil permease	SO:0001217, UniRef:UniRef50_A0A061NPX2
contig_99	cds	826	1452	+	LANIFM_0184		Uracil phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_B8E009
contig_100	cds	685	1887	-	LANIFM_0185		hypothetical protein	PFAM:PF02754.22, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13534.11
contig_102	cds	439	2058	+	LANIFM_0186		hypothetical protein	
contig_103	cds	267	1424	-	LANIFM_0187		hypothetical protein	PFAM:PF01979.26
contig_104	cds	256	1083	-	LANIFM_0188		hypothetical protein	
contig_104	tRNA	1269	1340	-	LANIFM_0189	trnV	tRNA-Val(tac)	SO:0000273
contig_104	cds	1400	2542	-	LANIFM_0190		hypothetical protein	PFAM:PF01435.24, PFAM:PF13240.11, PFAM:PF13248.11, PFAM:PF17032.10, PFAM:PF18912.6
contig_106	cds	111	872	+	LANIFM_0191		hypothetical protein	PFAM:PF01026.27
contig_106	cds	869	1093	-	LANIFM_0192		hypothetical protein	
contig_107	cds	305	1207	-	LANIFM_0193		hypothetical protein	PFAM:PF00037.32, PFAM:PF00732.25, PFAM:PF05199.19
contig_108	cds	44	1345	+	LANIFM_0194		Phenylacetate-coenzyme A ligase	SO:0001217, UniRef:UniRef50_H6SJ73
contig_108	cds	1356	1787	+	LANIFM_0195		hypothetical protein	PFAM:PF01842.31, PFAM:PF19571.5, PFAM:PF22629.2
contig_108	cds	1806	1922	-	LANIFM_0196		hypothetical protein	
contig_109	cds	382	1023	-	LANIFM_0197		hypothetical protein	PFAM:PF08353.15
contig_110	cds	238	948	-	LANIFM_0198		hypothetical protein	
contig_110	cds	959	1678	-	LANIFM_0199		hypothetical protein	PFAM:PF04446.17, PFAM:PF14413.11
contig_111	cds	769	1581	+	LANIFM_0200		hypothetical protein	
contig_111	cds	1578	1808	-	LANIFM_0201		hypothetical protein	
contig_112	cds	636	1595	-	LANIFM_0202		hypothetical protein	PFAM:PF01435.24, PFAM:PF13202.12
contig_113	cds	123	1058	+	LANIFM_0203		hypothetical protein	
contig_113	cds	1063	1503	+	LANIFM_0204		hypothetical protein	
contig_113	cds	1507	2589	+	LANIFM_0205		hypothetical protein	PFAM:PF04055.27
contig_113	cds	2576	3082	-	LANIFM_0206		hypothetical protein	PFAM:PF02475.23, PFAM:PF05175.20
contig_114	cds	22	180	+	LANIFM_0207		hypothetical protein	
contig_114	cds	249	839	+	LANIFM_0208		hypothetical protein	PFAM:PF00011.27
contig_114	cds	871	1032	-	LANIFM_0209		hypothetical protein	
contig_115	cds	196	915	-	LANIFM_0210		hypothetical protein	
contig_116	cds	23	1000	-	LANIFM_0211		hypothetical protein	PFAM:PF02875.26, PFAM:PF08245.18
contig_118	cds	63	623	+	LANIFM_0212		hypothetical protein	PFAM:PF00177.27
contig_118	cds	1652	1912	-	LANIFM_0213		hypothetical protein	
contig_119	cds	472	648	+	LANIFM_0214		hypothetical protein	
contig_119	cds	669	1337	-	LANIFM_0215		hypothetical protein	PFAM:PF00149.33
contig_120	cds	31	1509	+	LANIFM_0216		hypothetical protein	PFAM:PF00562.33, PFAM:PF04560.25
contig_121	cds	143	1108	+	LANIFM_0217		hypothetical protein	PFAM:PF00296.26
contig_121	cds	1137	1751	-	LANIFM_0218		hypothetical protein	
contig_122	cds	178	1125	-	LANIFM_0219		hypothetical protein	
contig_123	cds	1508	1732	-	LANIFM_0220		hypothetical protein	
contig_124	cds	265	1083	-	LANIFM_0221		hypothetical protein	
contig_124	cds	1224	2654	-	LANIFM_0222		hypothetical protein	PFAM:PF00005.33, PFAM:PF13304.12
contig_126	cds	185	340	-	LANIFM_0223		hypothetical protein	
contig_126	cds	625	1098	-	LANIFM_0224		hypothetical protein	
contig_127	cds	181	951	-	LANIFM_0225		hypothetical protein	
contig_127	cds	965	2464	-	LANIFM_0226		hypothetical protein	
contig_128	cds	246	425	+	LANIFM_0227		hypothetical protein	
contig_128	cds	482	1567	-	LANIFM_0228		hypothetical protein	
contig_129	cds	416	994	-	LANIFM_0229		Imidazoleglycerol-phosphate dehydratase	SO:0001217, UniRef:UniRef50_Q6ANL7
contig_130	cds	149	1198	-	LANIFM_0230		hypothetical protein	PFAM:PF01118.30, PFAM:PF02774.23
contig_130	cds	1208	2029	-	LANIFM_0231		4-hydroxy-tetrahydrodipicolinate reductase	SO:0001217, UniRef:UniRef50_Q6AR64
contig_130	cds	2043	2507	-	LANIFM_0232		hypothetical protein	PFAM:PF00701.28
contig_131	cds	469	1554	-	LANIFM_0233		hypothetical protein	PFAM:PF09587.15
contig_131	cds	1544	2956	-	LANIFM_0234		hypothetical protein	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF13604.12
contig_131	cds	3074	3514	-	LANIFM_0235		hypothetical protein	PFAM:PF02996.22
contig_131	cds	3525	3749	-	LANIFM_0236		hypothetical protein	PFAM:PF01775.22
contig_131	cds	3771	4442	-	LANIFM_0237		hypothetical protein	
contig_132	cds	103	774	+	LANIFM_0238		hypothetical protein	PFAM:PF05598.16
contig_133	cds	318	686	+	LANIFM_0239		hypothetical protein	
contig_133	cds	702	1394	-	LANIFM_0240		hypothetical protein	
contig_133	cds	1409	1891	-	LANIFM_0241		hypothetical protein	PFAM:PF09183.16
contig_134	cds	10	645	-	LANIFM_0242		hypothetical protein	PFAM:PF00571.33
contig_134	cds	658	1098	-	LANIFM_0243		hypothetical protein	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12798.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF14697.11
contig_135	cds	42	1208	-	LANIFM_0244		hypothetical protein	
contig_138	cds	674	1477	-	LANIFM_0245		hypothetical protein	
contig_139	cds	755	2086	-	LANIFM_0246		hypothetical protein	PFAM:PF00571.33, PFAM:PF01595.25, PFAM:PF03471.22
contig_139	cds	2118	2330	-	LANIFM_0247		hypothetical protein	PFAM:PF09082.15
contig_139	cds	2400	3569	-	LANIFM_0248		hypothetical protein	
contig_139	cds	3628	4320	-	LANIFM_0249		hypothetical protein	
contig_139	cds	4380	4895	+	LANIFM_0250		hypothetical protein	
contig_140	cds	48	1277	+	LANIFM_0251		hypothetical protein	
contig_141	cds	308	1480	+	LANIFM_0252		hypothetical protein	PFAM:PF01070.24, PFAM:PF01645.23
contig_142	cds	225	1196	+	LANIFM_0253		hypothetical protein	
contig_142	cds	1181	1693	-	LANIFM_0254		hypothetical protein	
contig_143	cds	77	943	-	LANIFM_0255		hypothetical protein	PFAM:PF01937.24
contig_143	cds	944	1147	-	LANIFM_0256		hypothetical protein	PFAM:PF02597.26
contig_143	cds	1152	2069	-	LANIFM_0257		hypothetical protein	PFAM:PF03054.22, PFAM:PF22082.2
contig_143	cds	2078	3235	-	LANIFM_0258		hypothetical protein	
contig_143	cds	3249	3608	-	LANIFM_0259		hypothetical protein	
contig_144	cds	172	1227	-	LANIFM_0260		hypothetical protein	PFAM:PF00408.26, PFAM:PF02878.22, PFAM:PF02879.22, PFAM:PF02880.22
contig_145	cds	18	1190	+	LANIFM_0261		hypothetical protein	PFAM:PF00149.33, PFAM:PF12850.12
contig_145	cds	1435	1596	-	LANIFM_0262		hypothetical protein	
contig_146	cds	667	942	-	LANIFM_0263		hypothetical protein	
contig_147	cds	102	455	+	LANIFM_0264		hypothetical protein	
contig_147	cds	445	735	+	LANIFM_0265		hypothetical protein	
contig_147	cds	728	2269	-	LANIFM_0266		hypothetical protein	PFAM:PF00205.28, PFAM:PF02775.26, PFAM:PF02776.23
contig_147	cds	2270	2725	-	LANIFM_0267		hypothetical protein	PFAM:PF00692.24, PFAM:PF22769.1
contig_148	cds	48	491	+	LANIFM_0268		hypothetical protein	
contig_149	cds	766	1398	-	LANIFM_0269		Delta-aminolevulinic acid dehydratase	SO:0001217, UniRef:UniRef50_A0A7X9BM84
contig_151	cds	16	576	+	LANIFM_0270		hypothetical protein	PFAM:PF13692.12
contig_151	cds	576	1445	+	LANIFM_0271		hypothetical protein	PFAM:PF00288.32, PFAM:PF08544.19
contig_152	cds	1717	3093	-	LANIFM_0272		hypothetical protein	PFAM:PF00384.28
contig_152	cds	3083	3652	-	LANIFM_0273		hypothetical protein	PFAM:PF01568.27
contig_152	cds	3664	3894	-	LANIFM_0274		hypothetical protein	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF14697.11
contig_152	cds	3903	5000	-	LANIFM_0275		hypothetical protein	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12798.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11, PFAM:PF14697.11, PFAM:PF17179.9
contig_152	cds	5003	5452	-	LANIFM_0276		hypothetical protein	PFAM:PF00037.32, PFAM:PF01381.28, PFAM:PF12838.12, PFAM:PF14697.11
contig_153	cds	376	1170	-	LANIFM_0277		hypothetical protein	PFAM:PF01791.15
contig_153	cds	1312	1554	-	LANIFM_0278		hypothetical protein	
