#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_111	23	139	+	KJPNBL_00337	4.5	4.8		
contig_113	2102	2689	-	KJPNBL_00343	23.3	9.4		
contig_114	2	700	+	KJPNBL_00344	26.7	6.4		
contig_114	2312	2923	+	KJPNBL_00345	22.0	6.9		
contig_114	4022	4306	+	KJPNBL_00346	10.6	9.5		
contig_115	1396	1569	+	KJPNBL_00349	6.7	9.5		SO:0001217, UniRef:UniRef50_A0A0M6WHV3, UniRef:UniRef90_A0A0M6WHV3
contig_119	163	681	+	KJPNBL_00367	17.9	5.7	PF00037.32|Fer4, PF12797.12|Fer4_2, PF12798.12|Fer4_3, PF12800.12|Fer4_4, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13484.11|Fer4_16, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12798.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11
contig_134	1394	1867	+	KJPNBL_00432	16.8	4.1		RefSeq:WP_243148418.1, SO:0001217, UniParc:UPI001FADA374, UniRef:UniRef100_UPI001FADA374, UniRef:UniRef50_A0A174Q332, UniRef:UniRef90_A0A174TBY1
contig_136	2438	2665	+	KJPNBL_00444	8.8	9.6		SO:0001217, UniRef:UniRef50_A0A564WNA5, UniRef:UniRef50_UPI00232FA72A, UniRef:UniRef90_A0A564WNA5, UniRef:UniRef90_UPI00232FA72A
contig_139	16	498	+	KJPNBL_00452	18.6	5.1		
contig_145	296	811	+	KJPNBL_00466	18.6	4.1		
contig_145	5502	6149	-	KJPNBL_00471	24.8	6.0	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_150	40	375	+	KJPNBL_00490	12.5	9.5		
contig_152	867	1079	-	KJPNBL_00495	8.0	5.6		SO:0001217, UniRef:UniRef50_UPI0003358A82, UniRef:UniRef90_UPI0003358A82
contig_152	1248	1385	+	KJPNBL_00496	5.1	5.6		
contig_152	3471	3647	-	KJPNBL_00499	6.3	5.1		
contig_156	1399	3792	-	KJPNBL_00521	82.2	4.1	PF06419.17|COG6_N, PF12205.13|GIT1_C	PFAM:PF06419.17, PFAM:PF12205.13
contig_162	1037	1681	-	KJPNBL_00534	24.0	4.1		
contig_174	4	636	+	KJPNBL_00567	21.1	9.4		
contig_175	101	1087	-	KJPNBL_00568	35.8	4.1		SO:0001217, UniRef:UniRef50_UPI001D061CAF, UniRef:UniRef90_UPI001D061CAF
contig_180	104	748	-	KJPNBL_00584	24.6	9.6		
contig_183	4132	4407	+	KJPNBL_00603	9.9	8.8		
contig_184	4152	4265	+	KJPNBL_00605	4.1	9.4		SO:0001217, UniParc:UPI000337B83E, UniRef:UniRef100_A0A174G8L7, UniRef:UniRef50_A0A174E829, UniRef:UniRef90_A0A174E829
contig_189	14	223	+	KJPNBL_00611	7.1	9.1		
contig_189	242	1090	+	KJPNBL_00612	32.0	8.5		SO:0001217, UniRef:UniRef50_A0A174K8S2, UniRef:UniRef90_A0A174K8S2
contig_190	9946	10518	-	KJPNBL_00620	21.5	4.1		RefSeq:WP_006428276.1, SO:0001217, UniParc:UPI00015624A9, UniRef:UniRef100_A0A173VL64, UniRef:UniRef50_A0A173VG83, UniRef:UniRef90_A0A173VL64
contig_191	133	663	+	KJPNBL_00623	20.2	5.0	PF00563.25|EAL	PFAM:PF00563.25
contig_193	107	529	+	KJPNBL_00633	15.5	4.5	PF00557.29|Peptidase_M24	PFAM:PF00557.29
contig_205	2031	2159	-	KJPNBL_00663	4.6	5.5		
contig_215	79	861	+	KJPNBL_00710	30.4	9.5		
contig_216	1152	1592	-	KJPNBL_00713	15.3	4.6	PF00162.24|PGK	PFAM:PF00162.24
contig_219	101	355	+	KJPNBL_00719	9.3	8.0		
contig_224	3042	3419	-	KJPNBL_00730	14.2	5.0	PF19269.4|Anticodon_2	PFAM:PF19269.4, SO:0001217, UniRef:UniRef50_UPI0035230DD2
contig_226	13	126	+	KJPNBL_00737	4.1	4.4	PF05362.19|Lon_C	PFAM:PF05362.19
contig_227	5806	5937	-	KJPNBL_00748	4.5	7.8		
contig_233	57	599	+	KJPNBL_00771	20.1	6.2	PF22516.1|PreP_C	PFAM:PF22516.1
contig_238	67	270	+	KJPNBL_00789	7.7	9.8		
contig_240	171	419	+	KJPNBL_00791	9.3	4.4		RefSeq:WP_008707185.1, SO:0001217, UniParc:UPI0001AFE9A1, UniRef:UniRef100_A0A564WQB8, UniRef:UniRef50_A0A174RCA9, UniRef:UniRef90_A0A6L8XXM1
contig_244	1055	1567	-	KJPNBL_00812	19.7	9.5		
contig_253	5144	5887	-	KJPNBL_00837	28.2	7.9		
contig_261	25	1035	+	KJPNBL_00858	36.4	9.1	PF07670.19|Gate	PFAM:PF07670.19
contig_261	1607	3112	+	KJPNBL_00860	56.2	6.3		SO:0001217, UniRef:UniRef50_A0A564WJK3, UniRef:UniRef90_A0A174U6F0
contig_263	1362	1913	-	KJPNBL_00864	21.4	7.0		
contig_267	26	607	+	KJPNBL_00874	21.0	4.4		
contig_268	16	216	+	KJPNBL_00877	7.9	9.5		
contig_269	774	1709	-	KJPNBL_00881	36.2	8.6		
contig_271	4780	5082	+	KJPNBL_00889	12.3	5.5		RefSeq:WP_055067206.1, SO:0001217, UniParc:UPI0006CAB98A, UniRef:UniRef100_A0A0M6WFY1, UniRef:UniRef50_A0A0M6WFY1, UniRef:UniRef90_A0A0M6WFY1
contig_275	436	1125	+	KJPNBL_00901	26.8	10.0		
contig_276	4951	5223	-	KJPNBL_00914	9.9	9.6		RefSeq:WP_055059419.1, SO:0001217, UniParc:UPI0006C1AA49, UniRef:UniRef100_A0A564WW30, UniRef:UniRef50_C6LCV2, UniRef:UniRef90_A0A174LXK7
contig_276	5216	5581	-	KJPNBL_00915	13.6	4.7		RefSeq:WP_022381123.1, SO:0001217, UniParc:UPI00033E4E70, UniRef:UniRef100_A0A174QMA5, UniRef:UniRef50_A0A174GRQ8, UniRef:UniRef90_A0A174GRQ8
contig_276	5761	5946	+	KJPNBL_00916	7.2	7.8		RefSeq:WP_055059418.1, SO:0001217, UniParc:UPI0006C5AD25, UniRef:UniRef100_A0A174GRN9, UniRef:UniRef50_A0A174LUT9, UniRef:UniRef90_A0A174LUT9
contig_277	57	311	+	KJPNBL_00918	9.1	8.1		
contig_280	63	386	-	KJPNBL_00928	12.1	6.7		
contig_280	422	1303	-	KJPNBL_00929	32.7	8.6		
contig_282	109	537	-	KJPNBL_00933	15.8	6.6		
contig_285	72	605	+	KJPNBL_00940	18.9	5.9		
contig_286	3535	3789	-	KJPNBL_00944	8.3	5.6		
contig_289	130	1002	-	KJPNBL_00950	33.0	5.3	PF08323.17|Glyco_transf_5, PF13692.12|Glyco_trans_1_4	PFAM:PF08323.17, PFAM:PF13692.12
contig_291	126	260	-	KJPNBL_00953	4.7	6.1		SO:0001217, UniRef:UniRef50_A0A564WV94, UniRef:UniRef50_A0A6L8T1Z6, UniRef:UniRef90_A0A564WV94, UniRef:UniRef90_A0A6L8T1Z6
contig_291	1311	1421	-	KJPNBL_00955	4.2	10.0		SO:0001217, UniParc:UPI0006C2C00B, UniRef:UniRef100_A0A174TXX0, UniRef:UniRef50_A0A174TXX0, UniRef:UniRef90_A0A174TXX0
contig_295	8	301	+	KJPNBL_00962	11.0	10.0		
contig_296	327	1109	+	KJPNBL_00965	29.6	5.3		SO:0001217, UniRef:UniRef50_UPI0034A12E25, UniRef:UniRef90_UPI0034A12E25
contig_299	2247	2834	-	KJPNBL_00968	21.9	4.4	PF13240.11|Zn_Ribbon_1, PF24460.1|DUF7575	PFAM:PF13240.11, PFAM:PF24460.1
contig_300	59	640	+	KJPNBL_00972	22.5	5.3	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_303	38	643	+	KJPNBL_00977	22.2	5.3	PF00488.27|MutS_V	PFAM:PF00488.27
contig_304	68	745	+	KJPNBL_00980	26.4	6.9		RefSeq:WP_015526358.1, SO:0001217, UniParc:UPI0001CD4641, UniRef:UniRef100_A0A942WDG2, UniRef:UniRef50_C0BE20, UniRef:UniRef90_A0A942WDG2
contig_305	43	309	-	KJPNBL_00983	10.2	8.8		
contig_319	1166	1441	-	KJPNBL_01030	10.2	5.0		
contig_321	4196	5851	-	KJPNBL_01035	61.9	5.0	PF17167.10|Glyco_hydro_36	PFAM:PF17167.10
contig_325	25	984	+	KJPNBL_01043	36.1	6.0	PF00285.26|Citrate_synt	PFAM:PF00285.26
contig_328	446	1021	+	KJPNBL_01048	20.3	8.3	PF01381.28|HTH_3, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF13443.12
contig_328	2420	2767	-	KJPNBL_01051	12.8	4.9		SO:0001217, UniRef:UniRef50_A0A174U0L2
contig_328	2779	3150	-	KJPNBL_01052	14.4	5.3		SO:0001217, UniRef:UniRef50_A0A4D7AM88
contig_330	521	1717	+	KJPNBL_01058	45.9	10.0		
contig_330	1736	2176	+	KJPNBL_01059	16.6	9.7		
contig_330	7280	7915	-	KJPNBL_01062	23.6	4.6	PF01011.27|PQQ	PFAM:PF01011.27, SO:0001217, UniRef:UniRef50_UPI001FAD51DC, UniRef:UniRef90_UPI001FAD51DC
contig_332	903	1001	+	KJPNBL_01075	3.8	12.0		
contig_332	998	1219	+	KJPNBL_01076	8.6	10.8		RefSeq:WP_055262008.1, SO:0001217, UniParc:UPI0006C5DC86, UniRef:UniRef100_A0A174HNS4, UniRef:UniRef50_A0A174HNS4, UniRef:UniRef90_A0A174HNS4
contig_338	145	762	-	KJPNBL_01084	24.2	8.8		
contig_339	23153	23428	-	KJPNBL_01103	10.5	10.2		SO:0001217, UniRef:UniRef50_A0A174FQC5
contig_342	3744	3941	-	KJPNBL_01122	7.4	9.1		RefSeq:WP_008706226.1, SO:0001217, UniParc:UPI0001AFE1BA, UniRef:UniRef100_A0A6L8T994, UniRef:UniRef50_A0A173Y218, UniRef:UniRef90_A0A173Y218
contig_343	2154	2348	+	KJPNBL_01125	7.7	8.7		SO:0001217, UniParc:UPI00038FD0E8, UniRef:UniRef100_A0A174N7J5, UniRef:UniRef50_A0A564WSF9, UniRef:UniRef90_A0A564WSF9
contig_350	1643	1921	+	KJPNBL_01142	10.8	6.7		RefSeq:WP_022381278.1, SO:0001217, UniParc:UPI0003393771, UniRef:UniRef100_A0A3E5G8Y3, UniRef:UniRef50_A0A3E5G8Y3, UniRef:UniRef90_A0A3E5G8Y3
contig_356	284	682	+	KJPNBL_01154	15.8	8.7		RefSeq:WP_055053775.1, SO:0001217, UniParc:UPI0006C1DF1F, UniRef:UniRef100_A0A174UMS4, UniRef:UniRef50_A0A6L8XPZ6, UniRef:UniRef90_A0A174MZ78
contig_360	88	882	+	KJPNBL_01169	29.2	4.8	PF13529.12|Peptidase_C39_2	PFAM:PF13529.12
contig_362	2072	3040	-	KJPNBL_01174	37.0	8.3		
contig_367	9	620	+	KJPNBL_01179	23.8	6.8		
contig_367	590	1120	-	KJPNBL_01180	20.4	9.3		
contig_368	1003	1476	-	KJPNBL_01183	17.2	5.6		
contig_370	1075	1593	-	KJPNBL_01195	18.4	4.1		RefSeq:WP_022381233.1, SO:0001217, UniParc:UPI000337DDE6, UniRef:UniRef100_UPI000337DDE6, UniRef:UniRef50_A0A173WVC2, UniRef:UniRef90_A0A173WVC2
contig_372	281	910	-	KJPNBL_01202	24.2	9.0		
contig_374	19	744	+	KJPNBL_01205	27.7	7.7		
contig_378	92	880	+	KJPNBL_01214	30.6	9.1		
contig_380	824	1600	-	KJPNBL_01219	29.3	7.4		
contig_385	38	694	+	KJPNBL_01229	24.6	5.0	PF02896.24|PEP-utilizers_C	PFAM:PF02896.24
contig_388	1076	1264	-	KJPNBL_01235	6.4	5.1		
contig_389	591	1229	+	KJPNBL_01236	25.3	9.2		
contig_391	548	991	+	KJPNBL_01238	17.1	8.2		
contig_392	973	1611	-	KJPNBL_01240	23.7	5.4		
contig_396	164	1471	+	KJPNBL_01248	50.1	8.1	PF00990.26|GGDEF	PFAM:PF00990.26
contig_405	16	303	+	KJPNBL_01269	10.6	6.1		
contig_405	324	917	-	KJPNBL_01270	23.4	9.8		
contig_408	30	464	+	KJPNBL_01274	15.0	4.8		
contig_412	84	581	+	KJPNBL_01281	17.5	5.0		
contig_419	1228	1413	-	KJPNBL_01293	7.0	4.1		
contig_421	892	1299	+	KJPNBL_01294	16.0	9.6		
contig_422	763	1080	-	KJPNBL_01298	12.2	4.9		SO:0001217, UniRef:UniRef50_UPI002911648C
contig_423	3086	3580	-	KJPNBL_01303	18.7	8.4	PF13393.11|tRNA-synt_His	PFAM:PF13393.11
contig_424	1146	1571	-	KJPNBL_01304	16.2	4.3		
contig_429	1302	1757	-	KJPNBL_01314	17.6	7.1		
contig_433	1110	1397	-	KJPNBL_01325	11.1	4.6		RefSeq:WP_008706030.1, SO:0001217, UniParc:UPI0001AFDDCA, UniRef:UniRef100_A0A564WYP6, UniRef:UniRef50_A0A564WYP6, UniRef:UniRef90_A0A564WYP6
contig_434	2497	3252	-	KJPNBL_01326	28.3	5.8		
contig_435	50	1333	+	KJPNBL_01327	48.3	5.6	PF00204.31|DNA_gyraseB	PFAM:PF00204.31
contig_436	1703	2248	-	KJPNBL_01330	21.0	9.1		
contig_442	7785	8360	-	KJPNBL_01344	21.0	4.8	PF00679.30|EFG_C, PF03764.24|EFG_IV	PFAM:PF00679.30, PFAM:PF03764.24
contig_447	233	1042	+	KJPNBL_01351	30.7	4.1		RefSeq:WP_173744766.1, SO:0001217, UniParc:UPI00156EEEA7, UniRef:UniRef100_UPI00156EEEA7, UniRef:UniRef50_A0A6L8XUJ6, UniRef:UniRef90_A0A6L8XUJ6
contig_448	438	944	+	KJPNBL_01352	19.7	8.3		
contig_450	173	1189	+	KJPNBL_01356	37.0	4.1		SO:0001217, UniRef:UniRef50_A0AAE3DUR2, UniRef:UniRef90_UPI0018AC28CD
contig_450	1213	1476	+	KJPNBL_01357	10.0	9.3		SO:0001217, UniRef:UniRef50_UPI0018AB8547, UniRef:UniRef90_UPI0018AB8547
contig_451	11048	12277	+	KJPNBL_01362	48.1	4.9		SO:0001217, UniRef:UniRef50_A0A174PU02, UniRef:UniRef90_A0A174FFU9
contig_451	14968	15114	-	KJPNBL_01365	5.6	9.3		SO:0001217, UniParc:UPI00038F5103, UniRef:UniRef100_A0A174DSN8, UniRef:UniRef50_A0A173ZPL6, UniRef:UniRef90_A0A174DSN8
contig_454	3749	4342	-	KJPNBL_01373	22.5	5.5		
contig_456	64	738	+	KJPNBL_01375	25.2	5.3	PF00278.28|Orn_DAP_Arg_deC, PF02784.22|Orn_Arg_deC_N	PFAM:PF00278.28, PFAM:PF02784.22
contig_457	115	1374	-	KJPNBL_01376	47.2	4.8	PF00704.34|Glyco_hydro_18, PF08239.17|SH3_3	PFAM:PF00704.34, PFAM:PF08239.17
contig_458	33	515	+	KJPNBL_01377	17.2	4.1		
contig_459	1295	1603	-	KJPNBL_01379	12.5	5.9		RefSeq:WP_022380547.1, SO:0001217, UniParc:UPI00033C2D71, UniRef:UniRef100_A0A6L8XU57, UniRef:UniRef50_A0A6L8XU57, UniRef:UniRef90_A0A6L8XU57
contig_462	39	593	+	KJPNBL_01382	20.8	4.7		
contig_467	156	1076	+	KJPNBL_01387	35.0	5.4	PF02518.31|HATPase_c, PF06580.19|His_kinase	PFAM:PF02518.31, PFAM:PF06580.19
contig_468	1189	1785	-	KJPNBL_01389	22.7	9.3		
contig_468	1885	2580	-	KJPNBL_01390	26.7	9.8		
contig_470	1254	1454	+	KJPNBL_01394	7.6	8.8		RefSeq:WP_008707925.1, SO:0001217, UniParc:UPI0001AFE784, UniRef:UniRef100_A0A174E5H1, UniRef:UniRef50_A0A174E5H1, UniRef:UniRef90_A0A174E5H1
contig_474	36	317	+	KJPNBL_01403	11.2	8.6	PF10035.14|DUF2179	PFAM:PF10035.14
contig_476	777	1202	+	KJPNBL_01410	16.6	7.5		
contig_478	2081	2461	+	KJPNBL_01414	14.7	9.7		RefSeq:WP_022380985.1, SO:0001217, UniParc:UPI00033878A2, UniRef:UniRef100_A0A6L8XWA4, UniRef:UniRef50_A0A2A7B3T3, UniRef:UniRef90_A0A173YT51
contig_481	566	1186	-	KJPNBL_01423	22.9	5.1	PF00006.31|ATP-synt_ab, PF22919.1|ATP-synt_VA_C	PFAM:PF00006.31, PFAM:PF22919.1
contig_482	884	1084	-	KJPNBL_01424	7.3	8.1		
contig_484	6	260	+	KJPNBL_01428	9.3	4.6	PF13500.12|AAA_26	PFAM:PF13500.12, SO:0001217, UniRef:UniRef50_A0A173YUL4, UniRef:UniRef90_A0A173YUL4
contig_493	336	1055	+	KJPNBL_01442	26.7	8.9		
contig_495	171	746	+	KJPNBL_01445	19.9	8.9		
contig_497	2822	3358	-	KJPNBL_01453	21.1	7.0	PF01041.23|DegT_DnrJ_EryC1	PFAM:PF01041.23
contig_498	1684	2199	+	KJPNBL_01455	20.5	11.6		
contig_498	2335	2655	-	KJPNBL_01456	11.7	11.3		
contig_499	1216	1701	-	KJPNBL_01458	18.1	5.1		
contig_503	2034	2432	-	KJPNBL_01471	14.6	6.5		
contig_504	165	575	+	KJPNBL_01472	15.7	4.8		SO:0001217, UniRef:UniRef50_A0A174W9R2, UniRef:UniRef90_A0A174W9R2
contig_506	53	880	+	KJPNBL_01482	29.9	5.1	PF21096.2|RecA_C	PFAM:PF21096.2
contig_514	21	383	+	KJPNBL_01498	12.9	5.1		SO:0001217, UniRef:UniRef50_UPI0015F329D3
contig_514	2834	3499	-	KJPNBL_01500	25.9	9.4		
contig_518	152	1624	-	KJPNBL_01511	55.9	8.7	PF05598.16|DUF772	PFAM:PF05598.16
contig_520	1551	1928	-	KJPNBL_01514	14.5	4.8		
contig_525	55	273	+	KJPNBL_01524	8.3	4.5		
contig_526	34	219	+	KJPNBL_01525	6.4	10.3		
contig_528	859	1104	-	KJPNBL_01531	9.2	9.9		
contig_530	4553	5044	-	KJPNBL_01538	19.1	10.3		
contig_530	5996	6451	-	KJPNBL_01539	17.2	9.4		
contig_539	147	506	+	KJPNBL_01547	12.8	4.5		
contig_542	1209	1892	-	KJPNBL_01560	26.3	9.6		
contig_544	1963	2445	-	KJPNBL_01563	18.7	5.8		
contig_546	1996	2250	-	KJPNBL_01569	9.8	7.0		
contig_547	1217	1855	-	KJPNBL_01571	24.6	4.8		SO:0001217, UniRef:UniRef50_UPI002E8DD8CF, UniRef:UniRef90_UPI002E8DD8CF
contig_548	251	1078	+	KJPNBL_01572	31.5	4.9	PF00251.26|Glyco_hydro_32N, PF08244.19|Glyco_hydro_32C	PFAM:PF00251.26, PFAM:PF08244.19
contig_549	1930	2439	-	KJPNBL_01575	19.3	5.6		
contig_557	86	952	+	KJPNBL_01605	31.8	4.7	PF18975.6|DUF5711	PFAM:PF18975.6
contig_558	2510	3088	-	KJPNBL_01608	21.2	4.6	PF00532.27|Peripla_BP_1	PFAM:PF00532.27
contig_559	6	527	+	KJPNBL_01609	20.6	8.4		
contig_564	4659	5048	-	KJPNBL_01624	14.3	8.8	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_568	2896	3420	-	KJPNBL_01628	20.5	9.3		
contig_570	96	1151	+	KJPNBL_01631	41.5	5.6	PF00672.30|HAMP, PF02518.31|HATPase_c, PF06580.19|His_kinase	PFAM:PF00672.30, PFAM:PF02518.31, PFAM:PF06580.19
contig_579	2958	3563	-	KJPNBL_01650	23.0	4.7		
contig_584	10359	10676	-	KJPNBL_01668	10.7	4.1		RefSeq:WP_055057600.1, SO:0001217, UniParc:UPI0004060C5B, UniRef:UniRef100_A0A174SZW8, UniRef:UniRef50_A0A174NTB0, UniRef:UniRef90_A0A174NTB0
contig_587	843	1172	+	KJPNBL_01671	12.4	9.2		SO:0001217, UniRef:UniRef50_UPI0001AFE305, UniRef:UniRef90_UPI0001AFE305
contig_589	89	859	+	KJPNBL_01675	28.2	4.7	PF02775.26|TPP_enzyme_C	PFAM:PF02775.26
contig_593	45	521	+	KJPNBL_01684	18.2	7.5		
contig_594	997	1194	-	KJPNBL_01687	7.4	8.8		
contig_595	868	1089	-	KJPNBL_01689	8.1	4.4		
contig_599	2372	2563	-	KJPNBL_01704	7.6	5.3	PF21981.2|RecX_HTH3	PFAM:PF21981.2
contig_603	50	580	+	KJPNBL_01710	20.2	9.5		
contig_607	3523	4026	-	KJPNBL_01722	17.8	5.4		
contig_611	58	1098	+	KJPNBL_01731	37.8	9.5	PF17965.7|MucBP_2	PFAM:PF17965.7, SO:0001217, UniRef:UniRef50_UPI0032ED1653, UniRef:UniRef90_UPI001570F40D
contig_611	1522	1863	-	KJPNBL_01732	13.0	4.8		RefSeq:WP_349055276.1, SO:0001217, UniParc:UPI002911648C, UniRef:UniRef100_UPI002911648C, UniRef:UniRef50_UPI002911648C, UniRef:UniRef90_UPI002911648C
contig_611	7052	7978	-	KJPNBL_01736	33.3	8.8		SO:0001217, UniRef:UniRef50_UPI0025B8C413, UniRef:UniRef90_UPI0025B8C413
contig_617	1134	1682	-	KJPNBL_01745	21.8	9.3		SO:0001217, UniRef:UniRef50_A0A417CWK6
contig_621	1399	1863	-	KJPNBL_01756	18.0	9.8		
contig_621	2014	2271	-	KJPNBL_01757	10.0	6.3		SO:0001217, UniRef:UniRef50_UPI001181E2A4, UniRef:UniRef90_UPI001181E2A4
contig_625	321	959	+	KJPNBL_01763	24.1	8.1		
contig_628	130	468	-	KJPNBL_01769	12.0	7.9		
contig_629	437	952	+	KJPNBL_01770	20.3	9.9		
contig_630	12	254	+	KJPNBL_01772	8.9	4.4		
contig_631	46	375	+	KJPNBL_01780	11.6	4.4		
contig_636	590	682	-	KJPNBL_01802	3.7	10.4		
contig_640	10173	10916	-	KJPNBL_01820	28.8	9.0		
contig_652	8	475	+	KJPNBL_01849	17.5	9.0		
contig_652	379	630	-	KJPNBL_01850	9.6	7.9		SO:0001217, UniRef:UniRef50_A0A174U6A5, UniRef:UniRef90_A0A174E0W3
contig_654	40	321	-	KJPNBL_01856	10.8	6.6		RefSeq:WP_022380630.1, SO:0001217, UniParc:UPI0003366FA7, UniRef:UniRef100_A0A173ZG33, UniRef:UniRef50_A0A564WX20, UniRef:UniRef90_A0A564WX20
contig_656	1127	2089	-	KJPNBL_01861	35.6	4.1		
contig_657	165	554	+	KJPNBL_01862	14.2	9.5		
contig_662	11	424	+	KJPNBL_01872	16.2	8.5		
contig_664	115	312	-	KJPNBL_01880	7.8	7.9		RefSeq:WP_195981410.1, SO:0001217, UniParc:UPI0018AAD961, UniRef:UniRef100_UPI0018AAD961, UniRef:UniRef50_A0A174GZI1, UniRef:UniRef90_A0A174W5H8
contig_664	869	1756	-	KJPNBL_01882	33.5	8.7		RefSeq:WP_273432900.1, SO:0001217, UniParc:UPI00235450E7, UniRef:UniRef100_UPI00235450E7, UniRef:UniRef50_A0A174W9U9, UniRef:UniRef90_A0A174W9U9
contig_667	584	781	-	KJPNBL_01887	7.7	8.8		RefSeq:WP_022381032.1, SO:0001217, UniParc:UPI00033B8417, UniRef:UniRef100_A0A173X8P0, UniRef:UniRef50_A0A173X8P0, UniRef:UniRef90_A0A173X8P0
contig_673	129	782	+	KJPNBL_01901	24.3	5.3		SO:0001217, UniRef:UniRef50_A0AB38BIB8
contig_673	836	1540	-	KJPNBL_01902	26.4	4.6	PF16369.11|GH43_C	PFAM:PF16369.11
contig_676	5565	6224	-	KJPNBL_01913	25.1	9.1		
contig_692	370	1050	+	KJPNBL_01948	26.2	9.7		
contig_694	81	494	+	KJPNBL_01951	15.1	4.3		
contig_696	160	1053	+	KJPNBL_01953	33.3	6.2	PF00679.30|EFG_C, PF14492.12|EFG_III, PF21018.2|BipA_C	PFAM:PF00679.30, PFAM:PF14492.12, PFAM:PF21018.2
contig_702	9	137	+	KJPNBL_01966	5.0	4.9		
contig_704	369	521	+	KJPNBL_01968	5.4	12.0		
