# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_6	cds	3361	4386	-	KJPNBL_00015	pheS	phenylalanine--tRNA ligase subunit alpha	EC:6.1.1.20, GO:0000166, GO:0004826, GO:0005524, GO:0005737, GO:0006432, KEGG:K01889, SO:0001217, UniParc:UPI0001AFE2F6, UniRef:UniRef100_A0A173WGE7, UniRef:UniRef50_A6TNP8, UniRef:UniRef90_A0A173WGE7
contig_6	ncRNA-region	4564	4795	-			T-box leader	RFAM:RF00230, SO:0000140
contig_6	cds	4855	6249	-	KJPNBL_00016	gltA	NADPH-dependent glutamate synthase	EC:1.4.1.13, GO:0004355, GO:0006537, RefSeq:WP_022379996.1, SO:0001217, UniParc:UPI0003392B00, UniRef:UniRef100_A0A174EKU1, UniRef:UniRef50_A0A7W0C692, UniRef:UniRef90_D4LTE8
contig_6	cds	6249	6704	-	KJPNBL_00017		Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	SO:0001217, UniRef:UniRef50_A0A7U9WVC5
contig_7	ncRNA	1	66	-	KJPNBL_00018	RAGATH-18	(3' truncated) RAGATH-18 RNA	RFAM:RF03064, SO:0000655
contig_7	cds	118	960	-	KJPNBL_00019		transposase	SO:0001217, UniRef:UniRef50_C6PV36, UniRef:UniRef90_UPI002ED138D8
contig_8	cds	48	542	+	KJPNBL_00020	macB	Macrolide export ATP-binding/permease protein MacB	SO:0001217, UniRef:UniRef50_A0A7U9RVI8
contig_8	tRNA	734	807	+	KJPNBL_00021	trnR	tRNA-Arg(acg)	SO:0001036
contig_8	cds	1146	2006	-	KJPNBL_00022		Macrocin-O-methyltransferase (TylF)	RefSeq:WP_008708066.1, SO:0001217, UniParc:UPI0001AFE8C3, UniRef:UniRef100_A0A174EMQ6, UniRef:UniRef50_A0A943A2S3, UniRef:UniRef90_A5ZR16
contig_8	cds	2003	3028	-	KJPNBL_00023		Putative xanthine dehydrogenase subunit A	KEGG:K07402, RefSeq:WP_008708067.1, SO:0001217, UniParc:UPI0001AFE8C4, UniRef:UniRef100_A0A174MQM8, UniRef:UniRef50_A0A564WT11, UniRef:UniRef90_A0A564WT11
contig_8	cds	3098	4171	-	KJPNBL_00024		Bifunctional RNase H/acid phosphatase	RefSeq:WP_008708068.1, SO:0001217, UniParc:UPI0001AFE8C5, UniRef:UniRef100_A0A174MMN9, UniRef:UniRef50_A0A174MMN9, UniRef:UniRef90_A0A174MMN9
contig_8	cds	4164	5093	-	KJPNBL_00025	glmU	Bifunctional protein GlmU	EC:2.7.7.76, KEGG:K07141, RefSeq:WP_008708069.1, SO:0001217, UniParc:UPI0001AFE8C6, UniRef:UniRef100_A0A174MNE6, UniRef:UniRef50_A0A174MNE6, UniRef:UniRef90_A0A174MNE6
contig_8	cds	5304	5564	+	KJPNBL_00026		DUF1292 domain-containing protein	RefSeq:WP_008708070.1, SO:0001217, UniParc:UPI0001AFE8C7, UniRef:UniRef100_A0A174TJS2, UniRef:UniRef50_A0A1Y3XXD8, UniRef:UniRef90_A0A942WLW9
contig_8	cds	5601	8363	+	KJPNBL_00027		molybdopterin-dependent aldehyde oxidoreductase	EC:1.2.99.7, KEGG:K07469, RefSeq:WP_055059913.1, SO:0001217, UniParc:UPI0006C525F4, UniRef:UniRef100_A0A174MS00, UniRef:UniRef50_Q46509, UniRef:UniRef90_A0A174MS00
contig_8	cds	8447	10741	+	KJPNBL_00028		pyridine nucleotide-disulfide oxidoreductase/dicluster-binding protein	RefSeq:WP_008708072.1, SO:0001217, UniParc:UPI0001AFE8C9, UniRef:UniRef100_A0A564WT07, UniRef:UniRef50_D4LS73, UniRef:UniRef90_A5ZR24
contig_8	cds	10741	10962	+	KJPNBL_00029		DVU_1557 family redox protein	RefSeq:WP_005427475.1, SO:0001217, UniParc:UPI0001563533, UniRef:UniRef100_D4LS74, UniRef:UniRef50_D1APS9, UniRef:UniRef90_D4LS74
contig_8	cds	10963	11496	+	KJPNBL_00030	bioC	Malonyl-CoA O-methyltransferase BioC	RefSeq:WP_161233817.1, SO:0001217, UniParc:UPI0013679D05, UniRef:UniRef100_A0A6L8T2R6, UniRef:UniRef50_A0A173Y0F2, UniRef:UniRef90_A0A173Y0F2
contig_8	cds	11500	11931	+	KJPNBL_00031		DVU_1555 family C-GCAxxG-C-C protein	RefSeq:WP_022380796.1, SO:0001217, UniParc:UPI000339F475, UniRef:UniRef100_A0A174ESZ2, UniRef:UniRef50_A5ZR27, UniRef:UniRef90_A0A174MMW2
contig_8	cds	11928	13253	+	KJPNBL_00032	trsS	radical SAM (seleno)protein TrsS	EC:1.21.98.5, KEGG:K06937, RefSeq:WP_020437246.1, SO:0001217, UniParc:UPI0002EA0187, UniRef:UniRef100_A0A173ZQB5, UniRef:UniRef50_A0A1Y4DDJ6, UniRef:UniRef90_A0A564WT13
contig_8	cds	13250	14446	+	KJPNBL_00033		DVU_1553 family AMP-dependent CoA ligase	EC:6.2.1.-, RefSeq:WP_227194292.1, SO:0001217, UniParc:UPI000A9A7B41, UniRef:UniRef100_UPI00095EFE3B, UniRef:UniRef50_A0A173Y120, UniRef:UniRef90_A0A173Y120
contig_8	cds	14522	15271	-	KJPNBL_00034		DUF5714 domain-containing protein	SO:0001217, UniRef:UniRef50_U2ESV7, UniRef:UniRef90_A0A174MNH5
contig_9	cds	379	2019	-	KJPNBL_00035		sulfate adenylyltransferase	SO:0001217, UniRef:UniRef50_C9KJS7, UniRef:UniRef90_A0A174SWL1
contig_9	cds	2021	3064	-	KJPNBL_00036	cysD	sulfate adenylyltransferase subunit CysD	EC:2.7.7.4, GO:0000103, GO:0004781, SO:0001217, UniRef:UniRef50_P13441, UniRef:UniRef90_R7HDS9
contig_9	cds	3170	3484	-	KJPNBL_00037		Ferredoxin II	RefSeq:WP_008705189.1, SO:0001217, UniParc:UPI0001AFDE1A, UniRef:UniRef100_A0A174FDX8, UniRef:UniRef50_F7V401, UniRef:UniRef90_A0A174FDX8
contig_9	cds	3481	5199	-	KJPNBL_00038		Adenylyl-sulfate reductase subunit alpha	SO:0001217, UniRef:UniRef50_A0A174GFG0
contig_9	cds	5338	6396	-	KJPNBL_00039		ATP-binding cassette domain-containing protein	RefSeq:WP_055058626.1, SO:0001217, UniParc:UPI0006C328DC, UniRef:UniRef100_A0A6L8T2T1, UniRef:UniRef50_A5N961, UniRef:UniRef90_A0A174T0D0
contig_9	cds	6398	7222	-	KJPNBL_00040	cysW	sulfate ABC transporter permease subunit CysW	GO:0005886, GO:0015419, GO:0055052, GO:1902358, KEGG:K02047, RefSeq:WP_062808166.1, SO:0001217, UniParc:UPI000789B1C6, UniRef:UniRef100_UPI000789B1C6, UniRef:UniRef50_A0A4Y6UVY8, UniRef:UniRef90_A0A174F4R2
contig_9	cds	7222	8058	-	KJPNBL_00041	cysT	sulfate ABC transporter permease subunit CysT	GO:0005886, GO:0015419, GO:0055052, GO:1902358, SO:0001217, UniRef:UniRef50_A0A173UFN5, UniRef:UniRef90_A0A174S803
contig_9	cds	8129	8377	-	KJPNBL_00042		Sulfate-binding protein	SO:0001217, UniRef:UniRef50_A0A1B8P558
contig_10	cds	3	221	+	KJPNBL_00043		hypothetical protein	
contig_10	cds	329	1000	-	KJPNBL_00044	glmU	Bifunctional protein GlmU	RefSeq:WP_008707500.1, SO:0001217, UniParc:UPI0001AFEC10, UniRef:UniRef100_A0A174CP57, UniRef:UniRef50_F3B9I2, UniRef:UniRef90_A0A174CZY4
contig_10	cds	1063	3243	-	KJPNBL_00045		DNA topoisomerase	SO:0001217, UniRef:UniRef50_A0A1I5C048, UniRef:UniRef90_A0A174CSS7
contig_10	cds	3245	4000	-	KJPNBL_00046		putative nitrite transporter	KEGG:K02598, RefSeq:WP_118569692.1, SO:0001217, UniParc:UPI000E4FEEEC, UniRef:UniRef100_A0A6L8T1F3, UniRef:UniRef50_C0CIB7, UniRef:UniRef90_A0A174CNC8
contig_10	cds	4250	5287	-	KJPNBL_00047	selD	selenide, water dikinase SelD	EC:2.7.9.3, GO:0001887, GO:0004756, GO:0005524, KEGG:K01008, RefSeq:WP_118569695.1, SO:0001217, UniParc:UPI000E4E419D, UniRef:UniRef100_UPI000E4E419D, UniRef:UniRef50_Q8R8W3, UniRef:UniRef90_A0A174CNY3
contig_10	cds	5534	5770	-	KJPNBL_00048		Putative Se/S carrier protein-like domain-containing protein	RefSeq:WP_008707504.1, SO:0001217, UniParc:UPI0001AFEC14, UniRef:UniRef100_A0A174D3Y5, UniRef:UniRef50_A0A564W3P5, UniRef:UniRef90_A0A564WKN8
contig_10	cds	5835	6920	-	KJPNBL_00049	asd	aspartate-semialdehyde dehydrogenase	EC:1.2.1.11, GO:0004073, GO:0009089, GO:0050661, RefSeq:WP_008707510.1, SO:0001217, UniParc:UPI0001AFEC15, UniRef:UniRef100_A0A174D3S5, UniRef:UniRef50_W2BWI5, UniRef:UniRef90_D4MZQ5
contig_10	cds	7057	8436	-	KJPNBL_00050	argH	argininosuccinate lyase	EC:4.3.2.1, GO:0004056, GO:0042450, KEGG:K01755, RefSeq:WP_008707514.1, SO:0001217, UniParc:UPI0001AFEC16, UniRef:UniRef100_A0A174CT28, UniRef:UniRef50_A1AX52, UniRef:UniRef90_A0A174CT28
contig_10	cds	8802	9428	-	KJPNBL_00051	queH	Epoxyqueuosine reductase QueH	EC:1.17.99.6, KEGG:K09765, SO:0001217, UniRef:UniRef50_A0A1C7I664, UniRef:UniRef90_A0A174CT66
contig_10	cds	9501	10415	-	KJPNBL_00052		Phosphatidylserine decarboxylase	EC:4.1.1.65, KEGG:K01613, SO:0001217, UniRef:UniRef50_B0G7H1, UniRef:UniRef90_A0A174JB95
contig_10	cds	10499	11119	-	KJPNBL_00053		CDP-diacylglycerol--serine O-phosphatidyltransferase	EC:2.7.8.8, KEGG:K17103, RefSeq:WP_118341815.1, SO:0001217, UniParc:UPI000E514CBB, UniRef:UniRef100_A0A564WKP5, UniRef:UniRef50_A0A1M4M9K9, UniRef:UniRef90_A0A174JIF3
contig_10	cds	11131	12162	-	KJPNBL_00054		Phosphatidylglycerol lysyltransferase	RefSeq:WP_055058255.1, SO:0001217, UniParc:UPI0006C10508, UniRef:UniRef100_A0A174JIH2, UniRef:UniRef50_U2CRW8, UniRef:UniRef90_A0A174CTD4
contig_11	cds	46	942	+	KJPNBL_00055		Sulfate starvation-induced protein 7	SO:0001217, UniRef:UniRef50_A0A173Y447, UniRef:UniRef90_A0A173Y447
contig_11	cds	1078	1728	+	KJPNBL_00056	tcyB	L-cystine transport system permease protein tcyB	RefSeq:WP_055059546.1, SO:0001217, UniParc:UPI0006C0A564, UniRef:UniRef100_A0A6L8XUR9, UniRef:UniRef50_G1WIC4, UniRef:UniRef90_A0A173ZWG4
contig_11	cds	1795	2481	+	KJPNBL_00057	tcyC	L-cystine import ATP-binding protein TcyC	RefSeq:WP_008704195.1, SO:0001217, UniParc:UPI0001AFE5DA, UniRef:UniRef100_A0A173Y240, UniRef:UniRef50_D4J6G2, UniRef:UniRef90_A0A173Y240
contig_11	cds	2610	4043	+	KJPNBL_00058	purB	adenylosuccinate lyase	EC:4.3.2.2, GO:0004018, GO:0009152, KEGG:K01756, RefSeq:WP_020994086.1, SO:0001217, UniParc:UPI0003033D9C, UniRef:UniRef100_A0A174REE6, UniRef:UniRef50_J6H1E2, UniRef:UniRef90_A0A6N2R0P3
contig_11	cds	4188	5468	+	KJPNBL_00059		adenylosuccinate synthase	EC:6.3.4.4, GO:0004019, GO:0005525, GO:0006164, KEGG:K01939, RefSeq:WP_022380910.1, SO:0001217, UniParc:UPI00033857CC, UniRef:UniRef100_A0A173WUY2, UniRef:UniRef50_V2YFN8, UniRef:UniRef90_A0A173WUY2
contig_11	cds	5562	6389	+	KJPNBL_00060		Phosphorylated carbohydrates phosphatase TM_1254	RefSeq:WP_243148444.1, SO:0001217, UniParc:UPI001FAC0258, UniRef:UniRef100_UPI001FAC0258, UniRef:UniRef50_A0A174Q887, UniRef:UniRef90_A0A173ZVQ2
contig_12	cds	7	468	+	KJPNBL_00061		class I SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_UPI00241EE40D, UniRef:UniRef90_UPI00259BC5E3
contig_12	cds	481	1263	+	KJPNBL_00062		Serine aminopeptidase S33 domain-containing protein	SO:0001217, UniRef:UniRef50_B0G7E4, UniRef:UniRef90_B0G7E4
contig_12	cds	1260	2060	+	KJPNBL_00063		Class I SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_B7APP5, UniRef:UniRef90_A0A414S0Z2
contig_13	cds	183	617	+	KJPNBL_00064		EamA-like transporter family protein	KEGG:K09936, RefSeq:WP_128866308.1, SO:0001217, UniParc:UPI000FF2BEA4, UniRef:UniRef100_UPI000FF2BEA4, UniRef:UniRef50_S0JG20, UniRef:UniRef90_A0A564WZ52
contig_14	cds	72	194	+	KJPNBL_00065		hypothetical protein	
contig_14	cds	288	668	+	KJPNBL_00066		hypothetical protein	
contig_14	cds	751	1170	+	KJPNBL_00067	tnpA	IS200/IS605 family transposase	GO:0004803, RefSeq:WP_020993982.1, SO:0001217, UniParc:UPI0002FA58CD, UniRef:UniRef100_A0A317UAQ1, UniRef:UniRef50_A0A413I581, UniRef:UniRef90_A0A373P1F4
contig_15	cds	11	1027	+	KJPNBL_00068		MATE family efflux transporter	SO:0001217, UniRef:UniRef50_UPI002FDB6BC0, UniRef:UniRef90_UPI002A82D653
contig_16	cds	202	948	+	KJPNBL_00069	kilAC	Bro-N domain-containing protein	COG:COG3645, COG:X, KEGG:K07741, SO:0001217, UniRef:UniRef50_F4XFN6, UniRef:UniRef90_F4XFN6
contig_16	cds	966	1277	+	KJPNBL_00070		DUF5720 domain-containing protein	RefSeq:WP_025487374.1, SO:0001217, UniParc:UPI0002FFD063, UniRef:UniRef100_F0Z3G6, UniRef:UniRef50_D4JY10, UniRef:UniRef90_F7KL72
contig_17	cds	683	931	-	KJPNBL_00071		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A173WK58, UniRef:UniRef90_A0A173WK58
contig_18	cds	326	1087	-	KJPNBL_00072		glycoside hydrolase family 3 N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F4755F9
contig_19	cds	10	537	+	KJPNBL_00073		3-oxoacyl-[acyl-carrier-protein] reductase	SO:0001217, UniRef:UniRef50_D5DQR8
contig_19	cds	552	1787	+	KJPNBL_00074	fabF	beta-ketoacyl-ACP synthase II	EC:2.3.1.179, GO:0004315, GO:0006633, RefSeq:WP_026649079.1, SO:0001217, UniParc:UPI00041B3CA0, UniRef:UniRef100_A0A173Y233, UniRef:UniRef50_C9LSL0, UniRef:UniRef90_A0A173Y233
contig_19	cds	1875	2336	+	KJPNBL_00075	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein	EC:6.4.1.2, GO:0003989, GO:0006633, GO:0009317, RefSeq:WP_022381152.1, SO:0001217, UniParc:UPI000337D61D, UniRef:UniRef100_A0A173Y1Z7, UniRef:UniRef50_A0A373LMD6, UniRef:UniRef90_A0A173ZZR7
contig_19	cds	2356	2787	+	KJPNBL_00076	fabZ	3-hydroxyacyl-ACP dehydratase FabZ	EC:4.2.1.59, KEGG:K02372, RefSeq:WP_008704118.1, SO:0001217, UniParc:UPI0001AFE543, UniRef:UniRef100_A0A174RFN6, UniRef:UniRef50_A0A0D1M086, UniRef:UniRef90_A0A174RFN6
contig_19	cds	2791	4137	+	KJPNBL_00077		acetyl-CoA carboxylase biotin carboxylase subunit	GO:0005524, GO:0016874, SO:0001217, UniRef:UniRef50_Q65HI5, UniRef:UniRef90_A0A174A1W7
contig_19	cds	4320	6035	+	KJPNBL_00078		acetyl-CoA carboxylase carboxyltransferase subunit alpha	EC:6.4.1.2, GO:0003989, GO:0006633, GO:0009317, RefSeq:WP_022381150.1, SO:0001217, UniParc:UPI000337AD11, UniRef:UniRef100_A0A564WWI5, UniRef:UniRef50_Q899N5, UniRef:UniRef90_A0A174K5T3
contig_20	cds	748	1647	+	KJPNBL_00079		Bacillibactin transport regulator	RefSeq:WP_020993456.1, SO:0001217, UniParc:UPI0002D29E21, UniRef:UniRef100_A0A174G382, UniRef:UniRef50_A0A174G382, UniRef:UniRef90_A0A174G382
contig_20	cds	1688	2956	-	KJPNBL_00080		Maltose-binding periplasmic proteins/domains	RefSeq:WP_062807319.1, SO:0001217, UniParc:UPI0006C10A89, UniRef:UniRef100_A0A174EX61, UniRef:UniRef50_A0A174EX61, UniRef:UniRef90_A0A174EX61
contig_20	cds	3150	3740	-	KJPNBL_00081		histidine kinase	SO:0001217, UniRef:UniRef50_R7IRT6
contig_22	cds	105	1649	+	KJPNBL_00082		Long-chain-fatty-acid--CoA ligase	SO:0001217, UniRef:UniRef50_A0A174L7R1, UniRef:UniRef90_A0A174MZF3
contig_22	cds	1659	2015	-	KJPNBL_00083		hypothetical protein	PFAM:PF14278.11
contig_23	cds	47	631	+	KJPNBL_00084		33 kDa chaperonin	SO:0001217, UniRef:UniRef50_A0A7U9XB11
contig_23	cds	628	2538	+	KJPNBL_00085		NAD(+) synthase	EC:6.3.1.5, EC:6.3.5.1, GO:0003952, GO:0004359, GO:0005524, GO:0008152, GO:0009435, KEGG:K01950, SO:0001217, UniRef:UniRef50_D7NAM1, UniRef:UniRef90_A0A0M6WXI2
contig_23	cds	2626	3687	+	KJPNBL_00086		histidine kinase	RefSeq:WP_155177241.1, SO:0001217, UniParc:UPI0012BB59C4, UniRef:UniRef100_A0A844KPI3, UniRef:UniRef50_A0A9D1KKL0, UniRef:UniRef90_A0A173TRN1
contig_24	cds	100	987	+	KJPNBL_00087		L,D-transpeptidase family protein	SO:0001217, UniRef:UniRef50_UPI000306BCD8, UniRef:UniRef90_UPI002ED66E88
contig_25	cds	51	1100	+	KJPNBL_00088		phosphodiester glycosidase family protein	SO:0001217, UniRef:UniRef50_UPI0034A19005, UniRef:UniRef90_UPI0034A19005
contig_25	cds	1085	1231	-	KJPNBL_00089	metS	MetS family NSS transporter small subunit	RefSeq:WP_008705017.1, SO:0001217, UniParc:UPI0001AFE567, UniRef:UniRef100_A0A174BFC1, UniRef:UniRef50_A0A844GH32, UniRef:UniRef90_A0A174TZC9
contig_25	cds	1743	3032	+	KJPNBL_00090		Aminotransferase	RefSeq:WP_022380885.1, SO:0001217, UniParc:UPI0003351C6B, UniRef:UniRef100_A0A174FNJ0, UniRef:UniRef50_R7QXX3, UniRef:UniRef90_A0A417CNM9
contig_25	cds	3291	4670	+	KJPNBL_00091		L,D-transpeptidase family protein	SO:0001217, UniRef:UniRef50_A0A417CNH7, UniRef:UniRef90_A0A6L8T2I1
contig_25	cds	4683	5735	+	KJPNBL_00092		D-alanine--D-alanine ligase	RefSeq:WP_008705012.1, SO:0001217, UniParc:UPI0001AFE564, UniRef:UniRef100_A0A174MTU1, UniRef:UniRef50_A0A1E3AIF6, UniRef:UniRef90_A0A174MTU1
contig_25	cds	5821	7191	+	KJPNBL_00093		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	EC:6.3.2.10, KEGG:K01929, RefSeq:WP_022380882.1, SO:0001217, UniParc:UPI00033FB6E6, UniRef:UniRef100_UPI00033FB6E6, UniRef:UniRef50_C4Z4D5, UniRef:UniRef90_A0A174MSY5
contig_26	cds	506	1177	-	KJPNBL_00094	macB	Macrolide export ATP-binding/permease protein MacB	RefSeq:WP_008703710.1, SO:0001217, UniParc:UPI0001AFE0B0, UniRef:UniRef100_A0A174EHF3, UniRef:UniRef50_Q9WYI7, UniRef:UniRef90_A0A174EHF3
contig_26	cds	1174	2652	-	KJPNBL_00095	mdtN	Multidrug resistance protein MdtN	RefSeq:WP_020994015.1, SO:0001217, UniParc:UPI00030C8F73, UniRef:UniRef100_A0A174EM55, UniRef:UniRef50_A0A174S357, UniRef:UniRef90_A0A174S357
contig_27	cds	63	1427	-	KJPNBL_00096	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	EC:2.1.1.190, GO:0008649, KEGG:K03215, SO:0001217, UniRef:UniRef50_A0A7X5CZ61, UniRef:UniRef90_A0A174AIA4
contig_27	cds	1433	2380	-	KJPNBL_00097	yhaM	3'-5' exoribonuclease yhaM	EC:3.1.-.-, KEGG:K03698, RefSeq:WP_008705648.1, SO:0001217, UniParc:UPI0001AFE2BF, UniRef:UniRef100_A0A174TU17, UniRef:UniRef50_G9WK47, UniRef:UniRef90_A0A174TU17
contig_28	cds	376	1623	-	KJPNBL_00098		DUF5716 domain-containing protein	SO:0001217, UniRef:UniRef50_A5ZVS3, UniRef:UniRef90_A0A173ZX88
contig_28	cds	1607	3541	-	KJPNBL_00099		DUF5717 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A942WCW0
contig_29	cds	59	1057	+	KJPNBL_00100	pucR	PucR family transcriptional regulator	KEGG:K02647, SO:0001217, UniRef:UniRef50_G2SZZ4, UniRef:UniRef90_A5ZVN0
contig_30	cds	5	841	+	KJPNBL_00101		hypothetical protein	
contig_31	cds	14	1006	+	KJPNBL_00102		Iron transporter	SO:0001217, UniRef:UniRef50_R9KE27, UniRef:UniRef90_A0A174L3I9
contig_32	cds	49	942	+	KJPNBL_00103		hypothetical protein	PFAM:PF08264.19, PFAM:PF10458.14
contig_32	cds	955	2991	+	KJPNBL_00104		Lipoteichoic acid synthase 1	SO:0001217, UniRef:UniRef50_A0A1C7IG16, UniRef:UniRef90_A0A174BFS7
contig_32	cds	3102	4400	+	KJPNBL_00105		tetrahydrofolate synthase	SO:0001217, UniRef:UniRef50_C6LLF0, UniRef:UniRef90_A0A174MD68
contig_32	cds	4397	4549	+	KJPNBL_00106		Resolvase/invertase-type recombinase catalytic domain-containing protein	RefSeq:WP_008707227.1, SO:0001217, UniParc:UPI0001AFE9B5, UniRef:UniRef100_A0A173X8H6, UniRef:UniRef50_A0A1G5I224, UniRef:UniRef90_A0A9D2DRP1
contig_32	cds	4560	5897	+	KJPNBL_00107		Tetratricopeptide repeat protein	RefSeq:WP_173698621.1, SO:0001217, UniParc:UPI00157065AD, UniRef:UniRef100_UPI00157065AD, UniRef:UniRef50_C0CPE8, UniRef:UniRef90_A0A6L8SYU8
contig_33	cds	33	317	+	KJPNBL_00108	rhuM	Virulence protein RhuM family protein	SO:0001217, UniRef:UniRef50_A0A1M6TB48
contig_33	tRNA	494	564	-	KJPNBL_00109	trnW	tRNA-Trp(cca)	SO:0000271
contig_33	tRNA	675	762	-	KJPNBL_00110	trnS	tRNA-Ser(cga)	SO:0000269
contig_33	cds	965	1891	+	KJPNBL_00111	epsC	serine O-acetyltransferase EpsC	GO:0006535, GO:0009001, RefSeq:WP_008705761.1, SO:0001217, UniParc:UPI0001AFE3EE, UniRef:UniRef100_A0A6L8XY02, UniRef:UniRef50_A0A3D2IBZ8, UniRef:UniRef90_A0A174U0T8
contig_33	tRNA	2229	2299	+	KJPNBL_00112	trnG	tRNA-Gly(tcc)	SO:0000260
contig_34	cds	12	236	+	KJPNBL_00113		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A351QT28
contig_34	cds	356	1438	-	KJPNBL_00114		Cob(I)yrinic acid a,c-diamide adenosyltransferase	EC:2.5.1.-, KEGG:K27270, RefSeq:WP_055053737.1, SO:0001217, UniParc:UPI0006C43ABB, UniRef:UniRef100_A0A174D919, UniRef:UniRef50_A0A174NZ39, UniRef:UniRef90_A0A174DLL1
contig_34	cds	1507	2658	-	KJPNBL_00115		Aldehyde-alcohol dehydrogenase	RefSeq:WP_008705567.1, SO:0001217, UniParc:UPI0001AFE21B, UniRef:UniRef100_A0A174D8Y9, UniRef:UniRef50_R9JWQ9, UniRef:UniRef90_A0A174D8Y9
