contigName	contigLen	totalAvgDepth	ERR011349_ERR011349.sorted.bam	ERR011349_ERR011349.sorted.bam-var
k79_27608	335	15.4064	15.4064	43.1995
k79_4627	705	6.6535	6.6535	3.99304
k79_65	494	7.76012	7.76012	8.26981
k79_13824	494	5.18497	5.18497	1.55989
k79_4628	275	7.15748	7.15748	1.57818
k79_66	270	1.53279	1.53279	0.250982
k79_27609	661	5.39181	5.39181	5.91455
k79_13825	456	4.64286	4.64286	3.51372
k79_67	261	2.15044	2.15044	0.271808
k79_4629	571	8.13239	8.13239	27.6932
k79_13826	237	6.61798	6.61798	8.73877
k79_68	257	3.38532	3.38532	0.868671
k79_27610	339	2.94764	2.94764	0.618296
k79_9248	343	6.71795	6.71795	12.6365
k79_27611	397	5.44578	5.44578	1.14322
k79_69	481	3.89189	3.89189	1.95816
k79_4630	613	12.7441	12.7441	19.8503
k79_4631	273	5.584	5.584	2.37394
k79_9249	516	4.27717	4.27717	3.58509
k79_13827	886	5.53252	5.53252	2.27913
k79_70	417	6.02602	6.02602	2.46574
k79_4632	264	3.68966	3.68966	3.3811
k79_9250	266	4.40678	4.40678	0.807475
k79_71	266	3.16949	3.16949	1.13342
k79_9251	307	1.89937	1.89937	0.496139
k79_4633	335	7.11765	7.11765	6.97533
k79_27612	969	9.42753	9.42753	15.1011
k79_72	406	5.45349	5.45349	5.02701
k79_9252	371	6.40807	6.40807	2.3057
k79_27613	284	3.47059	3.47059	0.28061
k79_9253	519	4.56334	4.56334	9.24128
k79_73	667	21.0771	21.0771	51.9438
k79_27614	627	6.48643	6.48643	5.52649
k79_4634	893	9.5047	9.5047	39.7046
k79_9254	240	4.22826	4.22826	2.81546
k79_13828	1430	22.0359	22.0359	70.8449
k79_27615	243	4.53684	4.53684	0.54916
k79_74	237	3.2809	3.2809	0.567926
k79_4635	388	10.9	10.9	52.0904
k79_9255	447	10.9732	10.9732	55.7576
k79_27616	412	9.77652	9.77652	6.58484
k79_13829	484	5.54167	5.54167	7.18036
k79_9256	272	4.95968	4.95968	5.3073
k79_27617	328	7.55556	7.55556	3.53321
k79_13830	369	4.8009	4.8009	3.26927
k79_75	715	6.39153	6.39153	3.38353
k79_4636	608	5.11522	5.11522	4.49868
k79_9257	386	3.39076	3.39076	1.29392
k79_27618	307	14.8428	14.8428	17.0447
k79_76	267	4.61345	4.61345	1.13744
k79_13831	344	3.19388	3.19388	0.854526
k79_9258	250	4.88235	4.88235	1.90682
k79_27619	286	2.57971	2.57971	0.245425
k79_77	308	7.28125	7.28125	10.8449
k79_13832	250	4.18627	4.18627	0.469909
k79_27620	421	10.337	10.337	40.3272
k79_4637	714	5.51413	5.51413	7.36884
k79_9259	567	6.58473	6.58473	8.99459
k79_78	497	8.03725	8.03725	10.2601
k79_27621	341	6.51813	6.51813	8.2614
k79_4638	314	7.33735	7.33735	9.01279
k79_79	259	2.81081	2.81081	0.863883
k79_9260	392	4.90984	4.90984	2.66673
k79_4639	241	4.17204	4.17204	1.90486
k79_80	254	6.48113	6.48113	1.81393
k79_13833	924	4.6701	4.6701	3.7594
k79_81	275	10.7795	10.7795	18.6812
k79_27622	586	8.99087	8.99087	12.1281
k79_32227	7253	50.819	50.819	723.603
k79_82	259	2.04505	2.04505	0.479771
k79_32228	255	3.6729	3.6729	0.52407
k79_4640	703	7.93153	7.93153	22.3166
k79_27623	441	5.01365	5.01365	2.6231
k79_9261	817	7.82362	7.82362	10.7952
k79_32229	288	3.1	3.1	0.320863
k79_9262	299	3.57616	3.57616	0.605829
k79_83	606	5.95852	5.95852	5.29586
k79_32230	385	2.4135	2.4135	0.362189
k79_84	250	6.4902	6.4902	2.4702
k79_32231	268	3.41667	3.41667	0.547619
k79_18443	975	7.58646	7.58646	7.10724
k79_9263	541	3.17812	3.17812	1.43249
k79_18444	247	5.67677	5.67677	1.60874
k79_32232	266	3.05932	3.05932	0.910979
k79_85	423	5.09091	5.09091	0.84937
k79_18445	287	5.07914	5.07914	0.754562
k79_86	263	1.64348	1.64348	0.24897
k79_9264	603	8.31429	8.31429	6.88119
k79_87	272	6.29032	6.29032	7.2321
k79_32233	570	3.49052	3.49052	1.89896
k79_32234	259	8.55856	8.55856	3.03063
k79_88	281	7.74436	7.74436	22.1463
k79_4641	1845	8.31526	8.31526	16.7785
k79_32235	336	7.42553	7.42553	3.07999
k79_89	384	3.80508	3.80508	0.93206
k79_13834	1536	7.87104	7.87104	13.8442
k79_9265	670	3.73946	3.73946	4.36192
k79_90	242	1.68085	1.68085	0.21963
k79_32236	422	5.49635	5.49635	2.70511
k79_9266	371	5.38117	5.38117	6.59728
k79_4642	517	4.15176	4.15176	2.82473
k79_32237	245	5.80412	5.80412	4.72165
k79_9267	329	2.96685	2.96685	0.632228
k79_91	720	10.1783	10.1783	11.5514
k79_9268	301	2.28758	2.28758	0.627278
k79_4643	513	9.78904	9.78904	36.4635
k79_92	330	4.58791	4.58791	1.73532
k79_4644	268	6.29167	6.29167	2.19153
k79_32238	648	6.168	6.168	20.3805
k79_93	521	5.26005	5.26005	4.84886
k79_94	496	10.8132	10.8132	6.76328
k79_32239	924	6.81314	6.81314	19.6128
k79_4645	1165	6.20256	6.20256	12.5023
k79_9269	1363	6.01317	6.01317	7.47589
k79_32240	258	4.30909	4.30909	0.454046
k79_95	441	11.7611	11.7611	16.7372
k79_9270	255	4.38318	4.38318	0.427261
k79_32241	296	5.62838	5.62838	4.28953
k79_9271	258	2.93636	2.93636	0.720684
k79_18446	3583	48.3639	48.3639	702.016
k79_32242	285	2.34307	2.34307	0.432911
k79_96	647	7.17836	7.17836	6.70506
k79_18447	326	4.14607	4.14607	1.36838
k79_9272	487	4.09735	4.09735	3.12363
k79_9273	264	3.18966	3.18966	1.61589
k79_4646	1173	9.47122	9.47122	17.687
k79_97	528	3.68158	3.68158	1.98013
k79_4647	257	2.22018	2.22018	0.765885
k79_18448	646	7.05622	7.05622	5.21212
k79_9274	348	4.265	4.265	0.768618
k79_4648	365	7.73272	7.73272	8.10416
k79_9275	354	5.18932	5.18932	4.1152
k79_18449	435	5.65157	5.65157	4.50755
k79_98	652	8.55754	8.55754	18.3267
k79_4649	300	3.19737	3.19737	0.848206
k79_9276	396	4.72581	4.72581	2.13504
k79_4650	266	4.00847	4.00847	3.9401
k79_18450	416	2.98881	2.98881	1.06729
k79_99	436	7.875	7.875	10.716
k79_9277	303	5.70323	5.70323	5.22304
k79_4651	314	5.00602	5.00602	8.85451
k79_32243	385	3.94937	3.94937	0.921153
k79_18451	557	9.56235	9.56235	9.52124
k79_9278	322	4.54598	4.54598	1.40539
k79_4652	445	5.47138	5.47138	2.70949
k79_9279	325	3.87006	3.87006	2.07961
k79_9280	261	3.85841	3.85841	1.19406
k79_18452	651	4.84095	4.84095	4.25355
k79_9281	282	4.90299	4.90299	0.945406
k79_4653	706	3.82079	3.82079	1.85292
k79_27624	450	4.5	4.5	3.42027
k79_32244	1297	7.03916	7.03916	4.23626
k79_9282	484	8.9256	8.9256	5.41831
k79_4654	282	2.40299	2.40299	0.272472
k79_27625	285	3.30657	3.30657	0.787677
k79_4655	265	7.59829	7.59829	10.07
k79_32245	288	3.19286	3.19286	0.919373
k79_4656	238	3.2	3.2	0.633708
k79_27626	492	5.01163	5.01163	11.9532
k79_32246	351	22.3842	22.3842	34.6239
k79_4657	280	5.06818	5.06818	0.735774
k79_27627	279	9.70229	9.70229	3.37992
k79_9283	815	10.3193	10.3193	36.5057
k79_4658	242	2.18085	2.18085	0.515328
k79_27628	394	6.63821	6.63821	6.80327
k79_9284	351	3.39409	3.39409	1.20036
k79_27629	249	3.42574	3.42574	3.74693
k79_9285	291	2.59441	2.59441	0.285038
k79_32247	877	8.28532	8.28532	14.575
k79_9286	274	5.38095	5.38095	0.333715
k79_27630	405	4.42802	4.42802	2.87078
k79_32248	428	7.98214	7.98214	5.46563
k79_9287	309	4.77019	4.77019	0.603105
k79_9288	246	3.09184	3.09184	0.950242
k79_27631	567	6.79714	6.79714	12.5688
k79_4659	1329	5.37003	5.37003	4.52145
k79_9289	244	4.23958	4.23958	1.34199
k79_32249	631	8.2795	8.2795	25.9611
k79_4660	361	9.59624	9.59624	3.15697
k79_27632	466	16.0849	16.0849	52.0842
k79_32250	266	3.25424	3.25424	0.789512
k79_9290	526	4.78307	4.78307	3.96873
k79_9291	246	2.68367	2.68367	0.259731
k79_32251	327	6.43017	6.43017	2.5274
k79_32252	259	5.15315	5.15315	0.858149
k79_9292	404	6.58594	6.58594	9.67097
k79_32253	396	12.7177	12.7177	79.2074
k79_100	238	1.98889	1.98889	0.527965
k79_4661	1086	7.21322	7.21322	11.3014
k79_9293	386	5.92437	5.92437	4.68623
k79_32254	414	3.35338	3.35338	1.71616
k79_101	284	5.54412	5.54412	1.40545
k79_27633	1306	7.2228	7.2228	14.2943
k79_9294	372	10.375	10.375	6.82735
k79_4662	371	3.38117	3.38117	2.76847
k79_102	319	9.00585	9.00585	2.60585
k79_32255	366	3.48165	3.48165	1.40289
k79_27634	318	2.77059	2.77059	0.355344
k79_9295	325	5.47458	5.47458	3.15986
k79_4663	352	6.58333	6.58333	4.09647
k79_27635	302	4.57792	4.57792	1.86644
k79_9296	296	4.17568	4.17568	0.553963
k79_32256	374	6.10177	6.10177	4.50071
k79_103	507	4.15877	4.15877	2.13394
k79_4664	319	5.73099	5.73099	0.950739
k79_27636	285	3.82482	3.82482	2.42497
k79_27637	394	2.79268	2.79268	0.744599
k79_4665	408	6.86538	6.86538	3.57641
k79_104	586	4.61416	4.61416	4.22378
k79_4666	267	3.2437	3.2437	1.32146
k79_27638	292	4.59722	4.59722	0.997475
k79_105	264	3.26724	3.26724	2.02361
k79_4667	281	4.6391	4.6391	0.899067
k79_32257	1012	8.32755	8.32755	32.7025
k79_27639	344	7.01531	7.01531	10.2203
k79_4668	332	2.4837	2.4837	2.93962
k79_27640	284	7.66176	7.66176	3.73661
k79_106	484	5.625	5.625	3.27388
k79_27641	247	2.55556	2.55556	0.535147
k79_27642	272	4.08065	4.08065	0.383687
k79_4669	486	3.76923	3.76923	2.78932
k79_27643	313	9.10909	9.10909	9.63437
k79_9297	1929	18.6261	18.6261	126.315
k79_4670	356	5.32692	5.32692	1.18729
k79_27644	305	3.07006	3.07006	2.60403
k79_107	864	3.90642	3.90642	4.57445
k79_9298	271	1.65041	1.65041	0.262028
k79_4671	321	2.53757	2.53757	1.21515
k79_27645	271	3.5935	3.5935	0.374383
k79_9299	265	3.98291	3.98291	1.96522
k79_32258	1545	13.3021	13.3021	21.6923
