contigName	contigLen	totalAvgDepth	ERR011348_ERR011348.sorted.bam	ERR011348_ERR011348.sorted.bam-var
k79_48229	266	3.17213	3.1746	0.65727
k79_36173	250	4.71698	4.71818	1.32352
k79_60282	250	2.76415	2.76364	0.916096
k79_24115	2900	8.8389	8.83901	14.4608
k79_48230	239	4.58947	4.58763	2.01568
k79_60283	243	4.25253	4.25743	1.09307
k79_36174	287	3.02797	3.02759	0.471455
k79_13	765	5.33494	5.33547	5.20079
k79_48231	258	8.63158	8.62931	1.74835
k79_72328	1661	5.28675	5.28703	4.3734
k79_14	258	3.25439	3.25	1.8587
k79_84383	4499	10.6386	10.6385	20.3365
k79_12059	883	5.25034	5.24966	4.11192
k79_72329	314	3.72353	3.72093	2.43629
k79_12060	243	4.76768	4.77228	0.497624
k79_36175	658	4.42802	4.42829	2.47834
k79_15	416	5.41176	5.41241	1.7597
k79_48232	550	3.57143	3.57143	1.94921
k79_60284	844	4.75143	4.75143	2.55901
k79_12061	270	6.73016	6.73016	5.4946
k79_16	255	6.88288	6.88288	1.01343
k79_48233	248	2.56731	2.56731	0.247853
k79_24116	1094	4.31789	4.31789	3.44573
k79_48234	284	3.67143	3.67143	1.17184
k79_60285	508	2.75	2.75	1.73072
k79_84384	934	6.20886	6.20886	4.34796
k79_24117	560	4.95913	4.95913	2.58387
k79_84385	429	3.82456	3.82456	1.82827
k79_36176	1109	7.44041	7.44041	8.52677
k79_24118	265	3.09091	3.09091	1.36667
k79_60286	582	3.621	3.621	2.02536
k79_36177	258	4.09649	4.09649	0.742819
k79_84386	281	6.54015	6.54015	2.9561
k79_48235	873	4.3059	4.3059	2.36373
k79_24119	239	3.62105	3.62105	0.23785
k79_60287	252	6	6	9.40187
k79_24120	250	4.0283	4.0283	1.18967
k79_17	1308	3.76632	3.76672	4.0022
k79_84387	523	6.04486	6.04486	7.49269
k79_36178	988	5.9763	5.9763	5.39919
k79_18	662	6.89768	6.89768	5.07848
k79_36179	260	2.56897	2.56897	1.89955
k79_19	251	5.39252	5.39252	0.976547
k79_24121	1016	5.23165	5.23165	3.04846
k79_60288	1139	7.71558	7.71558	9.82345
k79_20	268	3.5	3.5	0.853659
k79_84388	930	5.46692	5.46692	3.43904
k79_60289	237	6.49462	6.49462	0.926601
k79_48236	1524	8.04928	8.04928	9.50005
k79_24122	409	3.16604	3.16604	1.18445
k79_36180	661	3.96712	3.96712	2.4466
k79_24123	257	4.38053	4.38053	2.39855
k79_21	597	6.94261	6.94286	7.50332
k79_36181	277	10.7143	10.7153	27.8081
k79_36182	455	2.9582	2.95873	1.44097
k79_48237	964	7.82073	7.82039	10.8814
k79_48238	260	3.61207	3.60833	1.18144
k79_84390	1618	9.91723	9.91734	10.842
k79_36183	1212	4.97285	4.9729	4.46414
k79_22	1949	4.89252	4.89264	4.64848
k79_23	370	5.00442	5.00439	2.59469
k79_60290	2821	14.6403	14.6402	25.4163
k79_24	277	3.35338	3.35556	0.618906
k79_48239	1807	7.21588	7.21562	9.24377
k79_36184	1231	5.72033	5.71993	5.69445
k79_84391	1482	6.21151	6.21119	5.1196
k79_25	534	2.5	2.5	0.838875
k79_36185	262	4.55085	4.55	0.938655
k79_84392	256	2.08929	2.08772	0.434715
k79_12062	5925	7.35357	7.35362	7.19468
k79_26	478	3.63174	3.63095	0.943996
k79_48240	1006	7.79002	7.79051	9.51922
k79_24124	3651	9.60565	9.60565	10.4175
k79_84393	627	4.47412	4.47412	2.2623
k79_48241	275	4.0229	4.0229	1.83793
k79_24125	299	2.71613	2.71613	0.555257
k79_48242	287	4.97902	4.97902	2.16153
k79_12063	894	7.87867	7.87867	11.5914
k79_48243	388	3.2418	3.2418	0.916599
k79_84394	688	5.06434	5.06434	2.60912
k79_48244	273	2.10853	2.10853	0.410005
k79_27	1202	10.4206	10.4206	16.0471
k79_84395	289	9.51724	9.51724	4.39032
k79_12064	662	4.67954	4.67954	2.70175
k79_28	279	5.21481	5.21481	6.0356
k79_36186	1877	6.79746	6.79746	4.69509
k79_29	238	2.71277	2.71277	0.271448
k79_30	248	4.41346	4.41346	1.09923
k79_48245	589	6.99101	6.99101	6.70262
k79_12065	830	7.11953	7.11953	6.24846
k79_24126	1918	5.70293	5.70293	2.90945
k79_12066	317	3.28324	3.28324	0.855357
k79_24127	248	6.13462	6.13462	0.583644
k79_31	810	5.20571	5.20571	2.89748
k79_48246	651	6.35897	6.35897	3.15942
k79_36187	1019	7.22743	7.22743	8.6038
k79_32	263	5.07563	5.07563	0.884063
k79_36188	274	4.00769	4.00769	1.38754
k79_84396	1841	6.33942	6.33942	6.16066
k79_12067	850	4.04957	4.04957	4.39611
k79_48247	749	6.12562	6.12562	11.4544
k79_84397	239	6.48421	6.48421	2.06092
k79_12068	257	2.67257	2.67257	2.91861
k79_48248	253	3.16514	3.16514	0.824329
k79_84398	303	4	4	10.5063
k79_60291	4314	9.59904	9.59904	19.4343
k79_48249	280	7.33824	7.33824	4.19586
k79_36189	955	5.39211	5.39211	9.5967
k79_48250	247	4.06796	4.06796	1.76984
k79_48251	256	3.83929	3.83929	0.802766
k79_84399	675	4.69303	4.69303	2.28484
k79_84400	283	6.10072	6.10072	1.71442
k79_48252	459	9.03492	9.03492	14.8427
k79_36190	866	3.98753	3.98753	3.69888
k79_48253	310	3.26506	3.26506	0.5475
k79_33	1996	5.50918	5.50918	4.1323
k79_84401	864	5.37083	5.37083	4.31431
k79_36192	770	22.6805	22.6805	48.5794
k79_84402	244	9.08	9.08	4.31677
k79_84403	251	4.42991	4.42991	0.643625
k79_34	901	3.42008	3.42008	1.46615
k79_24128	3125	7.1788	7.1788	7.46432
k79_84404	237	3.91398	3.91398	3.84034
k79_35	436	3.23288	3.23288	1.7119
k79_84405	678	4.62921	4.62921	4.63149
k79_38	411	3.73408	3.73408	3.28616
k79_84406	348	3.54412	3.54412	2.22957
k79_48254	2093	9.32068	9.32068	16.8977
k79_84407	358	2.21495	2.21495	0.817427
k79_12069	3525	6.97279	6.97279	11.8726
k79_72330	13187	16.5812	16.5812	28.4299
k79_39	773	4.14149	4.14149	2.68218
k79_84408	630	3.72222	3.72222	2.51856
k79_84409	270	6.39683	6.39683	6.68927
k79_84410	259	2.88696	2.88696	1.25904
k79_12070	1090	4.67336	4.67336	2.77467
k79_12071	356	5.29245	5.29245	2.05625
k79_84411	437	5.14676	5.14676	2.92017
k79_72331	1170	7.72125	7.72125	9.8188
k79_48255	1748	8.81546	8.81546	6.86797
k79_84412	307	7.04908	7.04908	1.93585
k79_72332	272	2.35938	2.35938	0.672982
k79_12072	426	6.65603	6.65603	10.2336
k79_48256	263	3.68067	3.68067	2.67683
k79_84413	244	3.7	3.7	1.52525
k79_12073	278	4.23881	4.23881	0.408709
k79_72333	321	7.0452	7.0452	3.71386
k79_24129	3215	6.72647	6.72647	10.4554
k79_48257	264	4.26667	4.26667	1.32325
k79_84414	265	3.76859	3.76859	1.01267
k79_12074	279	5.62222	5.62222	6.44577
k79_72334	275	6.57252	6.57252	2.73893
k79_24130	250	3.39623	3.39623	0.641509
k79_48258	283	5.91367	5.91367	3.41278
k79_72335	264	4.43333	4.43333	1.27283
k79_24131	267	5.3252	5.3252	4.49993
k79_12075	352	11.8846	11.8846	6.1702
k79_84415	537	4	4	1.78571
k79_24132	237	6.21505	6.21505	0.583685
k79_40	2261	8.18186	8.18186	13.7434
k79_84416	291	4.39456	4.39456	1.84326
k79_24133	247	1.91262	1.91262	0.374643
k79_48259	623	6.62839	6.62839	5.60219
k79_24134	242	3.21429	3.21429	0.78866
k79_41	631	4.846	4.846	4.40215
k79_42	260	4	4	0.8
k79_36193	5005	8.03888	8.03888	10.4129
k79_48260	789	5.24496	5.24496	10.3188
k79_84417	873	4.44582	4.44582	2.01663
k79_36194	260	6.65517	6.65517	8.24528
k79_84418	243	4.9798	4.9798	3.2853
k79_12076	1317	4.38107	4.38107	3.08248
k79_43	455	6.19614	6.19614	7.81626
k79_36195	281	2.67153	2.67153	1.19279
k79_48261	508	3.53571	3.53571	1.46153
k79_72336	1667	5.6566	5.6566	6.98249
k79_45	262	4.02542	4.02542	0.896783
k79_72337	272	3.46094	3.46094	2.39216
k79_48262	349	3.50244	3.50244	1.66298
k79_84419	648	5.34921	5.34921	4.76449
k79_12077	690	4.62637	4.62637	4.10969
k79_46	266	10.9098	10.9098	3.86784
k79_48263	256	9.16964	9.16964	2.44844
k79_12078	253	3.97248	3.97248	0.897384
k79_47	246	12.7843	12.7843	12.7055
k79_84420	343	3.57286	3.57286	2.32674
k79_48	244	4.6	4.6	1.53536
k79_48264	396	4.45238	4.45238	3.47581
k79_12079	366	18.5225	18.5225	20.7212
k79_24135	2122	6.82912	6.82912	9.23134
k79_49	374	5.11304	5.11304	6.33652
k79_84421	542	3.42211	3.42211	1.92213
k79_50	242	2.57143	2.57143	0.371134
k79_84422	272	4.24219	4.24219	1.88577
k79_84423	261	7.40171	7.40171	1.93206
k79_72338	1372	5.57818	5.57818	3.28564
k79_48265	832	5.80814	5.80814	2.40273
k79_84424	243	2.37374	2.37374	0.29767
k79_72339	265	4.39669	4.39669	0.941322
k79_48266	262	5.55085	5.55085	1.44611
k79_84425	276	2.90909	2.90909	0.724496
k79_48267	361	4.4424	4.4424	1.28486
k79_48268	273	9.37209	9.37209	3.67296
k79_12080	1463	11.5565	11.5565	19.8934
k79_72340	869	5.10207	5.10207	2.45918
k79_12081	388	6.55328	6.55328	4.54447
k79_84426	903	6.77866	6.77866	6.75831
k79_84427	299	5.96774	5.96774	8.04441
k79_51	1712	6.57972	6.57972	7.16149
k79_48269	767	4.72713	4.72713	1.88683
k79_48270	266	4.71311	4.71311	2.65256
k79_52	418	4.70073	4.70073	3.55113
k79_72341	862	5.28134	5.28134	4.33636
k79_48271	287	4.5035	4.5035	2.68837
k79_60292	10673	11.2355	11.2355	13.5077
k79_53	247	2.63107	2.63107	0.960594
k79_72342	293	4.20134	4.20134	0.607835
k79_60293	274	4.73077	4.73077	5.4851
k79_84428	1054	8.54066	8.54066	6.91967
k79_60294	392	2.68548	2.68548	1.40675
k79_84429	649	4.76238	4.76238	1.25295
k79_60295	883	4.89445	4.89445	4.61758
k79_60296	267	2.78862	2.78862	0.348394
k79_54	2067	7.60062	7.60062	8.46366
k79_60297	635	5.62322	5.62322	2.66796
k79_84430	1130	4.68661	4.68661	5.64486
k79_55	335	8.3089	8.3089	5.47776
k79_56	243	2.77778	2.77778	0.276644
k79_60298	574	3.90233	3.90233	3.42634
k79_48272	2717	6.95569	6.95569	9.57812
k79_57	263	3.36134	3.36134	0.283578
k79_60299	239	8.45263	8.45263	3.18656
k79_36196	6510	7.70311	7.70317	7.66031
k79_36197	297	2.64706	2.64901	2.21598
k79_12082	3887	10.8325	10.8324	21.9579
k79_60300	508	4.94231	4.94199	12.4038
k79_48273	757	5.40131	5.40098	8.94878
k79_48274	238	4.87234	4.86957	4.26852
k79_58	941	39.1054	39.1057	59.7394
k79_48275	251	2.64486	2.64762	0.480403
k79_12083	785	4.9844	4.98435	3.1753
k79_36198	1018	7.19336	7.19381	10.1519
k79_12084	272	3.10156	3.10317	3.10127
k79_84431	2006	5.35177	5.35161	3.71924
k79_36199	268	4.76613	4.7623	2.10005
k79_84432	255	2.14414	2.14679	0.256031
k79_48276	810	9.62913	9.62913	28.6969
k79_36200	271	23.4016	23.4016	11.893
k79_84433	300	5.46154	5.46154	1.26948
k79_36201	259	4.53913	4.53913	1.02258
k79_12085	637	3.29817	3.29817	0.681234
k79_84434	329	3.78378	3.78378	0.789955
k79_36202	248	5.72115	5.72115	0.785568
k79_84435	287	3.26573	3.26573	1.04156
k79_36203	292	6.74324	6.74324	1.63431
k79_48277	808	5.26807	5.26807	2.33227
k79_60301	1952	5.0271	5.0271	4.22895
k79_84436	254	7.3	7.3	1.97339
k79_48278	242	3.38776	3.38776	0.569745
k79_59	1736	6.07098	6.07098	4.64173
k79_60302	264	6.325	6.325	1.39769
k79_48279	263	3.05042	3.05042	1.13303
k79_60303	251	1.72897	1.72897	0.406983
k79_84437	524	2.71053	2.71053	0.649497
k79_48280	242	5.32653	5.32653	2.34589
k79_12086	1248	5.4212	5.4212	8.2984
k79_84438	290	2.60959	2.60959	1.85343
k79_36204	916	4.77461	4.77461	3.37325
k79_61	566	6.53791	6.53791	9.19451
k79_60304	615	3.77495	3.77495	1.86414
k79_12087	449	4.05574	4.05574	1.14491
k79_36205	496	4.41477	4.41477	3.37733
k79_48281	745	3.66722	3.66722	1.46574
k79_36206	259	2.52174	2.52174	0.304348
k79_62	681	5.21229	5.21229	4.77951
k79_36207	436	3.94178	3.94178	1.24402
k79_48282	784	5.01719	5.01719	2.46762
k79_84439	1379	6.40648	6.40648	6.34357
k79_48283	420	3.89493	3.89493	4.07256
k79_12088	1291	9.03226	9.03226	15.8253
k79_84440	357	2.79343	2.79343	2.35334
k79_84441	365	3.38462	3.38462	1.83776
k79_48284	489	3.17391	3.17391	0.853387
k79_48285	319	3.73714	3.73714	0.585682
k79_24136	10661	15.1929	15.1929	27.9542
k79_48286	238	5.2766	5.2766	2.63235
k79_84442	667	7.54876	7.54876	6.92626
k79_24137	281	4.71533	4.71533	0.469837
k79_12089	1210	6.12758	6.12758	4.62786
k79_24139	251	2.33645	2.33645	0.640451
k79_36208	2032	6.4608	6.4608	4.5602
k79_12090	311	7.85629	7.85629	8.85875
k79_36209	247	2.84466	2.84466	3.79916
k79_84443	714	4	4	2.73814
k79_63	2656	5.68949	5.68949	5.44005
k79_60306	3352	5.50468	5.50468	4.65358
k79_24140	894	6.49733	6.49733	6.42659
k79_12091	784	8.37031	8.37031	9.65137
k79_24141	361	7.42396	7.42396	3.25461
k79_48287	1626	5.23752	5.23752	8.39864
k79_64	702	3.15771	3.15771	2.3198
k79_12092	345	2.95025	2.95025	1.22751
k79_24142	251	14.4673	14.4673	5.23241
k79_24143	364	5.68636	5.68636	1.40347
k79_12093	647	10.0139	10.0139	23.6392
k79_24144	297	6.07843	6.07843	3.38854
k79_12094	290	6.5274	6.5274	12.6372
k79_24145	261	3.70085	3.70085	0.901118
k79_12095	238	11.5851	11.5851	9.1916
k79_24146	256	2.66071	2.66071	0.424389
k79_84444	1950	9.07973	9.07973	24.4801
k79_36210	2103	9.00459	9.00459	13.2007
k79_65	1297	30.1483	30.1481	4512.47
k79_36211	261	3.48718	3.4874	0.557043
k79_12096	556	4.1432	4.14251	3.37673
k79_24147	601	3.00438	3.00436	0.737973
k79_36212	363	3.84932	3.85068	0.9276
k79_24148	281	3.05839	3.05755	1.37348
k79_66	636	2.95935	2.95951	1.95779
k79_84445	821	8.44904	8.44919	19.7492
k79_48288	2123	6.51086	6.51086	4.9992
k79_84446	281	3.23358	3.23358	0.577394
k79_24149	363	7.53425	7.53425	10.9289
k79_48289	359	4.96744	4.96744	2.33071
k79_24150	509	4.61096	4.61096	6.06803
k79_48290	259	2.54783	2.54783	1.02181
k79_84447	564	5.71429	5.71429	4.77736
k79_24151	243	5.0202	5.0202	1.2853
k79_84448	241	5.04124	5.04124	1.87328
k79_48291	254	4.17273	4.17273	1.55705
k79_67	1109	7.23834	7.23785	7.01375
k79_48292	287	3.85315	3.85517	1.1386
k79_68	246	10.1275	10.125	1.85801
k79_48293	303	4.50314	4.50311	5.03906
k79_84449	608	4.61638	4.61588	2.93815
k79_60307	3759	5.64703	5.64694	6.58191
k79_36213	1910	4.55889	4.55889	2.84495
k79_69	666	5.87739	5.87739	5.97341
k79_48294	605	3.53579	3.53579	1.35796
k79_36214	295	4.72185	4.72185	3.86878
k79_24152	1115	8.05458	8.05458	13.5217
k79_36215	261	6.10256	6.10256	2.0756
k79_48295	279	5.63704	5.63704	1.72548
k79_12097	2456	4.70718	4.70718	5.23007
k79_60308	667	3.40153	3.40153	1.52429
k79_36216	256	4.74107	4.74107	1.05848
k79_48296	251	4.21495	4.21495	0.472227
k79_60309	265	4.45455	4.45455	1.13333
k79_70	626	4.6971	4.6971	3.57126
k79_71	244	4.98	4.98	1.39354
k79_60310	328	3.34239	3.34239	0.641691
k79_48297	595	5.898	5.898	4.65623
k79_48298	383	2.53556	2.53556	0.779191
k79_12098	1164	24.9039	24.9039	73.4333
k79_36217	1250	6.68083	6.68083	4.08176
k79_12099	251	2.48598	2.48598	0.591782
k79_72	935	4.5335	4.5335	2.40363
k79_12100	265	11.157	11.1545	2.18086
k79_73	258	7.01754	7.01724	1.07796
k79_24153	2017	5.61506	5.61493	5.65956
k79_84450	2483	6.23728	6.23708	7.56906
k79_12101	331	4.12834	4.12698	4.0157
k79_24154	262	5.3983	5.4	0.880672
k79_84451	270	3.52381	3.52344	0.597872
k79_74	457	4.47284	4.47302	1.49211
k79_36218	797	3.61868	3.61832	1.42902
k79_12102	347	3.64039	3.63902	0.653372
k79_24155	297	2.22876	2.22581	0.31881
k79_84452	263	2.45378	2.45455	0.383333
k79_12103	249	3.40952	3.41122	2.56516
k79_36219	471	4.59327	4.59271	3.78483
k79_84453	358	2.84112	2.84259	0.803015
k79_48299	1814	6.03952	6.03947	8.25337
k79_84454	452	4.12338	4.12258	4.38622
k79_75	886	4.80458	4.80511	3.82066
k79_12104	691	4.91042	4.91075	6.2931
k79_60311	2467	5.93112	5.93118	4.26724
k79_48300	272	8.04688	8.04615	3.96685
k79_36220	630	4.33128	4.33128	4.60549
k79_60312	278	2.88806	2.88806	1.36331
k79_84455	466	3.22671	3.22671	3.13536
k79_24156	1207	6.90122	6.90122	6.27745
k79_60313	295	3.59603	3.59603	0.882384
k79_76	605	4.69631	4.69631	3.58584
k79_12105	644	6.57	6.56972	6.78852
k79_84456	310	32.2831	32.2857	123.044
k79_77	238	3.70213	3.69792	0.739364
k79_60314	238	3.95745	3.95833	0.629824
k79_24157	363	2.17808	2.17647	0.491444
k79_36221	660	6.59884	6.59846	13.204
k79_84457	246	4.69608	4.69231	2.05975
k79_36222	320	5.1875	5.18539	2.70555
k79_84458	451	3.99674	3.99676	0.613627
k79_36223	577	3.99769	3.9977	6.52764
k79_84459	379	4.62128	4.62025	1.40603
k79_12106	1002	6.94172	6.94186	8.602
k79_24158	1132	6.80263	6.80303	6.09766
k79_12107	261	6.88034	6.88235	4.91825
k79_36224	534	5.35897	5.35969	2.81402
k79_48301	1995	14.2166	14.2164	31.7324
k79_12108	247	2.24272	2.2381	0.452381
k79_36225	265	3.85124	3.85366	1.17513
k79_48302	238	1.51064	1.51042	0.336732
k79_24159	735	6.69543	6.69477	8.90161
k79_36226	351	2.15942	2.15789	0.364373
k79_12109	611	6.95503	6.95522	11.7352
k79_36227	553	3.6577	3.65693	2.24543
k79_24160	629	4.17938	4.17864	2.40218
k79_36228	274	4.03077	4.0303	3.72426
k79_48303	1243	8.11465	8.11444	6.24873
k79_12110	949	6.04472	6.04461	6.11464
k79_84460	1893	20.7541	20.7544	67.4254
k79_48304	261	3.60684	3.60504	3.22405
k79_12111	243	2.71717	2.71287	1.20673
k79_84461	238	3.96809	3.96875	2.99901
k79_24161	914	6.83377	6.8342	6.40568
k79_36229	812	4.10928	4.10896	2.36628
k79_84462	242	9.22449	9.22	4.01172
k79_12112	349	5.97073	5.97101	4.39721
k79_36230	243	4	4	0.52
k79_12113	262	5.32203	5.325	1.1792
k79_60315	3445	7.41291	7.41296	9.21768
k79_12114	263	6.58824	6.58678	1.81115
k79_48305	881	5.65943	5.659	3.53938
k79_84463	511	5.44959	5.44986	1.65033
k79_24162	693	5.51366	5.51361	4.19209
k79_12115	286	3.33803	3.34028	0.85543
k79_48306	265	2.73554	2.73171	0.312675
k79_84464	244	4.44	4.44118	1.25888
k79_24163	264	4.83333	4.83607	1.84067
k79_12116	290	2.9589	2.95946	0.420114
k79_60316	793	7.13405	7.13364	14.6514
k79_12117	278	9.85821	9.86029	6.46182
k79_12118	283	10.9424	10.9433	5.16819
k79_12119	259	3.98261	3.98291	1.13764
k79_60317	657	5.92008	5.92039	3.30299
k79_36231	1573	8.14556	8.14535	7.67819
k79_78	4814	8.08373	8.08369	8.53052
k79_60318	257	5.45133	5.45217	0.548131
k79_12120	405	2.35249	2.35361	1.00044
k79_36232	242	3.10204	3.1	0.616162
k79_84465	1255	6.67237	6.67206	6.29073
k79_79	261	6.38462	6.38655	1.45948
k79_24164	1204	5.73774	5.73729	5.10618
k79_60319	243	4.32323	4.32673	0.802178
k79_12121	232	5.01136	5.01111	9.49426
k79_84466	244	4.43	4.43137	0.584353
k79_80	252	6.18518	6.18182	5.47122
k79_60320	331	5.01604	5.01587	1.09017
k79_84467	246	2.23529	2.23077	0.295743
k79_24165	400	3.08203	3.0814	1.07895
k79_81	278	6.47761	6.47794	6.0884
k79_60321	243	4.77778	4.78218	0.772079
k79_84468	243	3.85859	3.86139	1.02059
k79_24166	249	3.81905	3.82243	2.05308
k79_24167	263	5.63866	5.63636	2.9
k79_60322	534	4.38718	4.38718	2.74174
k79_60323	254	2.50909	2.50909	1.40817
k79_82	865	3.44521	3.44521	1.60845
k79_36233	1475	4.81518	4.81518	2.80643
k79_24168	727	7.11492	7.11492	3.46271
k79_60324	391	4.417	4.417	4.52052
k79_84469	1133	6.19312	6.19312	12.2592
k79_84470	240	5.95833	5.95833	1.59825
k79_84471	272	7.32812	7.32812	1.34031
k79_36234	702	5.80645	5.80645	1.32693
k79_60325	837	5.29293	5.29293	3.94729
k79_12122	2222	9.35082	9.35082	17.891
k79_84472	404	2.92308	2.92308	0.835759
k79_84473	246	5.93137	5.93137	1.41109
k79_12123	271	5.33858	5.33858	1.1781
k79_48307	3913	8.46617	8.46617	12.3111
k79_84474	275	6.53435	6.53435	3.1892
k79_60326	646	5.3247	5.3247	4.79456
k79_48308	324	5.03889	5.03889	2.1158
k79_48309	250	2.84906	2.84906	0.396047
k79_60327	676	4.44549	4.44549	2.33789
k79_12124	1234	19.489	19.489	25.1867
k79_36235	1762	6.98331	6.98331	8.61382
k79_12125	251	8.1215	8.1215	8.4285
k79_36236	259	3.76522	3.76522	1.47948
k79_60328	752	4.54605	4.54605	2.25487
k79_72343	26177	15.4886	15.4886	30.0528
k79_24169	2895	6.00109	6.00109	9.04112
k79_12126	430	3.1958	3.1958	0.705387
k79_48310	1396	7.92811	7.92811	9.14589
k79_72344	369	15.76	15.76	9.78143
k79_48311	283	4.4964	4.4964	2.15035
k79_24170	602	6.55677	6.55677	2.54491
k79_72345	369	2.90667	2.90667	1.35286
k79_36237	1023	3.96359	3.96359	2.03968
k79_24171	253	7.50459	7.50459	2.54859
k79_60329	999	5.23041	5.23041	5.9363
k79_24172	246	4.17647	4.17647	1.4933
k79_12127	995	10.7156	10.7156	23.872
k79_84476	2507	7.22344	7.22344	7.80447
k79_12128	251	2.09346	2.09346	0.519486
k79_84477	240	3.61458	3.61458	1.92357
k79_36238	723	3.55613	3.55613	0.922018
k79_12129	252	2.9537	2.9537	0.250173
k79_84478	263	3.72269	3.72269	3.91397
k79_72346	920	4.55928	4.55928	2.58487
k79_72347	256	3.875	3.875	0.272523
k79_36239	461	4.02524	4.02524	1.87911
k79_72348	244	2.87	2.87	1.89202
k79_24173	1144	7.142	7.142	7.90974
k79_72349	244	2.93	2.93	1.62131
k79_60330	1230	4.39871	4.39871	2.47222
k79_48312	1941	6.18531	6.18531	6.62319
k79_36240	884	3.79324	3.79324	5.09249
k79_24174	680	4.79291	4.79291	3.12151
k79_72350	729	3.77436	3.77436	1.09283
k79_24175	254	6.32727	6.32727	0.625855
k79_12130	1655	10.8537	10.8537	17.0097
k79_48313	902	6.01055	6.01055	8.47809
k79_72351	614	4.77234	4.77234	2.60692
k79_12131	256	5.42857	5.42857	0.895752
k79_48314	264	3.725	3.725	0.604412
k79_72352	255	5.2973	5.2973	3.46536
k79_36241	1028	4.90498	4.90498	3.78031
k79_48315	265	5.99174	5.99174	2.05826
k79_12132	520	6.98936	6.98936	7.52523
k79_36242	239	2.93684	2.93684	1.67682
k79_48316	303	2.39623	2.39623	1.27872
k79_72353	442	5.2349	5.2349	1.80322
k79_36243	255	19.7928	19.7928	4.07486
k79_72354	295	5.72848	5.72848	6.62578
k79_36244	495	4.5812	4.5812	2.83267
k79_36245	239	2.97895	2.97895	1.76551
k79_36246	265	7.49587	7.49587	1.61873
k79_60331	2741	8.07162	8.07162	10.3016
k79_36247	249	6.78095	6.78095	2.73041
k79_48317	1113	8.2064	8.2064	8.47593
k79_60332	246	5.08824	5.08824	2.16045
k79_36248	240	2.60417	2.60417	0.725877
k79_48318	384	3.2375	3.2375	0.792731
k79_60333	582	5.05251	5.05251	2.61737
k79_48319	349	4.2	4.2	1.63137
k79_48320	258	2.76316	2.76316	0.270844
k79_72355	1847	7.15913	7.15913	4.71673
k79_12133	2200	7.32101	7.32101	8.48571
k79_48321	269	5.712	5.712	2.28735
k79_72356	269	3.672	3.672	0.496388
k79_24176	3392	18.9701	18.9701	52.0788
k79_48322	410	4.09399	4.09399	0.530757
k79_84479	5062	6.97702	6.97702	7.47494
k79_12134	795	4.02151	4.02151	3.36876
k79_12135	245	5.32673	5.32673	2.82218
k79_60334	1392	4.48638	4.48638	3.85547
k79_48323	685	3.39926	3.39926	2.32178
