Contig	ERR011347_assembly.fa/ERR011347_corrected_1.fastq.gz Mean	ERR011347_assembly.fa/ERR011347_corrected_1.fastq.gz RPKM	ERR011347_assembly.fa/ERR011347_corrected_1.fastq.gz Covered Fraction
k79_16	32.068626	59.185955	1
k79_24369	6.8141026	12.0670395	1
k79_60911	3.4236112	6.129395	1
k79_36553	3.6	5.4789286	0.9877551
k79_36554	3.8115942	6.732403	1
k79_60912	7.282511	13.195454	1
k79_85264	14.034762	27.537495	1
k79_60913	3.3225806	7.9791436	1
k79_36555	10.333333	20.471378	1
k79_48738	4.5287957	8.971345	1
k79_36556	2.5454545	6.3101344	1
k79_48739	4.932039	8.842804	1
k79_60914	28.077295	35.92936	1
k79_24370	7.781291	14.439031	1
k79_17	6.8086734	12.455666	1
k79_48740	11.1890545	18.696693	1
k79_18	7.6666665	10.913313	1
k79_60915	4.487239	8.728146	1
k79_19	4.8671875	9.120598	1
k79_85265	9.659679	18.313774	1
k79_48741	6.181818	11.290135	1
k79_60916	3.5959597	5.9899044	1
k79_24371	10.701439	18.802021	1
k79_36557	12.896845	23.735147	1
k79_48742	4.2636366	7.457431	1
k79_12194	16.705593	33.06082	1
k79_73099	13.343049	27.77768	1
k79_60917	3.75	7.082476	1
k79_36558	4.142857	6.484722	1
k79_73100	2.5961537	5.8489656	1
k79_60918	2.3510637	6.1126485	1
k79_48743	5.6	10.34097	1
k79_12195	6.2262444	10.854482	1
k79_20	5.414591	10.054962	1
k79_24372	6.2505355	11.361402	1
k79_48744	3.4129033	6.357154	1
k79_60919	2.3831775	4.916987	1
k79_12196	8.985994	14.708936	1
k79_73101	6.239411	11.191526	1
k79_21	9.874016	17.226892	1
k79_60920	4.0467033	8.414999	1
k79_48745	6.0951276	11.551957	1
k79_73102	3.2715232	6.4416347	1
k79_85266	3.9887006	6.8416796	1
k79_24373	6.570983	12.633322	1
k79_60921	3.4586465	5.7972965	1
k79_73103	18.59322	21.14794	1
k79_36559	12.38552	24.481764	1
k79_48746	17.753677	29.688349	1
k79_60922	6.5833335	10.405717	1
k79_24374	5.1418095	9.338465	1
k79_36560	2.9384615	5.456657	1
k79_60923	10.571428	17.67368	1
k79_12197	9.126499	16.913761	1
k79_48747	4.6066666	8.948916	1
k79_36561	3.496	7.050661	1
k79_48748	3.7184465	7.6637626	1
k79_24375	5.1055717	10.32801	1
k79_12198	4.305296	7.916593	1
k79_73104	7.638472	14.188542	1
k79_48749	13.715	21.306944	1
k79_36562	10.349206	17.513664	1
k79_12199	3.5304348	7.457431	1
k79_48750	3.051095	6.7558603	1
k79_36563	4.5384617	7.6371274	1
k79_48751	7.464286	12.06983	1
k79_12200	5.8514056	10.46657	1
k79_73105	20.291803	35.32467	1
k79_85267	9.793915	18.682993	1
k79_36564	4.4901314	8.21303	1
k79_48752	10.807107	16.7631	1
k79_73106	2.2736843	6.6964684	1
k79_12201	21.912863	49.589054	1
k79_60924	7.234927	14.044125	1
k79_36565	4.7103825	8.957874	1
k79_12202	2.2229729	5.0049872	1
k79_36566	4.1065574	8.773448	1
k79_48753	7.210396	14.26873	1
k79_85268	3.9030418	7.9428253	1
k79_73107	6.04721	11.62197	1
k79_60925	4.027174	8.637951	1
k79_36567	2.8728814	6.678296	1
k79_12203	7.1375465	13.170641	1
k79_48754	3.4751382	6.7590013	1
k79_60926	10.446281	13.208734	1
k79_36568	7.145161	10.886761	1
k79_48755	5.055118	9.153525	1
k79_85269	13.790625	20.944275	1
k79_36569	6.8863635	10.653472	1
k79_60927	4.4723926	8.577236	1
k79_73108	6.5410957	12.682705	1
k79_85270	3.8962963	6.80327	1
k79_36570	1.9340659	4.3321176	1
k79_73109	6.801724	9.532054	1
k79_12204	6.7567086	12.411521	1
k79_60928	4.768212	7.928166	1
k79_85271	6.6901407	11.684453	1
k79_36571	4.533557	8.655946	1
k79_12205	23.21267	47.840122	1
k79_85272	3.7133758	6.315739	1
k79_36572	5.110236	9.153525	1
k79_48756	7.0651107	13.151072	1
k79_12206	4.062827	7.8729467	1
k79_73110	8.012295	13.79274	1
k79_85273	7.3496933	12.865855	1
k79_36573	4.0326085	8.037949	1
k79_12207	12.038586	23.941427	1
k79_85274	6.8898306	12.243545	1
k79_36574	3.4772727	6.875645	1
k79_12208	2.816794	6.369336	1
k79_85275	6.7	12.152851	1
k79_36575	3.9025974	7.3593073	1
k79_73111	5.1831355	9.844793	1
k79_73112	9.639175	12.680651	1
k79_60929	5.6228127	10.924057	1
k79_22	6.064516	9.798084	1
k79_24376	5.908862	11.308224	1
k79_23	4.4357142	6.685972	1
k79_12209	8.075967	14.67595	1
k79_36576	3.4119496	5.736485	1
k79_73113	2.4082396	4.649717	1
k79_36577	5.07947	9.414697	1
k79_24377	7.483029	12.312457	1
k79_73114	5.861842	11.359001	1
k79_12210	8.504807	13.331719	1
k79_73115	5.318182	8.868297	1
k79_24378	10.329218	20.11419	1
k79_12211	3.2896826	6.6782956	1
k79_24379	7.888235	12.5844145	1
k79_36578	6.877049	13.325191	1
k79_24	12.011222	21.776953	1
k79_73116	4.2846713	8.090609	1
k79_12212	7.266667	13.558965	1
k79_85276	7.0480905	13.922857	1
k79_12213	2.9318182	5.6400733	1
k79_24380	4.2277226	8.615083	1
k79_85277	15.269231	22.527655	1
k79_12214	11.821138	17.482622	1
k79_85278	3.6732674	7.130611	1
k79_24381	14.010169	22.456083	1
k79_36579	5.705957	10.959803	1
k79_12215	7.6	11.784582	1
k79_85279	3.948052	6.868686	1
k79_24382	2.1941175	5.1269836	1
k79_36580	3.1538463	6.1887393	1
k79_12216	5.322727	15.317966	1
k79_24383	5.6907215	8.671432	1
k79_12217	3.6842105	7.3052382	1
k79_85280	4.509524	8.111591	1
k79_24384	12.088983	18.546978	1
k79_85281	6.2291665	10.913313	1
k79_12218	8.085107	13.1195545	1
k79_85282	8.5236225	13.659651	1
k79_60930	10.625514	20.869087	1
k79_24385	8.945606	15.674853	1
k79_60931	5.0392156	8.286035	1
k79_73117	12.966262	25.015234	1
k79_60932	7.8539324	10.608897	1
k79_24386	23.053846	40.37926	1
k79_73118	17.763159	24.69348	1
k79_60933	3.4956522	6.191075	1
k79_24387	6.9171596	11.221212	1
k79_12219	10.164977	19.081362	1
k79_12220	6.173913	11.911174	1
k79_36581	20.984415	39.88453	1
k79_73119	5.8200455	10.635385	1
k79_60934	5.508772	9.448329	1
k79_36582	8.256158	16.478176	1
k79_73120	2.7977529	5.4566565	1
k79_85283	11.646291	22.660187	1
k79_85284	3.3777778	6.8359785	1
k79_36583	6.964286	10.345569	1
k79_48757	4.281768	8.1108	1
k79_73121	2.7147887	6.185887	1
k79_48758	3.8412697	7.3772435	1
k79_73122	5.1745152	9.340031	1
k79_85285	9.370518	16.92791	1
k79_48759	9.966666	17.897833	1
k79_73123	7.2777777	12.429051	1
k79_85286	2.3867924	4.6608944	1
k79_36584	5.1616316	9.918751	1
k79_48760	6	12.243545	1
k79_24388	8.535258	16.20682	1
k79_36585	12.674157	17.473476	1
k79_73124	3.7344632	7.2977915	1
k79_85287	2.7183099	7.661744	1
k79_48761	2.7526882	6.137803	0.95884776
k79_60935	10.679054	20.588	1
k79_24389	7.5933332	12.926213	1
k79_85288	5.53271	9.865861	1
k79_36586	9.30597	13.129279	1
k79_24390	10.467213	15.353534	1
k79_48762	14.114035	31.830498	1
k79_36587	4.2987804	9.048765	1
k79_24391	3.537415	7.5327587	1
k79_48763	5.290323	8.709408	1
k79_60936	6.350365	11.752398	1
k79_48764	5.292135	8.639707	1
k79_60937	3.1913044	7.316724	1
k79_36588	10.9937105	21.671165	1
k79_85289	10.762803	20.900871	1
k79_24392	15.374346	25.792618	1
k79_73125	8.549632	17.107513	1
k79_85290	9.527397	16.628056	1
k79_36589	5.838889	9.943241	1
k79_60938	5.092827	9.634923	1
k79_24393	9.7125	14.914862	1
k79_73126	9.590551	13.999509	1
k79_24394	2.0917432	5.18277	1
k79_73127	7.733813	13.590644	1
k79_85291	5.283364	10.6993265	1
k79_25	3.1734693	5.412651	1
k79_24395	8.521367	15.182794	1
k79_60939	6.0783033	10.555735	1
k79_26	4.353535	8.385866	1
k79_36590	11.517731	20.66517	1
k79_60940	21.105991	37.795155	1
k79_27	7.9166665	17.58256	1
k79_73128	18.059603	33.03424	1
k79_28	7.418605	12.776232	1
k79_73129	5.9962544	10.372445	1
k79_73130	2.9333334	6.80327	1
k79_24396	11.133859	20.878498	1
k79_73131	5.594203	8.286035	1
k79_36591	11.016766	21.398468	1
k79_24397	5.687898	9.716522	1
k79_29	7.830745	14.839724	1
k79_73132	3.934363	7.2933307	1
k79_36592	4.6694217	7.609623	1
k79_24398	2.878788	5.143056	1
k79_60941	12.714922	23.71234	1
k79_85292	4.0847144	7.7479796	1
k79_24399	4.2622952	8.062087	0.993994
k79_85293	7.792453	14.420447	1
k79_85294	4.9447513	10.363802	1
k79_36593	6.9319444	13.029076	1
k79_73133	6.451648	13.226386	1
k79_24400	8.923218	17.118923	1
k79_36594	5.4697676	10.624284	1
k79_60942	8.37445	17.178205	1
k79_36595	2.2522523	5.2121825	1
k79_73134	4.3316584	8.165071	1
k79_85295	8.042088	15.235612	1
k79_30	8.337615	15.959319	1
k79_36596	3.562189	7.223722	1
k79_60943	4.781457	9.569269	1
k79_85296	15.747405	23.442495	1
k79_73135	6.2360654	12.456368	1
k79_36597	5.729927	11.432996	1
k79_31	5.6253777	10.542729	1
k79_12221	9.587543	16.638891	1
k79_60944	14.170886	19.8542	0.99025977
k79_32	2.702222	5.965945	1
k79_12222	13.738095	20.715084	1
k79_60945	5.0331492	9.913201	1
k79_48765	8.037447	15.6307745	1
k79_85297	4.2784505	9.007198	1
k79_12223	2.6320755	5.2435055	1
k79_24401	11.109155	21.3748	1
k79_48766	3.8965516	7.0782394	1
k79_85298	11.971429	16.521076	1
k79_36598	13.842818	25.026062	1
k79_12224	4.9406395	8.89233	1
k79_24402	5.175676	8.007979	1
k79_48767	7.5308642	11.95101	1
k79_85299	4.493902	8.074924	1
k79_12225	3.402174	7.395799	1
k79_60946	6.0119863	11.785585	1
k79_24403	4.1657143	9.637295	1
k79_85300	4.163265	6.615463	1
k79_48768	3.1875	6.9777126	1
k79_60947	3.2452831	7.5739527	1
k79_12226	9.00474	15.699855	1
k79_85301	2.9789474	6.6964684	1
k79_33	19.195044	34.174126	1
k79_24404	7.171674	15.966302	1
k79_12227	3.4035087	5.6495686	1
k79_34	4.3448277	6.9225097	1
k79_60948	6.7370243	13.250104	1
k79_24405	4.867647	10.951471	1
k79_35	3.5913978	7.9791436	1
k79_48769	13.360595	22.328934	1
k79_36	8.409091	13.160171	1
k79_12228	7.2862067	12.542042	1
k79_24406	4.732394	8.217555	1
k79_12229	8.172996	14.645083	1
k79_36599	10.621456	20.80905	1
k79_48770	9.116711	18.112925	1
k79_24407	7.373984	14.368845	1
k79_12230	8.486486	14.586661	1
k79_36600	8.631841	14.87237	1
k79_60949	13.39939	24.726578	1
k79_37	8.06015	14.457351	1
k79_12231	2.7277486	5.686017	1
k79_36601	3.3496504	7.1265545	1
k79_24408	7.047619	12.943865	1
k79_12232	6.443478	10.130849	1
k79_85302	14.365186	27.034748	1
k79_36602	11.490477	17.814974	1
k79_60950	5.6450305	10.67004	1
k79_85303	7.2777777	18.643578	1
k79_36603	2.6756756	6.2859573	1
k79_85304	9.850468	13.928276	1
k79_60951	4.8698225	9.35101	1
k79_36604	2.9756098	6.6499386	1
k79_12233	6.191837	12.118325	1
k79_60952	6.1802325	11.116667	1
k79_38	9.371546	17.73373	1
k79_85305	11.873418	22.22888	1
k79_60953	5.9	9.787878	1
k79_39	7.626984	12.429051	1
k79_36605	5.6487603	9.880507	1
k79_60954	5.089286	10.318458	1
k79_40	18.22807	30.666069	1
k79_85306	4.529412	7.3653636	1
k79_60955	4.288889	7.457431	1
k79_12234	8.080556	15.429167	1
k79_12235	3.9069767	8.3375	1
k79_60956	4.111111	6.9913406	1
k79_85307	3.6785715	7.544482	1
k79_41	3.7272727	6.822255	1
k79_36606	8.918848	16.31823	1
k79_42	2.5784314	5.918596	1
k79_12236	12.300283	20.756268	1
k79_85308	7.432515	14.100184	1
k79_36607	3.8853755	8.512204	1
k79_36608	4.5405407	9.714661	1
k79_12237	3.1650486	6.369336	1
k79_43	5.144201	9.463744	1
k79_12238	11.532846	15.0707655	1
k79_44	7.1931033	10.617359	1
k79_12239	18.267124	39.302673	1
k79_36609	6.950963	11.998085	1
k79_45	10.043011	14.116947	1
k79_73136	8.216442	16.084656	1
k79_12240	38.729324	67.45945	1
k79_60957	28.487427	54.275715	1
k79_46	8.0222225	14.293409	1
k79_73137	6.975	12.705253	1
k79_60958	5.1031747	8.6462965	1
k79_47	5.398964	10.87089	1
k79_12241	6.504178	10.841845	1
k79_60959	3.9414895	7.5015574	1
k79_48	3.143885	6.709107	1
k79_12242	7.1778846	12.915104	1
k79_60960	9.060109	14.3326	1
k79_49	3.7743902	6.6499386	1
k79_73138	9.856496	17.633333	1
k79_12243	4.0612245	7.8182735	1
k79_60961	4.255814	6.484722	1
k79_50	7.575472	13.982682	1
k79_12244	7.37594	13.175673	1
k79_36610	8.594108	15.980208	1
k79_12245	4.9247313	8.592924	1
k79_60962	3.9504132	7.229142	1
k79_85309	14.844486	28.81036	1
k79_73139	6.9532256	13.752665	1
k79_36611	8.530864	15.103658	1
k79_51	17.509356	34.273453	1
k79_60963	8.11787	13.723118	1
k79_36612	11.065574	18.095236	1
k79_52	5.169355	10.886761	1
k79_73140	8.68644	15.980208	1
k79_53	3.2792208	5.8874454	1
k79_60964	3.9974937	8.150198	1
k79_12246	5.3619566	9.757386	0.99719626
k79_60965	3.71519	6.7794824	1
k79_54	5.7509155	9.520124	1
k79_73141	5.0636134	10.162981	1
k79_60966	8.936306	15.06061	1
k79_55	5.1465516	8.971345	1
k79_73142	7.4226804	10.869129	1
k79_12247	3.8338027	7.3835945	1
k79_60967	4.903226	7.9791436	1
k79_73143	4.418605	8.0187435	1
k79_12248	4.3533835	7.905404	1
k79_24409	3.4285715	7.603655	1
k79_48771	10.258503	14.06115	0.996633
k79_24410	5.5604396	10.781828	1
k79_56	7.615156	15.0417185	1
k79_48772	5.971631	12.42905	1
k79_48773	3.2291667	6.669247	1
k79_85310	10.626693	20.509615	1
k79_12249	8.914369	17.95472	1
k79_57	3.9462366	7.714584	1
k79_73144	11.838384	23.360624	1
k79_48774	3.919753	8.126687	1
k79_12250	12.461538	17.028778	1
k79_24411	6.5025773	12.475256	1
k79_48775	4.0877194	6.9695616	1
k79_85311	5.2594237	10.174865	1
k79_24412	3.5641026	7.349352	1
k79_12251	4.892019	8.628432	1
k79_48776	5.857143	9.901982	0.97095436
k79_24413	5.7	9.752025	1
k79_85312	5.226087	9.005199	1
k79_48777	7.855769	11.743986	1
k79_24414	11.166667	15.191062	1
k79_48778	4.322222	7.457431	1
k79_24415	10.035714	14.231738	1
k79_48779	5.1910114	8.736738	1
k79_12252	4.8588066	9.266102	1
k79_24416	20.610294	29.203924	1
k79_48780	7.4714284	13.8742895	1
k79_24417	5.8819447	9.131548	1
k79_58	9.028098	17.067722	1
k79_12253	3.979757	7.513784	1
k79_59	6.695055	11.606895	1
k79_24418	5.1255507	9.383522	1
k79_73145	15.32	46.80972	1
k79_60	4.128655	9.292748	1
k79_85313	5.674233	10.976667	1
k79_12254	5.978695	11.587573	1
k79_73146	12.646464	18.429283	1
k79_48781	7.369214	13.822856	1
k79_61	6.6050954	12.631478	1
k79_36613	8.339537	16.302898	1
k79_73147	12.245098	16.57207	1
k79_12255	2.6744187	6.0215273	1
k79_48782	7.905263	11.5666275	1
k79_36614	2.774436	6.324323	1
k79_12256	8.242424	12.164604	1
k79_48783	6.141791	10.503424	1
k79_24419	13.140397	23.896742	1
k79_36615	2.266055	5.18277	1
k79_62	6.754601	13.070928	1
k79_24420	4.308696	9.419912	1
k79_12257	23.08805	41.430172	1
k79_12258	5.8319325	11.089116	1
k79_63	3.651613	6.808958	1
k79_24421	6.3649635	10.393631	1
k79_36616	4.2372265	7.9061584	1
k79_24422	4.94	8.352323	1
k79_12259	4.2967744	7.8241897	1
k79_60968	13.377562	25.481287	1
k79_60969	4	7.457431	1
k79_24423	4.7222223	9.0393095	1
k79_36617	3.5719178	7.0862465	1
k79_12260	4.857798	7.7006083	1
k79_24424	4.577586	10.653473	1
k79_60970	8.812949	13.418214	1
k79_85314	7.3300166	14.5418005	1
k79_12261	5.10687	8.492448	1
k79_36618	7.5598454	14.586661	1
k79_36619	2.8880596	6.302054	1
k79_73148	17.112778	32.889183	1
k79_60971	8.664103	14.362459	1
k79_85315	7.4422703	13.989735	1
k79_12262	7.9736843	13.917036	1
k79_36620	7.8300395	12.213162	1
k79_73149	3.7695167	6.4073386	1
k79_60972	7.4208493	15.315995	1
k79_85316	4.426357	9.087908	1
k79_24425	4.943325	9.321789	1
k79_12263	8.228426	16.7631	1
k79_36621	3.9160838	7.1265545	1
k79_60973	10.389744	15.5633335	1
k79_36622	4.3767123	7.558207	1
k79_24426	3.2105262	6.5049243	1
k79_85317	4.5212526	7.9945655	1
k79_12264	5.3021584	9.732802	1
k79_24427	3.2323232	6.4288197	1
k79_85318	3.4514287	6.4248633	1
k79_36623	5.70977	11.081322	1
k79_60974	4.734864	10.670409	1
k79_36624	2.8222222	5.5930724	1
k79_24428	5.52043	9.943241	1
k79_60975	8.157718	16.31313	1
k79_73150	19.73009	37.63378	1
k79_36625	9.097087	15.924137	1
k79_73151	6.173077	13.505584	1
k79_36626	2.737864	5.3056817	1
k79_48784	8.593766	16.42606	1
k79_73152	4.224719	9.094427	1
k79_36627	4.08	6.8837824	1
k79_24429	10.872807	19.493044	1
k79_48785	5.459716	9.915698	1
k79_60976	19.983072	38.180748	1
k79_36628	5.644231	9.395188	1
k79_60977	4.6666665	8.877894	1
k79_48786	2.5826771	5.3844266	1
k79_36629	3.5892856	6.8312345	1
k79_24430	8.160714	12.833718	1
k79_60978	15.315789	25.988018	1
k79_73153	9.9080715	16.516457	1
k79_36630	3.1235955	6.2405276	1
k79_85319	12.1533	23.767506	1
k79_24431	7.293103	12.103683	1
k79_60979	3.2076502	5.374725	1
k79_73154	26.83682	56.362072	1
k79_85320	5.81	9.545511	1
k79_36631	4.8510637	9.029874	1
k79_48787	5.4536424	10.088302	1
k79_48788	3.4568965	6.1678	1
k79_36632	4.4628377	8.025934	1
k79_36633	3.787234	7.335178	1
k79_48789	7.9378533	13.31684	1
k79_24432	6.3201437	11.822756	1
k79_36634	4.419162	7.998506	1
k79_24433	4.03125	9.094428	1
k79_48790	4.246988	11.327743	1
k79_85321	10.360041	19.037457	1
k79_36635	3.5568182	6.405155	1
k79_24434	4.6413794	8.0894165	1
k79_60980	13.131764	25.433764	0.9992983
k79_36636	3.6594594	5.7878566	1
k79_85322	5.327526	9.556434	1
k79_24435	4.9583335	7.973353	1
k79_60981	5.1949153	7.2348204	1
k79_85323	5.375	9.700723	1
k79_36637	3.2430556	6.5950065	1
k79_60982	3.859813	6.3837934	1
k79_73155	7.5343556	14.495904	1
k79_48791	6.0337424	11.530192	1
k79_36638	7.4950495	10.695916	1
k79_85324	4.863454	9.718957	1
k79_36639	4.3384614	8.522778	1
k79_60983	4.109966	8.116931	1
k79_73156	10.368965	18.643578	1
k79_85325	3.586777	8.255459	1
k79_36640	6.3473682	9.740318	1
k79_60984	2.9238095	5.2640686	1
k79_85326	5.8076925	10.569586	1
k79_36641	4.5319147	7.06029	1
k79_24436	6.236948	11.9735365	1
k79_73157	6.1789775	11.587242	0.9940239
k79_64	3.2777777	6.214525	1
k79_12265	12.195368	23.892286	1
k79_73158	2.36478	4.3441343	1
k79_65	5.811881	9.321789	1
k79_36642	26.417828	42.78133	1
k79_24437	6.5304055	10.701246	1
k79_85327	4.6650405	8.578483	1
k79_36643	2.505618	4.9924226	1
k79_73159	4.3476396	8.177861	1
k79_12266	7.6883116	14.496687	1
k79_73160	5.7978725	10.391501	1
k79_24438	7.132258	11.6725	0.9978261
k79_36644	4.8421054	8.309115	1
k79_12267	7.3756347	14.613985	1
k79_73161	4.586207	8.410637	1
k79_24439	4.2752295	6.910361	1
k79_36645	3.923664	6.9001136	1
k79_66	7.3556943	13.95322	1
k79_48792	7.840778	15.111013	1
k79_12268	3.4619565	6.6982913	1
k79_36646	4.8465347	9.321789	1
k79_48793	7.879747	12.106219	1
k79_24440	12.986194	27.014742	1
k79_73162	32.98953	59.824482	1
k79_12269	5.9404764	10.989898	1
k79_24441	5.133803	9.704876	1
k79_36647	7.872236	13.656336	1
k79_48794	6.979112	12.312457	1
k79_73163	3.609319	6.9533157	1
k79_85328	8.59222	16.178217	1
k79_36648	5.0839696	10.61556	1
k79_48795	3.105691	6.555983	1
k79_67	6.570156	12.239295	1
k79_73164	7.6898394	13.719903	1
k79_68	2.1268656	4.7265406	1
k79_48796	4.5931373	8.005152	1
k79_12270	5.083871	9.297576	1
k79_73165	7.4444447	11.979809	1
k79_36649	5.6253686	10.065244	1
k79_69	2.8119657	5.027481	1
k79_85329	9.232877	15.4729	1
k79_24442	9.331429	16.669552	1
k79_73166	14.248407	21.862175	1
k79_12271	10.708571	17.438915	1
k79_70	5.161017	8.347871	1
k79_36650	4.8231707	9.024917	1
k79_24443	3.7413793	7.8499274	1
k79_73167	11.072165	15.096014	1
k79_48797	4.4631147	8.182135	1
k79_85330	15.064425	23.534298	1
k79_24444	3.3497536	6.33776	1
k79_73168	3.1923077	6.2145257	1
k79_85331	3.1417322	6.461312	1
k79_71	64.86702	105.19797	1
k79_24445	4.491228	9.292748	0.99688476
k79_72	7.216216	13.143365	1
k79_85332	4.4452553	7.795224	1
k79_36651	7.4	15.710321	0.99866664
k79_73169	13.39416	22.864765	1
k79_36652	8.42029	11.911174	0.9930556
k79_36653	6.5108695	9.861066	1
k79_73170	10.552124	17.503994	1
k79_24446	4.8766665	10.142106	1
k79_85333	5.7722774	9.507482	1
k79_36654	6.295129	10.760221	1
k79_48798	31.418142	61.24552	1
k79_73	8.803312	16.438421	1
k79_85334	5.5830116	10.210663	1
k79_24447	6.18578	11.198873	1
k79_36655	5.748691	9.622492	1
k79_85335	6.0784316	10.337032	1
k79_85336	2.7518249	6.7558603	1
k79_36656	9.971609	18.204435	1
k79_48799	8.009986	14.722072	1
k79_85337	7.8418803	12.817458	1
k79_12272	8.858886	16.97859	1
k79_48800	5.0914288	13.308645	1
k79_85338	5.810127	10.169224	1
k79_36657	7.5866666	14.362459	1
k79_85339	15.03125	25.21577	1
k79_36658	10.596079	17.308603	1
k79_74	10.193198	18.98432	1
k79_85340	4.827869	9.085195	1
k79_36659	7.8267326	13.558965	1
k79_24448	15.666058	30.978941	1
k79_75	3.9609375	9.184028	1
k79_24449	4.536842	9.740318	1
k79_12273	18.983366	34.614693	1
k79_76	14.762712	25.086157	1
k79_36660	8.954693	17.221952	1
k79_85341	15.0072565	27.020966	1
k79_12274	7.360153	12.338327	1
k79_85342	3.142012	6.545707	1
k79_77	9.402144	15.684844	1
k79_36661	11.138075	20.42481	1
k79_12275	8.016447	12.8123255	1
k79_12276	7.0471697	13.400071	1
k79_85343	6.277311	12.649686	1
k79_36662	9.25498	14.877667	1
k79_78	9.229281	15.730518	1
k79_73171	6.990196	13.0972805	1
k79_85344	8.477273	13.160171	1
k79_12277	7.5587187	13.496045	1
k79_73172	2.1627908	4.8112454	1
k79_85345	3.3333333	8.210015	1
k79_24450	10.60804	19.912258	1
k79_60985	5.922314	11.85287	1
k79_24451	6.1363635	10.325673	1
k79_12278	13.443983	24.031616	1
k79_85346	5.219731	9.596694	1
k79_73173	6.0233335	10.606124	1
k79_36663	5.2770166	10.165024	1
k79_24452	3.7029703	6.536394	1
k79_60986	7.274436	12.907091	1
