contigName	contigLen	totalAvgDepth	ERR011347_ERR011347.sorted.bam	ERR011347_ERR011347.sorted.bam-var
k79_12192	417	5.30483	5.30483	2.97389
k79_60908	345	5.02538	5.02538	3.05547
k79_36550	298	3.68	3.68	2.28617
k79_48735	936	10.6561	10.6561	59.6542
k79_73098	531	7.16188	7.16188	4.87949
k79_24368	304	6.94231	6.94231	14.4805
k79_14	506	4.27095	4.27095	2.76392
k79_12193	316	4.85714	4.85714	1.72797
k79_60909	294	2.56164	2.56164	0.868587
k79_48736	241	8.80645	8.80645	2.17952
k79_36551	353	6.10732	6.10732	4.59627
k79_60910	290	5.14085	5.14085	1.96584
k79_15	418	7.23333	7.23333	2.79666
k79_36552	361	8.2723	8.2723	6.25569
k79_48737	486	4.28106	4.28106	1.13442
k79_16	252	17.3462	17.3462	9.37416
k79_24369	618	6.63617	6.63617	1.85243
k79_60911	438	3.43103	3.43103	1.7409
k79_36553	245	3.59794	3.59794	0.347079
k79_36554	288	3.80714	3.80714	0.94815
k79_60912	373	7.14667	7.14667	1.63464
k79_85264	5817	13.5712	13.5712	61.8922
k79_60913	243	2.95789	2.95789	0.998209
k79_36555	255	10.4112	10.4112	50.1123
k79_48738	532	4.33854	4.33854	1.70232
k79_36556	260	2.5625	2.5625	0.662725
k79_48739	253	4.92381	4.92381	0.513371
k79_60914	357	27.5455	27.5455	130.874
k79_24370	909	7.77004	7.77004	13.2246
k79_17	934	6.79644	6.79644	10.6362
k79_48740	351	10.9704	10.9704	10.0783
k79_18	246	7.67347	7.67347	3.17063
k79_60915	581	4.48268	4.48268	2.70862
k79_19	278	4.9	4.9	0.912403
k79_85265	961	9.41082	9.41082	26.1807
k79_48741	502	5.95198	5.95198	10.7824
k79_60916	249	3.60396	3.60396	0.701584
k79_24371	706	10.5663	10.5663	23.9265
k79_36557	974	12.5448	12.5448	43.4749
k79_48742	260	3.90179	3.90179	0.683961
k79_12194	2188	16.3574	16.3574	68.3986
k79_73099	596	10.2254	10.2254	13.6113
k79_60917	358	3.7381	3.7381	1.98371
k79_36558	276	4.14062	4.14062	4.81471
k79_73100	306	2.62025	2.62025	1.09054
k79_60918	244	2.375	2.375	0.763158
k79_48743	375	5.60793	5.60793	3.84118
k79_12195	371	6.23318	6.23318	2.93638
k79_20	712	5.28369	5.28369	4.88565
k79_24372	617	5.50746	5.50746	4.85305
k79_48744	305	3.42038	3.42038	0.847787
k79_60919	364	2.39352	2.39352	0.444423
k79_12196	507	8.76045	8.76045	11.2274
k79_73101	693	5.98716	5.98716	4.77004
k79_21	658	9.15294	9.15294	9.60722
k79_60920	514	4.05191	4.05191	3.44661
k79_48745	581	5.15473	5.15473	3.50146
k79_73102	301	3.27451	3.27451	3.47678
k79_85266	327	3.98883	3.98883	2.65156
k79_24373	791	6.21617	6.21617	9.33169
k79_60921	283	3.45926	3.45926	0.548701
k79_73103	268	17.9667	17.9667	18.856
k79_36559	1255	11.5763	11.5763	43.7906
k79_48746	422	17.5073	17.5073	23.467
k79_60922	258	6.33636	6.33636	5.38123
k79_24374	559	5.14599	5.14599	3.38352
k79_36560	410	2.93893	2.93893	0.946446
k79_60923	346	10.5657	10.5657	3.71902
k79_12197	1067	8.6333	8.6333	21.4068
k79_48747	450	4.60596	4.60596	2.53193
k79_36561	275	3.50394	3.50394	2.50594
k79_48748	253	3.7619	3.7619	0.836996
k79_24375	491	5.12536	5.12536	2.92283
k79_12198	471	4.00619	4.00619	1.72046
k79_73104	883	7.31701	7.31701	10.1432
k79_48749	350	13.3317	13.3317	11.775
k79_36562	528	10.1395	10.1395	11.218
k79_12199	380	3.41379	3.41379	1.30855
k79_48750	287	3.05755	3.05755	1.43145
k79_36563	332	4.52717	4.52717	1.12494
k79_48751	346	7.13131	7.13131	4.03344
k79_12200	399	5.86853	5.86853	2.26664
k79_73105	760	19.8252	19.8252	108.36
k79_85267	1892	9.26089	9.26089	19.3038
k79_36564	454	3.86601	3.86601	3.80823
k79_48752	347	7.30151	7.30151	10.5854
k79_73106	245	1.70103	1.70103	0.232603
k79_12201	391	18.4856	18.4856	28.7632
k79_60924	1593	6.96609	6.96609	9.38318
k79_36565	333	4.40541	4.40541	1.55758
k79_12202	298	2.24	2.24	0.384966
k79_36566	272	4.1371	4.1371	1.22496
k79_48753	554	6.74384	6.74384	10.3046
k79_85268	676	3.90152	3.90152	5.1212
k79_73107	616	5.89103	5.89103	13.7247
k79_60925	518	3.82432	3.82432	2.2536
k79_36567	268	2.88333	2.88333	0.52409
k79_12203	419	7.12915	7.12915	6.09068
k79_48754	331	3.08743	3.08743	0.574732
k79_60926	271	9.27642	9.27642	17.5295
k79_36568	274	7.15079	7.15079	8.30508
k79_48755	277	4.11628	4.11628	2.44731
k79_85269	470	13.4099	13.4099	31.2084
k79_36569	238	5.02222	5.02222	3.41523
k79_60927	313	4.50303	4.50303	2.032
k79_73108	588	6.53636	6.53636	5.71621
k79_85270	285	3.90511	3.90511	0.983576
k79_36570	241	1.95699	1.95699	0.193782
k79_73109	266	6.77119	6.77119	2.09249
k79_12204	709	6.75401	6.75401	7.38582
k79_60928	301	4.76471	4.76471	1.72059
k79_85271	434	6.58741	6.58741	4.90286
k79_36571	448	4.54	4.54	1.64722
k79_12205	371	19.6009	19.6009	39.0878
k79_85272	307	3.18868	3.18868	1.00215
k79_36572	277	5.11628	5.11628	1.24418
k79_48756	964	6.77819	6.77819	18.1704
k79_12206	341	4.06736	4.06736	0.729814
k79_73110	638	7.99184	7.99184	6.75249
k79_85273	313	6.2303	6.2303	1.92225
k79_36573	334	4.03226	4.03226	0.874629
k79_12207	461	10.8786	10.8786	4.84419
k79_85274	268	6.375	6.375	5.98424
k79_36574	282	2.62687	2.62687	1.25822
k79_12208	281	2.83459	2.83459	1.91182
k79_85275	270	5.15574	5.15574	2.19869
k79_36575	304	3.92308	3.92308	1.51663
k79_73111	909	5.08541	5.08541	3.3677
k79_73112	247	9.07071	9.07071	2.55617
k79_60929	1693	5.48803	5.48803	7.18264
k79_22	274	6.06349	6.06349	4.65194
k79_24376	1741	5.90521	5.90521	5.36728
k79_23	290	3.40845	3.40845	0.938367
k79_12209	874	7.45455	7.45455	9.17519
k79_36576	468	3.40625	3.40625	1.23883
k79_73113	417	2.4052	2.4052	0.532958
k79_36577	301	4.83007	4.83007	1.48409
k79_24377	533	7.08831	7.08831	22.4036
k79_73114	302	5.53247	5.53247	1.29633
k79_12210	358	8.49048	8.49048	1.71522
k79_73115	370	5.05856	5.05856	4.93321
k79_24378	393	8.78776	8.78776	3.02034
k79_12211	402	3.29921	3.29921	1.37257
k79_24379	320	7.09302	7.09302	1.28954
k79_36578	638	6.89184	6.89184	4.18665
k79_24	952	11.9042	11.9042	24.3632
k79_73116	424	4.19565	4.19565	1.20522
k79_12212	495	7.07493	7.07493	3.58396
k79_85276	857	7.0536	7.0536	8.99996
k79_12213	238	2.95556	2.95556	2.31261
k79_24380	554	4.04926	4.04926	1.11856
k79_85277	384	15.4025	15.4025	42.3607
k79_12214	273	11.784	11.784	1.79974
k79_85278	251	3.54369	3.54369	0.858366
k79_24381	445	11.0067	11.0067	5.41212
k79_36579	939	5.60809	5.60809	4.35509
k79_12215	405	7.00389	7.00389	7.87108
k79_85279	304	3.61538	3.61538	0.793053
k79_24382	320	2.17442	2.17442	0.390453
k79_36580	241	3.15054	3.15054	0.52057
k79_12216	370	4.62613	4.62613	5.67407
k79_24383	344	5.40306	5.40306	5.04183
k79_12217	245	3.69072	3.69072	0.445017
k79_85280	570	4.26777	4.26777	2.95189
k79_24384	386	8.9874	8.9874	10.4935
k79_85281	246	6.22449	6.22449	0.629497
k79_12218	432	7.28169	7.28169	11.2349
k79_85282	404	8.33203	8.33203	38.5286
k79_60930	3309	10.0218	10.0218	20.7682
k79_24385	628	8.61875	8.61875	23.2885
k79_60931	252	5.04808	5.04808	0.473394
k79_73117	2373	12.7546	12.7546	21.16
k79_60932	239	5.38462	5.38462	0.772649
k79_24386	410	22.8473	22.8473	385.908
k79_73118	302	17.3442	17.3442	110.096
k79_60933	265	3.07692	3.07692	1.70955
k79_24387	319	7.16959	7.16959	1.50636
k79_12219	1235	9.65409	9.65409	20.0976
k79_12220	288	5.99286	5.99286	4.28053
k79_36581	2139	20.2933	20.2933	173.409
k79_73119	589	5.81179	5.81179	8.88041
k79_60934	663	5.45243	5.45243	15.182
k79_36582	353	7.93171	7.93171	7.32862
k79_73120	328	2.81111	2.81111	1.33842
k79_85283	1606	11.1241	11.1241	64.073
k79_85284	240	2.15217	2.15217	0.855709
k79_36583	346	6.93939	6.93939	5.14351
k79_48757	331	3.87432	3.87432	2.05555
k79_73121	434	2.73077	2.73077	0.695681
k79_48758	465	3.60252	3.60252	4.10733
k79_73122	511	4.81267	4.81267	6.8046
k79_85285	652	9.0754	9.0754	6.60265
k79_48759	300	9.98684	9.98684	23.0727
k79_73123	240	7.23913	7.23913	3.8323
k79_85286	256	2.38889	2.38889	0.333333
k79_36584	812	5.0497	5.0497	2.67171
k79_48760	268	6.01667	6.01667	6.13417
k79_24388	1951	8.27732	8.27732	11.347
k79_36585	239	10.5604	10.5604	4.93797
k79_73124	327	3.78771	3.78771	2.65131
k79_85287	292	2.60417	2.60417	1.93313
k79_48761	243	2.48421	2.48421	0.401343
k79_60935	1630	10.2598	10.2598	34.8742
k79_24389	300	7.57237	7.57237	9.50466
k79_85288	257	5.54128	5.54128	0.67652
k79_36586	284	9.25	9.25	4.24815
k79_24390	272	7.24194	7.24194	6.77026
k79_48762	492	11.4593	11.4593	67.8118
k79_36587	478	4.30909	4.30909	1.67925
k79_24391	297	3.54362	3.54362	1.14167
k79_48763	274	5.27778	5.27778	2.23422
k79_60936	698	6.34545	6.34545	3.37407
k79_48764	328	5.28333	5.28333	4.17067
k79_60937	265	3.25641	3.25641	0.812996
k79_36588	468	10.5344	10.5344	34.3624
k79_85289	892	10.1398	10.1398	33.6978
k79_24392	532	14.5859	14.5859	32.6192
k79_73125	1238	8.37982	8.37982	17.4313
k79_85290	296	9.56757	9.56757	3.60765
k79_36589	330	5.41758	5.41758	4.2998
k79_60938	387	5.10879	5.10879	1.84526
k79_24393	310	9.67284	9.67284	3.79913
k79_73126	277	9.55814	9.55814	14.3892
k79_24394	259	2.10811	2.10811	0.260934
k79_73127	428	7.725	7.725	2.3793
k79_85291	697	5.28597	5.28597	9.66806
k79_25	248	3.18	3.18	0.452121
k79_24395	501	8.36544	8.36544	5.88597
k79_60939	763	5.82602	5.82602	10.5869
k79_26	249	4.36634	4.36634	2.35446
k79_36590	996	11.3903	11.3903	49.6528
k79_60940	367	20.9452	20.9452	123.355
k79_27	246	4.78571	4.78571	2.33505
k79_73128	754	17.5297	17.5297	113.205
k79_28	537	7.02057	7.02057	5.52019
k79_73129	417	5.98513	5.98513	1.14157
k79_73130	285	2.9489	2.9489	0.504723
k79_24396	1293	10.8227	10.8227	19.7613
k79_73131	288	5.57857	5.57857	1.88587
k79_36591	1164	10.4951	10.4951	19.5248
k79_24397	307	5.69182	5.69182	0.974047
k79_29	794	7.16409	7.16409	13.3311
k79_73132	409	3.9272	3.9272	3.94468
k79_36592	392	4.65574	4.65574	1.59293
k79_24398	348	2.89	2.89	0.691357
k79_60941	1497	12.4774	12.4774	20.8342
k79_85292	693	3.93761	3.93761	3.86008
k79_24399	333	3.88649	3.88649	2.27509
k79_85293	362	7.51869	7.51869	1.4527
k79_85294	331	4.15301	4.15301	2.76767
k79_36593	870	6.52355	6.52355	13.5868
k79_73133	1060	6.29605	6.29605	11.539
k79_24400	697	8.73224	8.73224	15.7147
k79_36594	365	5.48387	5.48387	1.76941
k79_60942	1285	8.1715	8.1715	17.394
k79_36595	372	2.25446	2.25446	0.603119
k79_73134	548	4.3175	4.3175	6.94405
k79_85295	744	7.6594	7.6594	12.4636
k79_30	1785	8.19548	8.19548	9.23063
k79_36596	351	3.57143	3.57143	0.74116
k79_60943	452	4.79605	4.79605	2.99457
k79_85296	439	15.1512	15.1512	56.3357
k79_73135	455	5.98371	5.98371	8.77424
k79_36597	287	5.06475	5.06475	4.68418
k79_31	481	5.30931	5.30931	2.94922
k79_12221	744	9.32886	9.32886	53.1085
k79_60944	308	14.1313	14.1313	10.7185
k79_32	375	2.71366	2.71366	1.4088
k79_12222	360	13.7217	13.7217	15.0549
k79_60945	331	5.07104	5.07104	4.63778
k79_48765	2500	7.97109	7.97109	12.9706
k79_85297	563	4.29639	4.29639	4.54721
k79_12223	256	2.64815	2.64815	1.10869
k79_24401	1570	10.8263	10.8263	25.8102
k79_48766	295	3.89796	3.89796	0.694997
k79_85298	325	11.904	11.904	20.7691
k79_36598	888	13.7216	13.7216	90.7235
k79_12224	369	4.9457	4.9457	1.92431
k79_24402	298	4.65333	4.65333	2.2817
k79_48767	312	7.10366	7.10366	2.70698
k79_85299	314	3.66265	3.66265	0.418839
k79_12225	242	3.40426	3.40426	1.01762
k79_60946	734	5.78498	5.78498	11.6015
k79_24403	325	3.68927	3.68927	3.45404
k79_85300	248	4.13	4.13	1.10414
k79_48768	342	3.20103	3.20103	0.876475
k79_60947	256	3.28704	3.28704	1.34675
k79_12226	361	9.01408	9.01408	14.3158
k79_85301	245	3.01031	3.01031	0.614476
k79_33	1078	18.5226	18.5226	92.622
k79_24404	383	7.2	7.2	15.2718
k79_12227	264	3.40517	3.40517	0.312669
k79_34	237	4.34831	4.34831	1.20684
k79_60948	439	6.76976	6.76976	15.5365
k79_24405	286	4.24638	4.24638	2.78557
k79_35	243	3.62105	3.62105	0.791041
k79_48769	688	13.1759	13.1759	35.4032
k79_36	238	8.38889	8.38889	1.22909
k79_12228	440	7.28767	7.28767	2.95476
k79_24406	363	4.37674	4.37674	1.54432
k79_12229	387	7.86192	7.86192	2.99346
k79_36599	1455	10.0191	10.0191	18.3143
k79_48770	527	7.65963	7.65963	6.97644
k79_24407	519	7.06739	7.06739	2.78733
k79_12230	409	8.21839	8.21839	18.9252
k79_36600	351	8.64039	8.64039	22.4097
k79_60949	1134	13.0497	13.0497	51.4625
k79_37	815	8.05397	8.05397	4.69078
k79_12231	341	2.74093	2.74093	0.255451
k79_36601	293	3.36552	3.36552	0.386302
k79_24408	507	7.06128	7.06128	8.22525
k79_12232	265	6.4359	6.4359	5.69629
k79_85302	1793	13.9106	13.9106	62.1559
k79_36602	360	11.4764	11.4764	11.881
k79_60950	643	5.64444	5.64444	6.35106
k79_85303	240	6.06522	6.06522	13.2045
k79_36603	261	2.69912	2.69912	0.480088
k79_85304	257	8.62385	8.62385	3.08868
k79_60951	319	4.87719	4.87719	1.28483
k79_36604	314	3	3	1.15152
k79_12233	640	6.03252	6.03252	1.20057
k79_60952	322	6.2069	6.2069	9.07833
k79_38	1127	9.11849	9.11849	32.3704
k79_85305	624	11.3718	11.3718	14.2888
k79_60953	320	5.89535	5.89535	7.63811
k79_39	276	7.60938	7.60938	5.59424
k79_36605	634	5.64403	5.64403	6.96374
k79_60954	318	5.08235	5.08235	1.73282
k79_40	321	18.0347	18.0347	81.0335
k79_85306	405	3.94553	3.94553	1.84077
k79_60955	240	4.28261	4.28261	0.490684
k79_12234	870	7.8338	7.8338	12.1582
k79_12235	322	3.58621	3.58621	2.50986
k79_60956	384	3.86017	3.86017	0.631427
k79_85307	514	3.69672	3.69672	3.65846
k79_41	634	3.72634	3.72634	1.45691
k79_36606	914	8.80548	8.80548	8.96994
k79_42	252	2.58654	2.58654	0.400205
k79_12236	503	11.8028	11.8028	17.5486
k79_85308	476	7.44817	7.44817	7.47131
k79_36607	403	3.90588	3.90588	1.78638
k79_36608	261	4.21239	4.21239	1.65092
k79_12237	562	3.16425	3.16425	1.05286
k79_43	788	5.14375	5.14375	7.14988
k79_12238	287	11.4532	11.4532	42.1627
k79_44	295	6.71429	6.71429	2.54795
k79_12239	296	17.7635	17.7635	31.692
k79_36609	721	6.93368	6.93368	23.1109
k79_45	243	9.95789	9.95789	4.97694
k79_73136	3264	8.13671	8.13671	8.0055
k79_12240	283	35.8963	35.8963	103.586
k79_60957	1701	26.9292	26.9292	117.88
k79_46	240	8.04348	8.04348	11.8662
k79_73137	270	6.9918	6.9918	1.24787
k79_60958	276	5.09375	5.09375	1.5187
k79_47	343	5.11795	5.11795	16.9706
k79_12241	509	6.47922	6.47922	7.37804
k79_60959	338	3.94737	3.94737	2.03955
k79_48	289	3.17021	3.17021	1.01368
k79_12242	358	7.18571	7.18571	1.26199
k79_60960	333	8.87568	8.87568	4.5225
k79_49	314	3.75904	3.75904	1.04462
k79_73138	812	9.53012	9.53012	16.9312
k79_12243	248	4.09	4.09	0.991819
k79_60961	322	4.22414	4.22414	2.47548
k79_50	256	7.23148	7.23148	7.17022
k79_12244	283	4.97037	4.97037	3.11852
k79_36610	1372	8.33578	8.33578	10.7874
k79_12245	243	4.92632	4.92632	0.686002
k79_60962	392	3.94672	3.94672	2.53625
k79_85309	2780	14.2147	14.2147	70.1216
k79_73139	770	6.58199	6.58199	11.548
k79_36611	474	8.40491	8.40491	6.254
k79_51	631	16.0373	16.0373	39.9904
k79_60963	413	8.11321	8.11321	16.5402
k79_36612	272	10.9597	10.9597	30.1203
k79_52	274	5.18254	5.18254	4.11841
k79_73140	504	7.68258	7.68258	8.84825
k79_53	304	2.76282	2.76282	0.904674
k79_60964	549	3.50623	3.50623	0.930588
k79_12246	1070	5.31128	5.31128	9.98221
k79_60965	308	3.71875	3.71875	0.693986
k79_54	423	5.74909	5.74909	6.685
k79_73141	543	4.53418	4.53418	1.5388
k79_60966	307	8.28302	8.28302	2.09028
k79_55	266	5.15254	5.15254	0.933797
k79_73142	247	7.09091	7.09091	1.38961
k79_12247	505	3.83193	3.83193	0.932347
k79_60967	243	4.54737	4.54737	1.67592
k79_73143	279	4.41985	4.41985	1.78391
k79_12248	283	3.6	3.6	0.614926
k79_24409	255	3.46729	3.46729	0.817317
k79_48771	297	7.19463	7.19463	2.41457
k79_24410	332	5.09239	5.09239	5.4395
k79_56	823	7.49481	7.49481	14.7785
k79_48772	432	6.01056	6.01056	11.113
k79_48773	246	3.2449	3.2449	0.228066
k79_85310	2218	10.2696	10.2696	22.6855
k79_12249	839	8.70333	8.70333	24.0322
k79_57	522	3.9492	3.9492	1.48535
k79_73144	249	9.37624	9.37624	28.397
k79_48774	312	3.65854	3.65854	1.98085
k79_12250	254	11.5849	11.5849	12.4165
k79_24411	538	6.5	6.5	5.74165
k79_48775	321	4.09249	4.09249	1.1193
k79_85311	601	5.4106	5.4106	1.51688
k79_24412	345	3.57868	3.57868	4.71444
k79_12251	363	3.67442	3.67442	0.818734
k79_48776	241	5.21505	5.21505	2.6489
k79_24413	260	5.71429	5.71429	0.908623
k79_85312	265	3.93162	3.93162	0.736664
k79_48777	254	7.80189	7.80189	1.11276
k79_24414	324	10.25	10.25	18.0971
k79_48778	240	2.84783	2.84783	1.05351
k79_24415	262	9.94737	9.94737	3.74942
k79_48779	239	3.17582	3.17582	0.435409
k79_12252	837	4.84615	4.84615	6.12164
k79_24416	286	12.7971	12.7971	6.33809
k79_48780	430	7.47872	7.47872	10.3074
k79_24417	294	5.39726	5.39726	1.68937
k79_58	1538	8.08345	8.08345	11.9153
k79_12253	397	3.98394	3.98394	1.74167
k79_59	514	6.42896	6.42896	2.47576
k79_24418	604	5.125	5.125	2.06566
k79_73145	325	9.19774	9.19774	11.0573
k79_60	321	3.47977	3.47977	0.576623
k79_85313	1780	5.57537	5.57537	3.66324
k79_12254	901	5.91368	5.91368	8.30505
k79_73146	348	12.57	12.57	19.6232
k79_48781	1079	6.95489	6.95489	17.6388
k79_61	307	6.62264	6.62264	3.10986
k79_36613	4556	8.1377	8.1377	9.72815
k79_73147	252	10.6058	10.6058	6.94017
k79_12255	322	2.67816	2.67816	0.751311
k79_48782	245	7.2268	7.2268	7.69803
k79_36614	283	2.8	2.8	0.892537
k79_12256	282	8.22388	8.22388	5.07732
k79_48783	284	6.11029	6.11029	1.80256
k79_24419	905	12.7015	12.7015	32.5959
k79_36615	259	2.28829	2.28829	0.279771
k79_62	639	6.4888	6.4888	10.5565
k79_24420	380	4.32759	4.32759	1.71906
k79_12257	468	21.5812	21.5812	130.927
k79_12258	269	5.7686	5.7686	2.29601
k79_63	460	3.02244	3.02244	1.76477
k79_24421	287	6.38129	6.38129	1.31008
k79_36616	698	4.23818	4.23818	2.26192
k79_24422	250	4.94118	4.94118	1.10542
k79_12259	305	3.80892	3.80892	0.527357
k79_60968	1077	13.3219	13.3219	35.5612
k79_60969	240	4.02174	4.02174	2.15337
k79_24423	330	4.31319	4.31319	2.45938
k79_36617	442	3.31293	3.31293	1.50584
k79_12260	368	4.84545	4.84545	1.15409
k79_24424	266	4.41525	4.41525	1.20216
k79_60970	289	7.36879	7.36879	2.39159
k79_85314	1959	7.17891	7.17891	10.6354
k79_12261	281	5.11278	5.11278	0.449304
k79_36618	409	7.55556	7.55556	6.17095
k79_36619	284	2.70588	2.70588	0.623965
k79_73148	1950	16.5411	16.5411	93.5285
k79_60971	540	8.20153	8.20153	15.7624
k79_85315	661	7.06043	7.06043	12.0764
k79_12262	568	7.85476	7.85476	10.9168
k79_36620	403	7.81569	7.81569	10.8832
k79_73149	419	3.47601	3.47601	0.9022
k79_60972	409	7.44061	7.44061	8.28588
k79_85316	279	3.61069	3.61069	1.03958
k79_24425	944	4.75502	4.75502	2.40407
k79_12263	347	8.22613	8.22613	7.3981
k79_36621	293	3.91724	3.91724	3.17366
k79_60973	345	10.3503	10.3503	13.6879
k79_36622	296	3.87162	3.87162	0.670482
k79_24426	321	3.21965	3.21965	0.939846
k79_85317	597	4.34967	4.34967	3.21898
k79_12264	567	5.3031	5.3031	5.4414
k79_24427	348	3.245	3.245	2.005
k79_85318	325	3.0339	3.0339	1.7943
k79_36623	498	5.72571	5.72571	5.57498
k79_60974	629	4.7422	4.7422	3.62507
k79_36624	240	2.82609	2.82609	0.496895
k79_24428	615	5.51392	5.51392	4.45206
k79_60975	448	7.07667	7.07667	8.39876
k79_73150	1506	18.9477	18.9477	133.635
k79_36625	665	8.98259	8.98259	22.8311
k79_73151	254	5.80189	5.80189	13.5128
k79_36626	253	2.74286	2.74286	0.731319
k79_48784	2043	8.52507	8.52507	11.8048
k79_73152	328	4.26111	4.26111	4.20518
k79_36627	325	4.0791	4.0791	0.834617
k79_24429	834	9.42857	9.42857	18.438
k79_48785	361	5.46479	5.46479	1.81597
k79_60976	918	18.7377	18.7377	129.598
k79_36628	254	5.63208	5.63208	2.21572
k79_60977	252	4.16346	4.16346	1.12836
k79_48786	277	2.5969	2.5969	0.461241
k79_36629	262	3.58772	3.58772	0.563033
k79_24430	430	7.67021	7.67021	1.90153
k79_60978	264	15.2845	15.2845	35.4401
k79_73153	596	9.6317	9.6317	9.24436
k79_36630	239	2.57143	2.57143	0.536508
k79_85319	1983	11.7188	11.7188	18.4007
k79_24431	382	7.1453	7.1453	5.10326
k79_60979	333	3.18919	3.18919	0.556403
k79_73154	389	19.3651	19.3651	64.9328
k79_85320	250	5.78431	5.78431	0.388662
k79_36631	479	4.85196	4.85196	2.58711
k79_48787	754	5.20462	5.20462	2.76467
k79_48788	266	3.4661	3.4661	1.75525
k79_36632	446	4.04027	4.04027	1.53372
k79_36633	244	3.80208	3.80208	0.286733
k79_48789	504	7.92416	7.92416	4.09282
k79_24432	984	6.23325	6.23325	10.785
k79_36634	317	3.91124	3.91124	2.78374
k79_24433	246	3.92857	3.92857	6.02577
k79_48790	316	4.29762	4.29762	7.12048
k79_85321	1136	10.084	10.084	46.8981
k79_36635	326	3.55056	3.55056	1.40138
k79_24434	295	4.63265	4.63265	1.1792
