Contig	ERR011349_assembly.fa/ERR011349_corrected_1.fastq.gz Mean	ERR011349_assembly.fa/ERR011349_corrected_1.fastq.gz RPKM	ERR011349_assembly.fa/ERR011349_corrected_1.fastq.gz Covered Fraction
k79_18396	5.873134	24.554667	1
k79_13800	5.2739725	16.198666	1
k79_9201	5.8116593	16.692657	1
k79_18397	7.807229	21.27997	1
k79_11	7.674603	22.641314	1
k79_22992	3.966805	15.924198	1
k79_13801	4.688889	15.417657	1
k79_18398	3.4479167	9.111749	1
k79_12	4.024194	12.725411	1
k79_9202	3.5486727	11.260441	1
k79_22993	5.6165414	14.080818	1
k79_13802	6.131579	17.580315	1
k79_13	4.962121	13.247579	1
k79_18399	18.681223	47.970913	1
k79_22994	13.623656	31.873041	1
k79_14	9.862904	21.81499	1
k79_32186	65.078445	204.99406	1
k79_13803	3.8	11.247622	1
k79_9203	5.0842824	15.645187	1
k79_18400	3.588957	11.139816	1
k79_22995	11.92562	31.131807	1
k79_15	18.71613	41.645176	1
k79_13804	4.638554	15.762941	1
k79_16	6.62069	15.762941	1
k79_32187	9.489362	31.716747	1
k79_22996	6.7063494	18.047424	1
k79_18401	7.816555	23.77907	1
k79_22997	5.48125	18.478235	1
k79_9204	5.355752	18.80971	1
k79_22998	1.9140625	6.2711554	1
k79_32188	6.687651	21.233774	1
k79_9205	3.1985815	10.270287	1
k79_32189	9.520326	27.368624	1
k79_22999	8.958621	23.639069	1
k79_18402	11.456522	32.677357	1
k79_17	6.4255013	20.852438	1
k79_23000	6.009346	15.505336	1
k79_18403	4.7363186	12.062467	1
k79_13805	6.9177694	22.47263	1
k79_18	5.091892	16.355816	1
k79_9206	5.3276954	16.790188	1
k79_13806	5.119565	14.40811	1
k79_18404	6.9685535	29.016052	1
k79_19	4.803738	12.598085	1
k79_32190	4.8473897	15.373733	1
k79_20	4.326923	12.7468815	1
k79_13807	4.1864405	11.424517	1
k79_18405	30.39394	71.567375	1
k79_9207	5.962963	16.404785	1
k79_13808	4.4947367	19.314428	1
k79_21	9.218579	26.176895	1
k79_9208	4.188406	16.430677	1
k79_18406	3.9733334	12.61876	1
k79_32191	5.8215766	19.309603	1
k79_13809	9.043307	25.27533	1
k79_32192	3.2596154	9.805294	1
k79_13810	6.4444447	16.0035	1
k79_18407	6.148699	19.615269	1
k79_9209	4.6357617	14.455898	1
k79_22	6.6732454	20.549047	1
k79_18408	5.8974357	14.924612	1
k79_13811	5.047619	17.295448	1
k79_9210	7.104839	24.541862	1
k79_32193	11.356347	32.015347	1
k79_18409	4.149606	13.486705	1
k79_23	14.8	33.207264	1
k79_13812	15.468532	36.550655	1
k79_9211	3.0925925	10.618602	1
k79_18410	4.425	19.370903	1
k79_13813	3.95	12.950831	1
k79_32194	14.44868	38.042942	1
k79_18411	4.0410957	11.779603	1
k79_24	8.654434	26.628466	1
k79_25	6.734694	20.085037	1
k79_18412	9.431623	27.240332	1
k79_18413	9.231708	25.381348	1
k79_32195	6.0783134	19.985851	1
k79_23001	9.326468	30.278267	1
k79_32196	6.3137255	17.789604	1
k79_26	12.145374	35.049057	1
k79_23002	9.183824	24.382954	1
k79_18414	8.3	20.235676	1
k79_9212	13.154174	43.07664	1
k79_18415	6.6666665	17.201962	1
k79_23003	8.368159	22.70582	1
k79_27	9.49	25.901663	1
k79_18416	7.468254	20.75454	1
k79_23004	5.3925924	14.85588	1
k79_28	9.824325	22.565338	1
k79_23005	5.809091	15.326428	1
k79_9213	6.481567	19.19084	1
k79_4597	4.2864585	13.108129	1
k79_29	2.8073394	10.577603	1
k79_27582	2.5632184	9.457764	1
k79_32197	20.484076	61.579403	1
k79_23006	8.559829	27.240332	1
k79_9214	6.877828	19.467869	1
k79_4598	6.3176894	22.164099	1
k79_32198	2.9764705	10.896132	1
k79_23007	5.1366906	16.293283	1
k79_9215	6.218935	18.883228	1
k79_27583	46.97534	139.5271	1
k79_4599	5.5605383	17.132942	1
k79_23008	3.9707317	14.031238	1
k79_32199	6.1900454	18.510805	1
k79_9216	7.680851	21.331053	1
k79_27584	4.220339	13.939616	1
k79_4600	9.436975	24.072178	1
k79_23009	5.6991153	16.098577	1
k79_32200	6.52809	16.673103	1
k79_9217	5.37766	15.473798	1
k79_23010	6.3481483	18.351381	1
k79_4601	5.172093	16.376184	1
k79_32201	5.116162	16.460497	1
k79_9218	2.607362	10.344114	1
k79_27585	12.083333	33.542686	1
k79_23011	15.698413	35.999027	1
k79_32202	6.972028	18.700336	1
k79_23012	3.3307087	11.688477	1
k79_32203	6.7444444	19.62247	1
k79_23013	4.1604276	13.302611	1
k79_30	21.514158	71.84927	1
k79_32204	5.457143	15.626947	1
k79_4602	5.2581196	16.264782	1
k79_23014	7.179775	16.673103	1
k79_27586	8.573228	26.01588	1
k79_31	7.6534653	16.868229	1
k79_32205	5.632353	18.287214	1
k79_4603	2.5	8.565365	1
k79_23015	4.5194807	11.963315	1
k79_32	4.2417583	14.467895	1
k79_4604	4.453125	14.334069	1
k79_32206	9.250747	26.189232	1
k79_27587	6.0438147	17.59121	1
k79_23016	4.6513157	14.019622	1
k79_27588	5.4411764	17.789604	1
k79_32207	5.1842103	16.11529	1
k79_33	4.4615383	15.300274	1
k79_27589	2.724138	9.362949	1
k79_18417	4.305263	13.185235	1
k79_4605	6.8293576	20.42605	1
k79_34	6.5307264	21.571648	1
k79_32208	4.286822	13.449868	1
k79_18418	4.723881	14.299778	1
k79_4606	11.568528	33.7336	1
k79_35	6.827586	19.217167	1
k79_32209	9.016043	24.388123	1
k79_18419	7.1318684	16.534737	1
k79_4607	4.7449665	13.327329	1
k79_18420	8.830508	22.303385	1
k79_36	2.116959	6.9828353	1
k79_27590	6.4335837	22.068117	1
k79_18421	6.5072465	19.889767	1
k79_37	10.618182	27.77915	1
k79_4608	3.1438355	10.096803	1
k79_23017	6.0309734	17.88423	1
k79_27591	5.5416665	14.401108	1
k79_18422	3.7857144	11.046771	1
k79_4609	2.54717	8.75582	1
k79_38	4.782313	13.417075	1
k79_27592	3.60177	11.363702	0.9771863
k79_18423	7.765517	18.573553	1
k79_4610	4.1987953	15.762941	1
k79_39	5.921875	18.813467	1
k79_27593	5.111111	15.003281	1
k79_32210	13.39527	41.50908	1
k79_23018	8.198813	23.524652	1
k79_40	4.053571	14.880612	1
k79_4611	4.915	14.231684	1
k79_23019	3.052381	8.993632	1
k79_41	5.133858	14.385818	1
k79_23020	2.4623656	8.894802	1
k79_42	16.411392	42.048157	1
k79_4612	4.144092	13.530122	1
k79_9219	40.232624	130.58043	0.9992745
k79_18424	4.069388	12.6103525	1
k79_23021	2.2690582	8.012476	1
k79_9220	2.2761905	7.8134737	1
k79_18425	6.27451	19.766228	1
k79_4613	6.022876	20.75454	1
k79_23022	2.8651686	10.420689	1
k79_43	4.4680853	12.24858	1
k79_44	4.4421053	14.231684	1
k79_9221	6.6277776	18.113052	1
k79_23023	3.8678162	11.530299	1
k79_4614	2.135514	7.5263715	1
k79_9222	10.376344	26.647802	1
k79_18426	4.079518	12.783326	1
k79_23024	3.678414	10.569951	1
k79_4615	4.0716844	12.772024	1
k79_18427	3.2413793	9.992926	0.97839504
k79_9223	2.7987804	9.378619	1
k79_4616	4.7881775	15.521809	1
k79_32211	9.177966	27.879232	1
k79_23025	6.8140845	20.220264	1
k79_18428	3.835	11.385346	1
k79_32212	2.67	8.96596	1
k79_4617	5.444056	17.136776	1
k79_18429	4.483871	14.083437	1
k79_23026	7.2425375	20.258018	1
k79_23027	5.36036	16.221937	1
k79_32213	82.80259	304.94247	1
k79_4618	5.711207	14.995426	1
k79_45	19.074156	58.969242	1
k79_9224	7.297143	22.2684	1
k79_23028	4.6566267	12.6103525	1
k79_9225	9.584507	28.146566	1
k79_23029	21.075758	51.22397	1
k79_32214	4.8659515	16.667126	1
k79_46	14.725806	72.55065	1
k79_9226	6.08547	19.588552	1
k79_4619	5.717213	17.17617	1
k79_23030	3.3193278	11.110236	1
k79_32215	5	13.584788	1
k79_4620	2.1495328	8.721751	1
k79_47	9.704918	27.368622	1
k79_9227	10.057576	29.056353	1
k79_23031	12.780142	35.16741	1
k79_4621	5.7838984	16.13047	1
k79_48	3.1675675	9.6648	1
k79_32216	8.829208	26.074293	1
k79_18430	7.2927656	23.23897	1
k79_4622	3.547826	12.217765	1
k79_9228	3.9393063	13.055274	1
k79_23032	5.1721854	15.979158	1
k79_49	8.1	25.943172	1
k79_32217	10.394737	30.03304	1
k79_18431	5.3767123	15.145204	1
k79_23033	3.4475524	9.350168	1
k79_9229	4.977778	15.848921	1
k79_32218	4.8617887	16.421173	1
k79_50	7.199029	21.687328	1
k79_23034	12.298851	27.32243	1
k79_9230	4.4491525	13.939616	1
k79_18432	8.780564	29.206812	1
k79_32219	5.339394	14.231683	1
k79_51	8.844086	21.495771	1
k79_23035	4.4835167	15.003281	1
k79_18433	4.9172416	15.196543	1
k79_52	4.4042554	14.29001	1
k79_32220	3.944206	13.655727	1
k79_18434	5.186916	14.536253	1
k79_23036	8.266862	22.825766	1
k79_9231	8.896907	25.858114	1
k79_32221	7.0454545	20.330978	1
k79_53	4.744467	14.2426815	1
k79_23037	3.4006734	11.143376	1
k79_18435	6.7486033	19.938858	1
k79_32222	4.0082417	13.567169	1
k79_18436	5.326923	16.278069	1
k79_23038	6.2038836	18.888962	1
k79_32223	5.418848	16.068031	1
k79_23039	5.1084337	14.186646	1
k79_32224	4.2126436	15.373733	1
k79_9232	8.993034	27.600842	1
k79_18437	8.823395	27.200487	1
k79_23040	3.631728	12.87359	1
k79_32225	11.600962	32.00141	1
k79_23041	5.519231	14.707941	1
k79_32226	3.1405406	10.408246	1
k79_18438	5.6335225	17.86048	1
k79_9233	6.286408	19.055769	1
k79_23042	8.858156	20.540573	1
k79_9234	3.487805	11.897507	1
k79_23043	3.6953125	12.542311	1
k79_18439	6.4251337	20.437675	1
k79_23044	4.990291	14.766075	1
k79_9235	4.448718	13.022455	1
k79_9236	5.7090907	15.326428	1
k79_18440	4.2865167	12.908311	1
k79_23045	7.306604	21.32787	1
k79_9237	2.4468086	8.558573	1
k79_23046	3.3696682	10.348524	1
k79_9238	2.41875	7.2306128	1
k79_18441	6.6673512	19.939997	1
k79_9239	6.044601	19.024996	1
k79_23047	6.012987	18.612612	1
k79_18442	7.413255	22.163218	1
k79_23048	2.7714286	11.494822	1
k79_54	48.356785	158.46997	1
k79_9240	8.633136	25.019169	1
k79_23049	9.144444	20.75454	1
k79_55	5.287037	14.479911	1
k79_9241	7.804878	21.894897	1
k79_23050	5.163636	16.28433	1
k79_27594	6.6145253	19.682116	1
k79_13814	32.11339	101.58285	1
k79_23051	4.549107	13.31842	1
k79_27595	10.211957	39.52062	1
k79_9242	4.4016395	17.858557	1
k79_23052	7.2752295	18.949797	1
k79_27596	8.01626	21.894897	1
k79_13815	5.555215	18.31283	1
k79_56	4.9602976	15.370516	1
k79_27597	10.205298	28.132397	1
k79_13816	5.0928574	13.740935	1
k79_23053	2.8446603	11.193459	1
k79_9243	3.737395	12.731219	1
k79_57	4.2266665	13.94705	1
k79_27598	6.700326	19.074192	1
k79_9244	3.5860806	11.775625	1
k79_27599	5.9304347	15.037251	1
k79_58	3.2375	10.5980625	1
k79_13817	7.3248034	21.574629	1
k79_9245	4.303571	10.456486	1
k79_27600	7.8623853	20.193605	1
k79_59	6.36646	16.016363	1
k79_9246	4.5384617	15.121163	1
k79_13818	6.208122	21.532087	1
k79_27601	7.3825135	20.193605	1
k79_9247	5.5	13.836359	1
k79_13819	1.9082569	8.654402	1
k79_27602	9.1875	21.863562	1
k79_60	6.537713	19.533684	1
k79_13820	5.3311687	14.746645	1
k79_4623	49.115013	164.41394	1
k79_27603	4.8	10.673763	1
k79_61	5.047619	13.535569	1
k79_4624	4.3152175	12.349808	1
k79_27604	3.1878452	9.029164	1
k79_62	3.0769231	9.327883	1
k79_13821	7.4356437	21.578726	1
k79_4625	4.005848	10.862188	1
k79_27605	35.925133	77.59857	1
k79_27606	2.2941177	8.708199	1
k79_4626	3.6964285	11.583929	1
k79_63	7.5739646	21.945372	1
k79_13822	4.6330748	14.377446	1
k79_27607	6.4617834	17.712925	1
k79_64	10.118467	30.20569	1
k79_13823	6.824885	16.965563	1
k79_27608	16.17838	34.941967	1
k79_4627	7.266667	21.902662	1
k79_65	7.872093	23.191307	1
k79_13824	5.6075583	18.149717	1
k79_4628	7.544	19.924356	1
k79_66	1.525	6.456968	1
k79_27609	5.819961	18.839216	1
k79_13825	4.640523	15.292818	1
k79_67	2.1351352	8.588084	1
k79_4629	8.448931	29.659725	1
k79_13826	7.4827585	18.915527	1
k79_68	3.953271	11.629003	1
k79_27610	2.94709	10.285436	1
k79_9248	6.715026	18.878763	1
k79_27611	5.6356277	18.192894	1
k79_69	4.1480365	12.944619	1
k79_4630	13.645788	39.409924	1
k79_4631	5.626016	12.772024	1
k79_9249	4.4180326	18.34122	1
k79_13827	5.798913	19.114788	1
k79_70	6.614232	18.514841	1
k79_4632	5.2280703	16.980986	1
k79_9250	6.801724	17.789606	1
k79_71	4.172414	13.10813	1
k79_9251	1.9171975	5.6787663	1
k79_4633	7.4972973	17.099262	1
k79_27612	9.846154	29.043503	1
k79_72	5.4335938	16.562737	1
k79_9252	6.7556562	18.796562	1
k79_27613	3.4701493	11.40038	1
k79_9253	5.9485097	21.114445	1
k79_73	25.212767	71.69184	1
k79_27614	6.6436057	20.258018	1
k79_4634	10	32.35198	1
k79_9254	4.188889	14.528176	1
k79_13828	24.980469	79.244606	1
k79_27615	4.516129	14.348817	1
k79_74	3.275862	11.55949	1
k79_4635	17.915966	69.32444	1
k79_9255	10.996633	30.087116	1
k79_27616	10.064885	27.202549	1
k79_13829	6.047904	19.039288	1
k79_9256	5.008197	16.481544	1
k79_27617	7.5617976	21.260748	1
k79_13830	4.8127856	12.823943	1
k79_75	7.4	23.686298	1
k79_4636	5.253275	16.385162	1
k79_9257	3.54661	11.613937	1
k79_27618	19.5414	64.900185	1
k79_76	5.5470085	16.790188	1
k79_13831	3.2061856	7.9639516	0.99127907
k79_9258	4.91	10.958398	1
k79_27619	2.5808823	7.837378	1
k79_77	7.291139	18.598225	1
k79_13832	4.18	11.954615	1
k79_27620	10.697417	30.76207	1
k79_4637	5.634752	19.533684	1
k79_9259	6.7529974	21.962473	1
k79_78	8.256484	24.05355	1
k79_27621	6.502618	19.719856	1
k79_4638	7.347561	19.03601	1
k79_79	3.2201834	10.577603	1
k79_9260	5.2066116	15.883575	1
k79_4639	4.3296704	11.367632	1
k79_80	6.5	16.668999	1
k79_13833	4.6705427	14.555132	1
k79_81	10.776	29.886536	1
k79_27622	9.389908	28.050503	1
k79_32227	52.509785	173.13286	1
k79_82	2.5045872	10.577603	1
k79_32228	8.152381	26.370472	1
k79_4640	8.3580475	23.382069	1
k79_27623	5.216495	16.942482	1
k79_9261	8.316341	24.387218	1
k79_32229	3.4130435	10.37727	1
k79_9262	3.557047	11.661413	1
k79_83	5.9561405	17.672182	1
k79_32230	2.4085107	9.056526	1
k79_84	6.52	16.935703	1
k79_32231	3.4152544	10.222385	1
k79_18443	7.990303	24.777725	1
k79_9263	3.347826	11.508986	1
k79_18444	5.6494846	15.124765	1
k79_32232	3.6982758	12.171835	1
k79_85	5.3479853	15.308312	1
k79_18445	5.29927	15.62014	1
k79_86	1.6283185	6.628826	1
k79_9264	8.483443	24.781538	1
k79_87	7.6065574	21.975395	1
k79_32233	3.4904761	11.360378	1
k79_32234	9.211009	22.116806	1
k79_88	8.633588	23.9305	1
k79_4641	8.59233	27.53773	1
k79_32235	8.080646	21.495771	1
k79_89	3.8119657	11.674427	1
k79_13834	8.297258	28.375345	1
k79_9265	3.8807693	12.638584	1
k79_90	1.6847826	6.174904	1
k79_32236	5.5	16.52494	1
k79_9266	5.3936653	14.097423	1
k79_4642	4.1525884	13.006713	1
k79_32237	5.8	15.248233	1
k79_9267	2.9664805	10.5980625	1
k79_91	10.268421	31.131807	1
k79_9268	2.2649007	9.929081	1
k79_4643	10.21763	29.129179	1
k79_92	4.5833335	15.09421	1
k79_4644	13.245763	34.384384	1
k79_32238	7.3574295	23.829287	1
k79_93	5.7061996	17.209137	1
k79_94	11.739884	35.65094	1
k79_32239	7.1434107	21.832697	1
k79_4645	6.5152707	21.591846	1
k79_9269	6.5152516	21.561575	1
k79_32240	5	12.549255	1
k79_95	12.034365	33.320213	1
k79_9270	4.3809524	12.696895	1
k79_32241	5.6369863	17.669405	1
k79_9271	2.9166667	10.618602	1
k79_18446	49.70609	165.5729	1
k79_32242	2.3037038	10.486504	1
k79_96	8.728371	29.255238	1
k79_18447	4.5795455	12.223533	1
k79_9272	4.480712	13.807948	1
k79_9273	3.1754386	9.433881	1
k79_4646	9.848485	30.786785	1
k79_97	3.6825397	11.792352	1
k79_4647	2.2056074	7.752668	1
k79_18448	7.0625	20.818796	1
k79_9274	4.2525253	14.313475	1
k79_4648	8.116279	19.78789	1
k79_9275	5.1911764	15.477962	1
k79_18449	6.322807	18.321247	1
k79_98	8.866534	26.738977	1
k79_4649	3.1866667	10.792359	1
k79_9276	4.731707	13.83636	1
k79_4650	4.0086207	12.171835	1
k79_18450	3.1278195	10.177707	1
k79_99	8.241259	23.420261	1
k79_9277	6.1960783	18.083164	1
k79_4651	5.890244	18.242844	1
k79_32243	4.5914893	13.584788	1
k79_18451	9.574939	29.510942	1
k79_9278	4.5697675	11.601916	1
k79_4652	5.7288136	18.469208	1
k79_9279	4.428571	14.560107	1
k79_9280	4.4774776	15.267706	1
k79_18452	5.1437125	15.302886	1
k79_9281	4.8863635	14.13075	1
k79_4653	4.1366906	13.405198	1
k79_27624	5.8533335	16.603632	1
k79_32244	7.235397	23.04282	1
k79_9282	9.224551	29.330795	1
k79_4654	4.0530305	13.247579	1
k79_27625	3.288889	11.360378	1
k79_4655	7.5826087	20.67622	1
k79_32245	3.173913	12.106814	1
k79_4656	3.8068182	12.557368	1
k79_27626	6.9035087	21.260746	1
k79_32246	24.208956	67.407906	1
k79_4657	5.3846154	16.900126	1
k79_27627	9.643411	29.458054	1
k79_9283	10.422556	33.309124	1
k79_4658	2.173913	8.233206	1
k79_27628	6.635246	18.96354	1
k79_9284	3.402985	12.062467	1
k79_27629	4.050505	15.003281	1
k79_9285	2.5815604	9.41443	1
k79_32247	8.737276	26.126581	1
k79_9286	6.379032	16.361242	1
k79_27630	4.427451	13.528886	1
k79_32248	8.201439	26.185633	1
k79_9287	4.7610064	13.702025	1
k79_9288	3.0625	13.161415	1
k79_27631	6.9856114	20.205479	1
k79_4659	5.6284986	18.17779	1
k79_9289	4.244681	12.24858	1
k79_32249	8.469854	24.47128	1
k79_4660	9.919432	25.526358	1
k79_27632	19.392405	54.51407	1
k79_32250	3.7327585	11.235539	1
k79_9290	5.6781917	19.41299	1
k79_9291	2.6666667	9.111749	1
k79_32251	6.858757	18.279226	1
k79_32252	5.211009	14.424005	1
k79_9292	6.866142	20.343557	0.99752474
k79_32253	12.727642	33.96197	1
k79_100	2.784091	13.603815	1
k79_4661	7.298077	23.162525	1
k79_9293	6.6525426	21.29222	1
k79_32254	3.371212	10.226873	1
k79_101	5.529851	14.908189	1
k79_27633	7.6790657	24.791027	1
k79_9294	11.432432	28.788555	1
k79_4662	3.642534	10.740893	0.97574127
k79_102	8.988166	25.764254	1
k79_32255	3.875	13.609533	1
k79_27634	3.1964285	9.398281	1
k79_9295	5.8342857	15.326428	1
k79_4663	6.8366337	19.10361	1
k79_27635	4.7894735	14.844305	1
k79_9296	4.910959	15.145204	1
k79_32256	6.415179	19.97763	1
k79_103	4.1568627	12.772023	1
k79_4664	5.9053254	15.614699	1
k79_27636	4.362963	12.234255	1
k79_27637	3.0532787	12.0102415	1
k79_4665	7.4418607	24.417105	1
k79_104	4.738532	14.875267	1
k79_4666	3.2222223	11.193459	1
k79_27638	5.1408453	13.64682	1
k79_105	3.2368422	13.207434	1
k79_4667	5.068702	13.294723	1
k79_32257	9.1890955	31.008757	1
k79_27639	7.1185565	20.99587	1
k79_4668	3.2747252	10.502297	0.9939759
k79_27640	7.7014923	16.662096	1
k79_106	5.6287427	15.951836	1
k79_27641	3.329897	11.0914955	1
k79_27642	4.442623	11.903338	1
k79_4669	4.047619	11.274071	1
k79_27643	9.190184	20.688229	1
k79_9297	19.835863	63.651554	1
k79_4670	5.6893206	15.391007	1
k79_27644	3.2451613	13.065152	1
k79_107	3.907563	12.395072	1
k79_9298	2.2479339	8.271181	1
k79_4671	2.5321639	9.310447	1
k79_27645	3.586777	11.028242	1
k79_9299	4.330435	14.097424	1
k79_32258	13.627957	43.20168	1
k79_4672	3.5201793	11.351007	1
k79_9300	9.349056	23.348856	1
k79_27646	3.0580356	9.988815	1
k79_32259	4.662791	15.469221	1
k79_27647	12.566372	24.621353	0.99239546
k79_32260	12.946902	28.409256	1
k79_9301	8.61442	23.896482	1
k79_27648	4.006536	12.32943	1
k79_32261	14.454545	33.084724	1
k79_108	11.233231	33.607887	1
k79_27649	2.8181818	9.579019	1
k79_9302	5.5586853	19.896914	1
k79_109	3.4545455	13.002843	1
k79_4673	9.568517	30.619474	1
k79_32262	2.3166666	8.301816	1
k79_13835	25.647964	83.04355	1
k79_9303	10.068703	29.016054	1
k79_110	10.288713	29.548834	1
k79_9304	3.9734514	11.363702	1
k79_9305	2.8881578	9.071521	1
k79_111	11.186528	29.77036	1
k79_4674	4.3901997	13.856096	1
k79_13836	4.8986487	15.513493	1
k79_27650	11.935164	38.53296	1
k79_9306	2.0816326	7.029763	1
k79_13837	14.725191	33.679966	1
k79_32263	21.320513	65.61112	1
k79_27651	7.630303	22.928823	1
k79_9307	4.235849	15.565904	1
k79_4675	7.1337385	19.757975	1
k79_13838	6.557047	21.65691	1
k79_32264	2.857143	10.33421	1
k79_27652	7.013072	20.549047	1
k79_112	12.985915	38.155975	1
k79_4676	4.367347	12.051023	1
k79_27653	7.456376	19.990993	1
k79_113	8.942623	23.806677	1
k79_32265	7.2934365	22.530598	1
k79_13839	4.373089	13.053168	1
k79_9308	4.881072	15.336687	1
k79_27654	59.652542	161.94992	0.9948186
k79_13840	3.2136753	12.126246	1
k79_32266	4.576159	14.066198	1
k79_9309	5.1797237	14.929696	1
k79_9310	3.9906542	11.629003	1
k79_32267	11.634568	36.348488	1
k79_13841	11.032609	33.479454	1
k79_4677	12.251217	38.299793	1
k79_9311	7.737589	19.684717	1
k79_32268	5.0872483	14.993244	1
k79_13842	7.931818	23.559206	1
k79_27655	5.055055	16.256819	1
k79_32269	9.265993	27.301273	1
k79_4678	4.5233417	13.414064	1
k79_27656	4.844311	14.927555	1
k79_32270	3.440945	12.58759	1
k79_27657	2.9375	10.750552	1
k79_32271	4.4605265	13.194939	1
k79_9312	19.243176	56.27172	1
k79_4679	7.2156487	22.910055	1
k79_4680	8.293103	27.152554	1
k79_9313	7.4131055	21.873047	1
k79_4681	4.734375	12.542311	1
k79_27658	5.383987	17.64953	1
k79_9314	5.2386365	12.557368	1
k79_9315	2.235294	8.868408	1
k79_32272	10.352439	33.378433	1
k79_27659	54.230125	147.8961	0.98714656
k79_4682	11.08642	27.938803	1
k79_32273	4.364706	14.009313	1
k79_27660	11.900862	32.59875	1
k79_13843	12.344579	39.289043	1
k79_9316	3.6612904	11.369877	1
k79_32274	3.4596274	10.410636	1
k79_27661	5.593985	14.080818	1
k79_4683	7.5051546	23.719473	1
k79_13844	3.3945577	10.062806	1
k79_114	5.444976	17.343624	1
k79_27662	3.5217392	13.836359	1
k79_115	3.0229886	9.457764	1
k79_27663	9.314815	22.20253	1
k79_4684	7.856698	22.20868	1
k79_13845	4.5540543	15.094209	1
k79_116	3.9107807	12.482444	1
k79_27664	5.757143	17.17617	1
k79_13846	7.1013513	24.236843	1
k79_4685	6.482906	16.863062	1
k79_27665	13.393939	32.920994	1
k79_13847	4.798387	14.543326	1
k79_23054	46.97685	155.95313	1
k79_4686	5.7821784	16.980986	1
k79_32275	8.805078	27.793825	1
k79_4687	6.765517	19.417807	1
k79_23055	8.172043	24.460707	1
k79_27666	4.5497074	15.02591	1
k79_13848	7.576271	22.560884	1
k79_18453	4.215311	12.48741	1
k79_13849	9.188312	24.577745	1
k79_23056	6.390071	19.024994	1
k79_32276	6.441589	18.959164	1
k79_18454	11.724	31.131807	1
k79_13850	2.7395833	10.124166	1
k79_18455	4.9504952	16.868229	1
k79_9317	6.314516	17.270199	1
k79_32277	4.3041472	12.893828	1
k79_32278	3.1055555	9.056526	1
k79_13851	5.9904075	18.448479	1
k79_13852	5.2916665	15.186249	1
k79_4688	8.900178	27.80325	1
k79_32279	8.732394	28.8703	1
k79_18456	4.4255567	14.898573	1
k79_9318	5.6799064	18.072542	1
k79_117	7.432159	24.344385	1
k79_13853	4.6760564	14.268744	1
k79_23057	3.6058824	10.896132	1
k79_9319	4.647059	12.848047	1
k79_13854	3.0402298	12.2989855	1
k79_9320	4.7659574	13.269295	1
k79_4689	4.205379	13.893535	1
k79_13855	5.58498	16.06803	1
k79_4690	3.939394	13.441034	1
k79_13856	3.655914	10.249155	1
k79_32280	6.990446	22.807184	1
k79_9321	8.273469	26.07289	1
k79_13857	3.5777779	12.4527235	1
k79_4691	3.6359224	11.193459	1
k79_9322	6.0632186	16.142418	1
k79_13858	7.4866667	20.754538	1
k79_18457	5.5185184	17.740395	1
k79_118	9.64304	30.542637	1
k79_4692	10.188285	29.45117	1
k79_23058	8.1500845	26.284939	1
k79_13859	3.0075758	8.831718	1
k79_4693	3.875	12.913936	1
k79_23059	4.3491125	13.272495	1
k79_13860	6.257732	18.149717	1
k79_119	6.4726563	19.016474	1
k79_4694	3.53125	12.542311	1
k79_18458	8.246231	25.9053	1
k79_9323	6.9409523	22.138174	1
k79_120	7.4132233	21.137465	1
k79_23060	7.354839	20.358677	1
