ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_29752_4	UniRef100_D4CFE5~K03763	68.4	1256	389	7	15	1266	284	1535	0.0	1767
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_64774_2	UniRef100_E6STF5~K02337	95.2	1265	61	0	1	1265	1	1265	0.0	2428
ERR011348_MEGAHIT_TaxVamb_Refined.16Ωk79_66366_4	UniRef100_B2UQC2~K01190	99.4	1264	7	0	1	1264	1	1264	0.0	2580
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_27113_1	UniRef100_D4LRK2~K02004	70.5	1285	340	3	4	1260	16	1289	0.0	964
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_6334_3	UniRef100_C0W9R7~K01952	67.2	1255	412	0	3	1257	4	1258	0.0	1704
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_33487_1	UniRef100_D5HDV5~K00688	73.9	1259	324	2	1	1256	1	1258	0.0	1886
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_5702_13	UniRef100_D4L573~K01952	99.5	1255	6	0	1	1255	1	1255	0.0	2479
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_42234_3	UniRef100_U2EUJ6~K03046	92.6	1206	85	1	1	1206	1	1202	0.0	2206
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_5702_40	UniRef100_D4L596~K03043	99.9	1241	1	0	1	1241	1	1241	0.0	2435
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_41700_10	UniRef100_E4T1Z1~K01190	52.6	1246	544	10	21	1238	18	1245	0.0	1330
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_94734_2	UniRef100_D2RNX3~K03043	74.7	1252	291	6	1	1236	1	1242	0.0	1838
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_8815_2	UniRef100_G8LUM2~K03043	69.4	1178	355	3	1	1175	1	1176	0.0	1670
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_89851_2	UniRef100_A0A139LU84~K01952	94.5	1234	68	0	1	1234	15	1248	0.0	2384
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_73792_14	UniRef100_D4L6Z8~K01200	97.4	1233	32	0	1	1233	1	1233	0.0	2274
ERR011348_MEGAHIT_TaxVamb_Refined.16Ωk79_37013_3	UniRef100_A0A1Y3SRR9~K03578	98.4	1231	20	0	1	1231	10	1240	0.0	2439
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_30054_2	UniRef100_G8LXG2~K16898	43.4	1267	635	26	5	1216	6	1245	1.11e-294	868
ERR011348_MEGAHIT_TaxVamb_Refined.15_subΩk79_37200_2	UniRef100_D4M261~K16898	52.1	1251	543	12	1	1207	1	1239	0.0	1157
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_63175_6	UniRef100_A0A0P0G7C4~K01191	72.8	1187	320	3	25	1208	16	1202	0.0	1817
ERR011348_MEGAHIT_TaxVamb_Refined.21Ωk79_19471_2	UniRef100_D4MUH4~K03046	99.5	1199	6	0	1	1199	1	1199	0.0	2329
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_5702_39	UniRef100_D4L595~K03046	99.9	1198	1	0	1	1198	1	1198	0.0	2339
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_81476_40	UniRef100_A0A1W6WDV7~K03529	47.0	1184	625	1	1	1182	1	1184	0.0	945
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_33900_7	UniRef100_G2SXP0~K03529	51.7	1190	564	5	1	1184	1	1185	0.0	1018
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_61966_1	UniRef100_A0A1C7GJF9~K03737	71.9	1224	298	6	1	1180	1	1222	0.0	1741
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_73776_1	UniRef100_D4LSP9~K03529	70.8	1186	346	0	1	1186	1	1186	0.0	1331
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_6247_10	UniRef100_E6SQX3~K03737	98.1	1185	23	0	1	1185	1	1185	0.0	2352
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_24272_3	UniRef100_G8M1K3~K03529	54.3	1188	531	4	1	1179	1	1185	3.74e-280	827
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_7799_4	UniRef100_D4LRJ4~K16898	37.0	1241	704	18	4	1172	5	1239	1.98e-234	710
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_69160_1	UniRef100_D4LGA6~K03737	92.6	1178	86	1	1	1178	1	1177	0.0	2193
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_35880_7	UniRef100_D6DH69~K03723	56.6	1173	503	5	3	1170	4	1175	0.0	1285
ERR011348_MEGAHIT_MetaBinner_Refined.6_subΩk79_42253_2	UniRef100_A0A1W6WDG8~K16898	37.8	1191	714	14	1	1175	1	1180	7.46e-244	733
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_8815_3	UniRef100_G8LUM3~K03046	71.4	1162	329	3	3	1163	5	1164	0.0	1670
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_53810_55	UniRef100_D4L8N3~K02337	99.0	1174	12	0	1	1174	1	1174	0.0	2338
ERR011348_MEGAHIT_TaxVamb_Refined.16Ωk79_24492_7	UniRef100_B2UNA1~K02337	99.7	1174	3	0	1	1174	1	1174	0.0	2348
ERR011348_MEGAHIT_TaxVamb_Refined.21Ωk79_21211_2	UniRef100_D4MYA7~K03737	99.2	1173	9	0	1	1173	1	1173	0.0	2320
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_38479_4	UniRef100_D2RNX4~K03046	75.6	1162	273	4	1	1159	166	1319	0.0	1719
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_66231_40	UniRef100_E6SU44~K01870	90.6	1163	108	1	1	1162	1	1163	0.0	2176
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_9110_8	UniRef100_D4L7X9~K16898	99.1	1161	11	0	1	1161	26	1186	0.0	2232
ERR011348_MEGAHIT_TaxVamb_Refined.15_subΩk79_82864_2	UniRef100_A0A173VUI4~K02337	75.9	1157	275	4	1	1156	1	1154	0.0	1778
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_82919_4	UniRef100_D4LV70~K02337	86.2	1154	159	0	1	1154	1	1154	0.0	1986
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_34311_6	UniRef100_R5LX92~K02337	68.6	1156	360	3	1	1155	1	1154	0.0	1617
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_24501_30	UniRef100_D4L5B3~K03723	99.6	1152	5	0	1	1152	1	1152	0.0	2244
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_94316_26	UniRef100_W0ET35~K10742	42.0	979	511	22	177	1139	1	938	7.67e-207	628
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_7769_11	UniRef100_A3DIQ2~K03723	44.7	1169	604	14	3	1136	10	1171	0.0	957
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_30834_24	UniRef100_A0A174NAH5~K03296	79.4	1139	167	2	1	1139	1	1071	0.0	1718
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_45392_2	UniRef100_C7PB21~K02014	38.1	1123	658	19	15	1122	2	1102	3.91e-241	721
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_94316_20	UniRef100_A0A0H4VLB0~K21573	33.2	1032	622	25	125	1118	19	1021	1.46e-153	490
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_22831_2	UniRef100_A0A097ANM8~K16899	38.2	1148	669	15	1	1113	1	1143	3.72e-266	787
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_18817_3	UniRef100_A0A127AYQ9~K21573	30.4	1091	621	34	62	1112	33	1025	2.39e-120	402
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_20458_50	UniRef100_D4L7X8~K16899	98.1	1112	21	0	1	1112	1	1112	0.0	2138
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_28797_2	UniRef100_E6SW59~K03070	94.8	1111	55	1	1	1111	1	1108	0.0	1999
ERR011347_MEGAHIT_TaxVamb_Refined.1Ωk79_72251_1	UniRef100_D4L7X9~K16898	99.0	1110	11	0	1	1110	77	1186	0.0	2140
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_40744_6	UniRef100_A0A1C7IHX7~K03723	63.5	1157	350	5	1	1086	1	1156	0.0	1444
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_86574_9	UniRef100_A0A0P0FMV2~K12308	83.5	1107	178	5	3	1106	2	1106	0.0	1971
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_70124_2	UniRef100_A0A127AYQ9~K21573	42.9	1076	552	19	41	1104	1	1026	1.00e-273	801
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_7799_3	UniRef100_D9R6X6~K16899	35.8	1129	653	17	1	1068	1	1118	2.27e-232	699
ERR011347_MEGAHIT_TaxVamb_Refined.43Ωk79_94998_2	UniRef100_H2JD52~K16898	35.0	1151	639	29	2	1090	15	1118	3.56e-171	543
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_29662_1	UniRef100_M4KYM4~K00265	55.5	1059	446	10	39	1090	1	1041	0.0	1103
ERR011347_MEGAHIT_TaxVamb_Refined.2Ωk79_83454_2	UniRef100_A5UMW8~K01870	99.8	1090	2	0	1	1090	1	1090	0.0	2220
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_14127_10	UniRef100_Q8A7W6~K08676	77.4	1100	236	3	1	1089	1	1098	0.0	1646
ERR011348_MEGAHIT_TaxVamb_Refined.15_subΩk79_42118_1	UniRef100_D4M3D1~K03737	85.9	1100	143	5	1	1090	1	1098	0.0	1882
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_42027_9	UniRef100_A0A127AYQ9~K21573	33.4	1111	580	34	37	1088	17	1026	3.42e-173	541
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_42027_14	UniRef100_A0A127AYQ9~K21573	37.3	1055	595	28	43	1082	23	1026	1.37e-199	610
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_30682_6	UniRef100_A0A1R3SUT6~K21573	33.0	1034	577	35	106	1079	28	1005	9.62e-129	423
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_37569_3	UniRef100_E6SRH0~K01955	92.9	1084	64	3	1	1078	1	1077	0.0	1974
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_27649_2	UniRef100_A0A174NAH5~K03296	88.8	1071	119	1	1	1071	1	1070	0.0	1832
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_54799_1	UniRef100_A0A0N7IEK1~K02230	81.7	1077	197	0	1	1077	1	1077	0.0	1819
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_27642_3	UniRef100_F0R898~K01955	94.4	1075	60	0	1	1075	1	1075	0.0	2023
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_64555_4	UniRef100_E6SSL3~K01955	96.9	1075	33	0	1	1075	1	1075	0.0	2053
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_76490_5	UniRef100_A0A0P0G6A7~K01190	79.6	1071	218	1	3	1073	2	1071	0.0	1833
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_23054_29	UniRef100_A0A0K1KC97~K09952	42.1	1103	570	18	1	1070	1	1067	2.98e-250	742
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_86135_3	UniRef100_D4LP15~K01955	92.9	1071	76	0	1	1071	1	1071	0.0	1952
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_73680_6	UniRef100_A0A0K2HEZ0~K02014	31.2	969	585	25	1	909	2	948	7.62e-114	385
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_29351_6	UniRef100_D4CA58~K01870	79.0	1051	211	4	16	1064	1	1043	0.0	1744
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_78593_1	UniRef100_W0ET35~K10742	37.7	895	513	24	196	1065	18	892	8.25e-164	513
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_37934_22	UniRef100_A0A127AYQ9~K21573	38.5	1050	576	24	40	1064	22	1026	7.60e-208	630
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_21099_4	UniRef100_A0A078T3M4~K03296	81.1	1061	201	0	1	1061	1	1061	0.0	1677
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_12686_8	UniRef100_A0A127AYQ9~K21573	33.4	1069	613	36	29	1060	20	1026	4.73e-143	461
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_1195_58	UniRef100_D4L7L5~K01200	98.8	1059	13	0	1	1059	1	1059	0.0	2045
ERR011348_MEGAHIT_MetaBinner_Refined.6_subΩk79_43144_3	UniRef100_E6UF26~K03529	37.8	1056	645	7	1	1050	132	1181	2.38e-202	621
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_41700_15	UniRef100_A0A127AYQ9~K21573	34.9	1067	585	24	39	1058	23	1026	4.87e-180	558
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_63175_2	UniRef100_A0A127AYQ9~K21573	32.2	1023	594	25	55	1025	22	996	2.20e-135	441
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_64520_12	UniRef100_A0A127AYQ9~K21573	33.1	1062	608	27	41	1057	22	1026	1.04e-158	502
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_62979_13	UniRef100_A0A127AYQ9~K21573	38.4	1056	573	23	33	1057	18	1026	1.49e-212	642
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_57074_14	UniRef100_D4L985~K01176	99.4	1056	6	0	1	1056	1	1056	0.0	1977
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_15389_6	UniRef100_A0A0P0GRB9~K03296	96.1	1056	41	0	1	1056	1	1056	0.0	1927
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_52213_1	UniRef100_D2RLM5~K03723	61.6	1054	402	3	2	1053	39	1091	0.0	1264
ERR011348_MEGAHIT_TaxVamb_Refined.15_subΩk79_42541_3	UniRef100_D4M141~K01870	85.5	1050	152	0	4	1053	2	1051	0.0	1887
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_72330_4	UniRef100_A0A0H4VLB0~K21573	31.9	1094	631	31	1	1053	1	1021	5.16e-132	431
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_34014_1	UniRef100_D2RKS4~K01955	77.2	1054	240	0	1	1054	1	1054	0.0	1650
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_7875_2	UniRef100_A0A0H4VLB0~K21573	32.8	1073	647	27	1	1051	1	1021	8.81e-151	481
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_37144_6	UniRef100_D7GUG4~K01870	78.7	1065	213	2	1	1051	1	1065	0.0	1752
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_93240_74	UniRef100_D4L773~K03546	95.7	1049	45	0	1	1049	1	1049	0.0	1815
ERR011347_MEGAHIT_TaxVamb_Refined.1Ωk79_57473_2	UniRef100_D4L773~K03546	95.7	1049	45	0	1	1049	1	1049	0.0	1815
ERR011349_MEGAHIT_TaxVamb_Refined.1Ωk79_23054_14	UniRef100_A0A1D9FGZ2~K01153	50.0	1043	499	7	1	1041	1	1022	0.0	982
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_52380_4	UniRef100_A0A0P0GI09~K01190	86.7	1047	139	0	1	1047	1	1047	0.0	1954
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_37742_5	UniRef100_D4M0C7~K01153	100	1046	0	0	1	1046	1	1046	0.0	2043
ERR011347_MEGAHIT_TaxVamb_Refined.1Ωk79_78462_1	UniRef100_A0A1S4CUQ3~K00264	46.3	1094	535	12	5	1047	97	1188	6.34e-313	909
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_9563_1	UniRef100_A0A0X8KN88~K09952	38.7	1089	561	33	27	1034	84	1146	7.43e-207	635
ERR011348_MEGAHIT_MetaBinner_Refined.6_subΩk79_81613_3	UniRef100_D1CG38~K01870	43.6	1056	570	17	2	1044	5	1047	1.02e-308	890
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_18052_1	UniRef100_H8MA21~K09952	49.2	1091	461	15	1	1046	1	1043	0.0	954
ERR011347_MEGAHIT_TaxVamb_Refined.1Ωk79_49496_7	UniRef100_F6B3A7~K01153	66.5	1051	326	7	1	1043	1	1033	0.0	1361
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_22031_2	UniRef100_A0A127AYQ9~K21573	36.6	1050	593	27	28	1043	16	1026	9.08e-188	578
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_18402_1	UniRef100_D9RSE9~K01153	81.3	1036	184	2	1	1033	1	1029	0.0	1679
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_41700_8	UniRef100_A0A0P0G151~K01190	59.9	1032	413	1	1	1032	1	1031	0.0	1345
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_27875_5	UniRef100_H8KRZ8~K02014	30.2	1108	631	24	38	1031	15	1094	1.42e-141	458
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_38099_1	UniRef100_E6VRD9~K18138	46.4	1038	540	8	5	1033	5	1035	1.78e-294	853
ERR011347_MEGAHIT_TaxVamb_Refined.1Ωk79_92491_4	UniRef100_D4L6Z8~K01200	98.8	1034	12	0	1	1034	1	1034	0.0	1983
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_2250_8	UniRef100_A0A127AYQ9~K21573	33.5	1037	604	32	51	1032	21	1026	4.37e-157	497
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_20442_4	UniRef100_E6SR52~K01190	82.8	1031	177	0	1	1031	18	1048	0.0	1845
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_281_2	UniRef100_R5LYC6~K03046	83.3	1035	165	4	1	1029	1	1033	0.0	1711
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_26208_7	UniRef100_E6SWL0~K08961	83.6	1012	165	1	16	1027	15	1025	0.0	1773
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_32325_1	UniRef100_A0A127AYQ9~K21573	32.7	1061	628	28	13	1025	4	1026	1.87e-151	482
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_26208_2	UniRef100_A0A127AYQ9~K21573	31.4	1058	611	33	30	1025	22	1026	8.31e-141	454
ERR011348_MEGAHIT_TaxVamb_Refined.44Ωk79_50027_1	UniRef100_D2RKX8~K03763	62.6	1040	344	11	11	1025	172	1191	0.0	1288
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_96051_5	UniRef100_Q93TH9~K02014	30.7	1124	604	39	21	1008	29	1113	2.62e-118	396
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_48848_4	UniRef100_A0A0P0GMY9~K21573	75.1	1031	248	2	1	1022	1	1031	0.0	1580
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_32330_13	UniRef100_A0A127AYQ9~K21573	34.3	1058	621	28	1	1016	1	1026	2.91e-162	510
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_663_12	UniRef100_A0A127AYQ9~K21573	31.6	1068	636	34	1	1016	1	1026	3.26e-142	457
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_24487_10	UniRef100_A0A127AYQ9~K21573	30.5	1062	638	30	11	1016	9	1026	5.47e-126	414
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_39949_3	UniRef100_R7H0Z4~K16899	67.1	1010	313	3	1	1008	110	1102	0.0	1348
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_74057_8	UniRef100_F4KKK9~K01156	56.3	1029	423	14	1	1012	1	1019	0.0	1075
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_30617_16	UniRef100_D4LN06~K01190	72.2	1012	281	0	1	1012	1	1012	0.0	1580
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_55695_3	UniRef100_A0A098BZE4~K21573	30.2	1064	619	29	5	1010	7	1004	1.23e-122	405
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_845_7	UniRef100_A0A174FBU7~K18138	92.8	1006	72	0	1	1006	1	1006	0.0	1803
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_93976_1	UniRef100_A0A1H7VWI1~K01191	35.6	1036	596	31	1	996	79	1083	1.76e-190	589
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_81145_3	UniRef100_A0A127AYQ9~K21573	33.2	1056	615	24	8	1007	5	1026	7.18e-160	504
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_36559_4	UniRef100_A0A078T3M4~K03296	59.2	1000	402	4	1	996	1	998	0.0	1162
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_44459_1	UniRef100_A0A1C7I8Z2~K12527	67.7	998	319	3	1	997	1	996	0.0	1366
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_12533_1	UniRef100_E6SQ34~K12257	92.4	1001	74	1	1	999	1	1001	0.0	1779
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_64841_3	UniRef100_D6D6A8~K21573	33.0	1059	587	32	7	996	3	1007	9.00e-160	503
ERR011348_MEGAHIT_TaxVamb_Refined.15_subΩk79_37200_1	UniRef100_D4M262~K16899	54.1	989	451	3	1	986	147	1135	0.0	1068
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_82048_7	UniRef100_A0A127AYQ9~K21573	33.8	1038	618	23	2	990	9	1026	8.37e-183	563
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_79853_7	UniRef100_Q4QEX2~K05305	36.7	1146	518	17	45	987	46	1187	5.95e-230	690
ERR011348_MEGAHIT_TaxVamb_Refined.10Ωk79_16016_5	UniRef100_A0A173MMH9~K01190	54.6	925	409	2	11	934	29	943	0.0	1074
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_62322_12	UniRef100_D6D6A8~K21573	32.1	1059	590	37	3	985	2	1007	6.03e-130	424
ERR011348_MEGAHIT_MetaBinner_Refined.6_subΩk79_58517_24	UniRef100_D4JT00~K01153	99.6	979	4	0	1	979	1	979	0.0	1908
ERR011348_MEGAHIT_TaxVamb_Refined.6_subΩk79_11595_1	UniRef100_A0A1C7IBT0~K01191	72.4	977	269	1	1	976	1	977	0.0	1517
ERR011348_MEGAHIT_TaxVamb_Refined.16Ωk79_38238_11	UniRef100_A0A0K1NMZ2~K01537	62.3	982	319	14	1	964	1	949	0.0	1109
ERR011349_MEGAHIT_TaxVamb_Refined.2Ωk79_35417_8	UniRef100_D4KV95~K06972	50.7	970	474	3	4	969	5	974	0.0	1009
ERR011348_MEGAHIT_TaxVamb_Refined.21Ωk79_87260_1	UniRef100_B0NY09~K01870	99.6	964	4	0	1	964	3	966	0.0	2001
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_21850_8	UniRef100_A0A127AYQ9~K21573	35.6	973	565	24	18	956	6	950	1.36e-151	481
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_94030_26	UniRef100_A0A0P0M5U4~K03296	75.0	964	239	2	1	963	1	963	0.0	1387
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_9843_5	UniRef100_E6SR82~K01811	87.7	960	118	0	1	960	1	960	0.0	1796
ERR011348_MEGAHIT_TaxVamb_Refined.5Ωk79_26170_1	UniRef100_A0A0H4VLB0~K21573	30.1	1002	575	34	3	957	98	1021	1.64e-98	338
ERR011348_MEGAHIT_MetaBinner_Refined.1Ωk79_62867_59	UniRef100_D4L620~K03070	99.0	955	10	0	1	955	1	955	0.0	1812
