#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_26	26041	26448	+	BJCDML_00191	16.0	9.1		RefSeq:WP_005794352.1, SO:0001217, UniParc:UPI00025FD49C, UniRef:UniRef100_A0A3E4ZF61, UniRef:UniRef50_I8VNB9, UniRef:UniRef90_A0A3E4ZF61
contig_26	33076	33423	-	BJCDML_00204	13.2	8.9		RefSeq:WP_004326747.1, SO:0001217, UniParc:UPI00025FD4A1, UniRef:UniRef100_A0A3E4ZFN5, UniRef:UniRef50_I8VKB3, UniRef:UniRef90_A0A3E4ZFN5
contig_26	37483	37716	-	BJCDML_00208	8.5	4.8		RefSeq:WP_004326756.1, SO:0001217, UniParc:UPI0001A258E9, UniRef:UniRef100_A0A3E4KJ63, UniRef:UniRef50_A0A3E4ZFZ1, UniRef:UniRef90_A0A3E4ZFZ1
contig_26	37718	38923	-	BJCDML_00209	44.5	4.9		RefSeq:WP_130060812.1, SO:0001217, UniParc:UPI000A9E0254, UniRef:UniRef100_A0A6L3K4G6, UniRef:UniRef50_A0A8S5R7Q0, UniRef:UniRef90_I9R5Y3
contig_27	7950	9011	-	BJCDML_00219	41.1	8.6		
contig_28	49	189	+	BJCDML_00220	5.4	6.5	PF16130.10|DUF4842	PFAM:PF16130.10
contig_30	21	419	+	BJCDML_00231	14.5	5.4	PF01053.26|Cys_Met_Meta_PP	PFAM:PF01053.26
contig_30	8650	9006	-	BJCDML_00236	13.2	7.9	PF18344.7|CBM32	PFAM:PF18344.7
contig_33	2125	2280	-	BJCDML_00250	5.6	4.8		SO:0001217, UniParc:UPI000339F3AB, UniRef:UniRef100_R9I0N3, UniRef:UniRef50_R9I0N3, UniRef:UniRef90_R9I0N3
contig_33	7872	8417	-	BJCDML_00257	21.3	9.6		SO:0001217, UniRef:UniRef50_UPI001E404579, UniRef:UniRef90_UPI001E404579
contig_38	168	1247	+	BJCDML_00289	43.0	5.2		SO:0001217, UniRef:UniRef50_A0A174DXY0, UniRef:UniRef90_A0A174DXY0
contig_41	439	1365	+	BJCDML_00315	33.6	6.1		
contig_43	40	843	+	BJCDML_00331	30.3	5.6		
contig_44	472	813	+	BJCDML_00341	13.0	5.8		
contig_47	8500	8745	-	BJCDML_00356	9.1	6.1		
contig_51	7769	8413	-	BJCDML_00375	24.2	4.6		SO:0001217, UniRef:UniRef50_R9HRN0
contig_53	9055	9450	-	BJCDML_00392	14.7	5.1		RefSeq:WP_117713543.1, SO:0001217, UniParc:UPI000E4465EF, UniRef:UniRef100_A0A3A5ZHX6, UniRef:UniRef50_A0A3A5WUV6, UniRef:UniRef90_A0A3A5WUV6
contig_53	10572	10718	+	BJCDML_00394	5.7	8.9		SO:0001217, UniRef:UniRef50_A0AAW6GVP1, UniRef:UniRef90_UPI001402C1C2
contig_55	917	1897	+	BJCDML_00401	37.1	8.9		SO:0001217, UniRef:UniRef50_K9E728, UniRef:UniRef90_A0A174LK96
contig_56	20	1021	+	BJCDML_00402	37.3	5.0	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_56	7128	7238	-	BJCDML_00407	4.2	5.6		
contig_58	1167	1409	-	BJCDML_00414	8.0	4.1		
contig_59	104	1237	+	BJCDML_00415	41.6	9.9		
contig_59	7013	7669	-	BJCDML_00419	24.7	9.1	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_60	7966	8070	-	BJCDML_00427	4.3	10.5		SO:0001217, UniParc:UPI000268D8B1, UniRef:UniRef100_R9I0K0, UniRef:UniRef50_R9I0K0, UniRef:UniRef90_R9I0K0
contig_60	13385	13540	+	BJCDML_00432	5.8	6.9		RefSeq:WP_165853744.1, SO:0001217, UniParc:UPI001403D1B3, UniRef:UniRef100_A0A174H2C4, UniRef:UniRef50_A0A174H2C4, UniRef:UniRef90_A0A174H2C4
contig_61	479	646	-	BJCDML_00446	6.4	4.1		SO:0001217, UniParc:UPI0003382D79, UniRef:UniRef100_A0A1Q6IGS0, UniRef:UniRef50_A0A1Q6IGS0, UniRef:UniRef90_A0A6I0LV61
contig_64	320	553	+	BJCDML_00456	8.8	9.4		
contig_65	3	983	+	BJCDML_00464	37.1	6.0		
contig_66	8	481	+	BJCDML_00470	18.0	6.3	PF01648.25|ACPS	PFAM:PF01648.25
contig_68	157	1281	+	BJCDML_00485	39.2	5.3	PF00395.25|SLH	PFAM:PF00395.25
contig_69	269	847	+	BJCDML_00486	19.8	4.2		
contig_69	1018	1335	+	BJCDML_00487	11.9	4.2		
contig_69	2232	2774	+	BJCDML_00489	21.2	9.7		
contig_69	3342	4136	+	BJCDML_00490	28.9	4.4		
contig_69	4176	4976	+	BJCDML_00491	28.6	4.2		
contig_69	4993	5766	+	BJCDML_00492	27.4	4.2		
contig_70	1446	1595	-	BJCDML_00495	5.5	5.1		
contig_71	654	836	+	BJCDML_00496	7.3	9.1		SO:0001217, UniParc:UPI000268E6DA, UniRef:UniRef100_A0A174VR90, UniRef:UniRef50_A0A174VR90, UniRef:UniRef90_A0A174VR90
contig_72	22	657	+	BJCDML_00498	24.3	7.7		
contig_72	674	1036	+	BJCDML_00499	14.4	9.1		SO:0001217, UniParc:UPI0002132DB8, UniRef:UniRef100_A0A7J5KZ69, UniRef:UniRef50_A0A3E4ZCD6, UniRef:UniRef90_A0A3E4ZCD6
contig_72	1085	1231	+	BJCDML_00500	5.5	6.7		SO:0001217, UniParc:UPI000280241B, UniRef:UniRef100_A0A415SX57, UniRef:UniRef50_A0A415SX57, UniRef:UniRef90_A0A415SX57
contig_72	1280	2047	-	BJCDML_00501	28.3	6.3		
contig_74	568	891	+	BJCDML_00512	12.2	6.4		
contig_74	2154	2525	-	BJCDML_00515	13.9	7.6		RefSeq:WP_005823953.1, SO:0001217, UniParc:UPI00015BF70F, UniRef:UniRef100_A0A078SU28, UniRef:UniRef50_F3PTK1, UniRef:UniRef90_R9HR53
contig_75	5029	5205	+	BJCDML_00522	6.6	4.5		RefSeq:WP_005680036.1, SO:0001217, UniParc:UPI0001AFC932, UniRef:UniRef100_I8XVD0, UniRef:UniRef50_S0FCI4, UniRef:UniRef90_I8XVD0
contig_75	7318	7422	-	BJCDML_00527	3.8	10.0		SO:0001217, UniParc:UPI00015AC234, UniRef:UniRef100_I8XVC6, UniRef:UniRef50_I8XVC6, UniRef:UniRef90_I8XVC6
contig_75	8248	8385	-	BJCDML_00529	5.5	9.4		
contig_76	178	285	+	BJCDML_00530	3.9	9.3		
contig_76	688	1155	+	BJCDML_00531	17.9	5.0		SO:0001217, UniRef:UniRef50_A0AAE7V534, UniRef:UniRef90_A0AAE7V534
contig_76	2141	3001	+	BJCDML_00534	34.0	5.2		SO:0001217, UniRef:UniRef50_A0AAE7S069, UniRef:UniRef90_A0AAE7S069
contig_78	91	618	+	BJCDML_00543	19.6	5.2		
contig_79	1082	1564	-	BJCDML_00546	18.9	9.8		
contig_81	58	414	+	BJCDML_00552	12.4	4.7		
contig_82	2420	2698	-	BJCDML_00558	9.8	4.6		
contig_84	7776	7991	+	BJCDML_00589	8.5	10.6		SO:0001217, UniRef:UniRef50_A0A3E5EAU0, UniRef:UniRef90_A0A3E5EAU0
contig_84	14559	14885	-	BJCDML_00594	12.3	5.4		RefSeq:WP_051642936.1, SO:0001217, UniParc:UPI0004D4D5AF, UniRef:UniRef100_A0AAE4IHZ9, UniRef:UniRef50_A0A4Y1VJ08, UniRef:UniRef90_A0A4Y1VJ08
contig_87	15	668	+	BJCDML_00604	23.0	5.1		
contig_87	13758	14102	-	BJCDML_00618	12.6	6.3		
contig_90	113	487	+	BJCDML_00623	13.0	4.4		
contig_90	2163	4730	-	BJCDML_00625	93.9	6.8	PF01645.23|Glu_synthase, PF04898.20|Glu_syn_central	PFAM:PF01645.23, PFAM:PF04898.20
contig_92	25	183	+	BJCDML_00627	5.8	11.7		
contig_92	694	1716	-	BJCDML_00628	38.7	7.5		
contig_95	10061	10195	-	BJCDML_00640	5.5	6.1		SO:0001217, UniParc:UPI00015BF25E, UniRef:UniRef100_R9HWJ8, UniRef:UniRef50_R9HWJ8, UniRef:UniRef90_R9HWJ8
contig_96	25444	25620	-	BJCDML_00669	6.6	9.1		SO:0001217, UniParc:UPI0004D4FFA4, UniRef:UniRef100_A0A078SAE2, UniRef:UniRef50_A0A078SAE2, UniRef:UniRef90_A0A078SAE2
contig_98	3	707	+	BJCDML_00688	26.6	8.9		
contig_98	14530	14715	+	BJCDML_00699	7.1	8.8		SO:0001217, UniParc:UPI000268E35A, UniRef:UniRef100_R9HR03, UniRef:UniRef50_R9HR03, UniRef:UniRef90_R9HR03
contig_99	11686	12147	-	BJCDML_00723	16.2	4.2		
contig_100	277	687	+	BJCDML_00724	15.1	5.4		
contig_103	568	771	+	BJCDML_00736	7.1	7.9		
contig_104	412	864	-	BJCDML_00744	17.2	9.6		
contig_107	164	316	+	BJCDML_00749	5.6	4.8		
contig_108	22	237	+	BJCDML_00766	8.3	7.8		
contig_108	243	563	+	BJCDML_00767	12.0	4.3		RefSeq:WP_004303957.1, SO:0001217, UniParc:UPI000197AE68, UniRef:UniRef100_A0A3E4ZC64, UniRef:UniRef50_A0A3E4ZC64, UniRef:UniRef90_A0A3E4ZC64
contig_108	766	1011	+	BJCDML_00768	9.4	4.9		RefSeq:WP_004293638.1, SO:0001217, UniParc:UPI000197AF43, UniRef:UniRef100_A0A3E4ZC30, UniRef:UniRef50_A0A4Y1WXB9, UniRef:UniRef90_A0A3E4ZC30
contig_109	178	483	+	BJCDML_00769	12.0	9.7		
contig_110	1978	2313	-	BJCDML_00776	12.4	4.2		
contig_111	45	893	+	BJCDML_00777	33.0	7.5		SO:0001217, UniParc:UPI0004DA38C4, UniRef:UniRef100_A0A174TCX0, UniRef:UniRef50_A0A174TCX0, UniRef:UniRef90_A0A174TCX0
contig_111	884	1927	+	BJCDML_00778	39.6	8.6		RefSeq:WP_035448112.1, SO:0001217, UniParc:UPI0004D5CF93, UniRef:UniRef100_A0A174TCR8, UniRef:UniRef50_A0A174TCR8, UniRef:UniRef90_A0A174TCR8
contig_112	4380	4508	-	BJCDML_00784	5.1	8.2		SO:0001217, UniParc:UPI00033F4881, UniRef:UniRef100_A0A174H881, UniRef:UniRef50_A0A174H881, UniRef:UniRef90_A0A174H881
contig_112	15341	15442	+	BJCDML_00795	3.7	4.1		
contig_114	262	678	+	BJCDML_00805	15.8	5.6		
contig_114	699	2882	+	BJCDML_00806	79.7	5.2	PF07728.20|AAA_5	PFAM:PF07728.20
contig_114	2928	5477	+	BJCDML_00807	94.4	4.9	PF00092.34|VWA, PF11775.14|CobT_C	PFAM:PF00092.34, PFAM:PF11775.14
contig_114	5526	6077	-	BJCDML_00808	21.0	4.8	PF10502.14|Peptidase_S26	PFAM:PF10502.14
contig_114	6314	8554	+	BJCDML_00809	83.0	8.6		
contig_115	9885	10298	-	BJCDML_00816	15.2	4.9		
contig_117	151	582	-	BJCDML_00818	16.3	11.5		
contig_119	665	1576	+	BJCDML_00819	33.2	4.9		
contig_119	2443	3117	-	BJCDML_00820	25.2	6.5		
contig_124	149	298	+	BJCDML_00831	5.5	4.7		
contig_125	4451	4588	-	BJCDML_00838	5.5	6.8		
contig_125	10425	11153	-	BJCDML_00844	26.6	6.8	PF02687.27|FtsX	PFAM:PF02687.27
contig_126	2191	2601	-	BJCDML_00846	15.4	9.5		
contig_127	17405	17608	+	BJCDML_00856	7.6	8.8		
contig_127	34409	35545	-	BJCDML_00864	42.5	6.1		
contig_129	2919	3182	-	BJCDML_00871	10.0	4.2		
contig_130	36	728	+	BJCDML_00872	26.3	10.2		
contig_132	522	638	+	BJCDML_00885	4.4	10.3		
contig_132	3146	3424	-	BJCDML_00888	10.4	5.1	PF16874.11|Glyco_hydro_36C	PFAM:PF16874.11
contig_133	5079	5264	-	BJCDML_00893	7.1	9.8		SO:0001217, UniParc:UPI000268E61B, UniRef:UniRef100_A0A646HGS7, UniRef:UniRef50_R9IAZ5, UniRef:UniRef90_A0A646HGS7
contig_133	7145	7990	-	BJCDML_00896	32.9	6.1		
contig_135	44	499	+	BJCDML_00898	17.2	7.0		SO:0001217, UniRef:UniRef50_UPI001E36EBCF, UniRef:UniRef90_UPI001E36EBCF
contig_135	474	758	+	BJCDML_00899	10.8	5.2		SO:0001217, UniRef:UniRef50_A0A1M6IUL7, UniRef:UniRef90_A0A3E5B2H2
contig_135	1364	1576	+	BJCDML_00901	8.1	9.3		RefSeq:WP_005828986.1, SO:0001217, UniParc:UPI00015BF527, UniRef:UniRef100_A0A174VYE5, UniRef:UniRef50_E6SU95, UniRef:UniRef90_A0A412DMU6
contig_135	3256	3687	+	BJCDML_00903	16.7	9.9		
contig_135	3829	4125	-	BJCDML_00904	11.5	11.0		RefSeq:WP_057253957.1, SO:0001217, UniParc:UPI0006BF06B3, UniRef:UniRef100_A0A174SVG3, UniRef:UniRef50_A0A174SVG3, UniRef:UniRef90_A0A174SVG3
contig_135	4141	4338	+	BJCDML_00905	7.8	8.9		RefSeq:WP_057253960.1, SO:0001217, UniParc:UPI0006C41707, UniRef:UniRef100_A0A174U5S3, UniRef:UniRef50_E6SU97, UniRef:UniRef90_E6SU97
contig_135	4818	5309	+	BJCDML_00907	18.7	8.8		RefSeq:WP_057253965.1, SO:0001217, UniParc:UPI0006C4035F, UniRef:UniRef100_A0A174TY08, UniRef:UniRef50_E6SU99, UniRef:UniRef90_A0A174TY08
contig_135	7159	8253	+	BJCDML_00911	41.2	5.6		RefSeq:WP_117713827.1, SO:0001217, UniParc:UPI000E438627, UniRef:UniRef100_A0AAE4IIK2, UniRef:UniRef50_A0A174SUM3, UniRef:UniRef90_A0A174SUM3
contig_135	8263	8541	+	BJCDML_00912	10.7	9.3		RefSeq:WP_005829015.1, SO:0001217, UniParc:UPI00015BF5FA, UniRef:UniRef100_A0A174U687, UniRef:UniRef50_E6SUA4, UniRef:UniRef90_E6SUA4
contig_136	1453	1605	-	BJCDML_00918	6.0	10.1		SO:0001217, UniParc:UPI0003378249, UniRef:UniRef100_A0A6N2UGX8, UniRef:UniRef50_A0A078S059, UniRef:UniRef90_A0A078S059
contig_138	18	272	+	BJCDML_00928	9.9	5.1		
contig_138	269	1057	+	BJCDML_00929	30.8	9.4		RefSeq:WP_005829021.1, SO:0001217, UniParc:UPI00015BF5FD, UniRef:UniRef100_A0A173XG09, UniRef:UniRef50_E6SUN5, UniRef:UniRef90_A0A078S4F6
contig_138	1054	1530	+	BJCDML_00930	18.3	4.9		RefSeq:WP_005829022.1, SO:0001217, UniParc:UPI00015BF5FE, UniRef:UniRef100_A0A173XIF8, UniRef:UniRef50_A0A173XIF8, UniRef:UniRef90_A0A3A5X0E9
contig_138	1672	2517	-	BJCDML_00931	30.0	5.9		
contig_138	2746	3075	-	BJCDML_00932	12.4	5.3		
contig_139	16	225	+	BJCDML_00933	8.0	6.2	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_139	7605	8282	-	BJCDML_00938	25.5	7.8	PF01915.27|Glyco_hydro_3_C	PFAM:PF01915.27
contig_140	77	445	-	BJCDML_00939	13.6	10.5		
contig_141	36803	37162	-	BJCDML_00973	13.1	7.0	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_142	5932	6726	-	BJCDML_00980	30.0	10.4		
contig_143	14263	14802	-	BJCDML_00991	20.2	8.5	PF08299.17|Bac_DnaA_C	PFAM:PF08299.17
contig_145	9806	9895	-	BJCDML_01004	3.5	8.9		SO:0001217, UniParc:UPI000268D88F, UniRef:UniRef100_A0A174GW64, UniRef:UniRef50_A0A174GW64, UniRef:UniRef90_A0A174GW64
contig_145	30163	30330	-	BJCDML_01027	6.2	9.4		
contig_145	30512	30667	-	BJCDML_01028	6.1	4.6		
contig_149	1189	1605	-	BJCDML_01034	15.2	6.9		
contig_151	11	1171	+	BJCDML_01038	42.8	7.0		
contig_151	23460	23555	+	BJCDML_01057	3.9	5.7		SO:0001217, UniParc:UPI000268E467, UniRef:UniRef100_R9HWK3, UniRef:UniRef50_R9HWK3, UniRef:UniRef90_R9HWK3
contig_151	28396	28791	-	BJCDML_01060	15.0	4.2		
contig_153	24	698	+	BJCDML_01061	25.8	8.1		
contig_153	949	1884	-	BJCDML_01062	33.9	7.0		
contig_154	9522	9689	-	BJCDML_01071	6.0	11.0		
contig_156	8147	8890	-	BJCDML_01082	29.1	7.0		
contig_157	398	604	-	BJCDML_01083	7.9	8.7		SO:0001217, UniParc:UPI0001789D74, UniRef:UniRef100_A0A414PNC8, UniRef:UniRef50_A0A414PNC8, UniRef:UniRef90_A0A414PNC8
contig_157	1040	1741	-	BJCDML_01084	27.2	8.6		RefSeq:WP_225719306.1, SO:0001217, UniParc:UPI0006C6BF54, UniRef:UniRef100_A0A413MWC6, UniRef:UniRef50_A0A4S1ZFY1, UniRef:UniRef90_A0A015ZHX0
contig_158	11381	11650	+	BJCDML_01096	10.1	7.8		RefSeq:WP_005826660.1, SO:0001217, UniParc:UPI00015BF688, UniRef:UniRef100_R9HV50, UniRef:UniRef50_E6SNU5, UniRef:UniRef90_R9HV50
contig_159	67	663	+	BJCDML_01101	22.6	5.4	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_162	3814	4095	+	BJCDML_01125	11.0	9.4		SO:0001217, UniParc:UPI00033ACACC, UniRef:UniRef100_A0A6N2SUL0, UniRef:UniRef50_A0A6N2SUL0, UniRef:UniRef90_A0A6N2SUL0
contig_163	402	530	+	BJCDML_01134	4.9	4.2		RefSeq:WP_005837113.1, SO:0001217, UniParc:UPI000268DB01, UniRef:UniRef100_R9I0W7, UniRef:UniRef50_R9I0W7, UniRef:UniRef90_R9I0W7
contig_163	16814	17488	-	BJCDML_01150	24.4	6.4		
contig_169	4165	4581	-	BJCDML_01192	15.2	6.6		
contig_174	62	256	+	BJCDML_01203	7.1	5.5		
contig_174	8533	8715	-	BJCDML_01212	6.6	9.2		RefSeq:WP_005828120.1, SO:0001217, UniParc:UPI00015BF0CC, UniRef:UniRef100_R9I3P9, UniRef:UniRef50_R9I3P9, UniRef:UniRef90_R9I3P9
contig_174	13630	13821	-	BJCDML_01218	7.2	9.8	PF03880.21|DbpA	PFAM:PF03880.21
contig_175	19	222	+	BJCDML_01219	8.1	7.7		
contig_177	62	1867	+	BJCDML_01229	69.4	5.0	PF13402.12|Peptidase_M60, PF17291.7|M60-like_N	PFAM:PF13402.12, PFAM:PF17291.7
contig_181	80	889	+	BJCDML_01256	30.7	7.7	PF02929.23|Bgal_small_N	PFAM:PF02929.23
contig_181	5381	5995	-	BJCDML_01260	21.6	4.8		
contig_182	481	768	-	BJCDML_01262	10.5	4.5		RefSeq:WP_004293578.1, SO:0001217, UniParc:UPI0001A2677B, UniRef:UniRef100_A0A412E5A4, UniRef:UniRef50_A0A412E5A4, UniRef:UniRef90_A0A412E5A4
contig_182	820	1365	-	BJCDML_01263	19.9	8.6		
contig_183	36	683	+	BJCDML_01264	25.0	6.1		
contig_184	57	155	+	BJCDML_01269	3.7	4.3		
contig_186	2529	2636	+	BJCDML_01299	4.2	8.3		
contig_187	10	261	+	BJCDML_01300	9.9	6.3		
contig_188	487	1089	-	BJCDML_01309	22.8	9.3		
contig_190	10599	11018	-	BJCDML_01324	16.2	7.7	PF12705.13|PDDEXK_1	PFAM:PF12705.13
contig_191	34	1794	+	BJCDML_01325	66.5	5.9	PF07971.18|Glyco_hydro_92, PF17678.7|Glyco_hydro_92N	PFAM:PF07971.18, PFAM:PF17678.7
contig_194	7276	7551	-	BJCDML_01347	10.8	10.3		
contig_195	3593	4129	+	BJCDML_01350	20.1	6.5		RefSeq:WP_009037556.1, SO:0001217, UniParc:UPI0001BEEB82, UniRef:UniRef100_A0AB37L4J5, UniRef:UniRef50_R9I329, UniRef:UniRef90_R9I329
contig_195	35121	35486	-	BJCDML_01367	13.5	9.9		
contig_196	39	719	+	BJCDML_01368	26.3	10.0		
contig_196	2557	2793	-	BJCDML_01370	8.8	11.6		RefSeq:WP_005833018.1, SO:0001217, UniParc:UPI000268E2F5, UniRef:UniRef100_A0A174RSK5, UniRef:UniRef50_R9HX21, UniRef:UniRef90_R9HX21
contig_197	3054	3332	-	BJCDML_01383	10.8	6.0		
contig_198	478	942	+	BJCDML_01384	18.1	10.4		
contig_198	1117	1248	+	BJCDML_01385	4.7	7.8		
contig_200	37	780	+	BJCDML_01401	26.7	5.8	PF00403.32|HMA, PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00403.32, PFAM:PF00702.32, PFAM:PF08282.18
contig_202	72	278	+	BJCDML_01409	8.1	9.4		
contig_203	4675	4776	+	BJCDML_01422	4.1	10.1		SO:0001217, UniParc:UPI0006C208E9, UniRef:UniRef100_A0A174RWI9, UniRef:UniRef50_A0A174V8B5, UniRef:UniRef90_A0A174V8B5
contig_203	21083	21211	-	BJCDML_01435	4.8	9.4		
contig_203	21429	21716	-	BJCDML_01436	11.6	9.4		
contig_204	6393	6782	+	BJCDML_01449	14.1	5.7		RefSeq:WP_117714055.1, SO:0001217, UniParc:UPI000E440BA3, UniRef:UniRef100_UPI000E440BA3, UniRef:UniRef50_I8ZEI9, UniRef:UniRef90_I8ZEI9
contig_204	6725	6832	-	BJCDML_01450	4.0	5.5		SO:0001217, UniRef:UniRef50_I9TW16, UniRef:UniRef90_I9TW16
contig_204	6979	7404	+	BJCDML_01451	15.8	6.4		RefSeq:WP_310591123.1, SO:0001217, UniParc:UPI0020529244, UniRef:UniRef100_UPI0020529244, UniRef:UniRef50_UPI001E42D41E, UniRef:UniRef90_UPI0020529244
contig_205	472	906	+	BJCDML_01452	15.6	6.3		
contig_207	5622	5711	-	BJCDML_01461	3.6	11.0		SO:0001217, UniParc:UPI0006C3FEF7, UniRef:UniRef100_A0A174NJH3, UniRef:UniRef50_A0A174NJH3, UniRef:UniRef90_A0A174NJH3
contig_207	15275	16318	-	BJCDML_01469	39.9	9.3		
contig_209	112	243	+	BJCDML_01475	5.4	7.9		
contig_210	29	337	+	BJCDML_01479	11.5	4.7	PF14509.12|GH97_C	PFAM:PF14509.12
contig_211	4147	4524	-	BJCDML_01491	13.8	4.6		
contig_212	34	1248	+	BJCDML_01492	44.9	4.5		
contig_216	2882	3346	-	BJCDML_01514	17.3	4.5		
contig_216	3961	4377	+	BJCDML_01515	16.1	11.5		
contig_217	48	554	+	BJCDML_01516	18.5	4.5		
contig_218	24	149	+	BJCDML_01533	4.7	10.1		
contig_219	104	262	-	BJCDML_01539	5.8	4.4		SO:0001217, UniRef:UniRef50_A0A1C5T571, UniRef:UniRef90_A0A1C5T571
contig_219	246	521	-	BJCDML_01540	10.8	4.9		
contig_219	2450	3232	-	BJCDML_01544	29.0	6.8		SO:0001217, UniRef:UniRef50_A0A1C5T5J7, UniRef:UniRef90_A0A1C5T5J7
contig_219	3239	3550	-	BJCDML_01545	11.9	4.2		SO:0001217, UniRef:UniRef50_A0AAE3IIB7, UniRef:UniRef90_A0AAE3IIB7
contig_219	3559	3762	-	BJCDML_01546	7.8	7.7		SO:0001217, UniRef:UniRef50_A0AAE3IM28, UniRef:UniRef90_A0AAE3IM28
contig_219	5256	5609	-	BJCDML_01548	13.7	5.9		SO:0001217, UniRef:UniRef50_A0AAE3IL19, UniRef:UniRef90_A0AAE3IL19
contig_219	5627	5827	-	BJCDML_01549	8.4	9.7		
contig_219	5811	5906	-	BJCDML_01550	3.9	4.1		
contig_219	6360	6563	-	BJCDML_01552	7.8	4.8		
contig_219	6687	7235	-	BJCDML_01553	21.6	5.2		SO:0001217, UniRef:UniRef50_UPI00164450CA
contig_219	8122	8280	-	BJCDML_01555	6.2	10.0		
contig_219	8281	8547	-	BJCDML_01556	10.9	6.1		SO:0001217, UniParc:UPI00082349B7, UniRef:UniRef100_A0A1C6DEC4, UniRef:UniRef50_A0A1C6DEC4, UniRef:UniRef90_A0A1C6DEC4
contig_219	9083	9550	-	BJCDML_01558	17.6	8.5		
contig_219	9617	9739	-	BJCDML_01559	4.8	7.8		
contig_219	9831	10295	-	BJCDML_01560	18.0	5.4		
contig_220	230	358	+	BJCDML_01561	5.0	4.2		
