# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_36	cds	48	671	+	DCGIOH_00075	rplD	50S ribosomal protein L4	GO:0003735, GO:0006412, GO:0022625, SO:0001217, UniParc:UPI000335F52B, UniRef:UniRef100_A0A9D9T2L2, UniRef:UniRef50_A8MLE1, UniRef:UniRef90_A0A9D9T2L2
contig_36	cds	671	964	+	DCGIOH_00076	rplW	50S ribosomal protein L23	GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniParc:UPI0002814B04, UniRef:UniRef100_A0A9E0JKW7, UniRef:UniRef50_A0A2N2A3A7, UniRef:UniRef90_A0A9E0JKW7
contig_37	cds	37	531	+	DCGIOH_00077		Histidinol dehydrogenase	SO:0001217, UniRef:UniRef50_R5A245
contig_37	cds	568	1647	+	DCGIOH_00078	hisC	histidinol-phosphate transaminase	EC:2.6.1.9, GO:0000105, GO:0004400, KEGG:K00817, SO:0001217, UniRef:UniRef50_R5MGW3, UniRef:UniRef90_R5MGW3
contig_38	cds	15	434	+	DCGIOH_00079		Nucleoside recognition domain protein	SO:0001217, UniRef:UniRef50_R5N1Q5, UniRef:UniRef90_R5N1Q5
contig_38	cds	427	951	+	DCGIOH_00080		Spore maturation protein B (Gene spmB)	KEGG:K06374, SO:0001217, UniRef:UniRef50_R5MHC5, UniRef:UniRef90_R5MHC5
contig_38	cds	938	2365	-	DCGIOH_00081	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	EC:5.4.2.12, GO:0006096, GO:0046537, KEGG:K15633, SO:0001217, UniRef:UniRef50_Q8Y4I4, UniRef:UniRef90_R5MN69
contig_39	cds	140	490	+	DCGIOH_00082		hypothetical protein	PFAM:PF14535.12
contig_39	cds	505	2238	+	DCGIOH_00083	iorA	indolepyruvate ferredoxin oxidoreductase subunit alpha	EC:1.2.7.8, GO:0043805, KEGG:K00179, SO:0001217, UniRef:UniRef50_A0A7C4SV22, UniRef:UniRef90_A0A8I1LT71
contig_40	cds	11	451	+	DCGIOH_00084		hypothetical protein	
contig_40	cds	455	1042	+	DCGIOH_00085	scpB	SMC-Scp complex subunit ScpB	GO:0005515, GO:0007059, SO:0001217, UniRef:UniRef50_A0A6N8I423, UniRef:UniRef90_A0A9D9ZDW5
contig_40	cds	1131	1847	+	DCGIOH_00086		PF11167 family protein	SO:0001217, UniParc:UPI000E90B8BA, UniRef:UniRef100_A0A9E0NUY6, UniRef:UniRef50_R5MJG8, UniRef:UniRef90_R5MJG8
contig_40	cds	1844	2296	+	DCGIOH_00087	ytfJ	Sporulation protein YtfJ	SO:0001217, UniParc:UPI000339082C, UniRef:UniRef100_A0A9E0K7K4, UniRef:UniRef50_A0A1V5S6U5, UniRef:UniRef90_A0A3C2DVV9
contig_40	cds	2365	3510	+	DCGIOH_00088		serine-type D-Ala-D-Ala carboxypeptidase	EC:3.4.16.4, KEGG:K07258, SO:0001217, UniRef:UniRef50_A0A971VRL9, UniRef:UniRef90_R5MWY5
contig_40	cds	3504	4280	+	DCGIOH_00089		Pseudouridine synthase	EC:5.4.99.22, KEGG:K06178, SO:0001217, UniParc:UPI0003397A21, UniRef:UniRef100_A0A9E0K901, UniRef:UniRef50_A0A1G9VQ17, UniRef:UniRef90_A0A9E0K901
contig_40	cds	4267	4638	+	DCGIOH_00090		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_R5ME97, UniRef:UniRef90_R5ME97
contig_40	cds	4769	5647	+	DCGIOH_00091	yicC	YicC family protein	SO:0001217, UniParc:UPI00033E095D, UniRef:UniRef100_A0A9E0ELK2, UniRef:UniRef50_R9LY93, UniRef:UniRef90_A0A3C2DV37
contig_40	cds	5659	5913	+	DCGIOH_00092		Putative regulatory protein KBA88_00815	KEGG:K09777, SO:0001217, UniRef:UniRef50_Q72DN0, UniRef:UniRef90_A0A9E0JNJ9
contig_40	cds	5913	6479	+	DCGIOH_00093	gmk	guanylate kinase	EC:2.7.4.8, GO:0004385, GO:0006163, SO:0001217, UniParc:UPI0003372830, UniRef:UniRef100_A0A9E0K940, UniRef:UniRef50_A0A847PLW2, UniRef:UniRef90_A0A3C2DU22
contig_40	cds	6491	6700	+	DCGIOH_00094	rpoZ	DNA-directed RNA polymerase subunit omega	EC:2.7.7.6, GO:0003899, GO:0006351, SO:0001217, UniParc:UPI00028102E4, UniRef:UniRef100_A0A9E0NZ11, UniRef:UniRef50_A0A349DAU8, UniRef:UniRef90_A0A3C2DU79
contig_41	cds	22	291	+	DCGIOH_00095		NINE protein	SO:0001217, UniRef:UniRef50_A0A970K4B3
contig_41	cds	530	793	+	DCGIOH_00096	rpsO	30S ribosomal protein S15	GO:0003735, GO:0005840, GO:0006412, SO:0001217, UniParc:UPI000E824892, UniRef:UniRef100_A0A9D9T2W9, UniRef:UniRef50_Q2RJM0, UniRef:UniRef90_R5MK43
contig_41	cds	1192	1620	-	DCGIOH_00097		hypothetical protein	
contig_42	cds	92	724	+	DCGIOH_00098		hypothetical protein	
contig_42	cds	854	1921	+	DCGIOH_00099		ATPase	SO:0001217, UniRef:UniRef50_R5MXU2, UniRef:UniRef90_A0A9D9T404
contig_42	cds	1986	2237	-	DCGIOH_00100		Holin	SO:0001217, UniParc:UPI001AC339D9, UniRef:UniRef100_A0A9D9ZGQ2, UniRef:UniRef50_U5MX63, UniRef:UniRef90_R5MEK8
contig_42	cds	2247	2513	-	DCGIOH_00101	xhlA	Hemolysin XhlA	SO:0001217, UniParc:UPI000336C018, UniRef:UniRef100_A0A9D9T4A8, UniRef:UniRef50_A0A9D9T4A8, UniRef:UniRef90_A0A9D9T4A8
contig_42	cds	2523	3404	-	DCGIOH_00102		Glycosyl hydrolase family 25	KEGG:K07273, SO:0001217, UniRef:UniRef50_R5MF62, UniRef:UniRef90_R5MF62
contig_42	cds	3425	4753	-	DCGIOH_00103		hypothetical protein	SO:0001217, UniRef:UniRef50_R5MYT8, UniRef:UniRef90_R5MYT8
contig_42	cds	4750	5136	-	DCGIOH_00104		RNA polymerase sigma-70 region 4 domain-containing protein	SO:0001217, UniParc:UPI00033A1452, UniRef:UniRef100_A0A9D9ZEZ0, UniRef:UniRef50_A0A9D9ZEZ0, UniRef:UniRef90_A0A9D9ZEZ0
contig_42	cds	5396	6826	-	DCGIOH_00105		Transglutaminase-like domain-containing protein	SO:0001217, UniRef:UniRef50_R5MEK3, UniRef:UniRef90_R5MEK3
contig_42	cds	6968	7423	-	DCGIOH_00106	nrdR	transcriptional regulator NrdR	GO:0006355, GO:0008270, GO:0140110, SO:0001217, UniParc:UPI000339E47D, UniRef:UniRef100_A0A9D9ZJM3, UniRef:UniRef50_A8MH47, UniRef:UniRef90_A0A9D9ZJM3
contig_42	cds	7518	8696	-	DCGIOH_00107	wecB	non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase	EC:5.1.3.14, EC:5.1.3.28, GO:0008761, KEGG:K24258, SO:0001217, UniRef:UniRef50_A0A7K3MNT6, UniRef:UniRef90_A0A9D9X7X4
contig_42	cds	8726	9925	-	DCGIOH_00108		Nucleoside-diphosphate-sugar epimerases	EC:1.1.1.367, KEGG:K19068, SO:0001217, UniParc:UPI001AC084F7, UniRef:UniRef100_A0A8I1LYE9, UniRef:UniRef50_A0A1M7RT37, UniRef:UniRef90_R5MYT4
contig_42	cds	9953	10324	-	DCGIOH_00109		polysaccharide biosynthesis protein	SO:0001217, UniRef:UniRef50_UPI0025A9ADE0
contig_43	cds	358	1593	-	DCGIOH_00110		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_R9HGM8
contig_44	ncRNA-region	735	845	+			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_44	cds	1108	1623	+	DCGIOH_00111	thiW	energy coupling factor transporter S component ThiW	GO:0005215, GO:0006810, GO:0009228, SO:0001217, UniParc:UPI00033CFBE8, UniRef:UniRef100_R5ML58, UniRef:UniRef50_R5GTQ8, UniRef:UniRef90_A0A9D9ZFJ8
contig_44	cds	1697	2518	+	DCGIOH_00112	thiM	hydroxyethylthiazole kinase	EC:2.7.1.50, GO:0004417, GO:0009228, KEGG:K00878, SO:0001217, UniRef:UniRef50_Q97EL4, UniRef:UniRef90_R5MLY8
contig_44	cds	2505	3149	+	DCGIOH_00113		Thiamine-phosphate synthase	SO:0001217, UniRef:UniRef50_C0EZ08, UniRef:UniRef90_R5MRZ7
contig_45	cds	90	731	-	DCGIOH_00114	dnaJ	DnaJ domain-containing protein	SO:0001217, UniParc:UPI0003354994, UniRef:UniRef100_A0A8I1J6J1, UniRef:UniRef50_A0A348P3D4, UniRef:UniRef90_A0A8I1J6J1
contig_45	cds	732	1226	-	DCGIOH_00115		(pseudo) DUF5714 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8I1ISU1, UniRef:UniRef90_A0A8I1ISU1
contig_47	cds	257	709	+	DCGIOH_00116		hypothetical protein	PFAM:PF00037.32, PFAM:PF12837.12
contig_47	cds	713	1060	+	DCGIOH_00117	hypA	Hydrogenase maturation factor HypA	SO:0001217, UniParc:UPI001AC11836, UniRef:UniRef100_A0A8I1J8R4, UniRef:UniRef50_U2V047, UniRef:UniRef90_A0A9D9ZG67
contig_47	cds	1099	2139	-	DCGIOH_00118		Glutamyl aminopeptidase M42 family	EC:3.4.11.-, KEGG:K01269, SO:0001217, UniRef:UniRef50_S0ITV8, UniRef:UniRef90_R5N3C6
contig_48	cds	663	1799	-	DCGIOH_00119		cysteine desulfurase	EC:2.8.1.7, KEGG:K04487, SO:0001217, UniRef:UniRef50_R5MP84, UniRef:UniRef90_R5MP84
contig_48	cds	1935	3278	+	DCGIOH_00120	ypeB	germination protein YpeB	GO:0009847, GO:0030436, KEGG:K06313, SO:0001217, UniRef:UniRef50_A0A3C2DX11, UniRef:UniRef90_A0A3C2DX11
contig_49	cds	311	835	+	DCGIOH_00121		hypothetical protein	
contig_49	cds	860	1600	-	DCGIOH_00122	sufC	Fe-S cluster assembly ATPase SufC	GO:0005524, GO:0016226, SO:0001217, UniRef:UniRef50_A0A975EZD7, UniRef:UniRef90_A0A9D9T1M4
contig_49	cds	1597	2067	-	DCGIOH_00123		Rrf2 family transcriptional regulator	SO:0001217, UniParc:UPI00033FAF74, UniRef:UniRef100_A0A9D9T3C4, UniRef:UniRef50_A0A1Q6Q968, UniRef:UniRef90_A0A9D9T3C4
contig_49	cds	2341	4080	-	DCGIOH_00124		Peptidylprolyl isomerase	SO:0001217, UniRef:UniRef50_A0A348P609, UniRef:UniRef90_A0A9D9ZE37
contig_50	cds	45	386	+	DCGIOH_00125		hypothetical protein	PFAM:PF02075.23
contig_50	cds	386	994	+	DCGIOH_00126	ruvA	Holliday junction branch migration protein RuvA	EC:3.6.4.12, GO:0003678, GO:0006281, GO:0006310, GO:0009378, GO:0009379, SO:0001217, UniRef:UniRef50_A0A4Z0YDJ2, UniRef:UniRef90_A0A3C2DVT4
contig_50	cds	998	2026	+	DCGIOH_00127	ruvB	Holliday junction branch migration DNA helicase RuvB	EC:3.6.4.12, GO:0003677, GO:0005524, GO:0006281, GO:0006310, GO:0009378, SO:0001217, UniParc:UPI00033F4FD8, UniRef:UniRef100_A0A8I1J7R2, UniRef:UniRef50_O32055, UniRef:UniRef90_A0A8I1J7R2
contig_50	cds	2050	3399	+	DCGIOH_00128	glmM	phosphoglucosamine mutase	EC:5.4.2.10, GO:0000287, GO:0005975, GO:0008966, GO:0009252, SO:0001217, UniRef:UniRef50_Q67T14, UniRef:UniRef90_R5MZM2
contig_50	cds	3404	4279	+	DCGIOH_00129		Class I SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_C0C677, UniRef:UniRef90_A0A8I1IYJ7
contig_50	cds	4290	5150	+	DCGIOH_00130		energy-coupling factor transporter ATPase	GO:0005524, GO:0006810, GO:0009898, GO:0042626, SO:0001217, UniRef:UniRef50_A3DJK3, UniRef:UniRef90_R5MFH3
contig_50	cds	5150	6016	+	DCGIOH_00131		energy-coupling factor transporter ATPase	EC:3.6.3.-, GO:0055085, SO:0001217, UniParc:UPI001ACA159D, UniRef:UniRef100_A0A8I1LU10, UniRef:UniRef50_A0A9D2MFB2, UniRef:UniRef90_R5MZP1
contig_51	cds	198	749	+	DCGIOH_00132		hypothetical protein	PFAM:PF02272.25
contig_51	cds	799	1239	+	DCGIOH_00133		Large ribosomal subunit protein bL9	SO:0001217, UniParc:UPI000E99C8BB, UniRef:UniRef100_A0A9E0JL64, UniRef:UniRef90_A0A9E0JL64
contig_51	cds	1262	2626	+	DCGIOH_00134	dnaB	replicative DNA helicase	EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, SO:0001217, UniRef:UniRef50_A0A078KMX6, UniRef:UniRef90_A0A3C2DV96
contig_51	cds	2616	3962	+	DCGIOH_00135		tRNA(Ile)-lysidine synthase	EC:6.3.4.19, KEGG:K04075, SO:0001217, UniRef:UniRef50_R5MT08, UniRef:UniRef90_R5MT08
contig_51	cds	3962	4522	+	DCGIOH_00136	hpt	hypoxanthine phosphoribosyltransferase	EC:2.4.2.8, GO:0006166, KEGG:K00760, SO:0001217, UniParc:UPI000340ECD6, UniRef:UniRef100_A0A356PUL8, UniRef:UniRef50_A0A354MQ12, UniRef:UniRef90_A0A356PUL8
contig_51	cds	4567	6651	+	DCGIOH_00137	ftsH	ATP-dependent zinc metalloprotease FtsH	GO:0004222, GO:0006508, GO:0016020, GO:0016887, GO:0051301, SO:0001217, UniParc:UPI000335AFAF, UniRef:UniRef100_A0A9D9ZDS9, UniRef:UniRef50_A0PXM8, UniRef:UniRef90_A0A9D9ZDS9
contig_52	cds	27	965	+	DCGIOH_00138		hypothetical protein	PFAM:PF01979.26
contig_53	cds	14	1402	+	DCGIOH_00139		Glycosyl hydrolase family 25	SO:0001217, UniRef:UniRef50_R5MN20, UniRef:UniRef90_R5MN20
contig_53	tRNA	1648	1724	+	DCGIOH_00140	trnP	tRNA-Pro(cgg)	SO:0000268
