#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_106	929	1417	-	DCGIOH_00297	18.0	8.7	PF01381.28|HTH_3, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF01381.28, PFAM:PF04545.22, PFAM:PF08281.18
contig_110	916	1275	-	DCGIOH_00302	13.3	8.6	PF07521.17|RMMBL	PFAM:PF07521.17
contig_113	4329	4802	-	DCGIOH_00317	18.1	10.0	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
contig_115	80	922	+	DCGIOH_00320	31.2	6.0		
contig_115	938	1366	+	DCGIOH_00321	15.7	4.8		
contig_115	1348	1839	+	DCGIOH_00322	17.8	6.1		
contig_118	1934	2320	-	DCGIOH_00326	14.4	5.5	PF17782.7|DprA_WH	PFAM:PF17782.7
contig_119	1583	2251	+	DCGIOH_00330	23.8	4.7		SO:0001217, UniRef:UniRef50_D4JSX7
contig_119	2301	2447	-	DCGIOH_00331	5.6	10.0		SO:0001217, UniRef:UniRef50_D4JSX8, UniRef:UniRef90_D4JSX8
contig_121	10	1263	+	DCGIOH_00333	46.4	7.6	PF00069.31|Pkinase, PF03109.22|ABC1, PF07714.23|PK_Tyr_Ser-Thr	PFAM:PF00069.31, PFAM:PF03109.22, PFAM:PF07714.23
contig_122	1002	1898	+	DCGIOH_00335	33.3	5.5	PF24722.1|DUF7674	PFAM:PF24722.1, SO:0001217, UniRef:UniRef50_R5N0X6, UniRef:UniRef90_R5N0X6
contig_123	1694	2464	-	DCGIOH_00338	29.0	6.2	PF02397.22|Bac_transf	PFAM:PF02397.22
contig_124	3630	4343	-	DCGIOH_00342	26.3	5.4	PF24857.1|THR4_C	PFAM:PF24857.1
contig_128	4045	4455	-	DCGIOH_00348	15.6	9.9		
contig_129	156	389	-	DCGIOH_00349	8.1	8.0		
contig_130	732	1400	-	DCGIOH_00350	23.6	9.1		
contig_131	643	978	-	DCGIOH_00352	12.7	9.0		SO:0001217, UniRef:UniRef50_A0A3C2DTD5, UniRef:UniRef90_A0A3C2DTD5
contig_133	36	548	+	DCGIOH_00353	18.7	8.4	PF00403.32|HMA	PFAM:PF00403.32
contig_133	616	1650	-	DCGIOH_00354	40.0	5.5		
contig_134	566	1099	-	DCGIOH_00355	19.5	9.6		
contig_135	161	403	+	DCGIOH_00356	8.9	4.6		
contig_136	935	1174	-	DCGIOH_00358	8.8	11.4		
contig_137	1587	2045	-	DCGIOH_00360	16.8	9.6		
contig_139	4189	4446	+	DCGIOH_00368	9.2	9.8		SO:0001217, UniRef:UniRef50_R5N1S3, UniRef:UniRef90_R5N1S3
contig_140	344	631	+	DCGIOH_00370	10.4	10.0	PF01248.31|Ribosomal_L7Ae	PFAM:PF01248.31
contig_141	52	531	+	DCGIOH_00374	18.1	5.8	PF00924.24|MS_channel_2nd, PF21082.3|MS_channel_3rd	PFAM:PF00924.24, PFAM:PF21082.3
contig_141	545	754	+	DCGIOH_00375	8.0	4.2		SO:0001217, UniRef:UniRef50_A0A9D9ZIQ7
contig_143	165	611	+	DCGIOH_00380	17.9	10.2		
contig_145	225	506	+	DCGIOH_00381	10.1	4.4		
contig_145	852	1049	+	DCGIOH_00382	6.9	10.4		
contig_146	143	430	+	DCGIOH_00383	10.5	6.2		
contig_146	699	1424	-	DCGIOH_00384	26.5	5.3	PF13508.13|Acetyltransf_7	PFAM:PF13508.13
contig_146	6869	7312	-	DCGIOH_00390	15.9	4.5		
contig_150	822	3653	+	DCGIOH_00398	101.6	4.4	PF00404.24|Dockerin_1	PFAM:PF00404.24
contig_151	79	198	-	DCGIOH_00400	4.8	5.0		
contig_152	527	901	-	DCGIOH_00404	13.9	9.6		
contig_153	916	1755	+	DCGIOH_00405	32.4	10.2		
contig_155	176	367	+	DCGIOH_00410	6.6	4.1		
contig_156	599	1099	-	DCGIOH_00417	18.8	8.9		
contig_157	206	622	+	DCGIOH_00418	15.2	4.4		SO:0001217, UniRef:UniRef50_UPI00148EBA88
contig_157	878	1084	+	DCGIOH_00420	8.1	9.0		SO:0001217, UniRef:UniRef50_UPI0018AAA524, UniRef:UniRef90_UPI0018AAA524
contig_157	1086	2510	+	DCGIOH_00421	54.0	5.5		SO:0001217, UniRef:UniRef50_UPI0018A8A773
contig_157	2618	3319	+	DCGIOH_00422	26.1	9.1		SO:0001217, UniRef:UniRef50_A0A7U3MW61
contig_158	5	454	+	DCGIOH_00423	16.7	6.1	PF02775.26|TPP_enzyme_C	PFAM:PF02775.26
contig_158	571	1221	-	DCGIOH_00424	22.8	5.5	PF24877.1|ILV_EDD_C	PFAM:PF24877.1
contig_160	843	1604	+	DCGIOH_00427	28.9	9.4		SO:0001217, UniRef:UniRef50_R6PQH5
contig_160	2932	3123	-	DCGIOH_00429	7.2	4.7	PF24749.2|DUF7695	PFAM:PF24749.2, SO:0001217, UniParc:UPI000335F6C8, UniRef:UniRef100_A0A943PIW9, UniRef:UniRef50_A0A329U542, UniRef:UniRef90_A0A943PIW9
contig_160	3762	3857	-	DCGIOH_00430	3.4	9.5		
contig_160	3857	4162	-	DCGIOH_00431	11.1	4.9		
contig_160	4502	4756	-	DCGIOH_00433	9.6	7.8		
contig_160	6021	6356	-	DCGIOH_00436	12.6	4.9		
contig_161	1456	2004	-	DCGIOH_00439	21.0	4.5		
contig_164	16	642	+	DCGIOH_00446	22.8	8.4	PF02142.27|MGS	PFAM:PF02142.27
contig_165	3041	3787	-	DCGIOH_00456	28.0	6.2		
contig_166	13	618	+	DCGIOH_00457	22.2	8.5		
contig_167	52	360	+	DCGIOH_00458	12.1	9.2	PF14751.11|DUF4474	PFAM:PF14751.11
contig_167	1477	1659	-	DCGIOH_00460	7.3	10.0		
contig_168	373	1062	-	DCGIOH_00462	24.7	4.2		
contig_170	214	621	+	DCGIOH_00465	15.5	9.6		
contig_172	25	930	+	DCGIOH_00478	32.9	5.7		
contig_173	164	478	+	DCGIOH_00480	11.8	6.7	PF18389.7|TrmO_C	PFAM:PF18389.7
contig_173	2436	3395	-	DCGIOH_00484	36.2	4.5		SO:0001217, UniRef:UniRef50_A0A9E0K5R5, UniRef:UniRef90_A0A9E0K5R5
contig_174	14	199	+	DCGIOH_00486	7.2	4.7	PF02913.24|FAD-oxidase_C	PFAM:PF02913.24
contig_175	84	506	+	DCGIOH_00489	15.5	4.7		
contig_176	558	1172	+	DCGIOH_00493	22.4	5.7		RefSeq:WP_337493166.1, SO:0001217, UniParc:UPI003078AA7C, UniRef:UniRef100_UPI003078AA7C, UniRef:UniRef50_A0A143XJW6, UniRef:UniRef90_UPI003078AA7C
contig_176	1138	1365	+	DCGIOH_00494	8.6	7.9		SO:0001217, UniRef:UniRef50_A0A143XPE0, UniRef:UniRef90_UPI003079A37C
contig_177	458	634	+	DCGIOH_00496	6.7	5.6		SO:0001217, UniRef:UniRef50_R5N238, UniRef:UniRef90_R5N238
contig_178	96	227	-	DCGIOH_00498	4.7	4.1		SO:0001217, UniRef:UniRef50_R5ML31, UniRef:UniRef90_R5ML31
contig_180	114	731	+	DCGIOH_00500	22.4	5.3		
contig_180	4150	4890	-	DCGIOH_00506	27.0	6.2	PF02952.23|Fucose_iso_C	PFAM:PF02952.23
contig_188	31	324	+	DCGIOH_00525	10.8	9.2	PF04324.20|Fer2_BFD	PFAM:PF04324.20
contig_189	3838	4248	+	DCGIOH_00533	15.3	9.0		
contig_191	17	1090	+	DCGIOH_00535	39.2	5.5	PF02779.29|Transket_pyr, PF02780.25|Transketolase_C	PFAM:PF02779.29, PFAM:PF02780.25
contig_196	29	667	+	DCGIOH_00548	23.0	6.1		
contig_197	4369	4671	-	DCGIOH_00551	11.8	6.9		
contig_198	18	749	+	DCGIOH_00552	27.5	4.5	PF01055.32|Glyco_hydro_31_2nd, PF21365.3|Glyco_hydro_31_3rd	PFAM:PF01055.32, PFAM:PF21365.3
contig_198	828	1379	-	DCGIOH_00553	20.3	8.9		
contig_200	2	985	-	DCGIOH_00555	35.1	6.4	PF00905.27|Transpeptidase	PFAM:PF00905.27
contig_202	686	1525	+	DCGIOH_00559	32.9	5.8		RefSeq:WP_278752697.1, SO:0001217, UniParc:UPI00242A962E, UniRef:UniRef100_UPI00242A962E, UniRef:UniRef50_B0MYT9, UniRef:UniRef90_B0MYT9
contig_202	1691	2224	+	DCGIOH_00560	20.1	9.0		RefSeq:WP_231290532.1, SO:0001217, UniParc:UPI001E58D8D8, UniRef:UniRef100_B0MYE1, UniRef:UniRef50_I3YPG8, UniRef:UniRef90_B0MYT8
contig_205	12	344	+	DCGIOH_00569	12.7	9.5		
contig_205	543	746	+	DCGIOH_00570	7.6	5.0		
contig_205	844	1311	+	DCGIOH_00571	15.9	8.8		
contig_207	2816	3484	-	DCGIOH_00578	25.0	5.1	PF00342.24|PGI	PFAM:PF00342.24
contig_208	3046	3735	+	DCGIOH_00581	25.9	5.3		
contig_209	626	1120	-	DCGIOH_00584	18.6	9.6		
contig_212	22	660	+	DCGIOH_00592	24.4	5.6	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
contig_213	3326	3619	-	DCGIOH_00596	10.9	4.6		
contig_215	1032	1154	-	DCGIOH_00599	4.2	4.6		
contig_216	555	875	+	DCGIOH_00601	11.5	9.6		
contig_216	1279	1836	-	DCGIOH_00602	20.2	9.4		
contig_218	1014	1349	+	DCGIOH_00605	12.1	8.3		
contig_218	1770	2132	-	DCGIOH_00606	13.6	4.7		
contig_220	225	443	+	DCGIOH_00608	8.2	10.4		
contig_223	279	896	+	DCGIOH_00611	23.5	7.0	PF00271.37|Helicase_C	PFAM:PF00271.37
contig_224	2536	3111	-	DCGIOH_00614	21.5	11.6		
contig_225	26	1105	+	DCGIOH_00615	39.3	5.4	PF07687.19|M20_dimer	PFAM:PF07687.19
contig_225	4822	6504	-	DCGIOH_00618	64.1	7.5		
contig_226	250	1011	+	DCGIOH_00619	30.3	10.0		
contig_226	1066	1350	-	DCGIOH_00620	10.1	8.9		
contig_226	3060	3386	-	DCGIOH_00621	12.6	6.0		
contig_230	1687	1881	+	DCGIOH_00636	7.1	8.3		
contig_231	4210	5712	+	DCGIOH_00642	56.1	5.5	PF00149.33|Metallophos, PF16656.11|Pur_ac_phosph_N	PFAM:PF00149.33, PFAM:PF16656.11, SO:0001217, UniRef:UniRef50_A0A3D5TQS3, UniRef:UniRef90_A0A3D5TQS3
contig_232	136	1011	-	DCGIOH_00647	31.6	5.7	PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF02875.26, PFAM:PF08245.18
contig_234	33	290	+	DCGIOH_00649	9.4	4.8		
contig_237	83	748	+	DCGIOH_00660	24.1	5.8		SO:0001217, UniRef:UniRef50_R5MHV9, UniRef:UniRef90_R5MHV9
contig_237	1884	2615	-	DCGIOH_00661	26.9	9.7		
contig_239	1235	1498	-	DCGIOH_00664	9.6	8.6	PF02887.21|PK_C	PFAM:PF02887.21
contig_240	245	646	-	DCGIOH_00665	15.4	10.0		
contig_243	2290	2469	-	DCGIOH_00672	6.8	8.7		SO:0001217, UniParc:UPI00033C7503, UniRef:UniRef100_A0A9E0K6X8, UniRef:UniRef50_A0A3C2DUR3, UniRef:UniRef90_A0A9E0K6X8
contig_243	3038	3427	-	DCGIOH_00673	14.4	9.0		SO:0001217, UniRef:UniRef50_R5MK91, UniRef:UniRef90_R5MK91
contig_244	4087	4683	-	DCGIOH_00680	20.2	4.9		
contig_245	486	674	+	DCGIOH_00681	6.7	5.0		
contig_246	91	324	+	DCGIOH_00686	8.2	9.3		
contig_246	625	792	+	DCGIOH_00687	6.2	10.3		
contig_248	480	728	+	DCGIOH_00689	9.0	6.7		
contig_250	1147	1497	-	DCGIOH_00693	12.9	5.6	PF00188.32|CAP	PFAM:PF00188.32
contig_252	1692	2870	-	DCGIOH_00696	43.0	5.2	PF03793.24|PASTA	PFAM:PF03793.24
contig_253	879	1148	-	DCGIOH_00697	10.0	6.7		
contig_254	254	550	+	DCGIOH_00698	11.1	8.8		
contig_254	1165	1656	-	DCGIOH_00699	17.7	4.5	PF04389.22|Peptidase_M28	PFAM:PF04389.22
contig_255	2707	2901	-	DCGIOH_00703	7.3	5.1		
contig_256	468	887	-	DCGIOH_00704	16.3	8.9		
contig_256	936	1313	+	DCGIOH_00705	13.8	9.3		
contig_259	1559	1978	+	DCGIOH_00718	15.5	5.1		SO:0001217, UniRef:UniRef50_A0A3D1I001
contig_260	119	352	+	DCGIOH_00721	8.5	9.1		
contig_262	1767	2039	-	DCGIOH_00730	9.8	4.4		
contig_263	1680	2252	-	DCGIOH_00733	20.7	6.0	PF00590.25|TP_methylase	PFAM:PF00590.25
contig_264	42	395	+	DCGIOH_00734	13.7	5.5		
contig_264	5968	6357	-	DCGIOH_00739	15.0	10.8		SO:0001217, UniRef:UniRef50_R5MGI7, UniRef:UniRef90_R5MGI7
contig_267	1837	2298	-	DCGIOH_00747	17.8	4.6		
contig_271	247	1827	+	DCGIOH_00753	59.6	8.7	PF00198.28|2-oxoacid_dh	PFAM:PF00198.28
contig_272	635	1306	-	DCGIOH_00754	24.0	9.1		SO:0001217, UniRef:UniRef50_A0A3C2DW10, UniRef:UniRef90_A0A3C2DW10
contig_272	4713	5090	-	DCGIOH_00757	13.7	5.9		
contig_275	2375	3520	-	DCGIOH_00763	43.3	8.4	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_275	3522	4088	-	DCGIOH_00764	21.3	4.4	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_275	6342	6746	-	DCGIOH_00768	14.7	4.5	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_276	49	1236	+	DCGIOH_00769	45.2	6.2	PF01228.26|Gly_radical	PFAM:PF01228.26
contig_276	3087	3254	+	DCGIOH_00772	5.9	5.5		
contig_277	2452	3015	-	DCGIOH_00774	20.0	4.4	PF14450.12|FtsA	PFAM:PF14450.12
contig_279	18	314	+	DCGIOH_00777	11.0	10.6		
contig_281	56	499	+	DCGIOH_00781	17.0	9.4	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_281	2278	2544	-	DCGIOH_00784	10.0	9.2		
contig_282	3708	3941	-	DCGIOH_00790	8.7	10.5		
contig_282	5040	5402	-	DCGIOH_00793	13.4	4.9		SO:0001217, UniRef:UniRef50_D4L9X2, UniRef:UniRef90_D4L9X2
contig_282	6597	7262	-	DCGIOH_00796	25.6	5.2		SO:0001217, UniRef:UniRef50_D4JT45, UniRef:UniRef90_D4JT45
contig_282	7305	7625	-	DCGIOH_00797	12.4	4.7		SO:0001217, UniParc:UPI0001CD06F7, UniRef:UniRef100_D4JT44, UniRef:UniRef50_D4JT44, UniRef:UniRef90_D4JT44
contig_282	8163	8813	-	DCGIOH_00799	26.0	4.8		SO:0001217, UniParc:UPI0001CD06F5, UniRef:UniRef100_D4JT42, UniRef:UniRef50_D4JT42, UniRef:UniRef90_D4JT42
contig_282	10988	11251	-	DCGIOH_00803	9.7	4.7		SO:0001217, UniRef:UniRef50_A0A3D4T6W3
contig_282	17923	18303	+	DCGIOH_00811	14.1	7.9		SO:0001217, UniRef:UniRef50_D4L9W2, UniRef:UniRef90_D4L9W2
contig_282	30682	30981	-	DCGIOH_00825	11.6	9.7		SO:0001217, UniParc:UPI0001CD04E6, UniRef:UniRef100_D4JT09, UniRef:UniRef50_D4JT09, UniRef:UniRef90_D4JT09
contig_282	32757	33305	-	DCGIOH_00829	20.9	5.5	PF13302.13|Acetyltransf_3	PFAM:PF13302.13
contig_282	35363	35731	-	DCGIOH_00832	13.7	9.3		SO:0001217, UniRef:UniRef50_D4JT06, UniRef:UniRef90_D4JT06
contig_282	36864	37556	-	DCGIOH_00834	26.0	9.2	PF01420.25|Methylase_S	PFAM:PF01420.25
contig_282	37691	38839	+	DCGIOH_00835	42.8	8.0	PF01420.25|Methylase_S	PFAM:PF01420.25
contig_283	64	309	+	DCGIOH_00836	8.8	4.8		
contig_287	24	260	+	DCGIOH_00845	8.7	5.6		
contig_293	849	1034	-	DCGIOH_00858	6.6	4.4	PF09383.16|NIL	PFAM:PF09383.16
contig_294	63	692	+	DCGIOH_00859	23.0	7.5	PF12705.13|PDDEXK_1	PFAM:PF12705.13
contig_296	396	689	+	DCGIOH_00863	10.2	4.6		
contig_299	46	255	+	DCGIOH_00869	6.8	4.2		
contig_304	55	519	+	DCGIOH_00896	17.0	9.1	PF02687.27|FtsX	PFAM:PF02687.27
contig_310	423	1046	-	DCGIOH_00910	24.8	10.4		
contig_311	1816	2262	-	DCGIOH_00912	16.5	5.3	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
contig_315	97	942	+	DCGIOH_00922	31.5	5.3		
contig_320	1607	2017	-	DCGIOH_00936	15.3	4.5	PF05193.26|Peptidase_M16_C	PFAM:PF05193.26
contig_322	124	441	+	DCGIOH_00939	12.0	5.9	PF00472.26|RF-1	PFAM:PF00472.26
contig_325	11	451	+	DCGIOH_00945	16.5	5.9	PF19567.5|CpsB_CapC	PFAM:PF19567.5
contig_326	225	1682	-	DCGIOH_00948	52.8	5.6	PF01915.27|Glyco_hydro_3_C	PFAM:PF01915.27
contig_329	7	573	+	DCGIOH_00955	20.8	5.9	PF00202.27|Aminotran_3	PFAM:PF00202.27, SO:0001217, UniRef:UniRef50_UPI001FEAA171
contig_329	714	980	-	DCGIOH_00956	9.5	8.5		
contig_330	1436	1900	-	DCGIOH_00958	17.4	5.3	PF01336.31|tRNA_anti-codon	PFAM:PF01336.31
contig_332	1404	1661	-	DCGIOH_00963	9.9	10.0	PF00754.31|F5_F8_type_C	PFAM:PF00754.31
contig_333	805	1425	-	DCGIOH_00964	23.1	5.7		
contig_334	467	1039	-	DCGIOH_00965	22.0	5.0		SO:0001217, UniRef:UniRef50_A0A3C2DWE4, UniRef:UniRef90_R5MH81
contig_334	1076	1246	-	DCGIOH_00966	6.1	9.2		
contig_335	16	480	+	DCGIOH_00967	17.7	10.2		
contig_335	581	904	-	DCGIOH_00968	11.4	10.8		
contig_336	618	1130	+	DCGIOH_00969	18.6	9.4		
contig_336	1678	2019	-	DCGIOH_00971	12.4	5.1	PF21096.2|RecA_C	PFAM:PF21096.2
contig_339	1061	1486	-	DCGIOH_00976	15.9	9.2		
contig_341	293	1093	-	DCGIOH_00978	29.9	5.4		
contig_342	1469	1645	-	DCGIOH_00980	6.9	10.0		
contig_342	1715	2194	-	DCGIOH_00981	18.4	9.8		
contig_343	1054	5271	-	DCGIOH_00982	150.4	4.9		
contig_344	1573	1893	-	DCGIOH_00984	11.5	8.9	PF17762.7|HTH_ParB	PFAM:PF17762.7
contig_345	65	262	-	DCGIOH_00985	7.9	11.2		
contig_345	1361	1816	+	DCGIOH_00986	17.7	10.1		
contig_347	716	1018	+	DCGIOH_00992	11.9	7.9		RefSeq:WP_007569314.1, SO:0001217, UniParc:UPI0001787C8B, UniRef:UniRef100_A0A412E8T8, UniRef:UniRef50_S0FC46, UniRef:UniRef90_B5D0M3
contig_349	7565	8257	-	DCGIOH_01003	25.0	9.5		
contig_352	5424	6401	-	DCGIOH_01010	34.6	8.7	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10589.14|NADH_4Fe-4S, PF12797.12|Fer4_2, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13237.11|Fer4_10	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10589.14, PFAM:PF12797.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11
